,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-09-12T00:00:00.000,Alexandria,Female,1867,140,34
1,2020-09-12T00:00:00.000,Alexandria,Male,1716,165,28
2,2020-09-12T00:00:00.000,Alexandria,Not Reported,11,0,0
3,2020-09-12T00:00:00.000,Alleghany,Female,702,27,14
4,2020-09-12T00:00:00.000,Alleghany,Male,634,40,9
5,2020-09-12T00:00:00.000,Alleghany,Not Reported,7,0,0
6,2020-09-12T00:00:00.000,Arlington,Female,1835,211,68
7,2020-09-12T00:00:00.000,Arlington,Male,1870,270,77
8,2020-09-12T00:00:00.000,Arlington,Not Reported,5,0,0
9,2020-09-12T00:00:00.000,Central Shenandoah,Female,2435,127,32
10,2020-09-12T00:00:00.000,Central Shenandoah,Male,2035,123,33
11,2020-09-12T00:00:00.000,Central Shenandoah,Not Reported,15,0,0
12,2020-09-12T00:00:00.000,Central Virginia,Female,1431,41,8
13,2020-09-12T00:00:00.000,Central Virginia,Male,1271,52,11
14,2020-09-12T00:00:00.000,Central Virginia,Not Reported,30,0,0
15,2020-09-12T00:00:00.000,Chesapeake,Female,2233,187,23
16,2020-09-12T00:00:00.000,Chesapeake,Male,1808,177,26
17,2020-09-12T00:00:00.000,Chesapeake,Not Reported,7,0,0
18,2020-09-12T00:00:00.000,Chesterfield,Female,2981,154,52
19,2020-09-12T00:00:00.000,Chesterfield,Male,2835,175,60
20,2020-09-12T00:00:00.000,Chesterfield,Not Reported,125,0,1
21,2020-09-12T00:00:00.000,Chickahominy,Female,811,73,23
22,2020-09-12T00:00:00.000,Chickahominy,Male,719,77,26
23,2020-09-12T00:00:00.000,Chickahominy,Not Reported,20,0,0
24,2020-09-12T00:00:00.000,Crater,Female,1517,139,39
25,2020-09-12T00:00:00.000,Crater,Male,1965,120,41
26,2020-09-12T00:00:00.000,Crater,Not Reported,32,2,0
27,2020-09-12T00:00:00.000,Cumberland Plateau,Female,337,24,5
28,2020-09-12T00:00:00.000,Cumberland Plateau,Male,289,25,4
29,2020-09-12T00:00:00.000,Cumberland Plateau,Not Reported,1,0,0
