,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-12-09T00:00:00.000,Alexandria,0-9,420,3,0
1,2020-12-09T00:00:00.000,Alexandria,10-19,409,6,0
2,2020-12-09T00:00:00.000,Alexandria,20-29,1193,10,1
3,2020-12-09T00:00:00.000,Alexandria,30-39,1376,41,2
4,2020-12-09T00:00:00.000,Alexandria,40-49,1017,62,1
5,2020-12-09T00:00:00.000,Alexandria,50-59,717,82,14
6,2020-12-09T00:00:00.000,Alexandria,60-69,441,76,7
7,2020-12-09T00:00:00.000,Alexandria,70-79,198,62,20
8,2020-12-09T00:00:00.000,Alexandria,80+,159,46,36
9,2020-12-09T00:00:00.000,Alexandria,Missing,20,0,0
10,2020-12-09T00:00:00.000,Alleghany,0-9,145,0,0
11,2020-12-09T00:00:00.000,Alleghany,10-19,556,2,0
12,2020-12-09T00:00:00.000,Alleghany,20-29,1011,3,0
13,2020-12-09T00:00:00.000,Alleghany,30-39,984,9,0
14,2020-12-09T00:00:00.000,Alleghany,40-49,902,12,0
15,2020-12-09T00:00:00.000,Alleghany,50-59,957,22,3
16,2020-12-09T00:00:00.000,Alleghany,60-69,671,38,8
17,2020-12-09T00:00:00.000,Alleghany,70-79,479,53,36
18,2020-12-09T00:00:00.000,Alleghany,80+,419,41,50
19,2020-12-09T00:00:00.000,Alleghany,Missing,24,0,0
20,2020-12-09T00:00:00.000,Arlington,0-9,229,2,0
21,2020-12-09T00:00:00.000,Arlington,10-19,482,6,0
22,2020-12-09T00:00:00.000,Arlington,20-29,1813,28,0
23,2020-12-09T00:00:00.000,Arlington,30-39,1413,60,0
24,2020-12-09T00:00:00.000,Arlington,40-49,1078,83,10
25,2020-12-09T00:00:00.000,Arlington,50-59,865,100,9
26,2020-12-09T00:00:00.000,Arlington,60-69,553,114,23
27,2020-12-09T00:00:00.000,Arlington,70-79,295,97,39
28,2020-12-09T00:00:00.000,Arlington,80+,284,113,81
29,2020-12-09T00:00:00.000,Arlington,Missing,50,1,0
30,2020-12-09T00:00:00.000,Central Shenandoah,0-9,289,0,0
31,2020-12-09T00:00:00.000,Central Shenandoah,10-19,1760,3,0
32,2020-12-09T00:00:00.000,Central Shenandoah,20-29,2800,16,0
33,2020-12-09T00:00:00.000,Central Shenandoah,30-39,1384,16,2
34,2020-12-09T00:00:00.000,Central Shenandoah,40-49,1311,38,0
35,2020-12-09T00:00:00.000,Central Shenandoah,50-59,1374,68,7
36,2020-12-09T00:00:00.000,Central Shenandoah,60-69,1058,89,24
37,2020-12-09T00:00:00.000,Central Shenandoah,70-79,611,109,29
38,2020-12-09T00:00:00.000,Central Shenandoah,80+,477,87,53
39,2020-12-09T00:00:00.000,Central Shenandoah,Missing,29,0,0
40,2020-12-09T00:00:00.000,Central Virginia,0-9,251,0,0
41,2020-12-09T00:00:00.000,Central Virginia,10-19,982,3,0
42,2020-12-09T00:00:00.000,Central Virginia,20-29,1861,11,0
43,2020-12-09T00:00:00.000,Central Virginia,30-39,1090,23,0
44,2020-12-09T00:00:00.000,Central Virginia,40-49,1052,15,1
45,2020-12-09T00:00:00.000,Central Virginia,50-59,1161,31,6
46,2020-12-09T00:00:00.000,Central Virginia,60-69,839,58,14
47,2020-12-09T00:00:00.000,Central Virginia,70-79,554,73,23
48,2020-12-09T00:00:00.000,Central Virginia,80+,348,63,44
49,2020-12-09T00:00:00.000,Central Virginia,Missing,10,0,0
50,2020-12-09T00:00:00.000,Chesapeake,0-9,277,3,0
51,2020-12-09T00:00:00.000,Chesapeake,10-19,609,5,0
52,2020-12-09T00:00:00.000,Chesapeake,20-29,1307,15,0
53,2020-12-09T00:00:00.000,Chesapeake,30-39,1358,33,0
54,2020-12-09T00:00:00.000,Chesapeake,40-49,1084,66,1
55,2020-12-09T00:00:00.000,Chesapeake,50-59,1038,99,9
56,2020-12-09T00:00:00.000,Chesapeake,60-69,769,129,16
57,2020-12-09T00:00:00.000,Chesapeake,70-79,380,113,16
58,2020-12-09T00:00:00.000,Chesapeake,80+,256,92,44
59,2020-12-09T00:00:00.000,Chesapeake,Missing,57,1,0
60,2020-12-09T00:00:00.000,Chesterfield,0-9,476,6,0
