,report_date,health_district,sex,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-10T00:00:00.000,Alexandria,Female,2081,143,37
1,2020-10-10T00:00:00.000,Alexandria,Male,1915,180,36
2,2020-10-10T00:00:00.000,Alexandria,Not Reported,13,0,0
3,2020-10-10T00:00:00.000,Alleghany,Female,1030,39,19
4,2020-10-10T00:00:00.000,Alleghany,Male,883,47,10
5,2020-10-10T00:00:00.000,Alleghany,Not Reported,7,0,0
6,2020-10-10T00:00:00.000,Arlington,Female,2064,225,70
7,2020-10-10T00:00:00.000,Arlington,Male,2103,285,82
8,2020-10-10T00:00:00.000,Arlington,Not Reported,3,0,0
9,2020-10-10T00:00:00.000,Central Shenandoah,Female,3259,144,34
10,2020-10-10T00:00:00.000,Central Shenandoah,Male,2798,136,38
11,2020-10-10T00:00:00.000,Central Shenandoah,Not Reported,19,0,0
12,2020-10-10T00:00:00.000,Central Virginia,Female,2019,69,23
13,2020-10-10T00:00:00.000,Central Virginia,Male,1782,71,25
14,2020-10-10T00:00:00.000,Central Virginia,Not Reported,41,0,0
15,2020-10-10T00:00:00.000,Chesapeake,Female,2491,229,34
16,2020-10-10T00:00:00.000,Chesapeake,Male,2066,216,42
17,2020-10-10T00:00:00.000,Chesapeake,Not Reported,5,0,0
18,2020-10-10T00:00:00.000,Chesterfield,Female,3494,209,57
19,2020-10-10T00:00:00.000,Chesterfield,Male,3266,217,71
20,2020-10-10T00:00:00.000,Chesterfield,Not Reported,117,0,1
21,2020-10-10T00:00:00.000,Chickahominy,Female,1024,84,27
22,2020-10-10T00:00:00.000,Chickahominy,Male,1004,86,28
23,2020-10-10T00:00:00.000,Chickahominy,Not Reported,33,1,0
24,2020-10-10T00:00:00.000,Crater,Female,1822,151,57
25,2020-10-10T00:00:00.000,Crater,Male,2574,129,47
26,2020-10-10T00:00:00.000,Crater,Not Reported,37,3,0
27,2020-10-10T00:00:00.000,Cumberland Plateau,Female,545,34,7
28,2020-10-10T00:00:00.000,Cumberland Plateau,Male,469,35,5
29,2020-10-10T00:00:00.000,Cumberland Plateau,Not Reported,11,0,0
30,2020-10-10T00:00:00.000,Eastern Shore,Female,753,73,26
31,2020-10-10T00:00:00.000,Eastern Shore,Male,737,68,24
32,2020-10-10T00:00:00.000,Eastern Shore,Not Reported,9,0,0
33,2020-10-10T00:00:00.000,Fairfax,Female,11257,943,290
34,2020-10-10T00:00:00.000,Fairfax,Male,10666,1272,318
35,2020-10-10T00:00:00.000,Fairfax,Not Reported,155,1,6
36,2020-10-10T00:00:00.000,Hampton,Female,1077,27,12
37,2020-10-10T00:00:00.000,Hampton,Male,869,47,15
38,2020-10-10T00:00:00.000,Hampton,Not Reported,6,0,0
39,2020-10-10T00:00:00.000,Henrico,Female,3040,234,116
40,2020-10-10T00:00:00.000,Henrico,Male,2654,225,105
41,2020-10-10T00:00:00.000,Henrico,Not Reported,32,0,0
42,2020-10-10T00:00:00.000,Lenowisco,Female,540,37,4
43,2020-10-10T00:00:00.000,Lenowisco,Male,509,48,16
44,2020-10-10T00:00:00.000,Lenowisco,Not Reported,2,0,0
45,2020-10-10T00:00:00.000,Lord Fairfax,Female,1784,139,56
46,2020-10-10T00:00:00.000,Lord Fairfax,Male,1593,152,63
47,2020-10-10T00:00:00.000,Lord Fairfax,Not Reported,16,0,0
48,2020-10-10T00:00:00.000,Loudoun,Female,3623,200,79
49,2020-10-10T00:00:00.000,Loudoun,Male,3496,247,49
50,2020-10-10T00:00:00.000,Loudoun,Not Reported,62,0,0
51,2020-10-10T00:00:00.000,Mount Rogers,Female,1776,125,63
52,2020-10-10T00:00:00.000,Mount Rogers,Male,1322,153,67
53,2020-10-10T00:00:00.000,Mount Rogers,Not Reported,10,0,0
54,2020-10-10T00:00:00.000,New River,Female,1827,25,13
55,2020-10-10T00:00:00.000,New River,Male,1799,40,15
56,2020-10-10T00:00:00.000,New River,Not Reported,31,0,0
57,2020-10-10T00:00:00.000,Norfolk,Female,2618,195,37
58,2020-10-10T00:00:00.000,Norfolk,Male,2424,188,42
59,2020-10-10T00:00:00.000,Norfolk,Not Reported,3,0,0
60,2020-10-10T00:00:00.000,Peninsula,Female,2411,101,50
61,2020-10-10T00:00:00.000,Peninsula,Male,2235,109,39
62,2020-10-10T00:00:00.000,Peninsula,Not Reported,19,0,0
63,2020-10-10T00:00:00.000,Piedmont,Female,801,57,15
64,2020-10-10T00:00:00.000,Piedmont,Male,1409,83,36
65,2020-10-10T00:00:00.000,Piedmont,Not Reported,6,0,0
66,2020-10-10T00:00:00.000,Pittsylvania-Danville,Female,1222,101,32
67,2020-10-10T00:00:00.000,Pittsylvania-Danville,Male,956,64,16
68,2020-10-10T00:00:00.000,Pittsylvania-Danville,Not Reported,6,0,0
69,2020-10-10T00:00:00.000,Portsmouth,Female,1391,166,33
70,2020-10-10T00:00:00.000,Portsmouth,Male,1270,127,30
71,2020-10-10T00:00:00.000,Portsmouth,Not Reported,3,0,0
72,2020-10-10T00:00:00.000,Prince William,Female,7930,492,105
73,2020-10-10T00:00:00.000,Prince William,Male,7630,635,140
74,2020-10-10T00:00:00.000,Prince William,Not Reported,123,2,0
75,2020-10-10T00:00:00.000,Rappahannock,Female,2983,188,31
76,2020-10-10T00:00:00.000,Rappahannock,Male,2581,218,48
77,2020-10-10T00:00:00.000,Rappahannock,Not Reported,17,0,0
78,2020-10-10T00:00:00.000,Rappahannock Rapidan,Female,1402,76,26
79,2020-10-10T00:00:00.000,Rappahannock Rapidan,Male,1335,103,27
80,2020-10-10T00:00:00.000,Rappahannock Rapidan,Not Reported,31,0,0
81,2020-10-10T00:00:00.000,Richmond,Female,2456,216,23
82,2020-10-10T00:00:00.000,Richmond,Male,2399,218,37
83,2020-10-10T00:00:00.000,Richmond,Not Reported,49,1,2
84,2020-10-10T00:00:00.000,Roanoke,Female,1174,47,18
85,2020-10-10T00:00:00.000,Roanoke,Male,919,35,14
86,2020-10-10T00:00:00.000,Roanoke,Not Reported,17,0,0
87,2020-10-10T00:00:00.000,Southside,Female,771,43,23
88,2020-10-10T00:00:00.000,Southside,Male,850,46,23
89,2020-10-10T00:00:00.000,Southside,Not Reported,9,0,0
90,2020-10-10T00:00:00.000,Thomas Jefferson,Female,2082,99,40
91,2020-10-10T00:00:00.000,Thomas Jefferson,Male,1876,100,33
92,2020-10-10T00:00:00.000,Thomas Jefferson,Not Reported,3,0,0
93,2020-10-10T00:00:00.000,Three Rivers,Female,886,63,16
94,2020-10-10T00:00:00.000,Three Rivers,Male,1069,63,16
95,2020-10-10T00:00:00.000,Three Rivers,Not Reported,27,0,0
96,2020-10-10T00:00:00.000,Virginia Beach,Female,3950,208,49
97,2020-10-10T00:00:00.000,Virginia Beach,Male,3291,196,48
98,2020-10-10T00:00:00.000,Virginia Beach,Not Reported,15,0,0
99,2020-10-10T00:00:00.000,Western Tidewater,Female,2038,96,63
