,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
1,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
2,San Benito,2020-03-29,1.0,1.0,,,1.0,0.0,1.0
3,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
4,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
5,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
6,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
7,Glenn,2020-03-29,,,,,,,
8,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
9,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
10,Los Angeles,2020-03-29,489.0,1132.0,,,191.0,182.0,345.0
11,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
12,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
13,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
14,Marin,2020-03-29,7.0,13.0,,,2.0,6.0,11.0
15,Butte,2020-03-29,,,,,,,
16,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
17,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
18,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
19,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
20,Calaveras,2020-03-29,,,,,,,
21,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
22,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
23,Amador,2020-03-29,1.0,0.0,,,0.0,0.0,2.0
24,Humboldt,2020-03-29,1.0,10.0,,,0.0,0.0,18.0
25,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
26,Contra Costa,2020-03-29,23.0,62.0,,,8.0,15.0,62.0
27,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
28,Sacramento,2020-03-29,36.0,27.0,,,12.0,18.0,50.0
29,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
30,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
31,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
32,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
33,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
34,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
35,Napa,2020-03-29,0.0,26.0,,,,,5.0
36,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
37,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
38,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
39,Colusa,2020-03-29,,,,,,,
40,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
41,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
42,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
43,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
44,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
45,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
46,Inyo,2020-03-29,,,,,,,
47,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
48,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
49,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
50,Imperial,2020-03-29,5.0,100.0,,,1.0,2.0,2.0
51,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
52,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
53,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
54,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
55,Shasta,2020-03-30,1.0,4.0,,,0.0,0.0,13.0
56,Contra Costa,2020-03-30,25.0,54.0,,,11.0,6.0,90.0
57,Modoc,2020-03-30,0.0,31.0,,,0.0,0.0,
58,Kings,2020-03-30,2.0,12.0,,,1.0,2.0,0.0
59,Mono,2020-03-30,0.0,1.0,,,0.0,0.0,2.0
60,Marin,2020-03-30,10.0,9.0,,,4.0,2.0,16.0
61,Placer,2020-03-30,19.0,19.0,,,5.0,1.0,29.0
62,Butte,2020-03-30,4.0,12.0,,,2.0,1.0,5.0
63,Imperial,2020-03-30,19.0,109.0,,,3.0,3.0,4.0
64,Riverside,2020-03-30,60.0,133.0,,,22.0,33.0,77.0
65,Orange,2020-03-30,98.0,251.0,,,42.0,58.0,131.0
66,Solano,2020-03-30,15.0,16.0,,,6.0,0.0,47.0
67,Napa,2020-03-30,3.0,8.0,,,1.0,0.0,9.0
68,Merced,2020-03-30,1.0,9.0,,,0.0,2.0,11.0
69,Yuba,2020-03-30,3.0,17.0,,,2.0,4.0,10.0
70,Lake,2020-03-30,0.0,1.0,,,0.0,1.0,3.0
71,San Bernardino,2020-03-30,67.0,179.0,,,27.0,33.0,66.0
72,Siskiyou,2020-03-30,0.0,0.0,,,0.0,0.0,3.0
73,Del Norte,2020-03-30,0.0,2.0,,,0.0,0.0,5.0
74,Tehama,2020-03-30,0.0,2.0,,,0.0,0.0,2.0
75,Alameda,2020-03-30,59.0,89.0,,,27.0,18.0,146.0
76,Monterey,2020-03-30,11.0,16.0,,,4.0,0.0,17.0
77,Santa Clara,2020-03-30,153.0,93.0,,,74.0,23.0,103.0
78,Santa Cruz,2020-03-30,0.0,2.0,,,0.0,0.0,4.0
79,Ventura,2020-03-30,25.0,82.0,,,5.0,28.0,15.0
80,Lassen,2020-03-30,0.0,4.0,,,0.0,0.0,
81,San Diego,2020-03-30,146.0,446.0,,,72.0,23.0,228.0
82,Stanislaus,2020-03-30,17.0,51.0,,,9.0,5.0,29.0
83,Yolo,2020-03-30,2.0,2.0,,,1.0,2.0,0.0
84,Calaveras,2020-03-30,0.0,3.0,,,0.0,1.0,5.0
85,Sacramento,2020-03-30,45.0,86.0,,,21.0,23.0,58.0
86,San Benito,2020-03-30,1.0,1.0,,,1.0,0.0,1.0
87,Glenn,2020-03-30,0.0,0.0,,,0.0,0.0,
88,Sutter,2020-03-30,0.0,0.0,,,0.0,0.0,
89,Humboldt,2020-03-30,1.0,8.0,,,0.0,0.0,10.0
90,Sonoma,2020-03-30,7.0,22.0,,,3.0,4.0,29.0
91,San Mateo,2020-03-30,56.0,40.0,,,18.0,11.0,47.0
92,Santa Barbara,2020-03-30,19.0,25.0,,,11.0,7.0,48.0
93,Fresno,2020-03-30,10.0,88.0,,,3.0,14.0,24.0
94,Nevada,2020-03-30,26.0,17.0,,,2.0,5.0,3.0
95,Trinity,2020-03-30,0.0,0.0,,,0.0,0.0,
96,Madera,2020-03-30,1.0,5.0,,,1.0,3.0,4.0
97,Plumas,2020-03-30,0.0,1.0,,,0.0,0.0,
98,San Luis Obispo,2020-03-30,5.0,11.0,,,3.0,4.0,957.0
99,El Dorado,2020-03-30,0.0,9.0,,,0.0,6.0,9.0
100,Kern,2020-03-30,18.0,123.0,,,6.0,8.0,51.0
101,San Francisco,2020-03-30,58.0,92.0,,,18.0,7.0,90.0
102,Mendocino,2020-03-30,2.0,11.0,,,0.0,1.0,8.0
103,San Joaquin,2020-03-30,28.0,30.0,,,8.0,4.0,53.0
104,Tulare,2020-03-30,5.0,21.0,,,4.0,6.0,7.0
105,Tuolumne,2020-03-30,1.0,2.0,,,0.0,0.0,3.0
106,Inyo,2020-03-30,,,,,,,
107,Colusa,2020-03-30,0.0,1.0,,,0.0,1.0,5.0
108,Amador,2020-03-30,0.0,1.0,,,0.0,0.0,4.0
109,Los Angeles,2020-03-30,601.0,1277.0,,,245.0,244.0,456.0
110,Mono,2020-03-31,0.0,1.0,,,0.0,0.0,2.0
111,Trinity,2020-03-31,0.0,0.0,,,0.0,0.0,
112,Amador,2020-03-31,0.0,0.0,,,0.0,0.0,4.0
113,Del Norte,2020-03-31,0.0,4.0,,,0.0,0.0,3.0
114,Kings,2020-03-31,1.0,3.0,,,1.0,2.0,4.0
115,San Diego,2020-03-31,158.0,408.0,,,75.0,39.0,208.0
116,Yuba,2020-03-31,2.0,21.0,,,2.0,4.0,6.0
117,San Luis Obispo,2020-03-31,7.0,15.0,,,3.0,6.0,955.0
118,Sutter,2020-03-31,0.0,0.0,,,0.0,0.0,
