,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,hospitalized_covid_patients,all_hospital_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients,icu_available_beds
0,Tehama,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
1,Santa Clara,2020-03-29,141.0,72.0,,,65.0,15.0,70.0
2,San Francisco,2020-03-29,50.0,73.0,,,24.0,10.0,61.0
3,Inyo,2020-03-29,,,,,,,
4,El Dorado,2020-03-29,0.0,6.0,,,0.0,3.0,3.0
5,San Joaquin,2020-03-29,34.0,35.0,,,5.0,2.0,7.0
6,Sutter,2020-03-29,0.0,0.0,,,0.0,0.0,
7,Nevada,2020-03-29,23.0,,,,1.0,0.0,3.0
8,Calaveras,2020-03-29,,,,,,,
9,Sonoma,2020-03-29,7.0,20.0,,,2.0,5.0,12.0
10,Tulare,2020-03-29,6.0,13.0,,,5.0,3.0,7.0
11,Ventura,2020-03-29,24.0,85.0,,,5.0,19.0,14.0
12,Santa Cruz,2020-03-29,0.0,0.0,,,0.0,0.0,
13,Yolo,2020-03-29,2.0,3.0,,,1.0,1.0,0.0
14,San Diego,2020-03-29,121.0,211.0,,,77.0,39.0,205.0
15,Modoc,2020-03-29,0.0,0.0,,,0.0,0.0,
16,Colusa,2020-03-29,,,,,,,
17,Kings,2020-03-29,2.0,5.0,,,1.0,0.0,2.0
18,San Mateo,2020-03-29,46.0,27.0,,,16.0,10.0,28.0
19,Shasta,2020-03-29,0.0,0.0,,,0.0,0.0,
20,Lassen,2020-03-29,0.0,2.0,,,0.0,0.0,
21,Stanislaus,2020-03-29,20.0,48.0,,,9.0,8.0,25.0
22,Riverside,2020-03-29,44.0,78.0,,,13.0,20.0,46.0
23,Mendocino,2020-03-29,1.0,11.0,,,0.0,0.0,1.0
24,Merced,2020-03-29,1.0,7.0,,,0.0,0.0,3.0
25,Orange,2020-03-29,74.0,167.0,,,31.0,40.0,131.0
26,Alameda,2020-03-29,36.0,91.0,,,20.0,16.0,119.0
27,San Bernardino,2020-03-29,33.0,123.0,,,19.0,20.0,65.0
28,Fresno,2020-03-29,8.0,116.0,,,3.0,14.0,22.0
29,Siskiyou,2020-03-29,0.0,0.0,,,0.0,0.0,2.0
30,San Luis Obispo,2020-03-29,7.0,12.0,,,3.0,4.0,948.0
31,Del Norte,2020-03-29,1.0,2.0,,,0.0,0.0,3.0
32,Monterey,2020-03-29,2.0,16.0,,,1.0,2.0,10.0
33,Plumas,2020-03-29,0.0,1.0,,,0.0,1.0,
34,Napa,2020-03-29,0.0,26.0,,,,,5.0
35,Madera,2020-03-29,1.0,6.0,,,1.0,1.0,8.0
36,Santa Barbara,2020-03-29,15.0,21.0,,,9.0,3.0,47.0
37,Mono,2020-03-29,0.0,1.0,,,0.0,0.0,2.0
38,Yuba,2020-03-29,2.0,12.0,,,2.0,4.0,2.0
39,Lake,2020-03-29,0.0,1.0,,,0.0,1.0,2.0
40,Tuolumne,2020-03-29,1.0,5.0,,,0.0,0.0,0.0
41,Glenn,2020-03-29,,,,,,,
42,Kern,2020-03-29,16.0,57.0,,,8.0,8.0,39.0
43,Trinity,2020-03-29,0.0,0.0,,,0.0,0.0,
44,Butte,2020-03-29,,,,,,,
45,Placer,2020-03-29,18.0,14.0,,,4.0,1.0,10.0
46,Solano,2020-03-29,7.0,27.0,,,4.0,1.0,28.0
