County Name,Scrape Time,Total Cases,Total Deaths
Moniteau,2020-06-01 20:06:57.964510,47,1
Callaway,2020-06-01 20:06:57.964510,29,1
Atchison,2020-06-01 20:06:57.964510,3,0
St Charles,2020-06-01 20:06:57.964510,787,58
Ste Genevieve,2020-06-01 20:06:57.964510,11,1
Jasper,2020-06-01 20:06:57.964510,22,0
Joplin,2020-06-01 20:06:57.964510,15,0
Cedar,2020-06-01 20:06:57.964510,9,0
Andrew,2020-06-01 20:06:57.964510,30,0
Carroll,2020-06-01 20:06:57.964510,8,0
Henry,2020-06-01 20:06:57.964510,12,3
Madison,2020-06-01 20:06:57.964510,3,0
Boone,2020-06-01 20:06:57.964510,153,1
Ray,2020-06-01 20:06:57.964510,19,0
Sullivan,2020-06-01 20:06:57.964510,60,0
Taney,2020-06-01 20:06:57.964510,13,2
St Louis City,2020-06-01 20:06:57.964510,1830,123
Newton,2020-06-01 20:06:57.964510,19,1
Webster,2020-06-01 20:06:57.964510,18,0
Lawrence,2020-06-01 20:06:57.964510,7,0
Dunklin,2020-06-01 20:06:57.964510,45,2
Macon,2020-06-01 20:06:57.964510,4,0
Polk,2020-06-01 20:06:57.964510,2,0
Camden,2020-06-01 20:06:57.964510,37,1
Chariton,2020-06-01 20:06:57.964510,6,0
St Francois,2020-06-01 20:06:57.964510,35,2
Morgan,2020-06-01 20:06:57.964510,9,0
Holt,2020-06-01 20:06:57.964510,2,0
Audrain,2020-06-01 20:06:57.964510,85,0
Mercer,2020-06-01 20:06:57.964510,1,0
St Louis,2020-06-01 20:06:57.964510,4834,441
Carter,2020-06-01 20:06:57.964510,5,1
Shelby,2020-06-02 20:17:22.151910,1,0
Warren,2020-06-02 20:17:22.151910,27,0
St Clair,2020-06-02 20:17:22.151910,2,0
Shannon,2020-06-02 20:17:22.151910,3,0
Pemiscot,2020-06-02 20:17:22.151910,88,5
Ralls,2020-06-02 20:17:22.151910,5,0
Pulaski,2020-06-02 20:17:22.151910,35,1
Harrison,2020-06-02 20:17:22.151910,9,0
Grundy,2020-06-02 20:17:22.151910,3,0
Oregon,2020-06-02 20:17:22.151910,2,0
Dade,2020-06-02 20:17:22.151910,0,0
Scotland,2020-06-02 20:17:22.151910,6,0
Cass,2020-06-02 20:17:22.151910,96,7
Wayne,2020-06-02 20:17:22.151910,0,0
Hickory,2020-06-02 20:17:22.151910,0,0
Dallas,2020-06-02 20:17:22.151910,3,0
Washington,2020-06-02 20:17:22.151910,12,1
Pike,2020-06-02 20:17:22.151910,25,1
Caldwell,2020-06-02 20:17:22.151910,6,0
Adair,2020-06-02 20:17:22.151910,60,0
Platte,2020-06-02 20:17:22.151910,73,2
Butler,2020-06-02 20:17:22.151910,35,0
Cape Girardeau,2020-06-02 20:17:22.151910,76,2
Ozark,2020-06-02 20:17:22.151910,0,0
Bates,2020-06-02 20:17:22.151910,10,1
Putnam,2020-06-02 20:17:22.151910,0,0
Osage,2020-06-02 20:17:22.151910,5,0
Jackson,2020-06-02 20:17:22.151910,637,22
Stoddard,2020-06-02 20:17:22.151910,87,5
Johnson,2020-06-02 20:17:22.151910,76,0
McDonald,2020-06-02 20:17:22.151910,22,0
Crawford,2020-06-02 20:17:22.151910,8,0
Clinton,2020-06-02 20:17:22.151910,18,0
Linn,2020-06-02 20:17:22.151910,9,1
Barry,2020-06-02 20:17:22.151910,9,0
Cole,2020-06-02 20:17:22.151910,60,1
Dent,2020-06-02 20:17:22.151910,1,0
Miller,2020-06-02 20:17:22.151910,4,0
Reynolds,2020-06-02 20:17:22.151910,2,0
Saline,2020-06-02 20:17:22.151910,268,2
Christian,2020-06-02 20:17:22.151910,24,0
Montgomery,2020-06-02 20:17:22.151910,9,0
Worth,2020-06-02 20:17:22.151910,4,0
Pettis,2020-06-02 20:17:22.151910,77,1
Clark,2020-06-02 20:17:22.151910,1,0
Marion,2020-06-02 20:17:22.151910,5,0
Cooper,2020-06-02 20:17:22.151910,9,0
Phelps,2020-06-02 20:17:22.151910,4,0
Greene,2020-06-02 20:17:22.151910,147,8
Monroe,2020-06-02 20:17:22.151910,2,0
Daviess,2020-06-02 20:17:22.151910,4,0
Barton,2020-06-02 20:17:22.151910,0,0
Ripley,2020-06-02 20:17:22.151910,8,0
Gentry,2020-06-02 20:17:22.151910,41,2
Benton,2020-06-02 20:17:22.151910,11,0
Wright,2020-06-02 20:17:22.151910,11,0
Lincoln,2020-06-02 20:17:22.151910,85,1
Howell,2020-06-02 20:17:22.151910,9,0
Schuyler,2020-06-02 20:17:22.151910,1,0
Maries,2020-06-02 20:17:22.151910,2,0
Laclede,2020-06-02 20:17:22.151910,7,0
DeKalb,2020-06-02 20:17:22.151910,6,0
Vernon,2020-06-02 20:17:22.151910,10,0
Buchanan,2020-06-02 20:17:22.151910,719,2
Clay,2020-06-02 20:17:22.151910,173,3
Stone,2020-06-02 20:17:22.151910,5,0
Bollinger,2020-06-02 20:17:22.151910,6,0
Jefferson,2020-06-02 20:17:22.151910,348,17
Knox,2020-06-02 20:17:22.151910,0,0
Lafayette,2020-06-02 20:17:22.151910,75,1
Nodaway,2020-06-02 20:17:22.151910,13,0
Gasconade,2020-06-02 20:17:22.151910,2,0
Kansas City,2020-06-02 20:17:22.151910,1315,27
Livingston,2020-06-02 20:17:22.151910,3,0
Perry,2020-06-02 20:17:22.151910,63,0
Franklin,2020-06-02 20:17:22.151910,142,17
New Madrid,2020-06-02 20:17:22.151910,21,1
Iron,2020-06-02 20:17:22.151910,2,0
Howard,2020-06-02 20:17:22.151910,3,0
Randolph,2020-06-02 20:17:22.151910,10,0
Lewis,2020-06-02 20:17:22.151910,7,1
Texas,2020-06-02 20:17:22.151910,1,0
Douglas,2020-06-02 20:17:22.151910,2,0
Moniteau,2020-06-02 20:17:22.151910,48,1
Callaway,2020-06-02 20:17:22.151910,30,1
Atchison,2020-06-02 20:17:22.151910,3,0
St Charles,2020-06-02 20:17:22.151910,791,58
Ste Genevieve,2020-06-02 20:17:22.151910,11,1
Jasper,2020-06-02 20:17:22.151910,23,0
Joplin,2020-06-02 20:17:22.151910,14,0
Cedar,2020-06-02 20:17:22.151910,9,0
Andrew,2020-06-02 20:17:22.151910,30,0
Carroll,2020-06-02 20:17:22.151910,8,0
Henry,2020-06-02 20:17:22.151910,11,3
Madison,2020-06-02 20:17:22.151910,3,0
Boone,2020-06-02 20:17:22.151910,154,1
Ray,2020-06-02 20:17:22.151910,19,0
Sullivan,2020-06-02 20:17:22.151910,61,0
Taney,2020-06-02 20:17:22.151910,13,2
St Louis City,2020-06-02 20:17:22.151910,1839,124
Newton,2020-06-02 20:17:22.151910,20,1
Webster,2020-06-02 20:17:22.151910,18,0
Lawrence,2020-06-02 20:17:22.151910,7,0
Dunklin,2020-06-02 20:17:22.151910,45,2
Macon,2020-06-02 20:17:22.151910,5,0
Polk,2020-06-02 20:17:22.151910,3,0
Camden,2020-06-02 20:17:22.151910,37,1
Chariton,2020-06-02 20:17:22.151910,6,0
St Francois,2020-06-02 20:17:22.151910,36,2
Morgan,2020-06-02 20:17:22.151910,9,0
Holt,2020-06-02 20:17:22.151910,2,0
Audrain,2020-06-02 20:17:22.151910,90,1
Mercer,2020-06-02 20:17:22.151910,1,0
St Louis,2020-06-02 20:17:22.151910,4886,443
Carter,2020-06-02 20:17:22.151910,5,1
Shelby,2020-06-03 19:56:10.075423,1,0
Warren,2020-06-03 19:56:10.075423,27,0
St Clair,2020-06-03 19:56:10.075423,2,0
Shannon,2020-06-03 19:56:10.075423,5,0
Pemiscot,2020-06-03 19:56:10.075423,89,5
Ralls,2020-06-03 19:56:10.075423,5,0
Pulaski,2020-06-03 19:56:10.075423,39,1
Harrison,2020-06-03 19:56:10.075423,9,0
Grundy,2020-06-03 19:56:10.075423,4,0
Oregon,2020-06-03 19:56:10.075423,2,0
Dade,2020-06-03 19:56:10.075423,0,0
Scotland,2020-06-03 19:56:10.075423,8,0
Cass,2020-06-03 19:56:10.075423,97,8
Wayne,2020-06-03 19:56:10.075423,0,0
Hickory,2020-06-03 19:56:10.075423,0,0
Dallas,2020-06-03 19:56:10.075423,3,0
Washington,2020-06-03 19:56:10.075423,12,1
Pike,2020-06-03 19:56:10.075423,27,1
Caldwell,2020-06-03 19:56:10.075423,6,0
Adair,2020-06-03 19:56:10.075423,60,0
Platte,2020-06-03 19:56:10.075423,72,2
Butler,2020-06-03 19:56:10.075423,35,0
Cape Girardeau,2020-06-03 19:56:10.075423,76,2
Ozark,2020-06-03 19:56:10.075423,0,0
Bates,2020-06-03 19:56:10.075423,10,1
Putnam,2020-06-03 19:56:10.075423,0,0
Osage,2020-06-03 19:56:10.075423,5,0
Jackson,2020-06-03 19:56:10.075423,656,22
Stoddard,2020-06-03 19:56:10.075423,94,4
Johnson,2020-06-03 19:56:10.075423,77,0
McDonald,2020-06-03 19:56:10.075423,22,0
Crawford,2020-06-03 19:56:10.075423,8,0
Clinton,2020-06-03 19:56:10.075423,18,0
Linn,2020-06-03 19:56:10.075423,10,1
Barry,2020-06-03 19:56:10.075423,9,0
Cole,2020-06-03 19:56:10.075423,60,1
Dent,2020-06-03 19:56:10.075423,1,0
Miller,2020-06-03 19:56:10.075423,4,0
Reynolds,2020-06-03 19:56:10.075423,2,0
Saline,2020-06-03 19:56:10.075423,268,2
Christian,2020-06-03 19:56:10.075423,27,0
Montgomery,2020-06-03 19:56:10.075423,9,0
Worth,2020-06-03 19:56:10.075423,4,0
Pettis,2020-06-03 19:56:10.075423,78,1
Clark,2020-06-03 19:56:10.075423,1,0
Marion,2020-06-03 19:56:10.075423,5,0
Cooper,2020-06-03 19:56:10.075423,9,0
Phelps,2020-06-03 19:56:10.075423,5,0
Greene,2020-06-03 19:56:10.075423,149,8
Monroe,2020-06-03 19:56:10.075423,2,0
Daviess,2020-06-03 19:56:10.075423,4,0
Barton,2020-06-03 19:56:10.075423,0,0
Ripley,2020-06-03 19:56:10.075423,10,0
Gentry,2020-06-03 19:56:10.075423,41,4
Benton,2020-06-03 19:56:10.075423,11,0
Wright,2020-06-03 19:56:10.075423,11,0
Lincoln,2020-06-03 19:56:10.075423,84,1
Howell,2020-06-03 19:56:10.075423,9,0
Schuyler,2020-06-03 19:56:10.075423,1,0
Maries,2020-06-03 19:56:10.075423,2,0
Laclede,2020-06-03 19:56:10.075423,7,0
DeKalb,2020-06-03 19:56:10.075423,6,0
Vernon,2020-06-03 19:56:10.075423,10,0
Buchanan,2020-06-03 19:56:10.075423,725,2
Clay,2020-06-03 19:56:10.075423,177,3
Stone,2020-06-03 19:56:10.075423,5,0
Bollinger,2020-06-03 19:56:10.075423,7,0
Jefferson,2020-06-03 19:56:10.075423,354,17
Knox,2020-06-03 19:56:10.075423,0,0
Lafayette,2020-06-03 19:56:10.075423,76,1
Nodaway,2020-06-03 19:56:10.075423,14,0
Gasconade,2020-06-03 19:56:10.075423,2,0
Kansas City,2020-06-03 19:56:10.075423,1366,27
Livingston,2020-06-03 19:56:10.075423,3,0
Perry,2020-06-03 19:56:10.075423,64,0
Franklin,2020-06-03 19:56:10.075423,143,17
New Madrid,2020-06-03 19:56:10.075423,21,1
Iron,2020-06-03 19:56:10.075423,2,0
Howard,2020-06-03 19:56:10.075423,3,0
Randolph,2020-06-03 19:56:10.075423,10,0
Lewis,2020-06-03 19:56:10.075423,7,1
Texas,2020-06-03 19:56:10.075423,1,0
Douglas,2020-06-03 19:56:10.075423,2,0
Moniteau,2020-06-03 19:56:10.075423,48,1
Callaway,2020-06-03 19:56:10.075423,30,1
Atchison,2020-06-03 19:56:10.075423,3,0
St Charles,2020-06-03 19:56:10.075423,799,58
Ste Genevieve,2020-06-03 19:56:10.075423,12,1
Jasper,2020-06-03 19:56:10.075423,24,0
Joplin,2020-06-03 19:56:10.075423,14,0
Cedar,2020-06-03 19:56:10.075423,9,0
Andrew,2020-06-03 19:56:10.075423,31,0
Carroll,2020-06-03 19:56:10.075423,8,0
Henry,2020-06-03 19:56:10.075423,11,3
Madison,2020-06-03 19:56:10.075423,3,0
Boone,2020-06-03 19:56:10.075423,156,1
Ray,2020-06-03 19:56:10.075423,22,0
Sullivan,2020-06-03 19:56:10.075423,61,0
Taney,2020-06-03 19:56:10.075423,13,2
St Louis City,2020-06-03 19:56:10.075423,1857,124
Newton,2020-06-03 19:56:10.075423,21,1
Webster,2020-06-03 19:56:10.075423,18,0
Lawrence,2020-06-03 19:56:10.075423,7,0
Dunklin,2020-06-03 19:56:10.075423,44,2
Macon,2020-06-03 19:56:10.075423,6,0
Polk,2020-06-03 19:56:10.075423,3,0
Camden,2020-06-03 19:56:10.075423,37,1
Chariton,2020-06-03 19:56:10.075423,6,0
St Francois,2020-06-03 19:56:10.075423,36,2
Morgan,2020-06-03 19:56:10.075423,9,0
Holt,2020-06-03 19:56:10.075423,1,0
Audrain,2020-06-03 19:56:10.075423,97,1
Mercer,2020-06-03 19:56:10.075423,1,0
St Louis,2020-06-03 19:56:10.075423,4913,444
Carter,2020-06-03 19:56:10.075423,5,1
Shelby,2020-06-04 20:28:27.745581,1,0
Warren,2020-06-04 20:28:27.745581,28,0
St Clair,2020-06-04 20:28:27.745581,2,0
Shannon,2020-06-04 20:28:27.745581,5,0
Pemiscot,2020-06-04 20:28:27.745581,90,5
Ralls,2020-06-04 20:28:27.745581,5,0
Pulaski,2020-06-04 20:28:27.745581,39,1
Harrison,2020-06-04 20:28:27.745581,9,0
Grundy,2020-06-04 20:28:27.745581,3,0
Oregon,2020-06-04 20:28:27.745581,2,0
Dade,2020-06-04 20:28:27.745581,0,0
Scotland,2020-06-04 20:28:27.745581,8,0
Cass,2020-06-04 20:28:27.745581,100,8
Wayne,2020-06-04 20:28:27.745581,0,0
Hickory,2020-06-04 20:28:27.745581,0,0
Dallas,2020-06-04 20:28:27.745581,4,0
Washington,2020-06-04 20:28:27.745581,12,1
Pike,2020-06-04 20:28:27.745581,27,1
Caldwell,2020-06-04 20:28:27.745581,6,0
Adair,2020-06-04 20:28:27.745581,62,0
Platte,2020-06-04 20:28:27.745581,74,2
Butler,2020-06-04 20:28:27.745581,35,0
Cape Girardeau,2020-06-04 20:28:27.745581,77,2
Ozark,2020-06-04 20:28:27.745581,0,0
Bates,2020-06-04 20:28:27.745581,12,1
Putnam,2020-06-04 20:28:27.745581,0,0
Osage,2020-06-04 20:28:27.745581,5,0
Jackson,2020-06-04 20:28:27.745581,676,22
Stoddard,2020-06-04 20:28:27.745581,99,4
Johnson,2020-06-04 20:28:27.745581,77,0
McDonald,2020-06-04 20:28:27.745581,22,0
Crawford,2020-06-04 20:28:27.745581,8,0
Clinton,2020-06-04 20:28:27.745581,20,0
Linn,2020-06-04 20:28:27.745581,10,1
Barry,2020-06-04 20:28:27.745581,9,0
Cole,2020-06-04 20:28:27.745581,60,1
Dent,2020-06-04 20:28:27.745581,1,0
Miller,2020-06-04 20:28:27.745581,4,0
Reynolds,2020-06-04 20:28:27.745581,2,0
Saline,2020-06-04 20:28:27.745581,268,2
Christian,2020-06-04 20:28:27.745581,29,0
Montgomery,2020-06-04 20:28:27.745581,10,0
Worth,2020-06-04 20:28:27.745581,4,0
Pettis,2020-06-04 20:28:27.745581,78,1
Clark,2020-06-04 20:28:27.745581,1,0
Marion,2020-06-04 20:28:27.745581,5,0
Cooper,2020-06-04 20:28:27.745581,9,0
Phelps,2020-06-04 20:28:27.745581,5,0
Greene,2020-06-04 20:28:27.745581,160,8
Monroe,2020-06-04 20:28:27.745581,2,0
Daviess,2020-06-04 20:28:27.745581,4,0
Barton,2020-06-04 20:28:27.745581,0,0
Ripley,2020-06-04 20:28:27.745581,10,0
Gentry,2020-06-04 20:28:27.745581,43,4
Benton,2020-06-04 20:28:27.745581,12,0
Wright,2020-06-04 20:28:27.745581,11,0
Lincoln,2020-06-04 20:28:27.745581,85,1
Howell,2020-06-04 20:28:27.745581,10,0
Schuyler,2020-06-04 20:28:27.745581,1,0
Maries,2020-06-04 20:28:27.745581,2,0
Laclede,2020-06-04 20:28:27.745581,7,0
DeKalb,2020-06-04 20:28:27.745581,6,0
Vernon,2020-06-04 20:28:27.745581,10,0
Buchanan,2020-06-04 20:28:27.745581,736,2
Clay,2020-06-04 20:28:27.745581,181,3
Stone,2020-06-04 20:28:27.745581,10,0
Bollinger,2020-06-04 20:28:27.745581,7,0
Jefferson,2020-06-04 20:28:27.745581,361,17
Knox,2020-06-04 20:28:27.745581,0,0
Lafayette,2020-06-04 20:28:27.745581,80,1
Nodaway,2020-06-04 20:28:27.745581,14,0
Gasconade,2020-06-04 20:28:27.745581,2,0
Kansas City,2020-06-04 20:28:27.745581,1437,27
Livingston,2020-06-04 20:28:27.745581,3,0
Perry,2020-06-04 20:28:27.745581,65,0
Franklin,2020-06-04 20:28:27.745581,149,17
New Madrid,2020-06-04 20:28:27.745581,21,1
Iron,2020-06-04 20:28:27.745581,2,0
Howard,2020-06-04 20:28:27.745581,3,0
Randolph,2020-06-04 20:28:27.745581,10,0
Lewis,2020-06-04 20:28:27.745581,7,1
Texas,2020-06-04 20:28:27.745581,1,0
Douglas,2020-06-04 20:28:27.745581,2,0
Moniteau,2020-06-04 20:28:27.745581,49,1
Callaway,2020-06-04 20:28:27.745581,32,1
Atchison,2020-06-04 20:28:27.745581,3,0
St Charles,2020-06-04 20:28:27.745581,811,58
Ste Genevieve,2020-06-04 20:28:27.745581,12,1
Jasper,2020-06-04 20:28:27.745581,27,0
Joplin,2020-06-04 20:28:27.745581,17,0
Cedar,2020-06-04 20:28:27.745581,9,0
Andrew,2020-06-04 20:28:27.745581,31,0
Carroll,2020-06-04 20:28:27.745581,9,0
Henry,2020-06-04 20:28:27.745581,11,3
Madison,2020-06-04 20:28:27.745581,3,0
Boone,2020-06-04 20:28:27.745581,163,1
Ray,2020-06-04 20:28:27.745581,23,0
Sullivan,2020-06-04 20:28:27.745581,63,0
Taney,2020-06-04 20:28:27.745581,13,2
St Louis City,2020-06-04 20:28:27.745581,1890,124
Newton,2020-06-04 20:28:27.745581,21,1
Webster,2020-06-04 20:28:27.745581,18,0
Lawrence,2020-06-04 20:28:27.745581,7,0
Dunklin,2020-06-04 20:28:27.745581,44,2
Macon,2020-06-04 20:28:27.745581,6,0
Polk,2020-06-04 20:28:27.745581,4,0
Camden,2020-06-04 20:28:27.745581,37,1
Chariton,2020-06-04 20:28:27.745581,6,0
St Francois,2020-06-04 20:28:27.745581,38,2
Morgan,2020-06-04 20:28:27.745581,9,0
Holt,2020-06-04 20:28:27.745581,1,0
Audrain,2020-06-04 20:28:27.745581,102,2
Mercer,2020-06-04 20:28:27.745581,3,0
St Louis,2020-06-04 20:28:27.745581,4955,446
Carter,2020-06-04 20:28:27.745581,5,1
Shelby,2020-06-05 20:15:49.090816,1,0
Warren,2020-06-05 20:15:49.090816,29,0
St Clair,2020-06-05 20:15:49.090816,2,0
Shannon,2020-06-05 20:15:49.090816,5,0
Pemiscot,2020-06-05 20:15:49.090816,90,5
Ralls,2020-06-05 20:15:49.090816,5,0
Pulaski,2020-06-05 20:15:49.090816,39,1
Harrison,2020-06-05 20:15:49.090816,9,0
Grundy,2020-06-05 20:15:49.090816,3,0
Oregon,2020-06-05 20:15:49.090816,2,0
Dade,2020-06-05 20:15:49.090816,0,0
Scotland,2020-06-05 20:15:49.090816,9,0
Cass,2020-06-05 20:15:49.090816,99,8
Wayne,2020-06-05 20:15:49.090816,0,0
Hickory,2020-06-05 20:15:49.090816,0,0
Dallas,2020-06-05 20:15:49.090816,4,0
Washington,2020-06-05 20:15:49.090816,12,1
Pike,2020-06-05 20:15:49.090816,28,1
Caldwell,2020-06-05 20:15:49.090816,7,0
Adair,2020-06-05 20:15:49.090816,67,0
Platte,2020-06-05 20:15:49.090816,77,2
Butler,2020-06-05 20:15:49.090816,37,0
Cape Girardeau,2020-06-05 20:15:49.090816,83,3
Ozark,2020-06-05 20:15:49.090816,0,0
Bates,2020-06-05 20:15:49.090816,12,1
Putnam,2020-06-05 20:15:49.090816,0,0
Osage,2020-06-05 20:15:49.090816,5,0
Jackson,2020-06-05 20:15:49.090816,686,22
Stoddard,2020-06-05 20:15:49.090816,105,5
Johnson,2020-06-05 20:15:49.090816,77,0
McDonald,2020-06-05 20:15:49.090816,23,0
Crawford,2020-06-05 20:15:49.090816,8,0
Clinton,2020-06-05 20:15:49.090816,19,0
Linn,2020-06-05 20:15:49.090816,10,1
Barry,2020-06-05 20:15:49.090816,9,0
Cole,2020-06-05 20:15:49.090816,57,1
Dent,2020-06-05 20:15:49.090816,1,0
Miller,2020-06-05 20:15:49.090816,4,0
Reynolds,2020-06-05 20:15:49.090816,2,0
Saline,2020-06-05 20:15:49.090816,268,2
Christian,2020-06-05 20:15:49.090816,29,0
Montgomery,2020-06-05 20:15:49.090816,10,0
Worth,2020-06-05 20:15:49.090816,4,0
Pettis,2020-06-05 20:15:49.090816,78,1
Clark,2020-06-05 20:15:49.090816,1,0
Marion,2020-06-05 20:15:49.090816,5,0
Cooper,2020-06-05 20:15:49.090816,9,0
Phelps,2020-06-05 20:15:49.090816,5,0
Greene,2020-06-05 20:15:49.090816,165,8
Monroe,2020-06-05 20:15:49.090816,2,0
Daviess,2020-06-05 20:15:49.090816,5,0
Barton,2020-06-05 20:15:49.090816,0,0
Ripley,2020-06-05 20:15:49.090816,11,0
Gentry,2020-06-05 20:15:49.090816,46,4
Benton,2020-06-05 20:15:49.090816,12,0
Wright,2020-06-05 20:15:49.090816,11,0
Lincoln,2020-06-05 20:15:49.090816,86,1
Howell,2020-06-05 20:15:49.090816,11,0
Schuyler,2020-06-05 20:15:49.090816,1,0
Maries,2020-06-05 20:15:49.090816,2,0
Laclede,2020-06-05 20:15:49.090816,7,0
DeKalb,2020-06-05 20:15:49.090816,6,0
Vernon,2020-06-05 20:15:49.090816,10,0
Buchanan,2020-06-05 20:15:49.090816,741,2
Clay,2020-06-05 20:15:49.090816,186,3
Stone,2020-06-05 20:15:49.090816,9,0
Bollinger,2020-06-05 20:15:49.090816,7,0
Jefferson,2020-06-05 20:15:49.090816,364,17
Knox,2020-06-05 20:15:49.090816,0,0
Lafayette,2020-06-05 20:15:49.090816,80,1
Nodaway,2020-06-05 20:15:49.090816,14,0
Gasconade,2020-06-05 20:15:49.090816,2,0
Kansas City,2020-06-05 20:15:49.090816,1468,27
Livingston,2020-06-05 20:15:49.090816,4,0
Perry,2020-06-05 20:15:49.090816,69,0
Franklin,2020-06-05 20:15:49.090816,149,17
New Madrid,2020-06-05 20:15:49.090816,21,1
Iron,2020-06-05 20:15:49.090816,2,0
Howard,2020-06-05 20:15:49.090816,3,0
Randolph,2020-06-05 20:15:49.090816,10,0
Lewis,2020-06-05 20:15:49.090816,7,1
Texas,2020-06-05 20:15:49.090816,1,0
Douglas,2020-06-05 20:15:49.090816,2,0
Moniteau,2020-06-05 20:15:49.090816,49,1
Callaway,2020-06-05 20:15:49.090816,32,1
Atchison,2020-06-05 20:15:49.090816,3,0
St Charles,2020-06-05 20:15:49.090816,819,58
Ste Genevieve,2020-06-05 20:15:49.090816,12,1
Jasper,2020-06-05 20:15:49.090816,28,0
Joplin,2020-06-05 20:15:49.090816,18,0
Cedar,2020-06-05 20:15:49.090816,9,0
Andrew,2020-06-05 20:15:49.090816,32,0
Carroll,2020-06-05 20:15:49.090816,9,0
Henry,2020-06-05 20:15:49.090816,12,3
Madison,2020-06-05 20:15:49.090816,3,0
Boone,2020-06-05 20:15:49.090816,173,1
Ray,2020-06-05 20:15:49.090816,23,0
Sullivan,2020-06-05 20:15:49.090816,63,0
Taney,2020-06-05 20:15:49.090816,13,2
St Louis City,2020-06-05 20:15:49.090816,1907,126
Newton,2020-06-05 20:15:49.090816,23,1
Webster,2020-06-05 20:15:49.090816,18,0
Lawrence,2020-06-05 20:15:49.090816,7,0
Dunklin,2020-06-05 20:15:49.090816,48,2
Macon,2020-06-05 20:15:49.090816,6,0
Polk,2020-06-05 20:15:49.090816,4,0
Camden,2020-06-05 20:15:49.090816,37,1
Chariton,2020-06-05 20:15:49.090816,6,0
St Francois,2020-06-05 20:15:49.090816,38,2
Morgan,2020-06-05 20:15:49.090816,9,0
Holt,2020-06-05 20:15:49.090816,1,0
Audrain,2020-06-05 20:15:49.090816,108,2
Mercer,2020-06-05 20:15:49.090816,4,0
St Louis,2020-06-05 20:15:49.090816,5005,452
Carter,2020-06-05 20:15:49.090816,5,1
Shelby,2020-06-06 20:34:34.106783,1,0
Warren,2020-06-06 20:34:34.106783,29,0
St Clair,2020-06-06 20:34:34.106783,2,0
Shannon,2020-06-06 20:34:34.106783,5,0
Pemiscot,2020-06-06 20:34:34.106783,91,5
Ralls,2020-06-06 20:34:34.106783,5,0
Pulaski,2020-06-06 20:34:34.106783,40,1
Harrison,2020-06-06 20:34:34.106783,9,0
Grundy,2020-06-06 20:34:34.106783,4,0
Oregon,2020-06-06 20:34:34.106783,2,0
Dade,2020-06-06 20:34:34.106783,0,0
Scotland,2020-06-06 20:34:34.106783,9,0
Cass,2020-06-06 20:34:34.106783,102,8
Wayne,2020-06-06 20:34:34.106783,0,0
Hickory,2020-06-06 20:34:34.106783,0,0
Dallas,2020-06-06 20:34:34.106783,4,0
Washington,2020-06-06 20:34:34.106783,13,1
Pike,2020-06-06 20:34:34.106783,28,1
Caldwell,2020-06-06 20:34:34.106783,8,0
Adair,2020-06-06 20:34:34.106783,68,0
Platte,2020-06-06 20:34:34.106783,77,2
Butler,2020-06-06 20:34:34.106783,37,0
Cape Girardeau,2020-06-06 20:34:34.106783,85,3
Ozark,2020-06-06 20:34:34.106783,0,0
Bates,2020-06-06 20:34:34.106783,12,1
Putnam,2020-06-06 20:34:34.106783,0,0
Osage,2020-06-06 20:34:34.106783,5,0
Jackson,2020-06-06 20:34:34.106783,696,22
Stoddard,2020-06-06 20:34:34.106783,106,5
Johnson,2020-06-06 20:34:34.106783,77,0
McDonald,2020-06-06 20:34:34.106783,25,0
Crawford,2020-06-06 20:34:34.106783,8,0
Clinton,2020-06-06 20:34:34.106783,19,0
Linn,2020-06-06 20:34:34.106783,10,1
Barry,2020-06-06 20:34:34.106783,9,0
Cole,2020-06-06 20:34:34.106783,57,1
Dent,2020-06-06 20:34:34.106783,1,0
Miller,2020-06-06 20:34:34.106783,4,0
Reynolds,2020-06-06 20:34:34.106783,2,0
Saline,2020-06-06 20:34:34.106783,268,2
Christian,2020-06-06 20:34:34.106783,28,0
Montgomery,2020-06-06 20:34:34.106783,11,0
Worth,2020-06-06 20:34:34.106783,4,0
Pettis,2020-06-06 20:34:34.106783,79,1
Clark,2020-06-06 20:34:34.106783,1,0
Marion,2020-06-06 20:34:34.106783,5,0
Cooper,2020-06-06 20:34:34.106783,9,0
Phelps,2020-06-06 20:34:34.106783,5,0
Greene,2020-06-06 20:34:34.106783,165,8
Monroe,2020-06-06 20:34:34.106783,3,0
Daviess,2020-06-06 20:34:34.106783,4,0
Barton,2020-06-06 20:34:34.106783,0,0
Ripley,2020-06-06 20:34:34.106783,11,0
Gentry,2020-06-06 20:34:34.106783,52,4
Benton,2020-06-06 20:34:34.106783,13,0
Wright,2020-06-06 20:34:34.106783,13,0
Lincoln,2020-06-06 20:34:34.106783,86,1
Howell,2020-06-06 20:34:34.106783,12,0
Schuyler,2020-06-06 20:34:34.106783,1,0
Maries,2020-06-06 20:34:34.106783,2,0
Laclede,2020-06-06 20:34:34.106783,7,0
DeKalb,2020-06-06 20:34:34.106783,7,0
Vernon,2020-06-06 20:34:34.106783,10,0
Buchanan,2020-06-06 20:34:34.106783,744,2
Clay,2020-06-06 20:34:34.106783,226,4
Stone,2020-06-06 20:34:34.106783,8,0
Bollinger,2020-06-06 20:34:34.106783,7,0
Jefferson,2020-06-06 20:34:34.106783,366,17
Knox,2020-06-06 20:34:34.106783,0,0
