County Name,Scrape Time,Total Cases,Total Deaths
Sullivan,2020-05-27 20:41:02.233354,53,0
Taney,2020-05-27 20:41:02.233354,13,2
St Louis City,2020-05-27 20:41:02.233354,1768,112
Newton,2020-05-27 20:41:02.233354,16,1
Webster,2020-05-27 20:41:02.233354,17,0
Lawrence,2020-05-27 20:41:02.233354,7,0
Dunklin,2020-05-27 20:41:02.233354,31,2
Macon,2020-05-27 20:41:02.233354,2,0
Polk,2020-05-27 20:41:02.233354,2,0
Camden,2020-05-27 20:41:02.233354,37,1
Chariton,2020-05-27 20:41:02.233354,6,0
St Francois,2020-05-27 20:41:02.233354,32,2
Morgan,2020-05-27 20:41:02.233354,9,0
Holt,2020-05-27 20:41:02.233354,1,0
Audrain,2020-05-27 20:41:02.233354,68,0
Mercer,2020-05-27 20:41:02.233354,0,0
St Louis,2020-05-27 20:41:02.233354,4656,389
Carter,2020-05-27 20:41:02.233354,5,1
Shelby,2020-05-28 20:14:00.140826,1,0
Warren,2020-05-28 20:14:00.140826,26,0
St Clair,2020-05-28 20:14:00.140826,2,0
Shannon,2020-05-28 20:14:00.140826,1,0
Pemiscot,2020-05-28 20:14:00.140826,76,4
Ralls,2020-05-28 20:14:00.140826,3,0
Pulaski,2020-05-28 20:14:00.140826,34,1
Harrison,2020-05-28 20:14:00.140826,9,0
Grundy,2020-05-28 20:14:00.140826,2,0
Oregon,2020-05-28 20:14:00.140826,2,0
Dade,2020-05-28 20:14:00.140826,0,0
Scotland,2020-05-28 20:14:00.140826,4,0
Cass,2020-05-28 20:14:00.140826,85,7
Wayne,2020-05-28 20:14:00.140826,0,0
Hickory,2020-05-28 20:14:00.140826,0,0
Dallas,2020-05-28 20:14:00.140826,3,0
Washington,2020-05-28 20:14:00.140826,10,1
Pike,2020-05-28 20:14:00.140826,17,1
Caldwell,2020-05-28 20:14:00.140826,5,0
Adair,2020-05-28 20:14:00.140826,49,0
Platte,2020-05-28 20:14:00.140826,69,2
Butler,2020-05-28 20:14:00.140826,29,0
Cape Girardeau,2020-05-28 20:14:00.140826,70,2
Ozark,2020-05-28 20:14:00.140826,0,0
Bates,2020-05-28 20:14:00.140826,7,1
Putnam,2020-05-28 20:14:00.140826,0,0
Osage,2020-05-28 20:14:00.140826,5,0
Jackson,2020-05-28 20:14:00.140826,554,17
Stoddard,2020-05-28 20:14:00.140826,76,5
Johnson,2020-05-28 20:14:00.140826,74,0
McDonald,2020-05-28 20:14:00.140826,19,0
Crawford,2020-05-28 20:14:00.140826,8,0
Clinton,2020-05-28 20:14:00.140826,18,0
Linn,2020-05-28 20:14:00.140826,6,1
Barry,2020-05-28 20:14:00.140826,9,0
Cole,2020-05-28 20:14:00.140826,60,1
Dent,2020-05-28 20:14:00.140826,1,0
Miller,2020-05-28 20:14:00.140826,4,0
Reynolds,2020-05-28 20:14:00.140826,2,0
Saline,2020-05-28 20:14:00.140826,267,2
Christian,2020-05-28 20:14:00.140826,21,0
Montgomery,2020-05-28 20:14:00.140826,9,0
Worth,2020-05-28 20:14:00.140826,4,0
Pettis,2020-05-28 20:14:00.140826,77,1
Clark,2020-05-28 20:14:00.140826,1,0
Marion,2020-05-28 20:14:00.140826,5,0
Cooper,2020-05-28 20:14:00.140826,9,0
Phelps,2020-05-28 20:14:00.140826,4,0
Greene,2020-05-28 20:14:00.140826,124,8
Monroe,2020-05-28 20:14:00.140826,2,0
Daviess,2020-05-28 20:14:00.140826,4,0
Barton,2020-05-28 20:14:00.140826,0,0
Ripley,2020-05-28 20:14:00.140826,7,0
Gentry,2020-05-28 20:14:00.140826,25,0
Benton,2020-05-28 20:14:00.140826,10,0
Wright,2020-05-28 20:14:00.140826,11,0
Lincoln,2020-05-28 20:14:00.140826,81,1
Howell,2020-05-28 20:14:00.140826,6,0
Schuyler,2020-05-28 20:14:00.140826,1,0
Maries,2020-05-28 20:14:00.140826,2,0
Laclede,2020-05-28 20:14:00.140826,3,0
DeKalb,2020-05-28 20:14:00.140826,6,0
Vernon,2020-05-28 20:14:00.140826,9,0
Buchanan,2020-05-28 20:14:00.140826,677,2
Clay,2020-05-28 20:14:00.140826,162,3
Stone,2020-05-28 20:14:00.140826,4,0
Bollinger,2020-05-28 20:14:00.140826,6,0
Jefferson,2020-05-28 20:14:00.140826,335,16
Knox,2020-05-28 20:14:00.140826,0,0
Lafayette,2020-05-28 20:14:00.140826,73,1
Nodaway,2020-05-28 20:14:00.140826,9,0
Gasconade,2020-05-28 20:14:00.140826,2,0
Kansas City,2020-05-28 20:14:00.140826,1105,26
Livingston,2020-05-28 20:14:00.140826,3,0
Perry,2020-05-28 20:14:00.140826,50,0
Franklin,2020-05-28 20:14:00.140826,140,16
New Madrid,2020-05-28 20:14:00.140826,19,1
Iron,2020-05-28 20:14:00.140826,2,0
Howard,2020-05-28 20:14:00.140826,3,0
Randolph,2020-05-28 20:14:00.140826,9,0
Lewis,2020-05-28 20:14:00.140826,7,1
Texas,2020-05-28 20:14:00.140826,0,0
Douglas,2020-05-28 20:14:00.140826,0,0
Moniteau,2020-05-28 20:14:00.140826,46,1
Callaway,2020-05-28 20:14:00.140826,27,1
Atchison,2020-05-28 20:14:00.140826,3,0
St Charles,2020-05-28 20:14:00.140826,763,54
Ste Genevieve,2020-05-28 20:14:00.140826,9,1
Jasper,2020-05-28 20:14:00.140826,20,0
Joplin,2020-05-28 20:14:00.140826,13,0
Cedar,2020-05-28 20:14:00.140826,9,0
Andrew,2020-05-28 20:14:00.140826,30,0
Carroll,2020-05-28 20:14:00.140826,8,0
Henry,2020-05-28 20:14:00.140826,10,3
Madison,2020-05-28 20:14:00.140826,3,0
Boone,2020-05-28 20:14:00.140826,137,1
Ray,2020-05-28 20:14:00.140826,19,0
Sullivan,2020-05-28 20:14:00.140826,54,0
Taney,2020-05-28 20:14:00.140826,13,2
St Louis City,2020-05-28 20:14:00.140826,1777,113
Newton,2020-05-28 20:14:00.140826,16,1
Webster,2020-05-28 20:14:00.140826,17,0
Lawrence,2020-05-28 20:14:00.140826,7,0
Dunklin,2020-05-28 20:14:00.140826,32,2
Macon,2020-05-28 20:14:00.140826,3,0
Polk,2020-05-28 20:14:00.140826,2,0
Camden,2020-05-28 20:14:00.140826,37,1
Chariton,2020-05-28 20:14:00.140826,6,0
St Francois,2020-05-28 20:14:00.140826,33,2
Morgan,2020-05-28 20:14:00.140826,9,0
Holt,2020-05-28 20:14:00.140826,1,0
Audrain,2020-05-28 20:14:00.140826,71,0
Mercer,2020-05-28 20:14:00.140826,0,0
St Louis,2020-05-28 20:14:00.140826,4704,395
Carter,2020-05-28 20:14:00.140826,5,1
Shelby,2020-05-29 20:00:11.387414,1,0
Warren,2020-05-29 20:00:11.387414,27,0
St Clair,2020-05-29 20:00:11.387414,2,0
Shannon,2020-05-29 20:00:11.387414,2,0
Pemiscot,2020-05-29 20:00:11.387414,76,4
Ralls,2020-05-29 20:00:11.387414,3,0
Pulaski,2020-05-29 20:00:11.387414,34,1
Harrison,2020-05-29 20:00:11.387414,9,0
Grundy,2020-05-29 20:00:11.387414,2,0
Oregon,2020-05-29 20:00:11.387414,2,0
Dade,2020-05-29 20:00:11.387414,0,0
Scotland,2020-05-29 20:00:11.387414,4,0
Cass,2020-05-29 20:00:11.387414,85,7
Wayne,2020-05-29 20:00:11.387414,0,0
Hickory,2020-05-29 20:00:11.387414,0,0
Dallas,2020-05-29 20:00:11.387414,3,0
Washington,2020-05-29 20:00:11.387414,11,1
Pike,2020-05-29 20:00:11.387414,17,1
Caldwell,2020-05-29 20:00:11.387414,5,0
Adair,2020-05-29 20:00:11.387414,50,0
Platte,2020-05-29 20:00:11.387414,70,3
Butler,2020-05-29 20:00:11.387414,32,0
Cape Girardeau,2020-05-29 20:00:11.387414,73,2
Ozark,2020-05-29 20:00:11.387414,0,0
Bates,2020-05-29 20:00:11.387414,7,1
Putnam,2020-05-29 20:00:11.387414,0,0
Osage,2020-05-29 20:00:11.387414,5,0
Jackson,2020-05-29 20:00:11.387414,560,17
Stoddard,2020-05-29 20:00:11.387414,78,5
Johnson,2020-05-29 20:00:11.387414,76,0
McDonald,2020-05-29 20:00:11.387414,20,0
Crawford,2020-05-29 20:00:11.387414,8,0
Clinton,2020-05-29 20:00:11.387414,18,0
Linn,2020-05-29 20:00:11.387414,6,1
Barry,2020-05-29 20:00:11.387414,9,0
Cole,2020-05-29 20:00:11.387414,60,1
Dent,2020-05-29 20:00:11.387414,1,0
Miller,2020-05-29 20:00:11.387414,4,0
Reynolds,2020-05-29 20:00:11.387414,2,0
Saline,2020-05-29 20:00:11.387414,267,2
Christian,2020-05-29 20:00:11.387414,21,0
Montgomery,2020-05-29 20:00:11.387414,9,0
Worth,2020-05-29 20:00:11.387414,4,0
Pettis,2020-05-29 20:00:11.387414,77,1
Clark,2020-05-29 20:00:11.387414,1,0
Marion,2020-05-29 20:00:11.387414,5,0
Cooper,2020-05-29 20:00:11.387414,9,0
Phelps,2020-05-29 20:00:11.387414,4,0
Greene,2020-05-29 20:00:11.387414,136,8
Monroe,2020-05-29 20:00:11.387414,2,0
Daviess,2020-05-29 20:00:11.387414,4,0
Barton,2020-05-29 20:00:11.387414,0,0
Ripley,2020-05-29 20:00:11.387414,7,0
Gentry,2020-05-29 20:00:11.387414,26,1
Benton,2020-05-29 20:00:11.387414,10,0
Wright,2020-05-29 20:00:11.387414,11,0
Lincoln,2020-05-29 20:00:11.387414,81,1
Howell,2020-05-29 20:00:11.387414,6,0
Schuyler,2020-05-29 20:00:11.387414,1,0
Maries,2020-05-29 20:00:11.387414,2,0
Laclede,2020-05-29 20:00:11.387414,3,0
DeKalb,2020-05-29 20:00:11.387414,6,0
Vernon,2020-05-29 20:00:11.387414,9,0
Buchanan,2020-05-29 20:00:11.387414,687,2
Clay,2020-05-29 20:00:11.387414,167,3
Stone,2020-05-29 20:00:11.387414,4,0
Bollinger,2020-05-29 20:00:11.387414,6,0
Jefferson,2020-05-29 20:00:11.387414,336,16
Knox,2020-05-29 20:00:11.387414,0,0
Lafayette,2020-05-29 20:00:11.387414,73,1
Nodaway,2020-05-29 20:00:11.387414,9,0
Gasconade,2020-05-29 20:00:11.387414,2,0
Kansas City,2020-05-29 20:00:11.387414,1117,26
Livingston,2020-05-29 20:00:11.387414,3,0
Perry,2020-05-29 20:00:11.387414,55,0
Franklin,2020-05-29 20:00:11.387414,139,16
New Madrid,2020-05-29 20:00:11.387414,20,1
Iron,2020-05-29 20:00:11.387414,2,0
Howard,2020-05-29 20:00:11.387414,3,0
Randolph,2020-05-29 20:00:11.387414,9,0
Lewis,2020-05-29 20:00:11.387414,7,1
Texas,2020-05-29 20:00:11.387414,1,0
Douglas,2020-05-29 20:00:11.387414,0,0
Moniteau,2020-05-29 20:00:11.387414,46,1
Callaway,2020-05-29 20:00:11.387414,27,1
Atchison,2020-05-29 20:00:11.387414,3,0
St Charles,2020-05-29 20:00:11.387414,768,57
Ste Genevieve,2020-05-29 20:00:11.387414,11,1
Jasper,2020-05-29 20:00:11.387414,22,0
Joplin,2020-05-29 20:00:11.387414,14,0
Cedar,2020-05-29 20:00:11.387414,9,0
Andrew,2020-05-29 20:00:11.387414,30,0
Carroll,2020-05-29 20:00:11.387414,8,0
Henry,2020-05-29 20:00:11.387414,11,3
Madison,2020-05-29 20:00:11.387414,3,0
Boone,2020-05-29 20:00:11.387414,144,1
Ray,2020-05-29 20:00:11.387414,19,0
Sullivan,2020-05-29 20:00:11.387414,55,0
Taney,2020-05-29 20:00:11.387414,13,2
St Louis City,2020-05-29 20:00:11.387414,1778,118
Newton,2020-05-29 20:00:11.387414,16,1
Webster,2020-05-29 20:00:11.387414,17,0
Lawrence,2020-05-29 20:00:11.387414,7,0
Dunklin,2020-05-29 20:00:11.387414,33,2
Macon,2020-05-29 20:00:11.387414,4,0
Polk,2020-05-29 20:00:11.387414,2,0
Camden,2020-05-29 20:00:11.387414,37,1
Chariton,2020-05-29 20:00:11.387414,6,0
St Francois,2020-05-29 20:00:11.387414,34,2
Morgan,2020-05-29 20:00:11.387414,9,0
Holt,2020-05-29 20:00:11.387414,1,0
Audrain,2020-05-29 20:00:11.387414,73,0
Mercer,2020-05-29 20:00:11.387414,0,0
St Louis,2020-05-29 20:00:11.387414,4730,415
Carter,2020-05-29 20:00:11.387414,5,1
Shelby,2020-05-30 19:52:38.198870,1,0
Warren,2020-05-30 19:52:38.198870,26,0
St Clair,2020-05-30 19:52:38.198870,2,0
Shannon,2020-05-30 19:52:38.198870,2,0
Pemiscot,2020-05-30 19:52:38.198870,78,4
Ralls,2020-05-30 19:52:38.198870,3,0
Pulaski,2020-05-30 19:52:38.198870,34,1
Harrison,2020-05-30 19:52:38.198870,9,0
Grundy,2020-05-30 19:52:38.198870,2,0
Oregon,2020-05-30 19:52:38.198870,2,0
Dade,2020-05-30 19:52:38.198870,0,0
Scotland,2020-05-30 19:52:38.198870,4,0
Cass,2020-05-30 19:52:38.198870,89,7
Wayne,2020-05-30 19:52:38.198870,0,0
Hickory,2020-05-30 19:52:38.198870,0,0
Dallas,2020-05-30 19:52:38.198870,3,0
Washington,2020-05-30 19:52:38.198870,11,1
Pike,2020-05-30 19:52:38.198870,19,1
Caldwell,2020-05-30 19:52:38.198870,5,0
Adair,2020-05-30 19:52:38.198870,51,0
Platte,2020-05-30 19:52:38.198870,70,2
Butler,2020-05-30 19:52:38.198870,32,0
Cape Girardeau,2020-05-30 19:52:38.198870,73,2
Ozark,2020-05-30 19:52:38.198870,0,0
Bates,2020-05-30 19:52:38.198870,7,1
Putnam,2020-05-30 19:52:38.198870,0,0
Osage,2020-05-30 19:52:38.198870,5,0
Jackson,2020-05-30 19:52:38.198870,570,19
Stoddard,2020-05-30 19:52:38.198870,79,5
Johnson,2020-05-30 19:52:38.198870,76,0
McDonald,2020-05-30 19:52:38.198870,20,0
Crawford,2020-05-30 19:52:38.198870,8,0
Clinton,2020-05-30 19:52:38.198870,18,0
Linn,2020-05-30 19:52:38.198870,9,1
Barry,2020-05-30 19:52:38.198870,9,0
Cole,2020-05-30 19:52:38.198870,60,1
Dent,2020-05-30 19:52:38.198870,1,0
Miller,2020-05-30 19:52:38.198870,4,0
Reynolds,2020-05-30 19:52:38.198870,2,0
Saline,2020-05-30 19:52:38.198870,267,2
Christian,2020-05-30 19:52:38.198870,23,0
Montgomery,2020-05-30 19:52:38.198870,9,0
Worth,2020-05-30 19:52:38.198870,4,0
Pettis,2020-05-30 19:52:38.198870,77,1
Clark,2020-05-30 19:52:38.198870,1,0
Marion,2020-05-30 19:52:38.198870,5,0
Cooper,2020-05-30 19:52:38.198870,9,0
Phelps,2020-05-30 19:52:38.198870,4,0
Greene,2020-05-30 19:52:38.198870,135,8
Monroe,2020-05-30 19:52:38.198870,2,0
Daviess,2020-05-30 19:52:38.198870,4,0
Barton,2020-05-30 19:52:38.198870,0,0
Ripley,2020-05-30 19:52:38.198870,7,0
Gentry,2020-05-30 19:52:38.198870,26,1
Benton,2020-05-30 19:52:38.198870,11,0
Wright,2020-05-30 19:52:38.198870,11,0
Lincoln,2020-05-30 19:52:38.198870,81,1
Howell,2020-05-30 19:52:38.198870,7,0
Schuyler,2020-05-30 19:52:38.198870,1,0
Maries,2020-05-30 19:52:38.198870,2,0
Laclede,2020-05-30 19:52:38.198870,3,0
DeKalb,2020-05-30 19:52:38.198870,6,0
Vernon,2020-05-30 19:52:38.198870,9,0
Buchanan,2020-05-30 19:52:38.198870,690,2
Clay,2020-05-30 19:52:38.198870,171,3
Stone,2020-05-30 19:52:38.198870,4,0
Bollinger,2020-05-30 19:52:38.198870,6,0
Jefferson,2020-05-30 19:52:38.198870,338,17
Knox,2020-05-30 19:52:38.198870,0,0
Lafayette,2020-05-30 19:52:38.198870,73,1
Nodaway,2020-05-30 19:52:38.198870,13,0
Gasconade,2020-05-30 19:52:38.198870,2,0
Kansas City,2020-05-30 19:52:38.198870,1149,26
Livingston,2020-05-30 19:52:38.198870,3,0
Perry,2020-05-30 19:52:38.198870,57,0
Franklin,2020-05-30 19:52:38.198870,139,16
New Madrid,2020-05-30 19:52:38.198870,21,1
Iron,2020-05-30 19:52:38.198870,2,0
Howard,2020-05-30 19:52:38.198870,3,0
Randolph,2020-05-30 19:52:38.198870,10,0
Lewis,2020-05-30 19:52:38.198870,7,1
Texas,2020-05-30 19:52:38.198870,1,0
Douglas,2020-05-30 19:52:38.198870,0,0
Moniteau,2020-05-30 19:52:38.198870,46,1
Callaway,2020-05-30 19:52:38.198870,29,1
Atchison,2020-05-30 19:52:38.198870,3,0
St Charles,2020-05-30 19:52:38.198870,775,58
Ste Genevieve,2020-05-30 19:52:38.198870,12,1
Jasper,2020-05-30 19:52:38.198870,22,0
Joplin,2020-05-30 19:52:38.198870,14,0
Cedar,2020-05-30 19:52:38.198870,9,0
Andrew,2020-05-30 19:52:38.198870,30,0
Carroll,2020-05-30 19:52:38.198870,8,0
Henry,2020-05-30 19:52:38.198870,12,3
Madison,2020-05-30 19:52:38.198870,3,0
Boone,2020-05-30 19:52:38.198870,143,1
Ray,2020-05-30 19:52:38.198870,19,0
Sullivan,2020-05-30 19:52:38.198870,57,0
Taney,2020-05-30 19:52:38.198870,13,2
St Louis City,2020-05-30 19:52:38.198870,1796,123
Newton,2020-05-30 19:52:38.198870,16,1
Webster,2020-05-30 19:52:38.198870,17,0
Lawrence,2020-05-30 19:52:38.198870,7,0
Dunklin,2020-05-30 19:52:38.198870,38,2
Macon,2020-05-30 19:52:38.198870,4,0
Polk,2020-05-30 19:52:38.198870,2,0
Camden,2020-05-30 19:52:38.198870,37,1
Chariton,2020-05-30 19:52:38.198870,6,0
St Francois,2020-05-30 19:52:38.198870,35,2
Morgan,2020-05-30 19:52:38.198870,9,0
Holt,2020-05-30 19:52:38.198870,1,0
Audrain,2020-05-30 19:52:38.198870,79,0
Mercer,2020-05-30 19:52:38.198870,0,0
St Louis,2020-05-30 19:52:38.198870,4773,440
Carter,2020-05-30 19:52:38.198870,5,1
Shelby,2020-05-31 20:12:27.037291,1,0
Warren,2020-05-31 20:12:27.037291,27,0
St Clair,2020-05-31 20:12:27.037291,2,0
Shannon,2020-05-31 20:12:27.037291,2,0
Pemiscot,2020-05-31 20:12:27.037291,83,4
Ralls,2020-05-31 20:12:27.037291,5,0
Pulaski,2020-05-31 20:12:27.037291,34,1
Harrison,2020-05-31 20:12:27.037291,9,0
Grundy,2020-05-31 20:12:27.037291,3,0
Oregon,2020-05-31 20:12:27.037291,2,0
Dade,2020-05-31 20:12:27.037291,0,0
Scotland,2020-05-31 20:12:27.037291,5,0
Cass,2020-05-31 20:12:27.037291,90,7
Wayne,2020-05-31 20:12:27.037291,0,0
Hickory,2020-05-31 20:12:27.037291,0,0
Dallas,2020-05-31 20:12:27.037291,3,0
Washington,2020-05-31 20:12:27.037291,11,1
Pike,2020-05-31 20:12:27.037291,22,1
Caldwell,2020-05-31 20:12:27.037291,5,0
Adair,2020-05-31 20:12:27.037291,55,0
Platte,2020-05-31 20:12:27.037291,70,2
Butler,2020-05-31 20:12:27.037291,33,0
Cape Girardeau,2020-05-31 20:12:27.037291,73,2
Ozark,2020-05-31 20:12:27.037291,0,0
Bates,2020-05-31 20:12:27.037291,7,1
Putnam,2020-05-31 20:12:27.037291,0,0
Osage,2020-05-31 20:12:27.037291,5,0
Jackson,2020-05-31 20:12:27.037291,596,19
Stoddard,2020-05-31 20:12:27.037291,81,5
Johnson,2020-05-31 20:12:27.037291,76,0
McDonald,2020-05-31 20:12:27.037291,20,0
Crawford,2020-05-31 20:12:27.037291,8,0
Clinton,2020-05-31 20:12:27.037291,18,0
Linn,2020-05-31 20:12:27.037291,9,1
Barry,2020-05-31 20:12:27.037291,9,0
Cole,2020-05-31 20:12:27.037291,60,1
Dent,2020-05-31 20:12:27.037291,1,0
Miller,2020-05-31 20:12:27.037291,4,0
Reynolds,2020-05-31 20:12:27.037291,2,0
Saline,2020-05-31 20:12:27.037291,267,2
Christian,2020-05-31 20:12:27.037291,23,0
Montgomery,2020-05-31 20:12:27.037291,9,0
Worth,2020-05-31 20:12:27.037291,4,0
Pettis,2020-05-31 20:12:27.037291,77,1
Clark,2020-05-31 20:12:27.037291,1,0
Marion,2020-05-31 20:12:27.037291,5,0
Cooper,2020-05-31 20:12:27.037291,9,0
Phelps,2020-05-31 20:12:27.037291,4,0
Greene,2020-05-31 20:12:27.037291,143,8
Monroe,2020-05-31 20:12:27.037291,2,0
Daviess,2020-05-31 20:12:27.037291,4,0
Barton,2020-05-31 20:12:27.037291,0,0
Ripley,2020-05-31 20:12:27.037291,7,0
Gentry,2020-05-31 20:12:27.037291,31,1
Benton,2020-05-31 20:12:27.037291,11,0
Wright,2020-05-31 20:12:27.037291,11,0
Lincoln,2020-05-31 20:12:27.037291,82,1
Howell,2020-05-31 20:12:27.037291,7,0
Schuyler,2020-05-31 20:12:27.037291,1,0
Maries,2020-05-31 20:12:27.037291,2,0
Laclede,2020-05-31 20:12:27.037291,4,0
DeKalb,2020-05-31 20:12:27.037291,6,0
Vernon,2020-05-31 20:12:27.037291,9,0
Buchanan,2020-05-31 20:12:27.037291,692,2
Clay,2020-05-31 20:12:27.037291,173,3
Stone,2020-05-31 20:12:27.037291,4,0
Bollinger,2020-05-31 20:12:27.037291,6,0
Jefferson,2020-05-31 20:12:27.037291,343,17
Knox,2020-05-31 20:12:27.037291,0,0
Lafayette,2020-05-31 20:12:27.037291,74,1
Nodaway,2020-05-31 20:12:27.037291,13,0
Gasconade,2020-05-31 20:12:27.037291,2,0
Kansas City,2020-05-31 20:12:27.037291,1182,26
Livingston,2020-05-31 20:12:27.037291,3,0
Perry,2020-05-31 20:12:27.037291,57,0
Franklin,2020-05-31 20:12:27.037291,139,16
New Madrid,2020-05-31 20:12:27.037291,21,1
Iron,2020-05-31 20:12:27.037291,2,0
Howard,2020-05-31 20:12:27.037291,3,0
Randolph,2020-05-31 20:12:27.037291,10,0
Lewis,2020-05-31 20:12:27.037291,7,1
Texas,2020-05-31 20:12:27.037291,1,0
Douglas,2020-05-31 20:12:27.037291,1,0
Moniteau,2020-05-31 20:12:27.037291,47,1
Callaway,2020-05-31 20:12:27.037291,29,1
Atchison,2020-05-31 20:12:27.037291,3,0
St Charles,2020-05-31 20:12:27.037291,780,58
Ste Genevieve,2020-05-31 20:12:27.037291,12,1
Jasper,2020-05-31 20:12:27.037291,22,0
Joplin,2020-05-31 20:12:27.037291,15,0
Cedar,2020-05-31 20:12:27.037291,9,0
Andrew,2020-05-31 20:12:27.037291,30,0
Carroll,2020-05-31 20:12:27.037291,8,0
Henry,2020-05-31 20:12:27.037291,12,3
Madison,2020-05-31 20:12:27.037291,3,0
Boone,2020-05-31 20:12:27.037291,152,1
Ray,2020-05-31 20:12:27.037291,19,0
Sullivan,2020-05-31 20:12:27.037291,59,0
Taney,2020-05-31 20:12:27.037291,13,2
St Louis City,2020-05-31 20:12:27.037291,1817,123
Newton,2020-05-31 20:12:27.037291,18,1
Webster,2020-05-31 20:12:27.037291,17,0
Lawrence,2020-05-31 20:12:27.037291,7,0
Dunklin,2020-05-31 20:12:27.037291,38,2
Macon,2020-05-31 20:12:27.037291,4,0
Polk,2020-05-31 20:12:27.037291,2,0
Camden,2020-05-31 20:12:27.037291,37,1
Chariton,2020-05-31 20:12:27.037291,6,0
St Francois,2020-05-31 20:12:27.037291,35,2
Morgan,2020-05-31 20:12:27.037291,9,0
Holt,2020-05-31 20:12:27.037291,2,0
Audrain,2020-05-31 20:12:27.037291,82,0
Mercer,2020-05-31 20:12:27.037291,1,0
St Louis,2020-05-31 20:12:27.037291,4802,441
Carter,2020-05-31 20:12:27.037291,5,1
Shelby,2020-06-01 20:06:57.964510,1,0
Warren,2020-06-01 20:06:57.964510,26,0
St Clair,2020-06-01 20:06:57.964510,2,0
Shannon,2020-06-01 20:06:57.964510,3,0
Pemiscot,2020-06-01 20:06:57.964510,87,4
Ralls,2020-06-01 20:06:57.964510,5,0
Pulaski,2020-06-01 20:06:57.964510,35,1
Harrison,2020-06-01 20:06:57.964510,9,0
Grundy,2020-06-01 20:06:57.964510,3,0
Oregon,2020-06-01 20:06:57.964510,2,0
Dade,2020-06-01 20:06:57.964510,0,0
Scotland,2020-06-01 20:06:57.964510,6,0
Cass,2020-06-01 20:06:57.964510,93,7
Wayne,2020-06-01 20:06:57.964510,0,0
Hickory,2020-06-01 20:06:57.964510,0,0
Dallas,2020-06-01 20:06:57.964510,3,0
Washington,2020-06-01 20:06:57.964510,12,1
Pike,2020-06-01 20:06:57.964510,22,1
Caldwell,2020-06-01 20:06:57.964510,6,0
Adair,2020-06-01 20:06:57.964510,60,0
Platte,2020-06-01 20:06:57.964510,70,2
Butler,2020-06-01 20:06:57.964510,34,0
Cape Girardeau,2020-06-01 20:06:57.964510,74,2
Ozark,2020-06-01 20:06:57.964510,0,0
Bates,2020-06-01 20:06:57.964510,9,1
Putnam,2020-06-01 20:06:57.964510,0,0
Osage,2020-06-01 20:06:57.964510,5,0
Jackson,2020-06-01 20:06:57.964510,613,19
Stoddard,2020-06-01 20:06:57.964510,84,5
Johnson,2020-06-01 20:06:57.964510,76,0
McDonald,2020-06-01 20:06:57.964510,22,0
Crawford,2020-06-01 20:06:57.964510,8,0
Clinton,2020-06-01 20:06:57.964510,18,0
Linn,2020-06-01 20:06:57.964510,9,1
Barry,2020-06-01 20:06:57.964510,9,0
Cole,2020-06-01 20:06:57.964510,61,1
Dent,2020-06-01 20:06:57.964510,1,0
Miller,2020-06-01 20:06:57.964510,4,0
Reynolds,2020-06-01 20:06:57.964510,2,0
Saline,2020-06-01 20:06:57.964510,268,2
Christian,2020-06-01 20:06:57.964510,24,0
Montgomery,2020-06-01 20:06:57.964510,9,0
Worth,2020-06-01 20:06:57.964510,4,0
Pettis,2020-06-01 20:06:57.964510,77,1
Clark,2020-06-01 20:06:57.964510,1,0
Marion,2020-06-01 20:06:57.964510,5,0
Cooper,2020-06-01 20:06:57.964510,9,0
Phelps,2020-06-01 20:06:57.964510,4,0
Greene,2020-06-01 20:06:57.964510,144,8
Monroe,2020-06-01 20:06:57.964510,2,0
Daviess,2020-06-01 20:06:57.964510,4,0
Barton,2020-06-01 20:06:57.964510,0,0
Ripley,2020-06-01 20:06:57.964510,7,0
Gentry,2020-06-01 20:06:57.964510,35,1
Benton,2020-06-01 20:06:57.964510,11,0
Wright,2020-06-01 20:06:57.964510,11,0
Lincoln,2020-06-01 20:06:57.964510,84,1
Howell,2020-06-01 20:06:57.964510,7,0
Schuyler,2020-06-01 20:06:57.964510,1,0
Maries,2020-06-01 20:06:57.964510,2,0
Laclede,2020-06-01 20:06:57.964510,5,0
DeKalb,2020-06-01 20:06:57.964510,6,0
Vernon,2020-06-01 20:06:57.964510,9,0
Buchanan,2020-06-01 20:06:57.964510,709,2
Clay,2020-06-01 20:06:57.964510,172,3
Stone,2020-06-01 20:06:57.964510,4,0
Bollinger,2020-06-01 20:06:57.964510,6,0
Jefferson,2020-06-01 20:06:57.964510,346,17
Knox,2020-06-01 20:06:57.964510,0,0
Lafayette,2020-06-01 20:06:57.964510,74,1
Nodaway,2020-06-01 20:06:57.964510,14,0
Gasconade,2020-06-01 20:06:57.964510,2,0
Kansas City,2020-06-01 20:06:57.964510,1219,26
Livingston,2020-06-01 20:06:57.964510,3,0
Perry,2020-06-01 20:06:57.964510,61,0
Franklin,2020-06-01 20:06:57.964510,141,16
New Madrid,2020-06-01 20:06:57.964510,21,1
Iron,2020-06-01 20:06:57.964510,3,0
Howard,2020-06-01 20:06:57.964510,3,0
Randolph,2020-06-01 20:06:57.964510,10,0
Lewis,2020-06-01 20:06:57.964510,7,1
Texas,2020-06-01 20:06:57.964510,1,0
Douglas,2020-06-01 20:06:57.964510,1,0
