County,stateAbbrev,Total_Deaths,Total,Positive_by_State_Public_Health_Laboratory,Positive_by_Commercial_or_Other_Laboratory,pullTime
Barry,MO,,5,2020-05-04 19:46:11.487499
Barton,MO,,0,2020-05-04 19:46:11.487499
Benton,MO,,8,2020-05-04 19:46:11.487499
Bollinger,MO,,4,2020-05-04 19:46:11.487499
Butler,MO,,26,2020-05-04 19:46:11.487499
Caldwell,MO,,3,2020-05-04 19:46:11.487499
Carroll,MO,,2,2020-05-04 19:46:11.487499
Cedar,MO,,5,2020-05-04 19:46:11.487499
Chariton,MO,,5,2020-05-04 19:46:11.487499
Christian,MO,,19,2020-05-04 19:46:11.487499
Clark,MO,,1,2020-05-04 19:46:11.487499
Clinton,MO,,11,2020-05-04 19:46:11.487499
Cooper,MO,,9,2020-05-04 19:46:11.487499
Crawford,MO,,8,2020-05-04 19:46:11.487499
Dade,MO,,0,2020-05-04 19:46:11.487499
Dallas,MO,,2,2020-05-04 19:46:11.487499
Daviess,MO,,3,2020-05-04 19:46:11.487499
Dekalb,MO,,3,2020-05-04 19:46:11.487499
Dent,MO,,0,2020-05-04 19:46:11.487499
Douglas,MO,,0,2020-05-04 19:46:11.487499
Gasconade,MO,,2,2020-05-04 19:46:11.487499
Gentry,MO,,1,2020-05-04 19:46:11.487499
Grundy,MO,,0,2020-05-04 19:46:11.487499
Harrison,MO,,6,2020-05-04 19:46:11.487499
Hickory,MO,,0,2020-05-04 19:46:11.487499
Holt,MO,,1,2020-05-04 19:46:11.487499
Howard,MO,,2,2020-05-04 19:46:11.487499
Howell,MO,,5,2020-05-04 19:46:11.487499
Iron,MO,,2,2020-05-04 19:46:11.487499
Jasper,MO,,16,2020-05-04 19:46:11.487499
Johnson,MO,,59,2020-05-04 19:46:11.487499
Joplin,MO,,9,2020-05-04 19:46:11.487499
Knox,MO,,0,2020-05-04 19:46:11.487499
Laclede,MO,,0,2020-05-04 19:46:11.487499
Lawrence,MO,,1,2020-05-04 19:46:11.487499
Livingston,MO,,2,2020-05-04 19:46:11.487499
Macon,MO,,2,2020-05-04 19:46:11.487499
Madison,MO,,1,2020-05-04 19:46:11.487499
Maries,MO,,2,2020-05-04 19:46:11.487499
Marion,MO,,4,2020-05-04 19:46:11.487499
McDonald,MO,,4,2020-05-04 19:46:11.487499
Mercer,MO,,0,2020-05-04 19:46:11.487499
Miller,MO,,2,2020-05-04 19:46:11.487499
Mississippi,MO,,29,2020-05-04 19:46:11.487499
Moniteau,MO,,42,2020-05-04 19:46:11.487499
Monroe,MO,,0,2020-05-04 19:46:11.487499
Montgomery,MO,,7,2020-05-04 19:46:11.487499
Morgan,MO,,5,2020-05-04 19:46:11.487499
New Madrid,MO,,11,2020-05-04 19:46:11.487499
Nodaway,MO,,4,2020-05-04 19:46:11.487499
Oregon,MO,,2,2020-05-04 19:46:11.487499
Osage,MO,,5,2020-05-04 19:46:11.487499
Ozark,MO,,0,2020-05-04 19:46:11.487499
Perry,MO,,43,2020-05-04 19:46:11.487499
Pettis,MO,,48,2020-05-04 19:46:11.487499
Phelps,MO,,2,2020-05-04 19:46:11.487499
Pike,MO,,11,2020-05-04 19:46:11.487499
Platte,MO,,34,2020-05-04 19:46:11.487499
Polk,MO,,1,2020-05-04 19:46:11.487499
Putnam,MO,,0,2020-05-04 19:46:11.487499
Ralls,MO,,1,2020-05-04 19:46:11.487499
Randolph,MO,,8,2020-05-04 19:46:11.487499
Ray,MO,,11,2020-05-04 19:46:11.487499
Reynolds,MO,,2,2020-05-04 19:46:11.487499
Ripley,MO,,5,2020-05-04 19:46:11.487499
Saline,MO,,204,2020-05-04 19:46:11.487499
Schuyler,MO,,0,2020-05-04 19:46:11.487499
Scotland,MO,,4,2020-05-04 19:46:11.487499
Shannon,MO,,0,2020-05-04 19:46:11.487499
Shelby,MO,,1,2020-05-04 19:46:11.487499
St. Clair,MO,,2,2020-05-04 19:46:11.487499
Stoddard,MO,,21,2020-05-04 19:46:11.487499
Stone,MO,,3,2020-05-04 19:46:11.487499
Sullivan,MO,,2,2020-05-04 19:46:11.487499
Texas,MO,,0,2020-05-04 19:46:11.487499
Vernon,MO,,4,2020-05-04 19:46:11.487499
Warren,MO,,22,2020-05-04 19:46:11.487499
Wayne,MO,,0,2020-05-04 19:46:11.487499
Webster,MO,,15,2020-05-04 19:46:11.487499
Worth,MO,,1,2020-05-04 19:46:11.487499
Wright,MO,,9,2020-05-04 19:46:11.487499
Bates,MO,1.0,6,2020-05-05 19:18:43.929179
Boone,MO,1.0,97,2020-05-05 19:18:43.929179
Buchanan,MO,1.0,369,2020-05-05 19:18:43.929179
Callaway,MO,1.0,23,2020-05-05 19:18:43.929179
Camden,MO,1.0,35,2020-05-05 19:18:43.929179
Cape Girardeau,MO,1.0,49,2020-05-05 19:18:43.929179
Carter,MO,1.0,3,2020-05-05 19:18:43.929179
Cass,MO,6.0,64,2020-05-05 19:18:43.929179
Clay,MO,1.0,84,2020-05-05 19:18:43.929179
Cole,MO,1.0,52,2020-05-05 19:18:43.929179
Dunklin,MO,2.0,24,2020-05-05 19:18:43.929179
Franklin,MO,13.0,127,2020-05-05 19:18:43.929179
Greene,MO,7.0,91,2020-05-05 19:18:43.929179
Henry,MO,1.0,8,2020-05-05 19:18:43.929179
Jackson,MO,13.0,357,2020-05-05 19:18:43.929179
Jefferson,MO,10.0,278,2020-05-05 19:18:43.929179
Kansas City,MO,16.0,683,2020-05-05 19:18:43.929179
Lafayette,MO,1.0,47,2020-05-05 19:18:43.929179
Lewis,MO,1.0,6,2020-05-05 19:18:43.929179
Lincoln,MO,1.0,49,2020-05-05 19:18:43.929179
Linn,MO,1.0,5,2020-05-05 19:18:43.929179
Newton,MO,1.0,11,2020-05-05 19:18:43.929179
Pemiscot,MO,3.0,46,2020-05-05 19:18:43.929179
Pulaski,MO,1.0,36,2020-05-05 19:18:43.929179
Scott,MO,2.0,75,2020-05-05 19:18:43.929179
St. Charles,MO,30.0,624,2020-05-05 19:18:43.929179
St. Francois,MO,1.0,27,2020-05-05 19:18:43.929179
St. Louis City,MO,65.0,1315,2020-05-05 19:18:43.929179
St. Louis County,MO,189.0,3467,2020-05-05 19:18:43.929179
Ste. Genevieve,MO,1.0,9,2020-05-05 19:18:43.929179
Taney,MO,2.0,12,2020-05-05 19:18:43.929179
Washington,MO,1.0,9,2020-05-05 19:18:43.929179
TBD,MO,0.0,2,2020-05-05 19:18:43.929179
Adair,MO,,12,2020-05-05 19:18:43.929179
Andrew,MO,,6,2020-05-05 19:18:43.929179
Atchison,MO,,2,2020-05-05 19:18:43.929179
Audrain,MO,,1,2020-05-05 19:18:43.929179
Barry,MO,,5,2020-05-05 19:18:43.929179
Barton,MO,,0,2020-05-05 19:18:43.929179
Benton,MO,,8,2020-05-05 19:18:43.929179
Bollinger,MO,,4,2020-05-05 19:18:43.929179
Butler,MO,,26,2020-05-05 19:18:43.929179
Caldwell,MO,,3,2020-05-05 19:18:43.929179
Carroll,MO,,2,2020-05-05 19:18:43.929179
Cedar,MO,,5,2020-05-05 19:18:43.929179
Chariton,MO,,5,2020-05-05 19:18:43.929179
Christian,MO,,19,2020-05-05 19:18:43.929179
Clark,MO,,1,2020-05-05 19:18:43.929179
Clinton,MO,,11,2020-05-05 19:18:43.929179
Cooper,MO,,9,2020-05-05 19:18:43.929179
Crawford,MO,,8,2020-05-05 19:18:43.929179
Dade,MO,,0,2020-05-05 19:18:43.929179
Dallas,MO,,2,2020-05-05 19:18:43.929179
Daviess,MO,,3,2020-05-05 19:18:43.929179
Dekalb,MO,,3,2020-05-05 19:18:43.929179
Dent,MO,,0,2020-05-05 19:18:43.929179
Douglas,MO,,0,2020-05-05 19:18:43.929179
Gasconade,MO,,2,2020-05-05 19:18:43.929179
Gentry,MO,,1,2020-05-05 19:18:43.929179
Grundy,MO,,0,2020-05-05 19:18:43.929179
Harrison,MO,,6,2020-05-05 19:18:43.929179
Hickory,MO,,0,2020-05-05 19:18:43.929179
Holt,MO,,1,2020-05-05 19:18:43.929179
Howard,MO,,2,2020-05-05 19:18:43.929179
Howell,MO,,5,2020-05-05 19:18:43.929179
Iron,MO,,2,2020-05-05 19:18:43.929179
Jasper,MO,,16,2020-05-05 19:18:43.929179
Johnson,MO,,60,2020-05-05 19:18:43.929179
Joplin,MO,,8,2020-05-05 19:18:43.929179
Knox,MO,,0,2020-05-05 19:18:43.929179
Laclede,MO,,0,2020-05-05 19:18:43.929179
Lawrence,MO,,1,2020-05-05 19:18:43.929179
Livingston,MO,,3,2020-05-05 19:18:43.929179
Macon,MO,,2,2020-05-05 19:18:43.929179
Madison,MO,,2,2020-05-05 19:18:43.929179
Maries,MO,,2,2020-05-05 19:18:43.929179
Marion,MO,,4,2020-05-05 19:18:43.929179
McDonald,MO,,4,2020-05-05 19:18:43.929179
Mercer,MO,,0,2020-05-05 19:18:43.929179
Miller,MO,,2,2020-05-05 19:18:43.929179
Mississippi,MO,,29,2020-05-05 19:18:43.929179
Moniteau,MO,,42,2020-05-05 19:18:43.929179
Monroe,MO,,0,2020-05-05 19:18:43.929179
Montgomery,MO,,7,2020-05-05 19:18:43.929179
Morgan,MO,,5,2020-05-05 19:18:43.929179
New Madrid,MO,,11,2020-05-05 19:18:43.929179
Nodaway,MO,,4,2020-05-05 19:18:43.929179
Oregon,MO,,2,2020-05-05 19:18:43.929179
Osage,MO,,5,2020-05-05 19:18:43.929179
Ozark,MO,,0,2020-05-05 19:18:43.929179
Perry,MO,,43,2020-05-05 19:18:43.929179
Pettis,MO,,53,2020-05-05 19:18:43.929179
Phelps,MO,,3,2020-05-05 19:18:43.929179
Pike,MO,,11,2020-05-05 19:18:43.929179
Platte,MO,,36,2020-05-05 19:18:43.929179
Polk,MO,,1,2020-05-05 19:18:43.929179
Putnam,MO,,0,2020-05-05 19:18:43.929179
Ralls,MO,,1,2020-05-05 19:18:43.929179
Randolph,MO,,8,2020-05-05 19:18:43.929179
Ray,MO,,11,2020-05-05 19:18:43.929179
Reynolds,MO,,2,2020-05-05 19:18:43.929179
Ripley,MO,,5,2020-05-05 19:18:43.929179
Saline,MO,,205,2020-05-05 19:18:43.929179
Schuyler,MO,,0,2020-05-05 19:18:43.929179
Scotland,MO,,4,2020-05-05 19:18:43.929179
Shannon,MO,,0,2020-05-05 19:18:43.929179
Shelby,MO,,1,2020-05-05 19:18:43.929179
St. Clair,MO,,2,2020-05-05 19:18:43.929179
Stoddard,MO,,22,2020-05-05 19:18:43.929179
Stone,MO,,3,2020-05-05 19:18:43.929179
Sullivan,MO,,1,2020-05-05 19:18:43.929179
Texas,MO,,0,2020-05-05 19:18:43.929179
Vernon,MO,,4,2020-05-05 19:18:43.929179
Warren,MO,,21,2020-05-05 19:18:43.929179
Wayne,MO,,0,2020-05-05 19:18:43.929179
Webster,MO,,15,2020-05-05 19:18:43.929179
Worth,MO,,1,2020-05-05 19:18:43.929179
Wright,MO,,10,2020-05-05 19:18:43.929179
Bates,MO,1.0,6,2020-05-06 20:16:50.449970
Boone,MO,1.0,98,2020-05-06 20:16:50.449970
Buchanan,MO,2.0,386,2020-05-06 20:16:50.449970
Callaway,MO,1.0,23,2020-05-06 20:16:50.449970
Camden,MO,1.0,35,2020-05-06 20:16:50.449970
Cape Girardeau,MO,1.0,49,2020-05-06 20:16:50.449970
Carter,MO,1.0,3,2020-05-06 20:16:50.449970
Cass,MO,6.0,64,2020-05-06 20:16:50.449970
Clay,MO,1.0,85,2020-05-06 20:16:50.449970
Cole,MO,1.0,53,2020-05-06 20:16:50.449970
Dunklin,MO,2.0,23,2020-05-06 20:16:50.449970
Franklin,MO,13.0,132,2020-05-06 20:16:50.449970
Greene,MO,7.0,90,2020-05-06 20:16:50.449970
Henry,MO,1.0,8,2020-05-06 20:16:50.449970
Jackson,MO,13.0,362,2020-05-06 20:16:50.449970
Jefferson,MO,10.0,286,2020-05-06 20:16:50.449970
Kansas City,MO,16.0,706,2020-05-06 20:16:50.449970
Lafayette,MO,1.0,50,2020-05-06 20:16:50.449970
Lewis,MO,1.0,6,2020-05-06 20:16:50.449970
Lincoln,MO,1.0,51,2020-05-06 20:16:50.449970
Linn,MO,1.0,5,2020-05-06 20:16:50.449970
Newton,MO,1.0,11,2020-05-06 20:16:50.449970
Pemiscot,MO,3.0,48,2020-05-06 20:16:50.449970
Pulaski,MO,1.0,36,2020-05-06 20:16:50.449970
Scott,MO,2.0,76,2020-05-06 20:16:50.449970
St. Charles,MO,30.0,631,2020-05-06 20:16:50.449970
St. Francois,MO,1.0,27,2020-05-06 20:16:50.449970
St. Louis City,MO,68.0,1333,2020-05-06 20:16:50.449970
St. Louis County,MO,204.0,3539,2020-05-06 20:16:50.449970
Ste. Genevieve,MO,1.0,9,2020-05-06 20:16:50.449970
Taney,MO,2.0,12,2020-05-06 20:16:50.449970
Washington,MO,1.0,9,2020-05-06 20:16:50.449970
TBD,MO,0.0,2,2020-05-06 20:16:50.449970
Adair,MO,,12,2020-05-06 20:16:50.449970
Andrew,MO,,6,2020-05-06 20:16:50.449970
Atchison,MO,,2,2020-05-06 20:16:50.449970
Audrain,MO,,1,2020-05-06 20:16:50.449970
Barry,MO,,5,2020-05-06 20:16:50.449970
Barton,MO,,0,2020-05-06 20:16:50.449970
Benton,MO,,8,2020-05-06 20:16:50.449970
Bollinger,MO,,4,2020-05-06 20:16:50.449970
Butler,MO,,26,2020-05-06 20:16:50.449970
Caldwell,MO,,3,2020-05-06 20:16:50.449970
Carroll,MO,,2,2020-05-06 20:16:50.449970
Cedar,MO,,7,2020-05-06 20:16:50.449970
Chariton,MO,,5,2020-05-06 20:16:50.449970
Christian,MO,,19,2020-05-06 20:16:50.449970
Clark,MO,,1,2020-05-06 20:16:50.449970
Clinton,MO,,13,2020-05-06 20:16:50.449970
Cooper,MO,,9,2020-05-06 20:16:50.449970
Crawford,MO,,8,2020-05-06 20:16:50.449970
Dade,MO,,0,2020-05-06 20:16:50.449970
Dallas,MO,,2,2020-05-06 20:16:50.449970
Daviess,MO,,3,2020-05-06 20:16:50.449970
Dekalb,MO,,3,2020-05-06 20:16:50.449970
Dent,MO,,0,2020-05-06 20:16:50.449970
Douglas,MO,,0,2020-05-06 20:16:50.449970
Gasconade,MO,,2,2020-05-06 20:16:50.449970
Gentry,MO,,1,2020-05-06 20:16:50.449970
Grundy,MO,,0,2020-05-06 20:16:50.449970
Harrison,MO,,6,2020-05-06 20:16:50.449970
Hickory,MO,,0,2020-05-06 20:16:50.449970
Holt,MO,,1,2020-05-06 20:16:50.449970
Howard,MO,,2,2020-05-06 20:16:50.449970
Howell,MO,,5,2020-05-06 20:16:50.449970
Iron,MO,,2,2020-05-06 20:16:50.449970
Jasper,MO,,16,2020-05-06 20:16:50.449970
Johnson,MO,,60,2020-05-06 20:16:50.449970
Joplin,MO,,8,2020-05-06 20:16:50.449970
Knox,MO,,0,2020-05-06 20:16:50.449970
Laclede,MO,,0,2020-05-06 20:16:50.449970
Lawrence,MO,,1,2020-05-06 20:16:50.449970
Livingston,MO,,4,2020-05-06 20:16:50.449970
Macon,MO,,2,2020-05-06 20:16:50.449970
Madison,MO,,2,2020-05-06 20:16:50.449970
Maries,MO,,2,2020-05-06 20:16:50.449970
Marion,MO,,5,2020-05-06 20:16:50.449970
McDonald,MO,,4,2020-05-06 20:16:50.449970
Mercer,MO,,0,2020-05-06 20:16:50.449970
Miller,MO,,2,2020-05-06 20:16:50.449970
Mississippi,MO,,32,2020-05-06 20:16:50.449970
Moniteau,MO,,42,2020-05-06 20:16:50.449970
Monroe,MO,,0,2020-05-06 20:16:50.449970
Montgomery,MO,,7,2020-05-06 20:16:50.449970
Morgan,MO,,6,2020-05-06 20:16:50.449970
New Madrid,MO,,11,2020-05-06 20:16:50.449970
Nodaway,MO,,5,2020-05-06 20:16:50.449970
Oregon,MO,,2,2020-05-06 20:16:50.449970
Osage,MO,,5,2020-05-06 20:16:50.449970
Ozark,MO,,0,2020-05-06 20:16:50.449970
Perry,MO,,44,2020-05-06 20:16:50.449970
Pettis,MO,,55,2020-05-06 20:16:50.449970
Phelps,MO,,2,2020-05-06 20:16:50.449970
Pike,MO,,12,2020-05-06 20:16:50.449970
Platte,MO,,36,2020-05-06 20:16:50.449970
Polk,MO,,1,2020-05-06 20:16:50.449970
Putnam,MO,,0,2020-05-06 20:16:50.449970
Ralls,MO,,1,2020-05-06 20:16:50.449970
Randolph,MO,,8,2020-05-06 20:16:50.449970
Ray,MO,,11,2020-05-06 20:16:50.449970
Reynolds,MO,,2,2020-05-06 20:16:50.449970
Ripley,MO,,5,2020-05-06 20:16:50.449970
Saline,MO,,208,2020-05-06 20:16:50.449970
Schuyler,MO,,0,2020-05-06 20:16:50.449970
Scotland,MO,,4,2020-05-06 20:16:50.449970
Shannon,MO,,0,2020-05-06 20:16:50.449970
Shelby,MO,,1,2020-05-06 20:16:50.449970
St. Clair,MO,,2,2020-05-06 20:16:50.449970
Stoddard,MO,,24,2020-05-06 20:16:50.449970
Stone,MO,,3,2020-05-06 20:16:50.449970
Sullivan,MO,,1,2020-05-06 20:16:50.449970
Texas,MO,,0,2020-05-06 20:16:50.449970
Vernon,MO,,5,2020-05-06 20:16:50.449970
Warren,MO,,23,2020-05-06 20:16:50.449970
Wayne,MO,,0,2020-05-06 20:16:50.449970
Webster,MO,,15,2020-05-06 20:16:50.449970
Worth,MO,,1,2020-05-06 20:16:50.449970
Wright,MO,,10,2020-05-06 20:16:50.449970
Bates,MO,1.0,6,2020-05-07 20:56:14.940984
Boone,MO,1.0,97,2020-05-07 20:56:14.940984
Buchanan,MO,2.0,404,2020-05-07 20:56:14.940984
Callaway,MO,1.0,23,2020-05-07 20:56:14.940984
Camden,MO,1.0,35,2020-05-07 20:56:14.940984
Cape Girardeau,MO,1.0,49,2020-05-07 20:56:14.940984
Carter,MO,1.0,3,2020-05-07 20:56:14.940984
Cass,MO,6.0,65,2020-05-07 20:56:14.940984
Clay,MO,1.0,91,2020-05-07 20:56:14.940984
Cole,MO,1.0,55,2020-05-07 20:56:14.940984
Dunklin,MO,2.0,23,2020-05-07 20:56:14.940984
Franklin,MO,13.0,137,2020-05-07 20:56:14.940984
Greene,MO,7.0,91,2020-05-07 20:56:14.940984
Henry,MO,1.0,8,2020-05-07 20:56:14.940984
Jackson,MO,13.0,373,2020-05-07 20:56:14.940984
Jefferson,MO,10.0,289,2020-05-07 20:56:14.940984
Kansas City,MO,16.0,723,2020-05-07 20:56:14.940984
Lafayette,MO,1.0,58,2020-05-07 20:56:14.940984
Lewis,MO,1.0,6,2020-05-07 20:56:14.940984
Lincoln,MO,1.0,51,2020-05-07 20:56:14.940984
Linn,MO,1.0,5,2020-05-07 20:56:14.940984
Newton,MO,1.0,11,2020-05-07 20:56:14.940984
Pemiscot,MO,3.0,55,2020-05-07 20:56:14.940984
Pulaski,MO,1.0,36,2020-05-07 20:56:14.940984
Scott,MO,2.0,77,2020-05-07 20:56:14.940984
St. Charles,MO,33.0,646,2020-05-07 20:56:14.940984
St. Francois,MO,1.0,27,2020-05-07 20:56:14.940984
St. Louis City,MO,70.0,1382,2020-05-07 20:56:14.940984
St. Louis County,MO,220.0,3621,2020-05-07 20:56:14.940984
Ste. Genevieve,MO,1.0,8,2020-05-07 20:56:14.940984
Taney,MO,2.0,12,2020-05-07 20:56:14.940984
Washington,MO,1.0,9,2020-05-07 20:56:14.940984
TBD,MO,0.0,2,2020-05-07 20:56:14.940984
Adair,MO,,12,2020-05-07 20:56:14.940984
Andrew,MO,,5,2020-05-07 20:56:14.940984
Atchison,MO,,2,2020-05-07 20:56:14.940984
Audrain,MO,,1,2020-05-07 20:56:14.940984
Barry,MO,,6,2020-05-07 20:56:14.940984
Barton,MO,,0,2020-05-07 20:56:14.940984
Benton,MO,,8,2020-05-07 20:56:14.940984
Bollinger,MO,,4,2020-05-07 20:56:14.940984
Butler,MO,,26,2020-05-07 20:56:14.940984
Caldwell,MO,,3,2020-05-07 20:56:14.940984
Carroll,MO,,3,2020-05-07 20:56:14.940984
Cedar,MO,,9,2020-05-07 20:56:14.940984
Chariton,MO,,6,2020-05-07 20:56:14.940984
Christian,MO,,20,2020-05-07 20:56:14.940984
Clark,MO,,1,2020-05-07 20:56:14.940984
Clinton,MO,,13,2020-05-07 20:56:14.940984
Cooper,MO,,9,2020-05-07 20:56:14.940984
Crawford,MO,,8,2020-05-07 20:56:14.940984
Dade,MO,,0,2020-05-07 20:56:14.940984
Dallas,MO,,2,2020-05-07 20:56:14.940984
Daviess,MO,,3,2020-05-07 20:56:14.940984
Dekalb,MO,,3,2020-05-07 20:56:14.940984
Dent,MO,,0,2020-05-07 20:56:14.940984
Douglas,MO,,0,2020-05-07 20:56:14.940984
Gasconade,MO,,2,2020-05-07 20:56:14.940984
Gentry,MO,,1,2020-05-07 20:56:14.940984
Grundy,MO,,0,2020-05-07 20:56:14.940984
Harrison,MO,,6,2020-05-07 20:56:14.940984
Hickory,MO,,0,2020-05-07 20:56:14.940984
Holt,MO,,1,2020-05-07 20:56:14.940984
Howard,MO,,3,2020-05-07 20:56:14.940984
Howell,MO,,5,2020-05-07 20:56:14.940984
Iron,MO,,2,2020-05-07 20:56:14.940984
Jasper,MO,,16,2020-05-07 20:56:14.940984
Johnson,MO,,62,2020-05-07 20:56:14.940984
Joplin,MO,,8,2020-05-07 20:56:14.940984
Knox,MO,,0,2020-05-07 20:56:14.940984
Laclede,MO,,0,2020-05-07 20:56:14.940984
Lawrence,MO,,2,2020-05-07 20:56:14.940984
Livingston,MO,,3,2020-05-07 20:56:14.940984
Macon,MO,,3,2020-05-07 20:56:14.940984
Madison,MO,,2,2020-05-07 20:56:14.940984
Maries,MO,,2,2020-05-07 20:56:14.940984
Marion,MO,,5,2020-05-07 20:56:14.940984
McDonald,MO,,4,2020-05-07 20:56:14.940984
Mercer,MO,,0,2020-05-07 20:56:14.940984
Miller,MO,,3,2020-05-07 20:56:14.940984
Mississippi,MO,,33,2020-05-07 20:56:14.940984
Moniteau,MO,,43,2020-05-07 20:56:14.940984
Monroe,MO,,0,2020-05-07 20:56:14.940984
Montgomery,MO,,7,2020-05-07 20:56:14.940984
Morgan,MO,,6,2020-05-07 20:56:14.940984
New Madrid,MO,,11,2020-05-07 20:56:14.940984
Nodaway,MO,,5,2020-05-07 20:56:14.940984
Oregon,MO,,2,2020-05-07 20:56:14.940984
Osage,MO,,5,2020-05-07 20:56:14.940984
Ozark,MO,,0,2020-05-07 20:56:14.940984
Perry,MO,,44,2020-05-07 20:56:14.940984
Pettis,MO,,56,2020-05-07 20:56:14.940984
Phelps,MO,,2,2020-05-07 20:56:14.940984
Pike,MO,,12,2020-05-07 20:56:14.940984
Platte,MO,,38,2020-05-07 20:56:14.940984
Polk,MO,,1,2020-05-07 20:56:14.940984
Putnam,MO,,0,2020-05-07 20:56:14.940984
Ralls,MO,,1,2020-05-07 20:56:14.940984
Randolph,MO,,8,2020-05-07 20:56:14.940984
Ray,MO,,12,2020-05-07 20:56:14.940984
Reynolds,MO,,2,2020-05-07 20:56:14.940984
Ripley,MO,,5,2020-05-07 20:56:14.940984
Saline,MO,,208,2020-05-07 20:56:14.940984
Schuyler,MO,,0,2020-05-07 20:56:14.940984
Scotland,MO,,4,2020-05-07 20:56:14.940984
Shannon,MO,,0,2020-05-07 20:56:14.940984
Shelby,MO,,1,2020-05-07 20:56:14.940984
St. Clair,MO,,2,2020-05-07 20:56:14.940984
Stoddard,MO,,24,2020-05-07 20:56:14.940984
Stone,MO,,3,2020-05-07 20:56:14.940984
Sullivan,MO,,1,2020-05-07 20:56:14.940984
Texas,MO,,0,2020-05-07 20:56:14.940984
Vernon,MO,,4,2020-05-07 20:56:14.940984
Warren,MO,,23,2020-05-07 20:56:14.940984
Wayne,MO,,0,2020-05-07 20:56:14.940984
Webster,MO,,15,2020-05-07 20:56:14.940984
Worth,MO,,1,2020-05-07 20:56:14.940984
Wright,MO,,10,2020-05-07 20:56:14.940984
Bates,MO,1.0,6,2020-05-08 22:05:00.143895
Boone,MO,1.0,98,2020-05-08 22:05:00.143895
Buchanan,MO,2.0,409,2020-05-08 22:05:00.143895
Callaway,MO,1.0,23,2020-05-08 22:05:00.143895
Camden,MO,1.0,35,2020-05-08 22:05:00.143895
Cape Girardeau,MO,1.0,49,2020-05-08 22:05:00.143895
Carter,MO,1.0,3,2020-05-08 22:05:00.143895
Cass,MO,7.0,65,2020-05-08 22:05:00.143895
Clay,MO,1.0,90,2020-05-08 22:05:00.143895
Cole,MO,1.0,54,2020-05-08 22:05:00.143895
Dunklin,MO,2.0,24,2020-05-08 22:05:00.143895
Franklin,MO,13.0,129,2020-05-08 22:05:00.143895
Greene,MO,7.0,93,2020-05-08 22:05:00.143895
Henry,MO,1.0,9,2020-05-08 22:05:00.143895
Jackson,MO,14.0,380,2020-05-08 22:05:00.143895
Jefferson,MO,10.0,289,2020-05-08 22:05:00.143895
Kansas City,MO,16.0,739,2020-05-08 22:05:00.143895
Lafayette,MO,1.0,59,2020-05-08 22:05:00.143895
Lewis,MO,1.0,6,2020-05-08 22:05:00.143895
Lincoln,MO,1.0,54,2020-05-08 22:05:00.143895
Linn,MO,1.0,5,2020-05-08 22:05:00.143895
Newton,MO,1.0,11,2020-05-08 22:05:00.143895
Pemiscot,MO,3.0,57,2020-05-08 22:05:00.143895
Pulaski,MO,1.0,36,2020-05-08 22:05:00.143895
Scott,MO,5.0,78,2020-05-08 22:05:00.143895
St. Charles,MO,33.0,655,2020-05-08 22:05:00.143895
St. Francois,MO,1.0,29,2020-05-08 22:05:00.143895
St. Louis City,MO,71.0,1408,2020-05-08 22:05:00.143895
St. Louis County,MO,246.0,3667,2020-05-08 22:05:00.143895
Ste. Genevieve,MO,1.0,8,2020-05-08 22:05:00.143895
Taney,MO,2.0,12,2020-05-08 22:05:00.143895
Washington,MO,1.0,9,2020-05-08 22:05:00.143895
TBD,MO,0.0,2,2020-05-08 22:05:00.143895
Adair,MO,,12,2020-05-08 22:05:00.143895
Andrew,MO,,6,2020-05-08 22:05:00.143895
Atchison,MO,,2,2020-05-08 22:05:00.143895
Audrain,MO,,1,2020-05-08 22:05:00.143895
Barry,MO,,6,2020-05-08 22:05:00.143895
Barton,MO,,0,2020-05-08 22:05:00.143895
Benton,MO,,8,2020-05-08 22:05:00.143895
Bollinger,MO,,4,2020-05-08 22:05:00.143895
Butler,MO,,26,2020-05-08 22:05:00.143895
Caldwell,MO,,3,2020-05-08 22:05:00.143895
Carroll,MO,,3,2020-05-08 22:05:00.143895
Cedar,MO,,9,2020-05-08 22:05:00.143895
Chariton,MO,,5,2020-05-08 22:05:00.143895
Christian,MO,,20,2020-05-08 22:05:00.143895
Clark,MO,,1,2020-05-08 22:05:00.143895
Clinton,MO,,14,2020-05-08 22:05:00.143895
Cooper,MO,,9,2020-05-08 22:05:00.143895
Crawford,MO,,8,2020-05-08 22:05:00.143895
Dade,MO,,0,2020-05-08 22:05:00.143895
Dallas,MO,,2,2020-05-08 22:05:00.143895
Daviess,MO,,3,2020-05-08 22:05:00.143895
Dekalb,MO,,4,2020-05-08 22:05:00.143895
Dent,MO,,0,2020-05-08 22:05:00.143895
Douglas,MO,,0,2020-05-08 22:05:00.143895
Gasconade,MO,,2,2020-05-08 22:05:00.143895
Gentry,MO,,1,2020-05-08 22:05:00.143895
Grundy,MO,,0,2020-05-08 22:05:00.143895
Harrison,MO,,6,2020-05-08 22:05:00.143895
Hickory,MO,,0,2020-05-08 22:05:00.143895
Holt,MO,,1,2020-05-08 22:05:00.143895
Howard,MO,,3,2020-05-08 22:05:00.143895
Howell,MO,,5,2020-05-08 22:05:00.143895
Iron,MO,,2,2020-05-08 22:05:00.143895
Jasper,MO,,16,2020-05-08 22:05:00.143895
