County,stateAbbrev,Total_Deaths,Total,Positive_by_State_Public_Health_Laboratory,Positive_by_Commercial_or_Other_Laboratory,pullTime
Grundy,MO,,0,43937,,
Harrison,MO,,6,43937,,
Hickory,MO,,0,43937,,
Holt,MO,,1,43937,,
Howard,MO,,2,43937,,
Howell,MO,,4,43937,,
Iron,MO,,1,43937,,
Jasper,MO,,15,43937,,
Johnson,MO,,41,43937,,
Joplin,MO,,6,43937,,
Knox,MO,,0,43937,,
Laclede,MO,,0,43937,,
Lawrence,MO,,0,43937,,
Lewis,MO,,0,43937,,
Livingston,MO,,2,43937,,
Macon,MO,,2,43937,,
Madison,MO,,1,43937,,
Maries,MO,,2,43937,,
Marion,MO,,0,43937,,
McDonald,MO,,4,43937,,
Mercer,MO,,0,43937,,
Miller,MO,,1,43937,,
Mississippi,MO,,0,43937,,
Moniteau,MO,,6,43937,,
Monroe,MO,,0,43937,,
Montgomery,MO,,6,43937,,
Morgan,MO,,1,43937,,
New Madrid,MO,,8,43937,,
Newton,MO,,9,43937,,
Nodaway,MO,,3,43937,,
Oregon,MO,,1,43937,,
Osage,MO,,4,43937,,
Ozark,MO,,0,43937,,
Pemiscot,MO,,11,43937,,
Perry,MO,,38,43937,,
Pettis,MO,,4,43937,,
Phelps,MO,,1,43937,,
Pike,MO,,6,43937,,
Platte,MO,,26,43937,,
Polk,MO,,1,43937,,
Putnam,MO,,0,43937,,
Ralls,MO,,1,43937,,
Randolph,MO,,8,43937,,
Ray,MO,,7,43937,,
Reynolds,MO,,2,43937,,
Ripley,MO,,3,43937,,
Saline,MO,,44,43937,,
Schuyler,MO,,0,43937,,
Scotland,MO,,3,43937,,
Scott,MO,,26,43937,,
Shannon,MO,,0,43937,,
Shelby,MO,,1,43937,,
St. Charles,MO,,392,43937,,
St. Clair,MO,,2,43937,,
Stoddard,MO,,13,43937,,
Stone,MO,,3,43937,,
Sullivan,MO,,0,43937,,
Texas,MO,,0,43937,,
Vernon,MO,,3,43937,,
Warren,MO,,16,43937,,
Washington,MO,,2,43937,,
Wayne,MO,,0,43937,,
Webster,MO,,5,43937,,
Worth,MO,,1,43937,,
Wright,MO,,9,43937,,
County,stateAbbrev,Total_Deaths,Total,pullTime,,
Bates,MO,1,6,43938,,
Boone,MO,1,92,43938,,
Buchanan,MO,1,26,43938,,
Callaway,MO,1,20,43938,,
Camden,MO,1,31,43938,,
Cape Girardeau,MO,1,33,43938,,
Carter,MO,1,3,43938,,
Cass,MO,4,47,43938,,
Clay,MO,1,52,43938,,
Cole,MO,1,41,43938,,
Dunklin,MO,1,18,43938,,
Franklin,MO,3,89,43938,,
Greene,MO,7,81,43938,,
Henry,MO,1,6,43938,,
Jackson,MO,8,260,43938,,
Jefferson,MO,3,155,43938,,
Kansas City,MO,11,386,43938,,
Lafayette,MO,1,29,43938,,
Lincoln,MO,1,29,43938,,
Linn,MO,1,5,43938,,
Pulaski,MO,1,18,43938,,
St. Charles County,MO,12,,43938,,
St. Francois,MO,1,23,43938,,
St. Louis City,MO,20,706,43938,,
St. Louis County,MO,66,2026,43938,,
Ste. Genevieve,MO,1,7,43938,,
Taney,MO,1,8,43938,,
TBD,MO,0,2,43938,,
Adair,MO,,12,43938,,
Andrew,MO,,1,43938,,
Atchison,MO,,2,43938,,
Audrain,MO,,0,43938,,
Barry,MO,,3,43938,,
Barton,MO,,0,43938,,
Benton,MO,,3,43938,,
Bollinger,MO,,3,43938,,
Butler,MO,,21,43938,,
Caldwell,MO,,2,43938,,
Carroll,MO,,0,43938,,
Cedar,MO,,5,43938,,
Chariton,MO,,4,43938,,
Christian,MO,,17,43938,,
Clark,MO,,1,43938,,
Clinton,MO,,11,43938,,
Cooper,MO,,4,43938,,
Crawford,MO,,5,43938,,
Dade,MO,,0,43938,,
Dallas,MO,,2,43938,,
Daviess,MO,,2,43938,,
Dekalb,MO,,3,43938,,
Dent,MO,,0,43938,,
Douglas,MO,,0,43938,,
Gasconade,MO,,2,43938,,
Gentry,MO,,1,43938,,
Grundy,MO,,0,43938,,
Harrison,MO,,6,43938,,
Hickory,MO,,0,43938,,
Holt,MO,,1,43938,,
Howard,MO,,2,43938,,
Howell,MO,,5,43938,,
Iron,MO,,1,43938,,
Jasper,MO,,15,43938,,
Johnson,MO,,45,43938,,
Joplin,MO,,7,43938,,
Knox,MO,,0,43938,,
Laclede,MO,,0,43938,,
Lawrence,MO,,0,43938,,
Lewis,MO,,0,43938,,
Livingston,MO,,2,43938,,
Macon,MO,,2,43938,,
Madison,MO,,1,43938,,
Maries,MO,,2,43938,,
Marion,MO,,0,43938,,
McDonald,MO,,4,43938,,
Mercer,MO,,0,43938,,
Miller,MO,,1,43938,,
Mississippi,MO,,0,43938,,
Moniteau,MO,,12,43938,,
Monroe,MO,,0,43938,,
Montgomery,MO,,6,43938,,
Morgan,MO,,2,43938,,
New Madrid,MO,,8,43938,,
Newton,MO,,9,43938,,
Nodaway,MO,,3,43938,,
Oregon,MO,,1,43938,,
Osage,MO,,4,43938,,
Ozark,MO,,0,43938,,
Pemiscot,MO,,11,43938,,
Perry,MO,,38,43938,,
Pettis,MO,,8,43938,,
Phelps,MO,,1,43938,,
Pike,MO,,6,43938,,
Platte,MO,,27,43938,,
Polk,MO,,1,43938,,
Putnam,MO,,0,43938,,
Ralls,MO,,1,43938,,
Randolph,MO,,8,43938,,
Ray,MO,,7,43938,,
Reynolds,MO,,2,43938,,
Ripley,MO,,3,43938,,
Saline,MO,,49,43938,,
Schuyler,MO,,0,43938,,
Scotland,MO,,4,43938,,
Scott,MO,,41,43938,,
Shannon,MO,,0,43938,,
Shelby,MO,,1,43938,,
St. Charles,MO,,405,43938,,
St. Clair,MO,,2,43938,,
Stoddard,MO,,13,43938,,
Stone,MO,,3,43938,,
Sullivan,MO,,0,43938,,
Texas,MO,,0,43938,,
Vernon,MO,,4,43938,,
Warren,MO,,16,43938,,
Washington,MO,,3,43938,,
Wayne,MO,,0,43938,,
Webster,MO,,5,43938,,
Worth,MO,,1,43938,,
Wright,MO,,9,43938,,
Bates,MO,1,6,43938,,
Boone,MO,1,92,43938,,
Buchanan,MO,1,26,43938,,
Callaway,MO,1,20,43938,,
Camden,MO,1,31,43938,,
Cape Girardeau,MO,1,33,43938,,
Carter,MO,1,3,43938,,
Cass,MO,4,47,43938,,
Clay,MO,1,52,43938,,
Cole,MO,1,41,43938,,
Dunklin,MO,1,18,43938,,
Franklin,MO,3,89,43938,,
Greene,MO,7,81,43938,,
Henry,MO,1,6,43938,,
Jackson,MO,8,260,43938,,
Jefferson,MO,3,155,43938,,
Kansas City,MO,11,386,43938,,
Lafayette,MO,1,29,43938,,
Lincoln,MO,1,29,43938,,
Linn,MO,1,5,43938,,
Pulaski,MO,1,18,43938,,
St. Charles County,MO,12,,43938,,
St. Francois,MO,1,23,43938,,
St. Louis City,MO,20,706,43938,,
St. Louis County,MO,66,2026,43938,,
Ste. Genevieve,MO,1,7,43938,,
Taney,MO,1,8,43938,,
TBD,MO,0,2,43938,,
Adair,MO,,12,43938,,
Andrew,MO,,1,43938,,
Atchison,MO,,2,43938,,
Audrain,MO,,0,43938,,
Barry,MO,,3,43938,,
Barton,MO,,0,43938,,
Benton,MO,,3,43938,,
Bollinger,MO,,3,43938,,
Butler,MO,,21,43938,,
Caldwell,MO,,2,43938,,
Carroll,MO,,0,43938,,
Cedar,MO,,5,43938,,
Chariton,MO,,4,43938,,
Christian,MO,,17,43938,,
Clark,MO,,1,43938,,
Clinton,MO,,11,43938,,
Cooper,MO,,4,43938,,
Crawford,MO,,5,43938,,
Dade,MO,,0,43938,,
Dallas,MO,,2,43938,,
Daviess,MO,,2,43938,,
Dekalb,MO,,3,43938,,
Dent,MO,,0,43938,,
Douglas,MO,,0,43938,,
Gasconade,MO,,2,43938,,
Gentry,MO,,1,43938,,
Grundy,MO,,0,43938,,
Harrison,MO,,6,43938,,
Hickory,MO,,0,43938,,
Holt,MO,,1,43938,,
Howard,MO,,2,43938,,
Howell,MO,,5,43938,,
Iron,MO,,1,43938,,
Jasper,MO,,15,43938,,
Johnson,MO,,45,43938,,
Joplin,MO,,7,43938,,
Knox,MO,,0,43938,,
Laclede,MO,,0,43938,,
Lawrence,MO,,0,43938,,
Lewis,MO,,0,43938,,
Livingston,MO,,2,43938,,
Macon,MO,,2,43938,,
Madison,MO,,1,43938,,
Maries,MO,,2,43938,,
Marion,MO,,0,43938,,
McDonald,MO,,4,43938,,
Mercer,MO,,0,43938,,
Miller,MO,,1,43938,,
Mississippi,MO,,0,43938,,
Moniteau,MO,,12,43938,,
Monroe,MO,,0,43938,,
Montgomery,MO,,6,43938,,
Morgan,MO,,2,43938,,
New Madrid,MO,,8,43938,,
Newton,MO,,9,43938,,
Nodaway,MO,,3,43938,,
Oregon,MO,,1,43938,,
Osage,MO,,4,43938,,
Ozark,MO,,0,43938,,
Pemiscot,MO,,11,43938,,
Perry,MO,,38,43938,,
Pettis,MO,,8,43938,,
Phelps,MO,,1,43938,,
Pike,MO,,6,43938,,
Platte,MO,,27,43938,,
Polk,MO,,1,43938,,
Putnam,MO,,0,43938,,
Ralls,MO,,1,43938,,
Randolph,MO,,8,43938,,
Ray,MO,,7,43938,,
Reynolds,MO,,2,43938,,
Ripley,MO,,3,43938,,
Saline,MO,,49,43938,,
Schuyler,MO,,0,43938,,
Scotland,MO,,4,43938,,
Scott,MO,,41,43938,,
Shannon,MO,,0,43938,,
Shelby,MO,,1,43938,,
St. Charles,MO,,405,43938,,
St. Clair,MO,,2,43938,,
Stoddard,MO,,13,43938,,
Stone,MO,,3,43938,,
Sullivan,MO,,0,43938,,
Texas,MO,,0,43938,,
Vernon,MO,,4,43938,,
Warren,MO,,16,43938,,
Washington,MO,,3,43938,,
Wayne,MO,,0,43938,,
Webster,MO,,5,43938,,
Worth,MO,,1,43938,,
Wright,MO,,9,43938,,
