# Cases Age [0-19],# Cases Age [20-24],# Cases Age [25-29],# Cases Age [30-34],# Cases Age [35-39],# Cases Age [40-44],# Cases Age [45-49],# Cases Age [50-54],# Cases Age [55-59],# Cases Age [60-64],# Cases Age [65-69],# Cases Age [70-74],# Cases Age [75-79],# Cases Age [80+],# Deaths Age [0-19],# Deaths Age [20-29],# Deaths Age [30-39],# Deaths Age [40-49],# Deaths Age [50-59],# Deaths Age [60-69],# Deaths Age [70-79],# Deaths Age [80+],% Total Cases: ethn_HISPANIC,% Total Cases: ethn_NON HISPANIC,% Total Cases: ethn_REFUSED TO ANSWER,% Total Cases: ethn_UNKNOWN,% Total Cases: race_BLACK,% Total Cases: race_MULTI RACE,% Total Cases: race_OTHER RACE,% Total Cases: race_REFUSED TO ANSWER RACE,% Total Cases: race_UNKNOWN RACE,% Total Cases: race_WHITE,% Total Deaths: ethn_HISPANIC,% Total Deaths: ethn_NON HISPANIC,% Total Deaths: ethn_UNKNOWN,% Total Deaths: race_BLACK,% Total Deaths: race_MULTI RACE,% Total Deaths: race_OTHER RACE,% Total Deaths: race_REFUSED TO ANSWER RACE,% Total Deaths: race_UNKNOWN RACE,% Total Deaths: race_WHITE,Scrape_Time,Total Cases,Total Cases: Male,Total Cases: UnknownGender,Total Cases: Women,Total Cases: ethn_HISPANIC,Total Cases: ethn_NON HISPANIC,Total Cases: ethn_REFUSED TO ANSWER,Total Cases: ethn_UNKNOWN,Total Cases: race_BLACK,Total Cases: race_MULTI RACE,Total Cases: race_OTHER RACE,Total Cases: race_REFUSED TO ANSWER RACE,Total Cases: race_UNKNOWN RACE,Total Cases: race_WHITE,Total Deaths,Total Deaths: ethn_HISPANIC,Total Deaths: ethn_NON HISPANIC,Total Deaths: ethn_UNKNOWN,Total Deaths: race_BLACK,Total Deaths: race_MULTI RACE,Total Deaths: race_OTHER RACE,Total Deaths: race_REFUSED TO ANSWER RACE,Total Deaths: race_UNKNOWN RACE,Total Deaths: race_WHITE,Total Tested: PCR,Total Tested: Serology
1367,1773,1643,1560,1675,1546,1445,1600,1578,1084,1472,719,890,1892,0,3,4,20,65,145,249,531,11.06,62.96,0.09,25.89,27.339999999999996,2.56,6.890000000000001,0.05,19.05,44.11,2.45,86.48,11.07,35.410000000000004,0.88,2.74,0,3.02,57.95,2020-07-03 23:05:14.071495,20261,,,,,,,,5758,513,374,7,1949,4949,996,25,883,113,246,4,6,0,18,382,404959,45079
