# Cases Age [0-19],# Cases Age [20-24],# Cases Age [25-29],# Cases Age [30-34],# Cases Age [35-39],# Cases Age [40-44],# Cases Age [45-49],# Cases Age [50-54],# Cases Age [55-59],# Cases Age [60-64],# Cases Age [65-69],# Cases Age [70-74],# Cases Age [75-79],# Cases Age [80+],# Deaths Age [0-19],# Deaths Age [20-29],# Deaths Age [30-39],# Deaths Age [40-49],# Deaths Age [50-59],# Deaths Age [60-69],# Deaths Age [70-79],# Deaths Age [80+],% Total Cases: ethn_HISPANIC,% Total Cases: ethn_NON HISPANIC,% Total Cases: ethn_REFUSED TO ANSWER,% Total Cases: race_BLACK,% Total Cases: race_MULTI RACE,% Total Cases: race_OTHER RACE,% Total Cases: race_REFUSED TO ANSWER RACE,% Total Cases: race_UNKNOWN RACE,% Total Cases: race_WHITE,% Total Deaths: ethn_HISPANIC,% Total Deaths: ethn_NON HISPANIC,% Total Deaths: ethn_UNKNOWN,% Total Deaths: race_BLACK,% Total Deaths: race_MULTI RACE,% Total Deaths: race_OTHER RACE,% Total Deaths: race_REFUSED TO ANSWER RACE,% Total Deaths: race_UNKNOWN RACE,% Total Deaths: race_WHITE,Scrape_Time,Total Cases,Total Cases: Female,Total Cases: Male,Total Cases: UnknownGender,Total Cases: ethn_HISPANIC,Total Cases: ethn_NON HISPANIC,Total Cases: ethn_REFUSED TO ANSWER,Total Cases: race_BLACK,Total Cases: race_MULTI RACE,Total Cases: race_OTHER RACE,Total Cases: race_REFUSED TO ANSWER RACE,Total Cases: race_UNKNOWN RACE,Total Cases: race_WHITE,Total Deaths,Total Deaths: ethn_HISPANIC,Total Deaths: ethn_NON HISPANIC,Total Deaths: ethn_UNKNOWN,Total Deaths: race_BLACK,Total Deaths: race_MULTI RACE,Total Deaths: race_OTHER RACE,Total Deaths: race_REFUSED TO ANSWER RACE,Total Deaths: race_UNKNOWN RACE,Total Deaths: race_WHITE,Total Tested: PCR,Total Tested: Serology
1367,1773,1643,1560,1675,1546,1445,1600,1578,1084,1472,719,890,1892,0,3,4,20,65,145,249,531,11.129999999999999,62.62,0.1,27.11,2.6,6.78,0.06,19.37,44.080000000000005,2.44,86.45,11.110000000000001,35.38,0.88,2.73,0,3.02,57.989999999999995,2020-07-04 15:31:38.920569,20261,12478,10565,172,2568,14454,22,5758,513,374,7,1949,4949,996,25,887,114,246,4,6,0,18,382,412261,46053
1367,1773,1643,1560,1675,1546,1445,1600,1578,1084,1472,719,890,1892,0,3,4,20,65,145,249,531,11.129999999999999,62.62,0.1,27.11,2.6,6.78,0.06,19.37,44.080000000000005,2.44,86.45,11.110000000000001,35.38,0.88,2.73,0,3.02,57.989999999999995,2020-07-04 20:34:42.963509,20261,12478,10565,172,2568,14454,22,5758,513,374,7,1949,4949,996,25,887,114,246,4,6,0,18,382,412261,46053
1367,1773,1643,1560,1675,1546,1445,1600,1578,1084,1472,719,890,1892,0,3,4,20,65,145,249,531,11.18,62.519999999999996,0.09,26.99,2.59,6.78,0.06,19.34,44.24,2.44,86.45,11.110000000000001,35.31,0.88,2.7199999999999998,0,3.02,58.07,2020-07-05 20:08:42.696131,20261,12596,10668,172,2611,14603,22,5758,513,374,7,1949,4949,996,25,887,114,246,4,6,0,18,382,419509,46489
