Report Date,Race,Number of Cases,Number of Hospitalizations,Number of Deaths,Health District Name,Scrape_Time
Portsmouth,6/8/2020,Other,28,3,0,2020-06-08 20:31:22.637281
Pittsylvania-Danville,6/8/2020,Not Reported,12,4,0,2020-06-08 20:31:22.637281
West Piedmont,6/8/2020,Not Reported,57,2,0,2020-06-08 20:31:22.637281
Norfolk,6/8/2020,White,142,23,2,2020-06-08 20:31:22.637281
Southside,6/9/2020,Not Reported,135,13,8,2020-06-09 20:34:11.169232
Chesapeake,6/9/2020,White,275,41,8,2020-06-09 20:34:11.169232
New River,6/9/2020,Other,6,1,0,2020-06-09 20:34:11.169232
Norfolk,6/9/2020,Black or African American,277,45,5,2020-06-09 20:34:11.169232
Central Shenandoah,6/9/2020,Other,254,18,1,2020-06-09 20:34:11.169232
Southside,6/9/2020,Other,36,2,6,2020-06-09 20:34:11.169232
Pittsylvania-Danville,6/9/2020,Other,1,0,0,2020-06-09 20:34:11.169232
Cumberland Plateau,6/9/2020,White,22,2,0,2020-06-09 20:34:11.169232
Rappahannock Rapidan,6/9/2020,Black or African American,74,16,3,2020-06-09 20:34:11.169232
Fairfax,6/9/2020,Not Reported,3216,105,96,2020-06-09 20:34:11.169232
Chesapeake,6/9/2020,Not Reported,74,3,0,2020-06-09 20:34:11.169232
Thomas Jefferson,6/9/2020,White,330,32,13,2020-06-09 20:34:11.169232
Richmond,6/9/2020,Other,439,59,2,2020-06-09 20:34:11.169232
Peninsula,6/9/2020,Black or African American,175,33,10,2020-06-09 20:34:11.169232
Henrico,6/9/2020,Other,295,30,7,2020-06-09 20:34:11.169232
Cumberland Plateau,6/9/2020,Black or African American,12,0,0,2020-06-09 20:34:11.169232
Loudoun,6/9/2020,Other,629,68,11,2020-06-09 20:34:11.169232
Crater,6/9/2020,Other,25,1,1,2020-06-09 20:34:11.169232
Arlington,6/9/2020,Black or African American,184,57,28,2020-06-09 20:34:11.169232
Alexandria,6/9/2020,Black or African American,311,56,12,2020-06-09 20:34:11.169232
Richmond,6/9/2020,Black or African American,435,93,18,2020-06-09 20:34:11.169232
Lord Fairfax,6/9/2020,Not Reported,281,4,6,2020-06-09 20:34:11.169232
Fairfax,6/9/2020,Black or African American,751,154,32,2020-06-09 20:34:11.169232
Thomas Jefferson,6/9/2020,Black or African American,124,39,4,2020-06-09 20:34:11.169232
West Piedmont,6/9/2020,White,116,7,3,2020-06-09 20:34:11.169232
Rappahannock,6/9/2020,Not Reported,713,30,1,2020-06-09 20:34:11.169232
Central Shenandoah,6/9/2020,Not Reported,258,8,0,2020-06-09 20:34:11.169232
Peninsula,6/9/2020,White,321,75,22,2020-06-09 20:34:11.169232
Rappahannock Rapidan,6/9/2020,White,508,41,9,2020-06-09 20:34:11.169232
Prince William,6/9/2020,White,1667,304,95,2020-06-09 20:34:11.169232
New River,6/9/2020,Not Reported,36,0,0,2020-06-09 20:34:11.169232
Chesterfield,6/9/2020,Not Reported,1045,3,8,2020-06-09 20:34:11.169232
Alleghany,6/9/2020,Other,5,0,0,2020-06-09 20:34:11.169232
Lenowisco,6/9/2020,White,36,15,3,2020-06-09 20:34:11.169232
Western Tidewater,6/9/2020,White,178,32,22,2020-06-09 20:34:11.169232
Hampton,6/9/2020,Other,15,3,0,2020-06-09 20:34:11.169232
Alleghany,6/9/2020,White,145,21,14,2020-06-09 20:34:11.169232
Roanoke,6/9/2020,Black or African American,22,6,2,2020-06-09 20:34:11.169232
Alleghany,6/9/2020,Black or African American,6,1,1,2020-06-09 20:34:11.169232
Richmond,6/9/2020,Not Reported,559,3,2,2020-06-09 20:34:11.169232
Central Virginia,6/9/2020,Other,4,1,0,2020-06-09 20:34:11.169232
Rappahannock,6/9/2020,Other,497,58,3,2020-06-09 20:34:11.169232
Roanoke,6/9/2020,Other,5,0,0,2020-06-09 20:34:11.169232
Piedmont,6/9/2020,Black or African American,251,33,1,2020-06-09 20:34:11.169232
Chesterfield,6/9/2020,Other,307,6,0,2020-06-09 20:34:11.169232
Portsmouth,6/9/2020,Black or African American,166,34,7,2020-06-09 20:34:11.169232
Portsmouth,6/9/2020,Not Reported,85,2,2,2020-06-09 20:34:11.169232
Norfolk,6/9/2020,Not Reported,119,0,0,2020-06-09 20:34:11.169232
Eastern Shore,6/9/2020,White,330,17,15,2020-06-09 20:34:11.169232
Eastern Shore,6/9/2020,Not Reported,118,1,0,2020-06-09 20:34:11.169232
Roanoke,6/9/2020,White,85,4,8,2020-06-09 20:34:11.169232
Three Rivers,6/9/2020,Other,57,4,0,2020-06-09 20:34:11.169232
Fairfax,6/9/2020,Other,5470,741,91,2020-06-09 20:34:11.169232
Henrico,6/9/2020,Not Reported,589,3,1,2020-06-09 20:34:11.169232
Lord Fairfax,6/9/2020,Other,273,20,5,2020-06-09 20:34:11.169232
Piedmont,6/9/2020,Other,34,4,0,2020-06-09 20:34:11.169232
Lenowisco,6/9/2020,Black or African American,0,0,0,2020-06-09 20:34:11.169232
Arlington,6/9/2020,White,1035,160,59,2020-06-09 20:34:11.169232
Hampton,6/9/2020,Black or African American,119,26,4,2020-06-09 20:34:11.169232
Alexandria,6/9/2020,White,883,78,27,2020-06-09 20:34:11.169232
Hampton,6/9/2020,Not Reported,38,0,0,2020-06-09 20:34:11.169232
Mount Rogers,6/9/2020,White,394,41,11,2020-06-09 20:34:11.169232
Alexandria,6/9/2020,Not Reported,432,17,6,2020-06-09 20:34:11.169232
Chickahominy,6/9/2020,Black or African American,85,29,9,2020-06-09 20:34:11.169232
Chesapeake,6/9/2020,Black or African American,202,47,5,2020-06-09 20:34:11.169232
Western Tidewater,6/9/2020,Not Reported,205,2,3,2020-06-09 20:34:11.169232
Cumberland Plateau,6/9/2020,Not Reported,1,0,0,2020-06-09 20:34:11.169232
Western Tidewater,6/9/2020,Other,30,1,1,2020-06-09 20:34:11.169232
Loudoun,6/9/2020,Black or African American,106,13,2,2020-06-09 20:34:11.169232
Virginia Beach,6/9/2020,White,392,59,21,2020-06-09 20:34:11.169232
Three Rivers,6/9/2020,White,194,18,4,2020-06-09 20:34:11.169232
Central Virginia,6/9/2020,Not Reported,144,4,0,2020-06-09 20:34:11.169232
Eastern Shore,6/9/2020,Other,49,2,1,2020-06-09 20:34:11.169232
Crater,6/9/2020,Black or African American,485,82,10,2020-06-09 20:34:11.169232
Mount Rogers,6/9/2020,Black or African American,9,1,0,2020-06-09 20:34:11.169232
Central Shenandoah,6/9/2020,White,1125,104,28,2020-06-09 20:34:11.169232
Southside,6/9/2020,White,71,15,7,2020-06-09 20:34:11.169232
Prince William,6/9/2020,Other,1669,212,10,2020-06-09 20:34:11.169232
Arlington,6/9/2020,Not Reported,471,42,12,2020-06-09 20:34:11.169232
West Piedmont,6/9/2020,Black or African American,58,12,1,2020-06-09 20:34:11.169232
Peninsula,6/9/2020,Other,49,8,1,2020-06-09 20:34:11.169232
Norfolk,6/9/2020,Other,54,4,0,2020-06-09 20:34:11.169232
Lord Fairfax,6/9/2020,Black or African American,52,4,1,2020-06-09 20:34:11.169232
Mount Rogers,6/9/2020,Not Reported,25,0,0,2020-06-09 20:34:11.169232
Central Virginia,6/9/2020,Black or African American,22,2,1,2020-06-09 20:34:11.169232
West Piedmont,6/9/2020,Other,68,5,1,2020-06-09 20:34:11.169232
Portsmouth,6/9/2020,White,69,9,2,2020-06-09 20:34:11.169232
Thomas Jefferson,6/9/2020,Not Reported,74,0,0,2020-06-09 20:34:11.169232
Three Rivers,6/9/2020,Not Reported,149,4,3,2020-06-09 20:34:11.169232
Virginia Beach,6/9/2020,Black or African American,186,21,4,2020-06-09 20:34:11.169232
Prince William,6/9/2020,Black or African American,569,103,28,2020-06-09 20:34:11.169232
Loudoun,6/9/2020,Not Reported,1680,3,5,2020-06-09 20:34:11.169232
Loudoun,6/9/2020,White,759,101,49,2020-06-09 20:34:11.169232
Peninsula,6/9/2020,Not Reported,145,2,0,2020-06-09 20:34:11.169232
Pittsylvania-Danville,6/9/2020,Black or African American,43,9,0,2020-06-09 20:34:11.169232
Henrico,6/9/2020,White,620,77,69,2020-06-09 20:34:11.169232
Richmond,6/9/2020,White,234,22,5,2020-06-09 20:34:11.169232
Southside,6/9/2020,Black or African American,55,14,5,2020-06-09 20:34:11.169232
Chickahominy,6/9/2020,White,231,51,22,2020-06-09 20:34:11.169232
Thomas Jefferson,6/9/2020,Other,121,6,2,2020-06-09 20:34:11.169232
Virginia Beach,6/9/2020,Other,90,21,2,2020-06-09 20:34:11.169232
Central Shenandoah,6/9/2020,Black or African American,84,5,2,2020-06-09 20:34:11.169232
Chesterfield,6/9/2020,White,453,52,36,2020-06-09 20:34:11.169232
Central Virginia,6/9/2020,White,80,10,3,2020-06-09 20:34:11.169232
Rappahannock,6/9/2020,White,506,59,14,2020-06-09 20:34:11.169232
New River,6/9/2020,White,94,15,3,2020-06-09 20:34:11.169232
Mount Rogers,6/9/2020,Other,38,3,1,2020-06-09 20:34:11.169232
Crater,6/9/2020,White,206,19,6,2020-06-09 20:34:11.169232
Alleghany,6/9/2020,Not Reported,87,3,0,2020-06-09 20:34:11.169232
Arlington,6/9/2020,Other,575,136,23,2020-06-09 20:34:11.169232
Piedmont,6/9/2020,White,204,16,3,2020-06-09 20:34:11.169232
Cumberland Plateau,6/9/2020,Other,0,0,0,2020-06-09 20:34:11.169232
Pittsylvania-Danville,6/9/2020,White,54,15,3,2020-06-09 20:34:11.169232
Chickahominy,6/9/2020,Other,24,6,0,2020-06-09 20:34:11.169232
New River,6/9/2020,Black or African American,7,1,0,2020-06-09 20:34:11.169232
Virginia Beach,6/9/2020,Not Reported,147,3,0,2020-06-09 20:34:11.169232
Rappahannock Rapidan,6/9/2020,Other,89,15,1,2020-06-09 20:34:11.169232
Piedmont,6/9/2020,Not Reported,321,7,2,2020-06-09 20:34:11.169232
Portsmouth,6/9/2020,Other,31,3,0,2020-06-09 20:34:11.169232
Pittsylvania-Danville,6/9/2020,Not Reported,12,4,0,2020-06-09 20:34:11.169232
West Piedmont,6/9/2020,Not Reported,51,2,0,2020-06-09 20:34:11.169232
Norfolk,6/9/2020,White,146,24,2,2020-06-09 20:34:11.169232
Hampton,6/9/2020,White,56,6,0,2020-06-09 20:34:11.169232
Western Tidewater,6/9/2020,Black or African American,256,42,20,2020-06-09 20:34:11.169232
Prince William,6/9/2020,Not Reported,4044,50,3,2020-06-09 20:34:11.169232
Fairfax,6/9/2020,White,3383,455,210,2020-06-09 20:34:11.169232
Lenowisco,6/9/2020,Other,1,0,0,2020-06-09 20:34:11.169232
Rappahannock Rapidan,6/9/2020,Not Reported,641,24,4,2020-06-09 20:34:11.169232
Three Rivers,6/9/2020,Black or African American,167,14,2,2020-06-09 20:34:11.169232
Henrico,6/9/2020,Black or African American,642,110,57,2020-06-09 20:34:11.169232
Lenowisco,6/9/2020,Not Reported,8,1,1,2020-06-09 20:34:11.169232
Chesapeake,6/9/2020,Other,54,6,2,2020-06-09 20:34:11.169232
Crater,6/9/2020,Not Reported,377,4,4,2020-06-09 20:34:11.169232
Chickahominy,6/9/2020,Not Reported,192,4,2,2020-06-09 20:34:11.169232
Eastern Shore,6/9/2020,Black or African American,742,68,24,2020-06-09 20:34:11.169232
Alexandria,6/9/2020,Other,489,61,2,2020-06-09 20:34:11.169232
Chesterfield,6/9/2020,Black or African American,288,42,10,2020-06-09 20:34:11.169232
Roanoke,6/9/2020,Not Reported,92,0,0,2020-06-09 20:34:11.169232
Rappahannock,6/9/2020,Black or African American,189,30,3,2020-06-09 20:34:11.169232
Lord Fairfax,6/9/2020,White,1035,108,46,2020-06-09 20:34:11.169232
Alexandria,6/10/2020,Not Reported,416,18,6,2020-06-10 20:37:28.068980
Chickahominy,6/10/2020,Black or African American,86,29,9,2020-06-10 20:37:28.068980
Chesapeake,6/10/2020,Black or African American,210,47,5,2020-06-10 20:37:28.068980
Western Tidewater,6/10/2020,Not Reported,205,1,2,2020-06-10 20:37:28.068980
Cumberland Plateau,6/10/2020,Not Reported,1,0,0,2020-06-10 20:37:28.068980
Western Tidewater,6/10/2020,Other,30,1,1,2020-06-10 20:37:28.068980
Loudoun,6/10/2020,Black or African American,107,14,2,2020-06-10 20:37:28.068980
Virginia Beach,6/10/2020,White,400,60,21,2020-06-10 20:37:28.068980
Chickahominy,6/10/2020,Other,25,7,0,2020-06-10 20:37:28.068980
New River,6/10/2020,Black or African American,7,1,0,2020-06-10 20:37:28.068980
Virginia Beach,6/10/2020,Not Reported,138,3,0,2020-06-10 20:37:28.068980
Rappahannock Rapidan,6/10/2020,Other,90,15,1,2020-06-10 20:37:28.068980
Piedmont,6/10/2020,Not Reported,321,7,2,2020-06-10 20:37:28.068980
Portsmouth,6/10/2020,Other,30,3,0,2020-06-10 20:37:28.068980
Pittsylvania-Danville,6/10/2020,Not Reported,13,4,0,2020-06-10 20:37:28.068980
West Piedmont,6/10/2020,Not Reported,47,0,0,2020-06-10 20:37:28.068980
Norfolk,6/10/2020,White,157,24,2,2020-06-10 20:37:28.068980
Hampton,6/10/2020,White,56,6,0,2020-06-10 20:37:28.068980
Western Tidewater,6/10/2020,Black or African American,260,43,20,2020-06-10 20:37:28.068980
Prince William,6/10/2020,Not Reported,4052,51,1,2020-06-10 20:37:28.068980
Fairfax,6/10/2020,White,3404,459,219,2020-06-10 20:37:28.068980
Lenowisco,6/10/2020,Other,1,0,0,2020-06-10 20:37:28.068980
Rappahannock Rapidan,6/10/2020,Not Reported,644,24,4,2020-06-10 20:37:28.068980
Hampton,6/10/2020,Other,15,3,0,2020-06-10 20:37:28.068980
Alleghany,6/10/2020,White,144,21,13,2020-06-10 20:37:28.068980
Prince William,6/10/2020,Other,1681,222,10,2020-06-10 20:37:28.068980
Arlington,6/10/2020,Not Reported,441,40,11,2020-06-10 20:37:28.068980
West Piedmont,6/10/2020,Black or African American,64,15,1,2020-06-10 20:37:28.068980
Peninsula,6/10/2020,Other,48,8,1,2020-06-10 20:37:28.068980
Norfolk,6/10/2020,Other,54,4,0,2020-06-10 20:37:28.068980
Lord Fairfax,6/10/2020,Black or African American,53,4,1,2020-06-10 20:37:28.068980
Mount Rogers,6/10/2020,Not Reported,25,0,0,2020-06-10 20:37:28.068980
Central Virginia,6/10/2020,Black or African American,22,2,1,2020-06-10 20:37:28.068980
West Piedmont,6/10/2020,Other,74,6,1,2020-06-10 20:37:28.068980
Portsmouth,6/10/2020,White,69,9,2,2020-06-10 20:37:28.068980
Thomas Jefferson,6/10/2020,Not Reported,78,0,0,2020-06-10 20:37:28.068980
Three Rivers,6/10/2020,Not Reported,146,4,1,2020-06-10 20:37:28.068980
Virginia Beach,6/10/2020,Black or African American,189,21,4,2020-06-10 20:37:28.068980
Prince William,6/10/2020,Black or African American,575,104,28,2020-06-10 20:37:28.068980
Loudoun,6/10/2020,Not Reported,1671,4,5,2020-06-10 20:37:28.068980
Loudoun,6/10/2020,White,769,103,49,2020-06-10 20:37:28.068980
Peninsula,6/10/2020,Not Reported,142,2,0,2020-06-10 20:37:28.068980
Pittsylvania-Danville,6/10/2020,Black or African American,43,9,0,2020-06-10 20:37:28.068980
Henrico,6/10/2020,White,631,78,69,2020-06-10 20:37:28.068980
Richmond,6/10/2020,White,240,21,4,2020-06-10 20:37:28.068980
Southside,6/10/2020,Black or African American,55,14,5,2020-06-10 20:37:28.068980
Chickahominy,6/10/2020,White,232,54,23,2020-06-10 20:37:28.068980
Thomas Jefferson,6/10/2020,Other,122,6,2,2020-06-10 20:37:28.068980
Virginia Beach,6/10/2020,Other,96,21,2,2020-06-10 20:37:28.068980
Central Shenandoah,6/10/2020,Black or African American,85,5,3,2020-06-10 20:37:28.068980
Chesterfield,6/10/2020,White,458,53,37,2020-06-10 20:37:28.068980
Central Virginia,6/10/2020,White,81,10,3,2020-06-10 20:37:28.068980
Rappahannock,6/10/2020,White,509,60,15,2020-06-10 20:37:28.068980
New River,6/10/2020,White,98,16,3,2020-06-10 20:37:28.068980
Mount Rogers,6/10/2020,Other,38,3,1,2020-06-10 20:37:28.068980
Crater,6/10/2020,White,217,19,6,2020-06-10 20:37:28.068980
Alleghany,6/10/2020,Not Reported,88,3,0,2020-06-10 20:37:28.068980
Southside,6/10/2020,Not Reported,137,13,8,2020-06-10 20:37:28.068980
Chesapeake,6/10/2020,White,278,41,8,2020-06-10 20:37:28.068980
New River,6/10/2020,Other,6,1,0,2020-06-10 20:37:28.068980
Norfolk,6/10/2020,Black or African American,280,45,5,2020-06-10 20:37:28.068980
Central Shenandoah,6/10/2020,Other,252,18,0,2020-06-10 20:37:28.068980
Southside,6/10/2020,Other,36,2,6,2020-06-10 20:37:28.068980
Pittsylvania-Danville,6/10/2020,Other,1,0,0,2020-06-10 20:37:28.068980
Cumberland Plateau,6/10/2020,White,22,2,0,2020-06-10 20:37:28.068980
Rappahannock Rapidan,6/10/2020,Black or African American,74,16,4,2020-06-10 20:37:28.068980
Fairfax,6/10/2020,Not Reported,3207,106,93,2020-06-10 20:37:28.068980
Chesapeake,6/10/2020,Not Reported,72,3,0,2020-06-10 20:37:28.068980
Thomas Jefferson,6/10/2020,White,330,32,13,2020-06-10 20:37:28.068980
Richmond,6/10/2020,Other,452,62,2,2020-06-10 20:37:28.068980
Peninsula,6/10/2020,Black or African American,178,34,10,2020-06-10 20:37:28.068980
Henrico,6/10/2020,Other,311,32,7,2020-06-10 20:37:28.068980
Cumberland Plateau,6/10/2020,Black or African American,12,0,0,2020-06-10 20:37:28.068980
Loudoun,6/10/2020,Other,633,75,11,2020-06-10 20:37:28.068980
Crater,6/10/2020,Other,28,1,1,2020-06-10 20:37:28.068980
Arlington,6/10/2020,Black or African American,189,58,28,2020-06-10 20:37:28.068980
Alexandria,6/10/2020,Black or African American,320,56,12,2020-06-10 20:37:28.068980
Richmond,6/10/2020,Black or African American,437,94,18,2020-06-10 20:37:28.068980
Lord Fairfax,6/10/2020,Not Reported,283,4,6,2020-06-10 20:37:28.068980
Fairfax,6/10/2020,Black or African American,755,155,33,2020-06-10 20:37:28.068980
Thomas Jefferson,6/10/2020,Black or African American,125,39,4,2020-06-10 20:37:28.068980
West Piedmont,6/10/2020,White,118,7,3,2020-06-10 20:37:28.068980
Rappahannock,6/10/2020,Not Reported,723,30,1,2020-06-10 20:37:28.068980
Central Shenandoah,6/10/2020,Not Reported,258,8,0,2020-06-10 20:37:28.068980
Peninsula,6/10/2020,White,327,76,22,2020-06-10 20:37:28.068980
Rappahannock Rapidan,6/10/2020,White,511,41,9,2020-06-10 20:37:28.068980
Prince William,6/10/2020,White,1690,306,97,2020-06-10 20:37:28.068980
New River,6/10/2020,Not Reported,35,0,0,2020-06-10 20:37:28.068980
Chesterfield,6/10/2020,Not Reported,1086,3,8,2020-06-10 20:37:28.068980
Alleghany,6/10/2020,Other,5,0,0,2020-06-10 20:37:28.068980
Lenowisco,6/10/2020,White,36,15,3,2020-06-10 20:37:28.068980
Western Tidewater,6/10/2020,White,181,32,22,2020-06-10 20:37:28.068980
Arlington,6/10/2020,Other,588,134,22,2020-06-10 20:37:28.068980
Piedmont,6/10/2020,White,215,17,4,2020-06-10 20:37:28.068980
Cumberland Plateau,6/10/2020,Other,0,0,0,2020-06-10 20:37:28.068980
Pittsylvania-Danville,6/10/2020,White,58,15,3,2020-06-10 20:37:28.068980
Roanoke,6/10/2020,Black or African American,22,6,2,2020-06-10 20:37:28.068980
Alleghany,6/10/2020,Black or African American,6,1,1,2020-06-10 20:37:28.068980
Richmond,6/10/2020,Not Reported,557,3,2,2020-06-10 20:37:28.068980
Central Virginia,6/10/2020,Other,4,1,0,2020-06-10 20:37:28.068980
Rappahannock,6/10/2020,Other,509,58,3,2020-06-10 20:37:28.068980
Roanoke,6/10/2020,Other,5,0,0,2020-06-10 20:37:28.068980
Piedmont,6/10/2020,Black or African American,256,33,1,2020-06-10 20:37:28.068980
Chesterfield,6/10/2020,Other,313,6,0,2020-06-10 20:37:28.068980
Portsmouth,6/10/2020,Black or African American,170,36,8,2020-06-10 20:37:28.068980
Portsmouth,6/10/2020,Not Reported,85,1,1,2020-06-10 20:37:28.068980
Norfolk,6/10/2020,Not Reported,114,1,0,2020-06-10 20:37:28.068980
Eastern Shore,6/10/2020,White,330,18,15,2020-06-10 20:37:28.068980
Eastern Shore,6/10/2020,Not Reported,118,1,0,2020-06-10 20:37:28.068980
Roanoke,6/10/2020,White,85,4,8,2020-06-10 20:37:28.068980
Three Rivers,6/10/2020,Other,57,4,0,2020-06-10 20:37:28.068980
Fairfax,6/10/2020,Other,5505,749,91,2020-06-10 20:37:28.068980
Henrico,6/10/2020,Not Reported,574,3,1,2020-06-10 20:37:28.068980
Lord Fairfax,6/10/2020,Other,275,20,5,2020-06-10 20:37:28.068980
Piedmont,6/10/2020,Other,35,4,0,2020-06-10 20:37:28.068980
Lenowisco,6/10/2020,Black or African American,0,0,0,2020-06-10 20:37:28.068980
Arlington,6/10/2020,White,1062,162,60,2020-06-10 20:37:28.068980
Hampton,6/10/2020,Black or African American,121,27,5,2020-06-10 20:37:28.068980
Alexandria,6/10/2020,White,891,78,27,2020-06-10 20:37:28.068980
Hampton,6/10/2020,Not Reported,39,0,0,2020-06-10 20:37:28.068980
Mount Rogers,6/10/2020,White,407,42,16,2020-06-10 20:37:28.068980
Three Rivers,6/10/2020,Black or African American,167,14,2,2020-06-10 20:37:28.068980
Henrico,6/10/2020,Black or African American,646,110,58,2020-06-10 20:37:28.068980
Lenowisco,6/10/2020,Not Reported,8,1,1,2020-06-10 20:37:28.068980
Chesapeake,6/10/2020,Other,57,6,2,2020-06-10 20:37:28.068980
Crater,6/10/2020,Not Reported,379,4,4,2020-06-10 20:37:28.068980
Chickahominy,6/10/2020,Not Reported,190,5,2,2020-06-10 20:37:28.068980
Eastern Shore,6/10/2020,Black or African American,742,68,24,2020-06-10 20:37:28.068980
Alexandria,6/10/2020,Other,498,64,2,2020-06-10 20:37:28.068980
Chesterfield,6/10/2020,Black or African American,292,42,10,2020-06-10 20:37:28.068980
Roanoke,6/10/2020,Not Reported,95,0,0,2020-06-10 20:37:28.068980
Rappahannock,6/10/2020,Black or African American,189,30,3,2020-06-10 20:37:28.068980
Lord Fairfax,6/10/2020,White,1051,108,48,2020-06-10 20:37:28.068980
Three Rivers,6/10/2020,White,199,20,6,2020-06-10 20:37:28.068980
Central Virginia,6/10/2020,Not Reported,147,4,0,2020-06-10 20:37:28.068980
Eastern Shore,6/10/2020,Other,51,1,1,2020-06-10 20:37:28.068980
Crater,6/10/2020,Black or African American,502,83,10,2020-06-10 20:37:28.068980
Mount Rogers,6/10/2020,Black or African American,12,1,1,2020-06-10 20:37:28.068980
Central Shenandoah,6/10/2020,White,1139,104,28,2020-06-10 20:37:28.068980
Southside,6/10/2020,White,71,15,7,2020-06-10 20:37:28.068980
Southside,6/11/2020,Not Reported,138,13,8,2020-06-11 20:32:05.113617
Chesapeake,6/11/2020,White,284,42,8,2020-06-11 20:32:05.113617
New River,6/11/2020,Other,6,1,0,2020-06-11 20:32:05.113617
Norfolk,6/11/2020,Black or African American,282,45,5,2020-06-11 20:32:05.113617
Central Shenandoah,6/11/2020,Other,251,18,0,2020-06-11 20:32:05.113617
