deaths,fips,hospitalizations,locality,report_date,total_cases,vdh_health_district
2,51167,11,Russell,2020-08-05 00:00:00,89,Cumberland Plateau
3,51169,8,Scott,2020-08-05 00:00:00,63,Lenowisco
42,51171,71,Shenandoah,2020-08-05 00:00:00,686,Lord Fairfax
3,51173,9,Smyth,2020-08-05 00:00:00,126,Mount Rogers
13,51175,12,Southampton,2020-08-05 00:00:00,247,Western Tidewater
35,51177,94,Spotsylvania,2020-08-05 00:00:00,1390,Rappahannock
8,51179,118,Stafford,2020-08-05 00:00:00,1300,Rappahannock
2,51181,4,Surry,2020-08-05 00:00:00,42,Crater
9,51183,25,Sussex,2020-08-05 00:00:00,281,Crater
0,51185,8,Tazewell,2020-08-05 00:00:00,103,Cumberland Plateau
6,51187,22,Warren,2020-08-05 00:00:00,352,Lord Fairfax
5,51191,20,Washington,2020-08-05 00:00:00,191,Mount Rogers
3,51193,15,Westmoreland,2020-08-05 00:00:00,197,Three Rivers
3,51195,16,Wise,2020-08-05 00:00:00,109,Lenowisco
3,51197,12,Wythe,2020-08-05 00:00:00,108,Mount Rogers
4,51199,14,York,2020-08-05 00:00:00,335,Peninsula
60,51510,274,Alexandria,2020-08-05 00:00:00,2872,Alexandria
0,51520,6,Bristol,2020-08-05 00:00:00,70,Mount Rogers
1,51530,3,Buena Vista City,2020-08-05 00:00:00,50,Central Shenandoah
13,51540,25,Charlottesville,2020-08-05 00:00:00,504,Thomas Jefferson
33,51550,221,Chesapeake,2020-08-05 00:00:00,2714,Chesapeake
21,51570,24,Colonial Heights,2020-08-05 00:00:00,188,Chesterfield
0,51580,0,Covington,2020-08-05 00:00:00,12,Alleghany
7,51590,39,Danville,2020-08-05 00:00:00,354,Pittsylvania-Danville
15,51595,27,Emporia,2020-08-05 00:00:00,171,Crater
7,51600,11,Fairfax City,2020-08-05 00:00:00,82,Fairfax
5,51610,9,Falls Church,2020-08-05 00:00:00,59,Fairfax
6,51620,7,Franklin City,2020-08-05 00:00:00,157,Western Tidewater
3,51630,43,Fredericksburg,2020-08-05 00:00:00,380,Rappahannock
24,51640,37,Galax,2020-08-05 00:00:00,342,Mount Rogers
7,51650,49,Hampton,2020-08-05 00:00:00,1129,Hampton
30,51660,79,Harrisonburg,2020-08-05 00:00:00,1069,Central Shenandoah
5,51670,23,Hopewell,2020-08-05 00:00:00,259,Crater
0,51678,1,Lexington,2020-08-05 00:00:00,33,Central Shenandoah
4,51680,21,Lynchburg,2020-08-05 00:00:00,503,Central Virginia
20,51683,120,Manassas City,2020-08-05 00:00:00,1620,Prince William
7,51685,50,Manassas Park,2020-08-05 00:00:00,505,Prince William
4,51690,27,Martinsville,2020-08-05 00:00:00,179,West Piedmont
18,51700,78,Newport News,2020-08-05 00:00:00,1734,Peninsula
28,51710,179,Norfolk,2020-08-05 00:00:00,3493,Norfolk
0,51720,2,Norton,2020-08-05 00:00:00,15,Lenowisco
18,51730,64,Petersburg,2020-08-05 00:00:00,488,Crater
0,51735,2,Poquoson,2020-08-05 00:00:00,41,Peninsula
25,51740,131,Portsmouth,2020-08-05 00:00:00,1663,Portsmouth
0,51750,2,Radford,2020-08-05 00:00:00,34,New River
39,51760,286,Richmond City,2020-08-05 00:00:00,3034,Richmond
14,51770,21,Roanoke City,2020-08-05 00:00:00,932,Roanoke
3,51775,5,Salem,2020-08-05 00:00:00,144,Alleghany
0,51790,10,Staunton,2020-08-05 00:00:00,144,Central Shenandoah
49,51800,93,Suffolk,2020-08-05 00:00:00,1167,Western Tidewater
49,51810,219,Virginia Beach,2020-08-05 00:00:00,4583,Virginia Beach
3,51820,9,Waynesboro,2020-08-05 00:00:00,167,Central Shenandoah
6,51830,12,Williamsburg,2020-08-05 00:00:00,119,Peninsula
4,51840,31,Winchester,2020-08-05 00:00:00,396,Lord Fairfax
16,51001,79,Accomack,2020-08-06 00:00:00,1085,Eastern Shore
16,51003,52,Albemarle,2020-08-06 00:00:00,798,Thomas Jefferson
4,51005,6,Alleghany,2020-08-06 00:00:00,58,Alleghany
2,51007,13,Amelia,2020-08-06 00:00:00,77,Piedmont
0,51009,6,Amherst,2020-08-06 00:00:00,137,Central Virginia
0,51011,7,Appomattox,2020-08-06 00:00:00,77,Central Virginia
135,51013,436,Arlington,2020-08-06 00:00:00,3013,Arlington
4,51015,10,Augusta,2020-08-06 00:00:00,261,Central Shenandoah
0,51017,0,Bath,2020-08-06 00:00:00,4,Central Shenandoah
7,51019,18,Bedford,2020-08-06 00:00:00,327,Central Virginia
0,51021,0,Bland,2020-08-06 00:00:00,9,Mount Rogers
7,51023,16,Botetourt,2020-08-06 00:00:00,200,Alleghany
2,51025,24,Brunswick,2020-08-06 00:00:00,216,Southside
0,51027,2,Buchanan,2020-08-06 00:00:00,74,Cumberland Plateau
8,51029,23,Buckingham,2020-08-06 00:00:00,598,Piedmont
2,51031,7,Campbell,2020-08-06 00:00:00,176,Central Virginia
5,51033,22,Caroline,2020-08-06 00:00:00,194,Rappahannock
12,51035,27,Carroll,2020-08-06 00:00:00,309,Mount Rogers
5,51036,16,Charles City,2020-08-06 00:00:00,51,Chickahominy
0,51037,4,Charlotte,2020-08-06 00:00:00,50,Piedmont
77,51041,219,Chesterfield,2020-08-06 00:00:00,4216,Chesterfield
0,51043,7,Clarke,2020-08-06 00:00:00,69,Lord Fairfax
0,51045,1,Craig,2020-08-06 00:00:00,17,Alleghany
12,51047,75,Culpeper,2020-08-06 00:00:00,977,Rappahannock Rapidan
0,51049,7,Cumberland,2020-08-06 00:00:00,72,Piedmont
1,51051,4,Dickenson,2020-08-06 00:00:00,38,Cumberland Plateau
7,51053,30,Dinwiddie,2020-08-06 00:00:00,211,Crater
1,51057,7,Essex,2020-08-06 00:00:00,84,Three Rivers
527,51059,1913,Fairfax,2020-08-06 00:00:00,16087,Fairfax
9,51061,34,Fauquier,2020-08-06 00:00:00,592,Rappahannock Rapidan
1,51063,2,Floyd,2020-08-06 00:00:00,43,New River
9,51065,31,Fluvanna,2020-08-06 00:00:00,179,Thomas Jefferson
1,51067,7,Franklin County,2020-08-06 00:00:00,163,West Piedmont
9,51069,51,Frederick,2020-08-06 00:00:00,675,Lord Fairfax
0,51071,2,Giles,2020-08-06 00:00:00,23,New River
2,51073,13,Gloucester,2020-08-06 00:00:00,147,Three Rivers
7,51075,25,Goochland,2020-08-06 00:00:00,157,Chickahominy
5,51077,12,Grayson,2020-08-06 00:00:00,145,Mount Rogers
2,51079,8,Greene,2020-08-06 00:00:00,153,Thomas Jefferson
11,51081,26,Greensville,2020-08-06 00:00:00,441,Crater
1,51083,5,Halifax,2020-08-06 00:00:00,145,Southside
32,51085,78,Hanover,2020-08-06 00:00:00,615,Chickahominy
182,51087,327,Henrico,2020-08-06 00:00:00,3742,Henrico
7,51089,63,Henry,2020-08-06 00:00:00,543,West Piedmont
0,51091,0,Highland,2020-08-06 00:00:00,4,Central Shenandoah
9,51093,20,Isle of Wight,2020-08-06 00:00:00,370,Western Tidewater
16,51095,59,James City,2020-08-06 00:00:00,575,Peninsula
1,51097,4,King and Queen,2020-08-06 00:00:00,37,Three Rivers
4,51099,16,King George,2020-08-06 00:00:00,125,Rappahannock
2,51101,7,King William,2020-08-06 00:00:00,79,Three Rivers
0,51103,1,Lancaster,2020-08-06 00:00:00,32,Three Rivers
1,51105,8,Lee,2020-08-06 00:00:00,105,Lenowisco
115,51107,342,Loudoun,2020-08-06 00:00:00,5150,Loudoun
2,51109,22,Louisa,2020-08-06 00:00:00,174,Thomas Jefferson
1,51111,4,Lunenburg,2020-08-06 00:00:00,58,Piedmont
1,51113,5,Madison,2020-08-06 00:00:00,64,Rappahannock Rapidan
0,51115,2,Mathews,2020-08-06 00:00:00,16,Three Rivers
32,51117,37,Mecklenburg,2020-08-06 00:00:00,360,Southside
1,51119,3,Middlesex,2020-08-06 00:00:00,33,Three Rivers
3,51121,17,Montgomery,2020-08-06 00:00:00,296,New River
0,51125,0,Nelson,2020-08-06 00:00:00,36,Thomas Jefferson
1,51127,11,New Kent,2020-08-06 00:00:00,122,Chickahominy
29,51131,48,Northampton,2020-08-06 00:00:00,295,Eastern Shore
2,51133,3,Northumberland,2020-08-06 00:00:00,69,Three Rivers
10,51135,41,Nottoway,2020-08-06 00:00:00,178,Piedmont
3,51137,16,Orange,2020-08-06 00:00:00,222,Rappahannock Rapidan
24,51139,37,Page,2020-08-06 00:00:00,335,Lord Fairfax
4,51141,28,Patrick,2020-08-06 00:00:00,126,West Piedmont
2,51143,31,Pittsylvania,2020-08-06 00:00:00,392,Pittsylvania-Danville
4,51145,9,Powhatan,2020-08-06 00:00:00,135,Chesterfield
10,51147,29,Prince Edward,2020-08-06 00:00:00,389,Piedmont
2,51149,16,Prince George,2020-08-06 00:00:00,357,Crater
177,51153,794,Prince William,2020-08-06 00:00:00,9163,Prince William
3,51155,9,Pulaski,2020-08-06 00:00:00,82,New River
2,51157,4,Rappahannock,2020-08-06 00:00:00,41,Rappahannock Rapidan
4,51159,14,Richmond County,2020-08-06 00:00:00,318,Three Rivers
4,51161,14,Roanoke County,2020-08-06 00:00:00,471,Alleghany
1,51163,2,Rockbridge,2020-08-06 00:00:00,66,Central Shenandoah
18,51165,96,Rockingham,2020-08-06 00:00:00,925,Central Shenandoah
2,51167,11,Russell,2020-08-06 00:00:00,91,Cumberland Plateau
3,51169,8,Scott,2020-08-06 00:00:00,66,Lenowisco
43,51171,71,Shenandoah,2020-08-06 00:00:00,689,Lord Fairfax
3,51173,9,Smyth,2020-08-06 00:00:00,130,Mount Rogers
13,51175,12,Southampton,2020-08-06 00:00:00,249,Western Tidewater
35,51177,95,Spotsylvania,2020-08-06 00:00:00,1421,Rappahannock
8,51179,118,Stafford,2020-08-06 00:00:00,1316,Rappahannock
2,51181,5,Surry,2020-08-06 00:00:00,44,Crater
9,51183,25,Sussex,2020-08-06 00:00:00,283,Crater
0,51185,8,Tazewell,2020-08-06 00:00:00,106,Cumberland Plateau
6,51187,22,Warren,2020-08-06 00:00:00,353,Lord Fairfax
5,51191,20,Washington,2020-08-06 00:00:00,203,Mount Rogers
3,51193,15,Westmoreland,2020-08-06 00:00:00,197,Three Rivers
3,51195,16,Wise,2020-08-06 00:00:00,110,Lenowisco
3,51197,12,Wythe,2020-08-06 00:00:00,108,Mount Rogers
4,51199,14,York,2020-08-06 00:00:00,338,Peninsula
60,51510,274,Alexandria,2020-08-06 00:00:00,2887,Alexandria
0,51520,6,Bristol,2020-08-06 00:00:00,71,Mount Rogers
1,51530,3,Buena Vista City,2020-08-06 00:00:00,50,Central Shenandoah
15,51540,25,Charlottesville,2020-08-06 00:00:00,505,Thomas Jefferson
37,51550,223,Chesapeake,2020-08-06 00:00:00,2761,Chesapeake
21,51570,23,Colonial Heights,2020-08-06 00:00:00,189,Chesterfield
0,51580,0,Covington,2020-08-06 00:00:00,13,Alleghany
7,51590,39,Danville,2020-08-06 00:00:00,362,Pittsylvania-Danville
15,51595,27,Emporia,2020-08-06 00:00:00,172,Crater
7,51600,11,Fairfax City,2020-08-06 00:00:00,81,Fairfax
6,51610,9,Falls Church,2020-08-06 00:00:00,60,Fairfax
6,51620,7,Franklin City,2020-08-06 00:00:00,158,Western Tidewater
3,51630,43,Fredericksburg,2020-08-06 00:00:00,388,Rappahannock
24,51640,38,Galax,2020-08-06 00:00:00,342,Mount Rogers
7,51650,49,Hampton,2020-08-06 00:00:00,1131,Hampton
30,51660,79,Harrisonburg,2020-08-06 00:00:00,1070,Central Shenandoah
5,51670,23,Hopewell,2020-08-06 00:00:00,260,Crater
0,51678,1,Lexington,2020-08-06 00:00:00,33,Central Shenandoah
4,51680,22,Lynchburg,2020-08-06 00:00:00,514,Central Virginia
20,51683,120,Manassas City,2020-08-06 00:00:00,1625,Prince William
7,51685,50,Manassas Park,2020-08-06 00:00:00,506,Prince William
3,51690,31,Martinsville,2020-08-06 00:00:00,184,West Piedmont
18,51700,78,Newport News,2020-08-06 00:00:00,1736,Peninsula
29,51710,182,Norfolk,2020-08-06 00:00:00,3496,Norfolk
0,51720,2,Norton,2020-08-06 00:00:00,15,Lenowisco
19,51730,64,Petersburg,2020-08-06 00:00:00,493,Crater
0,51735,2,Poquoson,2020-08-06 00:00:00,41,Peninsula
25,51740,132,Portsmouth,2020-08-06 00:00:00,1676,Portsmouth
0,51750,3,Radford,2020-08-06 00:00:00,36,New River
41,51760,289,Richmond City,2020-08-06 00:00:00,3067,Richmond
14,51770,21,Roanoke City,2020-08-06 00:00:00,973,Roanoke
3,51775,5,Salem,2020-08-06 00:00:00,153,Alleghany
0,51790,10,Staunton,2020-08-06 00:00:00,143,Central Shenandoah
49,51800,93,Suffolk,2020-08-06 00:00:00,1184,Western Tidewater
52,51810,222,Virginia Beach,2020-08-06 00:00:00,4658,Virginia Beach
3,51820,9,Waynesboro,2020-08-06 00:00:00,167,Central Shenandoah
6,51830,12,Williamsburg,2020-08-06 00:00:00,119,Peninsula
4,51840,31,Winchester,2020-08-06 00:00:00,396,Lord Fairfax
16,51001,79,Accomack,2020-08-07 00:00:00,1087,Eastern Shore
16,51003,54,Albemarle,2020-08-07 00:00:00,817,Thomas Jefferson
4,51005,7,Alleghany,2020-08-07 00:00:00,61,Alleghany
2,51007,13,Amelia,2020-08-07 00:00:00,78,Piedmont
0,51009,6,Amherst,2020-08-07 00:00:00,154,Central Virginia
0,51011,7,Appomattox,2020-08-07 00:00:00,83,Central Virginia
135,51013,436,Arlington,2020-08-07 00:00:00,3037,Arlington
4,51015,10,Augusta,2020-08-07 00:00:00,264,Central Shenandoah
0,51017,0,Bath,2020-08-07 00:00:00,4,Central Shenandoah
7,51019,18,Bedford,2020-08-07 00:00:00,341,Central Virginia
0,51021,0,Bland,2020-08-07 00:00:00,11,Mount Rogers
7,51023,16,Botetourt,2020-08-07 00:00:00,210,Alleghany
2,51025,24,Brunswick,2020-08-07 00:00:00,226,Southside
0,51027,2,Buchanan,2020-08-07 00:00:00,78,Cumberland Plateau
8,51029,23,Buckingham,2020-08-07 00:00:00,601,Piedmont
2,51031,7,Campbell,2020-08-07 00:00:00,190,Central Virginia
5,51033,22,Caroline,2020-08-07 00:00:00,200,Rappahannock
12,51035,27,Carroll,2020-08-07 00:00:00,321,Mount Rogers
5,51036,16,Charles City,2020-08-07 00:00:00,51,Chickahominy
0,51037,4,Charlotte,2020-08-07 00:00:00,52,Piedmont
80,51041,224,Chesterfield,2020-08-07 00:00:00,4283,Chesterfield
0,51043,7,Clarke,2020-08-07 00:00:00,70,Lord Fairfax
0,51045,1,Craig,2020-08-07 00:00:00,17,Alleghany
12,51047,76,Culpeper,2020-08-07 00:00:00,988,Rappahannock Rapidan
0,51049,8,Cumberland,2020-08-07 00:00:00,75,Piedmont
1,51051,4,Dickenson,2020-08-07 00:00:00,38,Cumberland Plateau
7,51053,31,Dinwiddie,2020-08-07 00:00:00,212,Crater
1,51057,7,Essex,2020-08-07 00:00:00,94,Three Rivers
530,51059,1927,Fairfax,2020-08-07 00:00:00,16241,Fairfax
9,51061,35,Fauquier,2020-08-07 00:00:00,606,Rappahannock Rapidan
2,51063,2,Floyd,2020-08-07 00:00:00,51,New River
9,51065,32,Fluvanna,2020-08-07 00:00:00,184,Thomas Jefferson
1,51067,7,Franklin County,2020-08-07 00:00:00,168,West Piedmont
9,51069,51,Frederick,2020-08-07 00:00:00,680,Lord Fairfax
0,51071,2,Giles,2020-08-07 00:00:00,23,New River
2,51073,13,Gloucester,2020-08-07 00:00:00,152,Three Rivers
7,51075,25,Goochland,2020-08-07 00:00:00,159,Chickahominy
5,51077,12,Grayson,2020-08-07 00:00:00,148,Mount Rogers
2,51079,8,Greene,2020-08-07 00:00:00,153,Thomas Jefferson
11,51081,26,Greensville,2020-08-07 00:00:00,452,Crater
1,51083,5,Halifax,2020-08-07 00:00:00,152,Southside
32,51085,81,Hanover,2020-08-07 00:00:00,637,Chickahominy
184,51087,331,Henrico,2020-08-07 00:00:00,3811,Henrico
7,51089,64,Henry,2020-08-07 00:00:00,573,West Piedmont
0,51091,0,Highland,2020-08-07 00:00:00,6,Central Shenandoah
9,51093,20,Isle of Wight,2020-08-07 00:00:00,378,Western Tidewater
16,51095,59,James City,2020-08-07 00:00:00,596,Peninsula
1,51097,4,King and Queen,2020-08-07 00:00:00,39,Three Rivers
4,51099,18,King George,2020-08-07 00:00:00,137,Rappahannock
2,51101,7,King William,2020-08-07 00:00:00,83,Three Rivers
0,51103,2,Lancaster,2020-08-07 00:00:00,35,Three Rivers
1,51105,9,Lee,2020-08-07 00:00:00,110,Lenowisco
115,51107,346,Loudoun,2020-08-07 00:00:00,5196,Loudoun
2,51109,22,Louisa,2020-08-07 00:00:00,181,Thomas Jefferson
1,51111,4,Lunenburg,2020-08-07 00:00:00,60,Piedmont
1,51113,5,Madison,2020-08-07 00:00:00,66,Rappahannock Rapidan
0,51115,2,Mathews,2020-08-07 00:00:00,17,Three Rivers
32,51117,37,Mecklenburg,2020-08-07 00:00:00,385,Southside
1,51119,3,Middlesex,2020-08-07 00:00:00,34,Three Rivers
3,51121,17,Montgomery,2020-08-07 00:00:00,301,New River
0,51125,0,Nelson,2020-08-07 00:00:00,39,Thomas Jefferson
1,51127,11,New Kent,2020-08-07 00:00:00,124,Chickahominy
29,51131,48,Northampton,2020-08-07 00:00:00,295,Eastern Shore
2,51133,3,Northumberland,2020-08-07 00:00:00,70,Three Rivers
13,51135,43,Nottoway,2020-08-07 00:00:00,181,Piedmont
3,51137,17,Orange,2020-08-07 00:00:00,226,Rappahannock Rapidan
24,51139,37,Page,2020-08-07 00:00:00,337,Lord Fairfax
4,51141,29,Patrick,2020-08-07 00:00:00,134,West Piedmont
2,51143,31,Pittsylvania,2020-08-07 00:00:00,418,Pittsylvania-Danville
4,51145,9,Powhatan,2020-08-07 00:00:00,141,Chesterfield
10,51147,29,Prince Edward,2020-08-07 00:00:00,397,Piedmont
2,51149,16,Prince George,2020-08-07 00:00:00,377,Crater
177,51153,801,Prince William,2020-08-07 00:00:00,9340,Prince William
3,51155,9,Pulaski,2020-08-07 00:00:00,84,New River
2,51157,4,Rappahannock,2020-08-07 00:00:00,41,Rappahannock Rapidan
4,51159,14,Richmond County,2020-08-07 00:00:00,318,Three Rivers
4,51161,15,Roanoke County,2020-08-07 00:00:00,495,Alleghany
1,51163,2,Rockbridge,2020-08-07 00:00:00,66,Central Shenandoah
19,51165,98,Rockingham,2020-08-07 00:00:00,933,Central Shenandoah
2,51167,11,Russell,2020-08-07 00:00:00,101,Cumberland Plateau
3,51169,8,Scott,2020-08-07 00:00:00,85,Lenowisco
43,51171,72,Shenandoah,2020-08-07 00:00:00,690,Lord Fairfax
3,51173,9,Smyth,2020-08-07 00:00:00,140,Mount Rogers
13,51175,12,Southampton,2020-08-07 00:00:00,257,Western Tidewater
35,51177,95,Spotsylvania,2020-08-07 00:00:00,1449,Rappahannock
8,51179,120,Stafford,2020-08-07 00:00:00,1350,Rappahannock
2,51181,5,Surry,2020-08-07 00:00:00,47,Crater
9,51183,24,Sussex,2020-08-07 00:00:00,290,Crater
0,51185,8,Tazewell,2020-08-07 00:00:00,116,Cumberland Plateau
6,51187,22,Warren,2020-08-07 00:00:00,354,Lord Fairfax
5,51191,21,Washington,2020-08-07 00:00:00,211,Mount Rogers
3,51193,16,Westmoreland,2020-08-07 00:00:00,202,Three Rivers
3,51195,16,Wise,2020-08-07 00:00:00,117,Lenowisco
3,51197,12,Wythe,2020-08-07 00:00:00,112,Mount Rogers
4,51199,14,York,2020-08-07 00:00:00,355,Peninsula
60,51510,275,Alexandria,2020-08-07 00:00:00,2917,Alexandria
0,51520,6,Bristol,2020-08-07 00:00:00,76,Mount Rogers
1,51530,3,Buena Vista City,2020-08-07 00:00:00,50,Central Shenandoah
15,51540,25,Charlottesville,2020-08-07 00:00:00,520,Thomas Jefferson
37,51550,225,Chesapeake,2020-08-07 00:00:00,2828,Chesapeake
21,51570,23,Colonial Heights,2020-08-07 00:00:00,195,Chesterfield
0,51580,0,Covington,2020-08-07 00:00:00,13,Alleghany
7,51590,42,Danville,2020-08-07 00:00:00,386,Pittsylvania-Danville
15,51595,27,Emporia,2020-08-07 00:00:00,174,Crater
7,51600,11,Fairfax City,2020-08-07 00:00:00,84,Fairfax
6,51610,9,Falls Church,2020-08-07 00:00:00,60,Fairfax
6,51620,7,Franklin City,2020-08-07 00:00:00,174,Western Tidewater
3,51630,44,Fredericksburg,2020-08-07 00:00:00,396,Rappahannock
24,51640,38,Galax,2020-08-07 00:00:00,348,Mount Rogers
7,51650,49,Hampton,2020-08-07 00:00:00,1173,Hampton
31,51660,81,Harrisonburg,2020-08-07 00:00:00,1075,Central Shenandoah
5,51670,23,Hopewell,2020-08-07 00:00:00,265,Crater
0,51678,1,Lexington,2020-08-07 00:00:00,33,Central Shenandoah
5,51680,24,Lynchburg,2020-08-07 00:00:00,553,Central Virginia
21,51683,121,Manassas City,2020-08-07 00:00:00,1636,Prince William
7,51685,50,Manassas Park,2020-08-07 00:00:00,507,Prince William
3,51690,34,Martinsville,2020-08-07 00:00:00,196,West Piedmont
18,51700,80,Newport News,2020-08-07 00:00:00,1788,Peninsula
30,51710,187,Norfolk,2020-08-07 00:00:00,3629,Norfolk
0,51720,2,Norton,2020-08-07 00:00:00,18,Lenowisco
19,51730,64,Petersburg,2020-08-07 00:00:00,506,Crater
0,51735,2,Poquoson,2020-08-07 00:00:00,43,Peninsula
25,51740,133,Portsmouth,2020-08-07 00:00:00,1726,Portsmouth
0,51750,3,Radford,2020-08-07 00:00:00,48,New River
41,51760,296,Richmond City,2020-08-07 00:00:00,3112,Richmond
14,51770,21,Roanoke City,2020-08-07 00:00:00,1000,Roanoke
3,51775,5,Salem,2020-08-07 00:00:00,157,Alleghany
0,51790,10,Staunton,2020-08-07 00:00:00,147,Central Shenandoah
49,51800,93,Suffolk,2020-08-07 00:00:00,1231,Western Tidewater
53,51810,229,Virginia Beach,2020-08-07 00:00:00,4781,Virginia Beach
3,51820,9,Waynesboro,2020-08-07 00:00:00,168,Central Shenandoah
6,51830,12,Williamsburg,2020-08-07 00:00:00,121,Peninsula
4,51840,31,Winchester,2020-08-07 00:00:00,399,Lord Fairfax
16,51001,80,Accomack,2020-08-08 00:00:00,1095,Eastern Shore
16,51003,56,Albemarle,2020-08-08 00:00:00,833,Thomas Jefferson
4,51005,7,Alleghany,2020-08-08 00:00:00,62,Alleghany
2,51007,13,Amelia,2020-08-08 00:00:00,79,Piedmont
0,51009,6,Amherst,2020-08-08 00:00:00,165,Central Virginia
0,51011,7,Appomattox,2020-08-08 00:00:00,84,Central Virginia
135,51013,437,Arlington,2020-08-08 00:00:00,3062,Arlington
4,51015,10,Augusta,2020-08-08 00:00:00,275,Central Shenandoah
0,51017,0,Bath,2020-08-08 00:00:00,4,Central Shenandoah
7,51019,18,Bedford,2020-08-08 00:00:00,347,Central Virginia
0,51021,0,Bland,2020-08-08 00:00:00,11,Mount Rogers
7,51023,16,Botetourt,2020-08-08 00:00:00,212,Alleghany
2,51025,24,Brunswick,2020-08-08 00:00:00,227,Southside
0,51027,3,Buchanan,2020-08-08 00:00:00,77,Cumberland Plateau
8,51029,23,Buckingham,2020-08-08 00:00:00,605,Piedmont
2,51031,7,Campbell,2020-08-08 00:00:00,206,Central Virginia
5,51033,22,Caroline,2020-08-08 00:00:00,206,Rappahannock
13,51035,28,Carroll,2020-08-08 00:00:00,327,Mount Rogers
5,51036,16,Charles City,2020-08-08 00:00:00,52,Chickahominy
0,51037,4,Charlotte,2020-08-08 00:00:00,53,Piedmont
80,51041,227,Chesterfield,2020-08-08 00:00:00,4350,Chesterfield
0,51043,7,Clarke,2020-08-08 00:00:00,71,Lord Fairfax
0,51045,1,Craig,2020-08-08 00:00:00,17,Alleghany
12,51047,77,Culpeper,2020-08-08 00:00:00,996,Rappahannock Rapidan
0,51049,8,Cumberland,2020-08-08 00:00:00,76,Piedmont
1,51051,4,Dickenson,2020-08-08 00:00:00,40,Cumberland Plateau
7,51053,31,Dinwiddie,2020-08-08 00:00:00,217,Crater
1,51057,7,Essex,2020-08-08 00:00:00,99,Three Rivers
529,51059,1933,Fairfax,2020-08-08 00:00:00,16302,Fairfax
9,51061,35,Fauquier,2020-08-08 00:00:00,614,Rappahannock Rapidan
2,51063,3,Floyd,2020-08-08 00:00:00,57,New River
9,51065,32,Fluvanna,2020-08-08 00:00:00,188,Thomas Jefferson
1,51067,7,Franklin County,2020-08-08 00:00:00,168,West Piedmont
9,51069,51,Frederick,2020-08-08 00:00:00,680,Lord Fairfax
0,51071,2,Giles,2020-08-08 00:00:00,23,New River
2,51073,13,Gloucester,2020-08-08 00:00:00,156,Three Rivers
7,51075,25,Goochland,2020-08-08 00:00:00,161,Chickahominy
5,51077,12,Grayson,2020-08-08 00:00:00,152,Mount Rogers
2,51079,8,Greene,2020-08-08 00:00:00,154,Thomas Jefferson
11,51081,27,Greensville,2020-08-08 00:00:00,463,Crater
1,51083,5,Halifax,2020-08-08 00:00:00,153,Southside
32,51085,81,Hanover,2020-08-08 00:00:00,641,Chickahominy
184,51087,333,Henrico,2020-08-08 00:00:00,3839,Henrico
7,51089,66,Henry,2020-08-08 00:00:00,579,West Piedmont
0,51091,0,Highland,2020-08-08 00:00:00,6,Central Shenandoah
9,51093,20,Isle of Wight,2020-08-08 00:00:00,383,Western Tidewater
16,51095,59,James City,2020-08-08 00:00:00,602,Peninsula
1,51097,4,King and Queen,2020-08-08 00:00:00,39,Three Rivers
4,51099,18,King George,2020-08-08 00:00:00,141,Rappahannock
2,51101,7,King William,2020-08-08 00:00:00,87,Three Rivers
0,51103,2,Lancaster,2020-08-08 00:00:00,36,Three Rivers
1,51105,9,Lee,2020-08-08 00:00:00,114,Lenowisco
115,51107,349,Loudoun,2020-08-08 00:00:00,5254,Loudoun
2,51109,22,Louisa,2020-08-08 00:00:00,182,Thomas Jefferson
1,51111,4,Lunenburg,2020-08-08 00:00:00,62,Piedmont
1,51113,5,Madison,2020-08-08 00:00:00,68,Rappahannock Rapidan
0,51115,2,Mathews,2020-08-08 00:00:00,18,Three Rivers
32,51117,37,Mecklenburg,2020-08-08 00:00:00,440,Southside
1,51119,3,Middlesex,2020-08-08 00:00:00,37,Three Rivers
3,51121,16,Montgomery,2020-08-08 00:00:00,301,New River
0,51125,1,Nelson,2020-08-08 00:00:00,45,Thomas Jefferson
1,51127,11,New Kent,2020-08-08 00:00:00,127,Chickahominy
29,51131,48,Northampton,2020-08-08 00:00:00,296,Eastern Shore
2,51133,3,Northumberland,2020-08-08 00:00:00,71,Three Rivers
13,51135,43,Nottoway,2020-08-08 00:00:00,182,Piedmont
3,51137,17,Orange,2020-08-08 00:00:00,231,Rappahannock Rapidan
24,51139,37,Page,2020-08-08 00:00:00,343,Lord Fairfax
4,51141,33,Patrick,2020-08-08 00:00:00,154,West Piedmont
2,51143,31,Pittsylvania,2020-08-08 00:00:00,424,Pittsylvania-Danville
4,51145,9,Powhatan,2020-08-08 00:00:00,144,Chesterfield
10,51147,29,Prince Edward,2020-08-08 00:00:00,411,Piedmont
2,51149,16,Prince George,2020-08-08 00:00:00,380,Crater
176,51153,799,Prince William,2020-08-08 00:00:00,9428,Prince William
3,51155,9,Pulaski,2020-08-08 00:00:00,88,New River
2,51157,4,Rappahannock,2020-08-08 00:00:00,42,Rappahannock Rapidan
5,51159,14,Richmond County,2020-08-08 00:00:00,319,Three Rivers
4,51161,15,Roanoke County,2020-08-08 00:00:00,493,Alleghany
1,51163,2,Rockbridge,2020-08-08 00:00:00,67,Central Shenandoah
19,51165,98,Rockingham,2020-08-08 00:00:00,938,Central Shenandoah
2,51167,11,Russell,2020-08-08 00:00:00,112,Cumberland Plateau
