deaths,fips,hospitalizations,locality,report_date,total_cases,vdh_health_district
7,51670,35,Hopewell,2020-10-10 00:00:00,443,Crater
1,51678,3,Lexington,2020-10-10 00:00:00,171,Central Shenandoah
21,51680,45,Lynchburg,2020-10-10 00:00:00,1660,Central Virginia
24,51683,130,Manassas City,2020-10-10 00:00:00,1980,Prince William
8,51685,56,Manassas Park,2020-10-10 00:00:00,624,Prince William
23,51690,62,Martinsville,2020-10-10 00:00:00,427,West Piedmont
49,51700,111,Newport News,2020-10-10 00:00:00,2903,Peninsula
79,51710,383,Norfolk,2020-10-10 00:00:00,5045,Norfolk
0,51720,4,Norton,2020-10-10 00:00:00,39,Lenowisco
29,51730,75,Petersburg,2020-10-10 00:00:00,808,Crater
2,51735,3,Poquoson,2020-10-10 00:00:00,81,Peninsula
63,51740,293,Portsmouth,2020-10-10 00:00:00,2664,Portsmouth
2,51750,9,Radford,2020-10-10 00:00:00,769,New River
62,51760,435,Richmond City,2020-10-10 00:00:00,4904,Richmond
32,51770,82,Roanoke City,2020-10-10 00:00:00,2110,Roanoke
6,51775,16,Salem,2020-10-10 00:00:00,355,Alleghany
0,51790,13,Staunton,2020-10-10 00:00:00,318,Central Shenandoah
77,51800,127,Suffolk,2020-10-10 00:00:00,2189,Western Tidewater
97,51810,404,Virginia Beach,2020-10-10 00:00:00,7256,Virginia Beach
3,51820,10,Waynesboro,2020-10-10 00:00:00,326,Central Shenandoah
8,51830,13,Williamsburg,2020-10-10 00:00:00,205,Peninsula
4,51840,37,Winchester,2020-10-10 00:00:00,528,Lord Fairfax
19,51001,92,Accomack,2020-10-11 00:00:00,1190,Eastern Shore
