Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
7/9/2020,Henrico,2725,265,169,2020-07-09 20:23:23.994403
7/9/2020,Central Shenandoah,2201,176,42,2020-07-09 20:23:23.994403
7/9/2020,Loudoun,4319,286,99,2020-07-09 20:23:23.994403
7/9/2020,Chesterfield,3345,167,83,2020-07-09 20:23:23.994403
7/9/2020,Peninsula,1220,128,35,2020-07-09 20:23:23.994403
7/10/2020,Southside,452,54,31,2020-07-10 20:23:02.966550
7/10/2020,Chesapeake,1162,156,22,2020-07-10 20:23:02.966550
7/10/2020,Thomas Jefferson,1144,102,29,2020-07-10 20:23:02.966550
7/10/2020,Roanoke,552,14,10,2020-07-10 20:23:02.966550
7/10/2020,Eastern Shore,1315,113,42,2020-07-10 20:23:02.966550
7/10/2020,Mount Rogers,807,77,35,2020-07-10 20:23:02.966550
7/10/2020,Chickahominy,700,113,41,2020-07-10 20:23:02.966550
7/10/2020,New River,282,23,6,2020-07-10 20:23:02.966550
7/10/2020,Central Virginia,461,16,6,2020-07-10 20:23:02.966550
7/10/2020,Piedmont,1110,103,18,2020-07-10 20:23:02.966550
7/10/2020,Lord Fairfax,2136,189,75,2020-07-10 20:23:02.966550
7/10/2020,Crater,1671,165,49,2020-07-10 20:23:02.966550
7/10/2020,Hampton,454,40,4,2020-07-10 20:23:02.966550
7/10/2020,Alexandria,2439,247,57,2020-07-10 20:23:02.966550
7/10/2020,Fairfax,14479,1718,513,2020-07-10 20:23:02.966550
7/10/2020,Richmond,2361,237,35,2020-07-10 20:23:02.966550
7/10/2020,Arlington,2582,425,133,2020-07-10 20:23:02.966550
7/10/2020,Rappahannock Rapidan,1547,116,24,2020-07-10 20:23:02.966550
7/10/2020,Rappahannock,2628,244,45,2020-07-10 20:23:02.966550
7/10/2020,Pittsylvania-Danville,252,43,4,2020-07-10 20:23:02.966550
7/10/2020,Prince William,9669,848,180,2020-07-10 20:23:02.966550
7/10/2020,Cumberland Plateau,86,4,0,2020-07-10 20:23:02.966550
7/10/2020,Portsmouth,627,83,18,2020-07-10 20:23:02.966550
7/10/2020,Virginia Beach,1663,133,30,2020-07-10 20:23:02.966550
7/10/2020,West Piedmont,599,56,8,2020-07-10 20:23:02.966550
7/10/2020,Three Rivers,760,58,13,2020-07-10 20:23:02.966550
7/10/2020,Alleghany,600,31,15,2020-07-10 20:23:02.966550
7/10/2020,Lenowisco,68,17,4,2020-07-10 20:23:02.966550
7/10/2020,Norfolk,1360,123,15,2020-07-10 20:23:02.966550
7/10/2020,Western Tidewater,980,96,64,2020-07-10 20:23:02.966550
7/10/2020,Henrico,2784,268,172,2020-07-10 20:23:02.966550
7/10/2020,Central Shenandoah,2225,177,42,2020-07-10 20:23:02.966550
7/10/2020,Loudoun,4349,288,99,2020-07-10 20:23:02.966550
7/10/2020,Chesterfield,3374,170,84,2020-07-10 20:23:02.966550
7/10/2020,Peninsula,1253,128,35,2020-07-10 20:23:02.966550
7/11/2020,Southside,464,55,31,2020-07-11 20:23:41.165841
7/11/2020,Chesapeake,1204,157,22,2020-07-11 20:23:41.165841
7/11/2020,Thomas Jefferson,1173,103,29,2020-07-11 20:23:41.165841
7/11/2020,Roanoke,557,14,10,2020-07-11 20:23:41.165841
7/11/2020,Eastern Shore,1316,113,42,2020-07-11 20:23:41.165841
7/11/2020,Mount Rogers,818,78,35,2020-07-11 20:23:41.165841
7/11/2020,Chickahominy,707,114,41,2020-07-11 20:23:41.165841
7/11/2020,New River,287,23,6,2020-07-11 20:23:41.165841
7/11/2020,Central Virginia,493,16,6,2020-07-11 20:23:41.165841
7/11/2020,Piedmont,1117,107,18,2020-07-11 20:23:41.165841
7/11/2020,Lord Fairfax,2158,189,75,2020-07-11 20:23:41.165841
7/11/2020,Crater,1691,166,49,2020-07-11 20:23:41.165841
7/11/2020,Hampton,469,40,4,2020-07-11 20:23:41.165841
7/11/2020,Alexandria,2453,248,57,2020-07-11 20:23:41.165841
7/11/2020,Fairfax,14528,1723,512,2020-07-11 20:23:41.165841
7/11/2020,Richmond,2386,237,35,2020-07-11 20:23:41.165841
7/11/2020,Arlington,2597,425,134,2020-07-11 20:23:41.165841
7/11/2020,Rappahannock Rapidan,1566,117,25,2020-07-11 20:23:41.165841
7/11/2020,Rappahannock,2651,245,45,2020-07-11 20:23:41.165841
7/11/2020,Pittsylvania-Danville,272,43,4,2020-07-11 20:23:41.165841
7/11/2020,Prince William,9708,850,181,2020-07-11 20:23:41.165841
7/11/2020,Cumberland Plateau,91,3,0,2020-07-11 20:23:41.165841
7/11/2020,Portsmouth,662,86,19,2020-07-11 20:23:41.165841
7/11/2020,Virginia Beach,1759,134,30,2020-07-11 20:23:41.165841
7/11/2020,West Piedmont,616,57,8,2020-07-11 20:23:41.165841
7/11/2020,Three Rivers,781,58,13,2020-07-11 20:23:41.165841
7/11/2020,Alleghany,604,31,15,2020-07-11 20:23:41.165841
7/11/2020,Lenowisco,70,17,4,2020-07-11 20:23:41.165841
7/11/2020,Norfolk,1448,125,15,2020-07-11 20:23:41.165841
7/11/2020,Western Tidewater,1000,96,64,2020-07-11 20:23:41.165841
7/11/2020,Henrico,2822,268,173,2020-07-11 20:23:41.165841
7/11/2020,Central Shenandoah,2249,178,42,2020-07-11 20:23:41.165841
7/11/2020,Loudoun,4373,289,99,2020-07-11 20:23:41.165841
7/11/2020,Chesterfield,3416,173,84,2020-07-11 20:23:41.165841
7/11/2020,Peninsula,1276,129,35,2020-07-11 20:23:41.165841
7/12/2020,Southside,470,57,31,2020-07-12 20:16:45.990153
7/12/2020,Chesapeake,1253,157,22,2020-07-12 20:16:45.990153
7/12/2020,Thomas Jefferson,1208,104,29,2020-07-12 20:16:45.990153
7/12/2020,Roanoke,582,15,10,2020-07-12 20:16:45.990153
7/12/2020,Eastern Shore,1316,113,42,2020-07-12 20:16:45.990153
7/12/2020,Mount Rogers,834,79,35,2020-07-12 20:16:45.990153
7/12/2020,Chickahominy,720,115,41,2020-07-12 20:16:45.990153
7/12/2020,New River,296,23,6,2020-07-12 20:16:45.990153
7/12/2020,Central Virginia,505,16,6,2020-07-12 20:16:45.990153
7/12/2020,Piedmont,1120,107,18,2020-07-12 20:16:45.990153
7/12/2020,Lord Fairfax,2187,189,75,2020-07-12 20:16:45.990153
7/12/2020,Crater,1703,166,49,2020-07-12 20:16:45.990153
7/12/2020,Hampton,488,40,4,2020-07-12 20:16:45.990153
7/12/2020,Alexandria,2455,249,57,2020-07-12 20:16:45.990153
7/12/2020,Fairfax,14607,1728,514,2020-07-12 20:16:45.990153
7/12/2020,Richmond,2415,237,35,2020-07-12 20:16:45.990153
7/12/2020,Arlington,2615,425,134,2020-07-12 20:16:45.990153
7/12/2020,Rappahannock Rapidan,1584,118,25,2020-07-12 20:16:45.990153
7/12/2020,Rappahannock,2666,245,45,2020-07-12 20:16:45.990153
7/12/2020,Pittsylvania-Danville,306,46,4,2020-07-12 20:16:45.990153
7/12/2020,Prince William,9752,859,182,2020-07-12 20:16:45.990153
7/12/2020,Cumberland Plateau,96,5,0,2020-07-12 20:16:45.990153
7/12/2020,Portsmouth,686,86,19,2020-07-12 20:16:45.990153
7/12/2020,Virginia Beach,1821,139,30,2020-07-12 20:16:45.990153
7/12/2020,West Piedmont,616,57,8,2020-07-12 20:16:45.990153
7/12/2020,Three Rivers,782,58,13,2020-07-12 20:16:45.990153
7/12/2020,Alleghany,640,31,15,2020-07-12 20:16:45.990153
7/12/2020,Lenowisco,78,17,4,2020-07-12 20:16:45.990153
7/12/2020,Norfolk,1548,128,16,2020-07-12 20:16:45.990153
7/12/2020,Western Tidewater,1034,96,64,2020-07-12 20:16:45.990153
7/12/2020,Henrico,2860,269,173,2020-07-12 20:16:45.990153
7/12/2020,Central Shenandoah,2264,178,42,2020-07-12 20:16:45.990153
7/12/2020,Loudoun,4407,289,99,2020-07-12 20:16:45.990153
7/12/2020,Chesterfield,3438,174,84,2020-07-12 20:16:45.990153
7/12/2020,Peninsula,1318,129,35,2020-07-12 20:16:45.990153
7/13/2020,Southside,487,57,31,2020-07-13 20:19:52.196057
7/13/2020,Chesapeake,1326,157,22,2020-07-13 20:19:52.196057
7/13/2020,Thomas Jefferson,1236,106,29,2020-07-13 20:19:52.196057
7/13/2020,Roanoke,588,15,10,2020-07-13 20:19:52.196057
7/13/2020,Eastern Shore,1315,113,42,2020-07-13 20:19:52.196057
7/13/2020,Mount Rogers,840,80,35,2020-07-13 20:19:52.196057
7/13/2020,Chickahominy,729,115,41,2020-07-13 20:19:52.196057
7/13/2020,New River,309,23,6,2020-07-13 20:19:52.196057
7/13/2020,Central Virginia,515,16,6,2020-07-13 20:19:52.196057
7/13/2020,Piedmont,1126,107,18,2020-07-13 20:19:52.196057
7/13/2020,Lord Fairfax,2200,190,75,2020-07-13 20:19:52.196057
7/13/2020,Crater,1725,168,49,2020-07-13 20:19:52.196057
7/13/2020,Hampton,544,40,4,2020-07-13 20:19:52.196057
7/13/2020,Alexandria,2456,249,57,2020-07-13 20:19:52.196057
7/13/2020,Fairfax,14682,1729,514,2020-07-13 20:19:52.196057
7/13/2020,Richmond,2432,238,35,2020-07-13 20:19:52.196057
7/13/2020,Arlington,2626,422,134,2020-07-13 20:19:52.196057
7/13/2020,Rappahannock Rapidan,1595,120,25,2020-07-13 20:19:52.196057
7/13/2020,Rappahannock,2680,248,45,2020-07-13 20:19:52.196057
7/13/2020,Pittsylvania-Danville,311,46,4,2020-07-13 20:19:52.196057
7/13/2020,Prince William,9802,859,182,2020-07-13 20:19:52.196057
7/13/2020,Cumberland Plateau,101,5,0,2020-07-13 20:19:52.196057
7/13/2020,Portsmouth,714,86,19,2020-07-13 20:19:52.196057
7/13/2020,Virginia Beach,1978,140,32,2020-07-13 20:19:52.196057
7/13/2020,West Piedmont,616,57,8,2020-07-13 20:19:52.196057
7/13/2020,Three Rivers,799,59,13,2020-07-13 20:19:52.196057
7/13/2020,Alleghany,646,31,15,2020-07-13 20:19:52.196057
7/13/2020,Lenowisco,80,17,4,2020-07-13 20:19:52.196057
7/13/2020,Norfolk,1588,129,16,2020-07-13 20:19:52.196057
7/13/2020,Western Tidewater,1060,99,64,2020-07-13 20:19:52.196057
7/13/2020,Henrico,2891,270,173,2020-07-13 20:19:52.196057
7/13/2020,Central Shenandoah,2300,180,42,2020-07-13 20:19:52.196057
7/13/2020,Loudoun,4431,289,99,2020-07-13 20:19:52.196057
7/13/2020,Chesterfield,3466,174,84,2020-07-13 20:19:52.196057
7/13/2020,Peninsula,1448,131,35,2020-07-13 20:19:52.196057
7/14/2020,Southside,495,57,31,2020-07-14 20:15:45.877157
7/14/2020,Chesapeake,1379,159,23,2020-07-14 20:15:45.877157
7/14/2020,Thomas Jefferson,1277,105,29,2020-07-14 20:15:45.877157
7/14/2020,Roanoke,611,15,10,2020-07-14 20:15:45.877157
7/14/2020,Eastern Shore,1319,113,42,2020-07-14 20:15:45.877157
7/14/2020,Mount Rogers,848,82,36,2020-07-14 20:15:45.877157
7/14/2020,Chickahominy,734,115,41,2020-07-14 20:15:45.877157
7/14/2020,New River,315,23,6,2020-07-14 20:15:45.877157
7/14/2020,Central Virginia,521,16,6,2020-07-14 20:15:45.877157
7/14/2020,Piedmont,1133,109,18,2020-07-14 20:15:45.877157
7/14/2020,Lord Fairfax,2209,191,75,2020-07-14 20:15:45.877157
7/14/2020,Crater,1738,170,49,2020-07-14 20:15:45.877157
7/14/2020,Hampton,568,42,4,2020-07-14 20:15:45.877157
7/14/2020,Alexandria,2465,250,57,2020-07-14 20:15:45.877157
7/14/2020,Fairfax,14701,1739,514,2020-07-14 20:15:45.877157
7/14/2020,Richmond,2457,240,36,2020-07-14 20:15:45.877157
7/14/2020,Arlington,2660,422,134,2020-07-14 20:15:45.877157
7/14/2020,Rappahannock Rapidan,1606,123,25,2020-07-14 20:15:45.877157
7/14/2020,Rappahannock,2699,250,46,2020-07-14 20:15:45.877157
7/14/2020,Pittsylvania-Danville,313,46,4,2020-07-14 20:15:45.877157
7/14/2020,Prince William,9845,864,182,2020-07-14 20:15:45.877157
7/14/2020,Cumberland Plateau,111,6,0,2020-07-14 20:15:45.877157
7/14/2020,Portsmouth,761,88,19,2020-07-14 20:15:45.877157
7/14/2020,Virginia Beach,1993,140,32,2020-07-14 20:15:45.877157
7/14/2020,West Piedmont,646,59,8,2020-07-14 20:15:45.877157
7/14/2020,Three Rivers,816,57,12,2020-07-14 20:15:45.877157
7/14/2020,Alleghany,668,32,15,2020-07-14 20:15:45.877157
7/14/2020,Lenowisco,89,18,4,2020-07-14 20:15:45.877157
7/14/2020,Norfolk,1606,132,16,2020-07-14 20:15:45.877157
7/14/2020,Western Tidewater,1113,99,65,2020-07-14 20:15:45.877157
7/14/2020,Henrico,2925,270,173,2020-07-14 20:15:45.877157
7/14/2020,Central Shenandoah,2310,182,45,2020-07-14 20:15:45.877157
7/14/2020,Loudoun,4458,296,99,2020-07-14 20:15:45.877157
7/14/2020,Chesterfield,3536,176,86,2020-07-14 20:15:45.877157
7/14/2020,Peninsula,1518,131,35,2020-07-14 20:15:45.877157
7/15/2020,Southside,499,58,31,2020-07-15 20:17:32.634902
7/15/2020,Chesapeake,1441,160,23,2020-07-15 20:17:32.634902
7/15/2020,Thomas Jefferson,1298,109,29,2020-07-15 20:17:32.634902
7/15/2020,Roanoke,612,15,10,2020-07-15 20:17:32.634902
7/15/2020,Eastern Shore,1320,113,42,2020-07-15 20:17:32.634902
7/15/2020,Mount Rogers,865,83,36,2020-07-15 20:17:32.634902
7/15/2020,Chickahominy,744,114,40,2020-07-15 20:17:32.634902
7/15/2020,New River,317,23,6,2020-07-15 20:17:32.634902
7/15/2020,Central Virginia,535,16,6,2020-07-15 20:17:32.634902
7/15/2020,Piedmont,1146,110,18,2020-07-15 20:17:32.634902
7/15/2020,Lord Fairfax,2233,194,77,2020-07-15 20:17:32.634902
7/15/2020,Crater,1768,175,50,2020-07-15 20:17:32.634902
7/15/2020,Hampton,592,42,4,2020-07-15 20:17:32.634902
7/15/2020,Alexandria,2486,253,57,2020-07-15 20:17:32.634902
7/15/2020,Fairfax,14781,1769,516,2020-07-15 20:17:32.634902
7/15/2020,Richmond,2473,245,36,2020-07-15 20:17:32.634902
7/15/2020,Arlington,2677,422,134,2020-07-15 20:17:32.634902
7/15/2020,Rappahannock Rapidan,1618,123,25,2020-07-15 20:17:32.634902
7/15/2020,Rappahannock,2719,252,46,2020-07-15 20:17:32.634902
7/15/2020,Pittsylvania-Danville,335,46,4,2020-07-15 20:17:32.634902
7/15/2020,Prince William,9907,869,185,2020-07-15 20:17:32.634902
7/15/2020,Cumberland Plateau,115,6,0,2020-07-15 20:17:32.634902
7/15/2020,Portsmouth,794,89,19,2020-07-15 20:17:32.634902
7/15/2020,Virginia Beach,2137,142,34,2020-07-15 20:17:32.634902
7/15/2020,West Piedmont,671,64,8,2020-07-15 20:17:32.634902
7/15/2020,Three Rivers,824,58,11,2020-07-15 20:17:32.634902
7/15/2020,Alleghany,670,32,15,2020-07-15 20:17:32.634902
7/15/2020,Lenowisco,95,19,4,2020-07-15 20:17:32.634902
7/15/2020,Norfolk,1742,133,18,2020-07-15 20:17:32.634902
7/15/2020,Western Tidewater,1139,102,65,2020-07-15 20:17:32.634902
7/15/2020,Henrico,2947,273,175,2020-07-15 20:17:32.634902
7/15/2020,Central Shenandoah,2343,184,46,2020-07-15 20:17:32.634902
7/15/2020,Loudoun,4519,301,101,2020-07-15 20:17:32.634902
7/15/2020,Chesterfield,3587,177,86,2020-07-15 20:17:32.634902
7/15/2020,Peninsula,1578,134,35,2020-07-15 20:17:32.634902
7/16/2020,Southside,509,58,31,2020-07-16 20:22:32.477028
7/16/2020,Chesapeake,1509,161,24,2020-07-16 20:22:32.477028
7/16/2020,Thomas Jefferson,1298,113,29,2020-07-16 20:22:32.477028
7/16/2020,Roanoke,617,15,10,2020-07-16 20:22:32.477028
7/16/2020,Eastern Shore,1321,114,42,2020-07-16 20:22:32.477028
7/16/2020,Mount Rogers,888,85,36,2020-07-16 20:22:32.477028
7/16/2020,Chickahominy,757,114,40,2020-07-16 20:22:32.477028
7/16/2020,New River,322,24,6,2020-07-16 20:22:32.477028
7/16/2020,Central Virginia,542,17,6,2020-07-16 20:22:32.477028
7/16/2020,Piedmont,1150,112,18,2020-07-16 20:22:32.477028
7/16/2020,Lord Fairfax,2252,199,79,2020-07-16 20:22:32.477028
7/16/2020,Crater,1790,181,50,2020-07-16 20:22:32.477028
7/16/2020,Hampton,607,42,4,2020-07-16 20:22:32.477028
7/16/2020,Alexandria,2507,253,56,2020-07-16 20:22:32.477028
7/16/2020,Fairfax,14815,1783,523,2020-07-16 20:22:32.477028
7/16/2020,Richmond,2498,249,36,2020-07-16 20:22:32.477028
7/16/2020,Arlington,2691,426,134,2020-07-16 20:22:32.477028
7/16/2020,Rappahannock Rapidan,1626,124,25,2020-07-16 20:22:32.477028
7/16/2020,Rappahannock,2749,253,46,2020-07-16 20:22:32.477028
7/16/2020,Pittsylvania-Danville,341,48,4,2020-07-16 20:22:32.477028
7/16/2020,Prince William,9941,877,185,2020-07-16 20:22:32.477028
7/16/2020,Cumberland Plateau,121,6,0,2020-07-16 20:22:32.477028
7/16/2020,Portsmouth,827,95,19,2020-07-16 20:22:32.477028
7/16/2020,Virginia Beach,2272,142,34,2020-07-16 20:22:32.477028
7/16/2020,West Piedmont,685,72,8,2020-07-16 20:22:32.477028
7/16/2020,Three Rivers,829,59,11,2020-07-16 20:22:32.477028
7/16/2020,Alleghany,689,37,15,2020-07-16 20:22:32.477028
7/16/2020,Lenowisco,99,19,5,2020-07-16 20:22:32.477028
7/16/2020,Norfolk,1888,134,19,2020-07-16 20:22:32.477028
7/16/2020,Western Tidewater,1168,103,68,2020-07-16 20:22:32.477028
7/16/2020,Henrico,2964,278,175,2020-07-16 20:22:32.477028
7/16/2020,Central Shenandoah,2358,189,46,2020-07-16 20:22:32.477028
7/16/2020,Loudoun,4557,308,101,2020-07-16 20:22:32.477028
7/16/2020,Chesterfield,3622,194,87,2020-07-16 20:22:32.477028
7/16/2020,Peninsula,1622,136,35,2020-07-16 20:22:32.477028
7/17/2020,Southside,514,59,31,2020-07-17 20:20:08.204202
7/17/2020,Chesapeake,1560,163,24,2020-07-17 20:20:08.204202
7/17/2020,Thomas Jefferson,1335,113,29,2020-07-17 20:20:08.204202
7/17/2020,Roanoke,622,15,10,2020-07-17 20:20:08.204202
7/17/2020,Eastern Shore,1325,114,42,2020-07-17 20:20:08.204202
7/17/2020,Mount Rogers,910,86,36,2020-07-17 20:20:08.204202
7/17/2020,Chickahominy,772,114,40,2020-07-17 20:20:08.204202
7/17/2020,New River,329,24,6,2020-07-17 20:20:08.204202
7/17/2020,Central Virginia,564,17,6,2020-07-17 20:20:08.204202
7/17/2020,Piedmont,1160,113,19,2020-07-17 20:20:08.204202
7/17/2020,Lord Fairfax,2273,202,80,2020-07-17 20:20:08.204202
7/17/2020,Crater,1805,184,50,2020-07-17 20:20:08.204202
7/17/2020,Hampton,625,42,4,2020-07-17 20:20:08.204202
7/17/2020,Alexandria,2523,255,56,2020-07-17 20:20:08.204202
7/17/2020,Fairfax,14858,1806,522,2020-07-17 20:20:08.204202
7/17/2020,Richmond,2521,250,36,2020-07-17 20:20:08.204202
7/17/2020,Arlington,2704,427,135,2020-07-17 20:20:08.204202
7/17/2020,Rappahannock Rapidan,1653,124,25,2020-07-17 20:20:08.204202
7/17/2020,Rappahannock,2776,253,46,2020-07-17 20:20:08.204202
7/17/2020,Pittsylvania-Danville,354,52,4,2020-07-17 20:20:08.204202
7/17/2020,Prince William,10013,881,187,2020-07-17 20:20:08.204202
7/17/2020,Cumberland Plateau,125,7,0,2020-07-17 20:20:08.204202
7/17/2020,Portsmouth,872,96,20,2020-07-17 20:20:08.204202
7/17/2020,Virginia Beach,2396,142,34,2020-07-17 20:20:08.204202
7/17/2020,West Piedmont,691,74,8,2020-07-17 20:20:08.204202
7/17/2020,Three Rivers,835,60,11,2020-07-17 20:20:08.204202
7/17/2020,Alleghany,694,37,15,2020-07-17 20:20:08.204202
7/17/2020,Lenowisco,102,19,5,2020-07-17 20:20:08.204202
7/17/2020,Norfolk,2020,137,19,2020-07-17 20:20:08.204202
7/17/2020,Western Tidewater,1205,104,68,2020-07-17 20:20:08.204202
7/17/2020,Henrico,2987,279,175,2020-07-17 20:20:08.204202
7/17/2020,Central Shenandoah,2381,189,46,2020-07-17 20:20:08.204202
7/17/2020,Loudoun,4576,315,102,2020-07-17 20:20:08.204202
7/17/2020,Chesterfield,3667,198,87,2020-07-17 20:20:08.204202
7/17/2020,Peninsula,1686,136,35,2020-07-17 20:20:08.204202
7/18/2020,Southside,521,60,32,2020-07-18 20:26:48.468915
7/18/2020,Chesapeake,1612,164,24,2020-07-18 20:26:48.468915
7/18/2020,Thomas Jefferson,1363,115,29,2020-07-18 20:26:48.468915
7/18/2020,Roanoke,621,15,10,2020-07-18 20:26:48.468915
7/18/2020,Eastern Shore,1329,116,43,2020-07-18 20:26:48.468915
7/18/2020,Mount Rogers,935,89,36,2020-07-18 20:26:48.468915
7/18/2020,Chickahominy,776,114,40,2020-07-18 20:26:48.468915
7/18/2020,New River,335,25,6,2020-07-18 20:26:48.468915
7/18/2020,Central Virginia,576,17,6,2020-07-18 20:26:48.468915
7/18/2020,Piedmont,1161,114,19,2020-07-18 20:26:48.468915
7/18/2020,Lord Fairfax,2298,202,80,2020-07-18 20:26:48.468915
7/18/2020,Crater,1826,186,50,2020-07-18 20:26:48.468915
7/18/2020,Hampton,645,42,4,2020-07-18 20:26:48.468915
7/18/2020,Alexandria,2540,255,56,2020-07-18 20:26:48.468915
7/18/2020,Fairfax,14925,1808,522,2020-07-18 20:26:48.468915
7/18/2020,Richmond,2541,250,36,2020-07-18 20:26:48.468915
7/18/2020,Arlington,2726,427,135,2020-07-18 20:26:48.468915
7/18/2020,Rappahannock Rapidan,1673,125,25,2020-07-18 20:26:48.468915
7/18/2020,Rappahannock,2806,256,46,2020-07-18 20:26:48.468915
7/18/2020,Pittsylvania-Danville,373,52,4,2020-07-18 20:26:48.468915
7/18/2020,Prince William,10095,883,188,2020-07-18 20:26:48.468915
7/18/2020,Cumberland Plateau,130,8,0,2020-07-18 20:26:48.468915
7/18/2020,Portsmouth,925,96,20,2020-07-18 20:26:48.468915
7/18/2020,Virginia Beach,2464,144,36,2020-07-18 20:26:48.468915
7/18/2020,West Piedmont,699,78,8,2020-07-18 20:26:48.468915
7/18/2020,Three Rivers,842,61,11,2020-07-18 20:26:48.468915
7/18/2020,Alleghany,694,37,15,2020-07-18 20:26:48.468915
7/18/2020,Lenowisco,113,21,5,2020-07-18 20:26:48.468915
7/18/2020,Norfolk,2134,138,19,2020-07-18 20:26:48.468915
7/18/2020,Western Tidewater,1247,109,68,2020-07-18 20:26:48.468915
7/18/2020,Henrico,3005,282,175,2020-07-18 20:26:48.468915
7/18/2020,Central Shenandoah,2408,191,48,2020-07-18 20:26:48.468915
7/18/2020,Loudoun,4596,317,103,2020-07-18 20:26:48.468915
7/18/2020,Chesterfield,3692,206,88,2020-07-18 20:26:48.468915
7/18/2020,Peninsula,1747,144,38,2020-07-18 20:26:48.468915
7/19/2020,Southside,533,60,32,2020-07-19 20:16:12.102429
7/19/2020,Chesapeake,1685,164,24,2020-07-19 20:16:12.102429
7/19/2020,Thomas Jefferson,1376,116,29,2020-07-19 20:16:12.102429
7/19/2020,Roanoke,637,15,10,2020-07-19 20:16:12.102429
7/19/2020,Eastern Shore,1330,116,43,2020-07-19 20:16:12.102429
7/19/2020,Mount Rogers,957,89,36,2020-07-19 20:16:12.102429
7/19/2020,Chickahominy,784,115,40,2020-07-19 20:16:12.102429
7/19/2020,New River,343,25,6,2020-07-19 20:16:12.102429
7/19/2020,Central Virginia,595,17,6,2020-07-19 20:16:12.102429
7/19/2020,Piedmont,1164,114,19,2020-07-19 20:16:12.102429
7/19/2020,Lord Fairfax,2310,202,80,2020-07-19 20:16:12.102429
7/19/2020,Crater,1849,188,50,2020-07-19 20:16:12.102429
7/19/2020,Hampton,701,42,4,2020-07-19 20:16:12.102429
7/19/2020,Alexandria,2547,255,56,2020-07-19 20:16:12.102429
7/19/2020,Fairfax,15005,1810,522,2020-07-19 20:16:12.102429
7/19/2020,Richmond,2563,250,36,2020-07-19 20:16:12.102429
7/19/2020,Arlington,2733,430,135,2020-07-19 20:16:12.102429
7/19/2020,Rappahannock Rapidan,1686,125,25,2020-07-19 20:16:12.102429
7/19/2020,Rappahannock,2828,256,46,2020-07-19 20:16:12.102429
7/19/2020,Pittsylvania-Danville,405,52,4,2020-07-19 20:16:12.102429
7/19/2020,Prince William,10151,884,189,2020-07-19 20:16:12.102429
7/19/2020,Cumberland Plateau,135,9,0,2020-07-19 20:16:12.102429
7/19/2020,Portsmouth,966,96,20,2020-07-19 20:16:12.102429
7/19/2020,Virginia Beach,2610,148,37,2020-07-19 20:16:12.102429
7/19/2020,West Piedmont,699,78,8,2020-07-19 20:16:12.102429
7/19/2020,Three Rivers,855,61,11,2020-07-19 20:16:12.102429
7/19/2020,Alleghany,704,37,15,2020-07-19 20:16:12.102429
7/19/2020,Lenowisco,113,21,5,2020-07-19 20:16:12.102429
7/19/2020,Norfolk,2155,140,19,2020-07-19 20:16:12.102429
7/19/2020,Western Tidewater,1280,109,68,2020-07-19 20:16:12.102429
7/19/2020,Henrico,3037,284,175,2020-07-19 20:16:12.102429
7/19/2020,Central Shenandoah,2410,190,48,2020-07-19 20:16:12.102429
7/19/2020,Loudoun,4647,317,103,2020-07-19 20:16:12.102429
7/19/2020,Chesterfield,3713,206,88,2020-07-19 20:16:12.102429
7/19/2020,Peninsula,1924,144,38,2020-07-19 20:16:12.102429
