COUNTY,COUNTYNAME,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Scrape_Time
127,VOLUSIA,2012,41,36,113,284,279,305,370,335,176,69,4,0,0,10,26,22,27,26,44,18,5,53,0 to 101,56,17 to 92,172,0,1186,804,22,2000,12,0,131,1788,93,93,28,57,110,27,41,5,2006,178,1826,2,6,81,50,105,178,90,88,172,6,0,1821,6,2012,1827,178,5,304,164,2020-04-09 19:51:42.009164
129,WAKULLA,159,3,5,14,33,28,32,21,13,6,3,1,0,0,0,2,1,3,0,1,0,0,44,0 to 93,45,26 to 65,7,0,87,70,2,159,0,0,12,145,2,3,0,4,2,0,5,0,159,7,152,0,0,6,0,8,7,2,5,7,0,0,152,0,159,152,7,0,28,10,2020-04-09 19:51:42.009164
131,WALTON,259,13,5,24,24,43,56,44,32,12,6,0,0,0,3,3,3,6,3,3,4,1,48,0 to 97,50,20 to 90,18,0,138,114,7,247,12,0,46,184,29,18,1,7,20,1,5,0,259,26,233,0,0,18,45,12,26,10,16,18,8,0,229,4,259,233,26,0,27,18,2020-04-09 19:51:42.009164
133,WASHINGTON,91,1,1,3,13,20,15,17,12,7,2,0,0,0,0,1,0,2,0,0,0,0,49,3 to 86,49,25 to 53,3,0,52,27,12,91,0,0,21,64,6,0,3,0,2,0,1,0,89,3,86,0,2,22,2,3,3,2,1,3,0,0,86,0,91,86,3,0,16,12,2020-04-09 19:51:42.009164
001,ALACHUA,3499,83,46,459,672,504,432,489,446,243,83,42,1,0,31,37,18,22,25,19,8,5,44,0 to 118,42,2 to 92,158,,2045,1334,120,3445,54,0,198,3262,39,73,60,34,89,55,23,0,3493,167,3316,10,6,99,105,37,167,73,92,158,9,0,3272,45,3499,3317,167,0,66,54,2020-04-10 20:37:42.714940
003,BAKER,200,5,6,19,34,22,37,27,16,21,13,0,0,0,1,1,0,0,4,3,4,3,49,0 to 99,70,24 to 97,16,,132,54,14,198,2,0,49,148,3,12,1,3,10,0,6,2,200,16,184,0,0,14,22,16,16,6,10,16,0,0,182,2,200,184,16,2,1,0,2020-04-10 20:37:42.714940
005,BAY,445,5,7,29,66,69,97,80,54,30,8,0,0,0,2,6,7,10,5,5,0,1,49,0 to 99,47,21 to 93,35,,231,187,27,443,2,0,44,374,27,20,3,13,31,0,5,1,445,36,409,0,0,27,28,19,36,21,15,35,1,0,408,1,445,409,36,1,31,29,2020-04-10 20:37:42.714940
007,BRADFORD,256,3,3,19,31,25,32,39,32,43,27,2,0,1,0,0,4,0,1,3,7,6,58,0 to 100,79,8 to 100,22,,158,88,10,256,0,0,52,204,0,2,18,2,15,4,3,0,248,22,226,0,8,14,48,26,22,4,18,22,0,0,226,0,256,226,22,0,28,17,2020-04-10 20:37:42.714940
009,BREVARD,2228,38,49,138,303,328,326,460,340,165,80,1,1,3,7,18,16,20,23,13,14,6,52,0 to 103,52,1 to 94,115,,1323,866,39,2221,7,0,132,2054,42,54,12,55,82,4,35,2,2226,121,2093,12,2,67,79,45,121,61,60,115,6,0,2093,1,2228,2094,121,2,202,166,2020-04-10 20:37:42.714940
011,BROWARD,22380,176,260,1472,3869,4162,4286,3815,2521,1187,603,29,2,15,200,419,463,494,517,332,151,84,48,0 to 106,50,0 to 98,2604,,11537,9297,1546,22103,277,0,1738,19968,674,1009,856,814,1552,731,396,72,22314,2679,19603,32,66,912,1338,1312,2679,1445,1219,2604,75,0,19413,199,22380,19612,2679,72,930,679,2020-04-10 20:37:42.714940
013,CALHOUN,52,1,1,4,8,8,7,7,8,7,1,0,0,0,1,1,0,1,0,1,0,1,51,0 to 88,47,20 to 88,5,,26,23,3,52,0,0,4,45,3,1,0,4,3,0,2,0,52,5,47,0,0,3,2,3,5,2,3,5,0,0,47,0,52,47,5,0,23,19,2020-04-10 20:37:42.714940
015,CHARLOTTE,916,10,12,51,87,98,132,163,176,115,70,2,0,0,4,6,3,15,15,26,17,18,59,0 to 98,69,16 to 96,103,,546,356,14,906,10,0,60,846,10,37,49,18,44,42,18,5,910,104,805,1,6,34,2,42,104,42,60,103,1,0,797,8,916,805,104,5,82,71,2020-04-10 20:37:42.714940
017,CITRUS,816,11,16,49,93,101,109,151,152,97,34,3,0,0,4,5,6,7,18,12,9,3,57,0 to 97,60,17 to 88,64,,458,268,90,813,3,0,119,676,21,25,21,18,40,5,19,6,812,64,744,4,4,33,71,68,64,32,32,64,0,0,742,3,816,745,64,6,206,112,2020-04-10 20:37:42.714940
019,CLAY,1822,23,44,122,246,343,377,306,208,103,42,8,0,0,8,11,19,25,28,26,17,10,48,0 to 99,58,18 to 95,143,,1019,713,90,1818,4,0,167,1623,32,56,43,45,76,34,34,8,1814,144,1669,1,8,59,77,77,144,62,81,143,1,0,1666,3,1822,1669,144,8,46,30,2020-04-10 20:37:42.714940
021,COLLIER,3047,25,38,186,393,404,450,508,522,387,132,2,2,1,18,47,29,44,67,51,54,14,55,0 to 103,58,0 to 99,271,,1746,1288,13,2913,134,0,332,2586,129,137,106,84,202,78,47,3,3032,327,2704,1,15,168,252,152,327,171,156,271,56,0,2626,78,3047,2704,327,3,456,348,2020-04-10 20:37:42.714940
023,COLUMBIA,386,17,22,31,44,59,54,75,53,22,6,3,1,0,2,4,1,3,8,3,1,0,48,0 to 118,59,1 to 76,23,,206,161,19,382,4,0,87,284,15,2,21,0,18,1,4,0,379,23,355,1,7,104,54,33,23,10,13,23,0,0,354,2,386,356,23,0,7,6,2020-04-10 20:37:42.714940
025,MIAMI-DADE,34114,370,473,2119,5788,5921,6485,5515,4123,2193,1050,77,23,40,442,1093,1062,1284,1009,752,397,181,48,0 to 115,48,0 to 103,6244,,17585,15875,654,33958,155,1,1425,32249,440,641,4636,1023,1233,4568,499,84,33897,6300,27415,182,217,654,935,1182,6300,3293,2937,6243,56,1,27358,96,34114,27454,6300,84,2105,1650,2020-04-10 20:37:42.714940
027,DESOTO,257,6,2,11,46,31,28,45,40,34,13,1,0,0,0,5,0,1,5,3,3,2,56,0 to 92,64,27 to 92,20,,153,98,6,256,1,0,59,195,3,11,2,7,13,1,6,3,255,20,235,0,2,8,75,24,20,12,8,20,0,0,234,1,257,235,20,3,3,0,2020-04-10 20:37:42.714940
029,DIXIE,96,3,4,8,10,22,9,13,19,6,1,1,0,0,0,0,0,0,0,1,0,0,45,0 to 86,66,66 to 66,1,,55,41,0,96,0,0,7,89,0,0,0,1,0,0,1,0,96,1,95,0,0,7,2,0,1,0,1,1,0,0,95,0,96,95,1,0,0,0,2020-04-10 20:37:42.714940
031,DUVAL,11447,177,209,923,2225,2068,1904,1785,1150,584,399,23,4,5,47,106,98,100,115,72,46,24,45,0 to 118,50,0 to 97,604,,6523,4328,596,11401,46,0,201,11202,44,67,478,73,121,438,59,11,11359,618,10725,16,88,254,148,265,618,283,313,603,14,0,10698,31,11448,10729,618,11,443,395,2020-04-10 20:37:42.714940
033,ESCAMBIA,3257,148,118,387,596,508,499,467,322,154,58,0,2,1,30,31,34,30,27,24,18,7,42,0 to 100,45,2 to 95,186,,1966,1273,18,2963,294,0,154,3053,50,99,78,27,135,52,17,3,3250,204,3044,2,7,81,117,54,204,98,103,186,18,0,2768,276,3257,3044,204,3,122,69,2020-04-10 20:37:42.714940
035,FLAGLER,597,5,6,27,74,88,85,114,120,62,15,1,0,0,1,4,3,5,18,10,3,0,56,0 to 98,61,17 to 77,42,,321,238,38,592,5,0,33,538,26,31,2,11,36,1,7,1,597,44,551,2,0,7,62,26,44,21,23,42,2,0,549,3,597,552,44,1,57,28,2020-04-10 20:37:42.714940
037,FRANKLIN,51,1,2,5,5,2,7,13,10,6,0,0,0,0,0,1,0,0,1,0,0,0,57,3 to 84,42,25 to 60,1,,20,30,1,50,1,0,5,43,3,2,0,0,2,0,0,0,51,2,49,0,0,8,2,0,2,0,2,1,1,0,49,0,51,49,2,0,3,3,2020-04-10 20:37:42.714940
039,GADSDEN,150,4,5,12,23,19,35,23,19,7,2,1,0,0,1,3,1,4,3,1,1,0,48,0 to 90,52,24 to 81,14,,91,58,1,149,0,1,11,134,5,6,8,0,7,6,1,0,149,14,135,0,1,1,9,14,14,6,8,13,0,1,135,0,150,135,14,0,29,12,2020-04-10 20:37:42.714940
041,GILCHRIST,98,4,1,10,13,19,11,16,12,10,2,0,0,0,0,0,1,1,2,0,0,0,46,0 to 89,54,38 to 56,4,,59,39,0,98,0,0,7,90,1,2,1,1,3,0,1,0,97,4,93,0,1,3,3,2,4,3,1,4,0,0,93,0,98,93,4,0,1,1,2020-04-10 20:37:42.714940
043,GLADES,23,0,0,0,6,3,4,2,3,3,2,0,0,0,0,1,0,0,0,1,1,1,51,26 to 90,74,30 to 89,4,,9,14,0,23,0,0,4,19,0,0,1,3,1,0,3,1,23,4,19,0,0,1,1,3,4,3,1,4,0,0,19,0,23,19,4,1,11,9,2020-04-10 20:37:42.714940
045,GULF,82,3,3,4,12,9,14,16,14,7,0,0,0,0,0,0,1,0,0,0,0,0,52,1 to 78,42,42 to 42,1,,46,35,1,80,2,0,23,51,8,0,0,1,1,0,0,0,82,1,81,0,0,15,19,1,1,0,1,1,0,0,79,2,82,81,1,0,5,2,2020-04-10 20:37:42.714940
047,HAMILTON,60,0,1,8,8,9,6,14,7,5,2,0,0,0,0,0,0,0,2,0,0,0,52,11 to 93,59,56 to 62,2,,30,25,5,58,2,0,12,46,2,1,0,1,2,0,0,0,59,2,57,0,1,8,2,6,2,0,2,2,0,0,56,1,60,57,2,0,2,0,2020-04-10 20:37:42.714940
049,HARDEE,58,2,1,6,11,6,8,12,10,1,1,0,0,0,0,0,1,0,0,2,0,0,48,0 to 89,71,39 to 73,1,,34,24,0,55,3,0,3,53,2,1,0,2,1,0,2,0,58,3,55,0,0,2,2,2,3,1,2,1,2,0,54,1,58,55,3,0,0,0,2020-04-10 20:37:42.714940
051,HENDRY,176,2,4,8,33,35,20,34,23,10,7,0,0,0,0,4,5,1,3,2,0,0,47,1 to 90,40,28 to 72,15,,96,77,3,175,1,0,20,155,1,8,0,7,10,0,5,0,176,15,160,1,0,13,7,6,15,8,7,15,0,0,160,1,176,161,15,0,35,27,2020-04-10 20:37:42.714940
053,HERNANDO,928,16,13,73,134,141,148,171,134,71,27,0,0,0,3,16,6,8,13,13,4,1,50,0 to 97,52,19 to 85,61,,557,363,8,918,10,0,96,799,33,37,7,20,50,1,13,2,927,64,861,2,1,46,73,48,64,32,32,61,3,0,856,7,928,863,64,2,29,19,2020-04-10 20:37:42.714940
055,HIGHLANDS,382,11,2,22,60,50,55,55,62,48,15,2,1,1,3,9,3,5,7,7,10,1,53,0 to 95,56,0 to 85,46,,215,145,22,376,6,0,22,347,13,13,9,25,25,6,16,4,381,47,332,2,1,16,97,28,47,27,20,46,1,0,327,5,382,332,47,4,61,27,2020-04-10 20:37:42.714940
057,HILLSBOROUGH,10516,295,259,973,1910,1820,1697,1585,1149,565,258,5,8,14,83,115,116,129,104,66,31,10,44,0 to 110,45,0 to 93,658,,6275,4184,57,10411,105,0,386,9909,221,228,245,203,475,85,116,12,10505,676,9819,10,11,332,269,277,676,334,340,658,18,0,9738,86,10516,9824,676,12,652,328,2020-04-10 20:37:42.714940
059,HOLMES,85,4,3,6,12,10,18,13,12,5,1,1,0,0,0,1,1,0,0,0,0,0,48,0 to 100,33,27 to 39,2,,49,24,12,84,1,0,3,81,1,0,0,2,2,0,0,0,78,2,76,0,7,0,3,0,2,2,0,2,0,0,75,1,85,76,2,0,3,3,2020-04-10 20:37:42.714940
061,INDIAN RIVER,936,13,16,60,88,82,140,180,193,113,49,2,0,1,4,7,4,10,14,19,9,2,58,0 to 105,62,8 to 94,62,,553,360,23,924,12,0,82,803,51,29,5,36,50,2,18,1,896,70,826,0,40,69,51,49,70,40,30,62,8,0,824,2,936,826,70,1,155,77,2020-04-10 20:37:42.714940
063,JACKSON,177,1,2,15,33,30,33,27,20,13,3,0,0,0,0,3,2,0,0,0,0,0,48,2 to 94,33,28 to 38,4,,101,72,4,174,3,0,20,141,16,3,0,2,5,0,0,0,177,5,171,1,0,18,15,8,5,1,4,4,1,0,170,2,177,172,5,0,21,15,2020-04-10 20:37:42.714940
065,JEFFERSON,62,2,2,1,6,11,10,16,6,3,4,1,0,0,0,1,1,1,1,2,2,1,53,1 to 95,67,29 to 93,8,,38,23,1,60,2,0,16,43,3,5,0,4,7,0,2,0,56,9,47,0,6,3,1,21,9,4,5,8,1,0,46,1,62,47,9,0,29,20,2020-04-10 20:37:42.714940
067,LAFAYETTE,35,2,0,3,4,8,3,3,5,3,4,0,0,0,0,0,0,1,0,0,0,0,45,0 to 118,47,47 to 47,1,,18,16,1,35,0,0,7,28,0,1,0,0,1,0,0,0,35,1,34,0,0,4,13,0,1,0,1,1,0,0,34,0,35,34,1,0,0,0,2020-04-10 20:37:42.714940
069,LAKE,2585,72,50,180,352,344,414,428,361,295,86,3,0,3,5,9,22,25,29,30,25,1,51,0 to 101,59,11 to 86,142,,1486,1065,34,2564,21,0,128,2398,59,49,30,70,88,20,41,3,2571,149,2418,4,14,67,40,133,149,72,77,142,7,0,2408,14,2585,2422,149,3,220,159,2020-04-10 20:37:42.714940
071,LEE,5303,77,67,354,758,794,927,905,793,461,164,3,3,5,31,69,82,82,95,110,71,24,51,0 to 100,56,0 to 100,546,,3157,2047,99,5262,40,1,358,4854,91,186,262,124,242,217,113,16,5281,572,4706,3,22,154,74,338,572,278,284,545,26,1,4694,12,5303,4706,572,16,693,566,2020-04-10 20:37:42.714940
073,LEON,1601,43,37,222,293,258,262,250,160,56,19,1,0,2,7,20,19,15,17,10,0,1,43,0 to 95,43,9 to 86,88,,911,644,46,1591,9,1,75,1480,46,42,10,39,71,2,18,0,1592,91,1499,2,9,41,20,80,91,45,46,87,3,1,1493,6,1601,1499,91,0,229,170,2020-04-10 20:37:42.714940
075,LEVY,236,5,7,24,33,34,35,35,37,20,6,0,0,0,0,1,1,1,3,0,0,0,50,0 to 118,52,33 to 64,6,,152,81,3,236,0,0,20,215,1,3,1,2,4,1,1,0,235,6,229,0,1,9,14,4,6,3,3,6,0,0,229,0,236,229,6,0,7,6,2020-04-10 20:37:42.714940
077,LIBERTY,20,1,2,2,5,3,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,34,2 to 76,56,56 to 56,1,,11,8,1,20,0,0,1,19,0,0,0,1,1,0,0,0,20,1,19,0,0,0,0,1,1,1,0,1,0,0,19,0,20,19,1,0,4,4,2020-04-10 20:37:42.714940
079,MADISON,98,13,4,8,11,13,14,9,14,8,3,1,2,0,2,2,1,2,2,2,1,0,44,0 to 89,46,0 to 77,13,,56,39,3,97,1,0,21,74,3,8,3,3,13,0,1,0,96,14,82,0,2,7,12,20,14,5,9,13,1,0,82,0,98,82,14,0,41,38,2020-04-10 20:37:42.714940
081,MANATEE,1376,18,23,86,173,197,244,252,198,129,55,1,0,2,8,22,22,37,35,37,32,5,52,0 to 100,57,14 to 89,199,,826,520,30,1363,13,0,134,1221,21,21,149,30,89,69,42,13,1375,200,1175,0,1,111,51,40,200,90,107,199,1,0,1163,12,1376,1175,200,13,183,103,2020-04-10 20:37:42.714940
083,MARION,1892,33,26,148,216,258,307,346,331,161,64,2,0,0,3,11,17,22,19,8,2,1,53,0 to 119,49,19 to 88,80,,1148,713,31,1886,6,0,85,1739,68,59,3,21,73,1,9,2,1550,83,1464,3,342,308,626,109,83,35,48,80,3,0,1463,1,1892,1464,83,2,112,82,2020-04-10 20:37:42.714940
085,MARTIN,1045,14,11,57,102,130,163,208,189,118,53,0,0,0,6,11,5,19,31,17,21,5,57,0 to 99,60,19 to 92,112,,587,434,24,1042,3,0,67,934,44,51,27,37,75,14,26,3,1038,115,923,0,7,57,27,42,115,64,50,112,3,0,923,0,1045,923,115,3,58,51,2020-04-10 20:37:42.714940
087,MONROE,696,8,6,40,88,118,128,147,106,38,16,1,0,1,6,9,6,11,10,6,6,0,52,0 to 97,52,14 to 80,49,,398,294,4,673,23,0,90,544,62,20,23,12,43,5,7,3,586,55,531,0,110,149,258,54,55,27,28,49,6,0,514,17,696,531,55,3,141,97,2020-04-10 20:37:42.714940
089,NASSAU,591,7,11,52,93,99,97,105,69,49,9,0,0,0,2,4,6,5,5,8,3,0,47,0 to 92,50,21 to 84,33,,352,207,32,586,5,0,21,551,19,10,11,12,25,1,7,0,589,33,556,0,2,24,8,16,33,13,20,33,0,0,551,5,591,556,33,0,21,18,2020-04-10 20:37:42.714940
091,OKALOOSA,890,45,30,62,152,145,126,149,98,57,26,0,1,0,2,15,11,8,16,16,12,4,45,0 to 118,58,3 to 96,82,,551,320,19,885,4,1,100,740,50,55,3,27,71,0,14,1,876,85,790,1,14,69,28,100,85,41,44,81,3,1,789,1,890,790,85,1,278,159,2020-04-10 20:37:42.714940
093,OKEECHOBEE,169,5,8,15,21,23,30,30,18,15,3,1,0,0,0,1,1,0,1,2,0,0,48,0 to 97,61,33 to 74,4,,83,72,14,166,3,0,26,136,7,1,4,0,3,0,2,0,168,5,163,0,1,28,2,2,5,2,3,4,1,0,161,2,169,163,5,0,7,6,2020-04-10 20:37:42.714940
095,ORANGE,10024,338,261,888,1830,1839,1728,1467,967,480,223,3,8,7,83,150,171,188,152,80,44,19,43,0 to 101,46,0 to 101,850,,5769,4215,40,9821,202,1,401,9450,173,224,416,262,388,381,133,12,10005,902,9092,11,19,272,141,278,902,474,424,849,52,1,8947,150,10024,9097,902,12,570,407,2020-04-10 20:37:42.714940
097,OSCEOLA,2356,32,53,189,436,460,414,365,247,123,30,7,1,2,22,36,47,68,64,46,17,2,45,0 to 97,51,0 to 94,298,,1344,998,14,2343,13,0,336,1880,140,129,32,144,183,27,95,5,2289,305,1983,1,67,224,114,249,305,161,143,298,7,0,1979,4,2356,1983,305,5,259,104,2020-04-10 20:37:42.714940
099,PALM BEACH,7986,116,135,522,1098,1148,1256,1266,1147,843,434,21,4,7,78,148,183,210,216,249,232,102,52,0 to 110,58,0 to 104,1387,,4477,3385,124,7907,77,2,509,7354,123,131,964,336,254,919,258,79,7895,1431,6459,5,91,169,943,313,1431,725,691,1385,44,2,6428,32,7986,6460,1431,79,681,519,2020-04-10 20:37:42.714940
101,PASCO,3191,60,75,222,396,492,576,578,457,244,87,4,1,1,13,17,32,28,28,20,3,0,51,0 to 102,47,1 to 82,138,,1931,1250,10,3169,22,0,183,2935,73,66,31,46,109,7,27,2,3164,143,3017,4,27,100,85,135,143,75,68,138,5,0,3000,17,3191,3017,143,2,326,213,2020-04-10 20:37:42.714940
103,PINELLAS,8133,124,125,535,1200,1147,1335,1474,1216,648,314,15,1,3,32,70,48,81,95,70,24,7,52,0 to 104,53,1 to 95,394,,4810,3297,26,8004,129,0,597,7251,285,241,62,128,313,35,83,12,8048,431,7604,13,85,547,105,216,431,227,204,394,37,0,7518,92,8133,7610,431,12,305,232,2020-04-10 20:37:42.714940
105,POLK,3629,84,78,283,538,533,589,579,523,303,117,2,1,4,10,33,36,40,44,40,25,8,49,0 to 100,54,3 to 97,240,,2106,1438,85,3616,13,0,231,3301,97,102,26,113,144,22,75,8,3612,241,3367,4,17,183,53,124,241,111,130,240,1,0,3356,12,3629,3368,241,8,274,211,2020-04-10 20:37:42.714940
107,PUTNAM,703,21,19,62,97,95,112,129,76,68,19,5,0,2,2,4,3,7,3,6,2,0,49,0 to 97,49,13 to 82,29,,413,256,34,702,1,0,107,582,14,19,1,9,21,0,8,1,699,29,669,1,4,56,23,101,29,13,16,29,0,0,669,1,703,670,29,1,55,43,2020-04-10 20:37:42.714940
113,SANTA ROSA,1418,81,79,143,239,243,225,194,141,63,10,0,2,0,13,16,21,19,16,14,4,0,41,0 to 98,45,0 to 84,105,,847,561,10,1415,3,0,85,1293,40,58,32,15,89,1,15,3,1417,105,1309,3,1,52,9,70,105,74,31,105,0,0,1308,3,1418,1311,105,3,448,134,2020-04-10 20:37:42.714940
115,SARASOTA,1837,28,23,87,170,195,247,302,316,275,193,1,2,0,6,18,18,32,33,49,36,17,60,0 to 115,64,0 to 99,197,,1026,791,20,1797,40,0,464,1301,72,103,14,94,135,4,72,10,1834,211,1620,3,3,329,107,139,211,94,117,197,14,0,1595,26,1837,1621,211,10,221,125,2020-04-10 20:37:42.714940
117,SEMINOLE,2733,60,62,236,485,525,473,384,325,99,83,1,0,1,20,41,32,53,33,43,8,7,44,0 to 104,49,6 to 100,232,,1651,1058,24,2723,10,0,196,2457,80,111,13,114,174,6,58,2,2720,238,2480,2,13,140,52,147,238,108,130,232,6,0,2477,4,2733,2481,238,2,369,237,2020-04-10 20:37:42.714940
109,ST. JOHNS,2957,56,79,207,380,541,566,513,367,183,63,2,0,4,11,16,15,36,42,31,9,1,48,0 to 96,55,9 to 91,160,,1636,1212,109,2949,8,0,198,2675,84,100,17,48,127,6,32,2,2940,165,2772,3,17,152,146,157,165,91,73,160,5,0,2770,3,2957,2773,165,2,139,116,2020-04-10 20:37:42.714940
111,ST. LUCIE,1736,32,38,118,216,257,301,281,258,166,69,0,0,0,7,11,19,19,29,29,22,10,52,0 to 99,61,18 to 96,144,,1028,643,65,1731,5,0,166,1528,42,66,19,61,85,19,42,6,1695,146,1548,1,41,107,22,85,146,61,85,144,2,0,1545,3,1736,1548,146,6,70,62,2020-04-10 20:37:42.714940
119,SUMTER,1097,11,11,28,41,37,84,158,458,246,22,1,0,0,2,2,5,10,17,41,26,4,69,0 to 96,68,18 to 92,107,,608,446,43,1097,0,0,101,952,44,61,9,37,75,5,27,9,1083,107,967,9,14,86,37,87,107,58,49,107,0,0,975,0,1097,975,107,9,44,39,2020-04-10 20:37:42.714940
121,SUWANNEE,284,7,3,25,46,36,44,47,44,23,9,0,0,1,8,9,8,5,11,8,6,3,51,0 to 92,51,5 to 89,59,,202,70,12,284,0,0,77,203,4,29,21,9,35,15,9,0,284,59,225,0,0,42,23,54,59,15,44,59,0,0,225,0,284,225,59,0,7,5,2020-04-10 20:37:42.714940
123,TAYLOR,100,8,4,2,11,20,13,20,15,6,1,0,0,0,0,1,0,0,0,0,0,0,48,1 to 118,29,29 to 29,1,,53,41,6,100,0,0,18,79,3,1,0,0,1,0,0,0,98,1,97,0,2,8,12,1,1,0,1,1,0,0,97,0,100,97,1,0,11,11,2020-04-10 20:37:42.714940
125,UNION,103,4,1,7,14,27,17,12,13,5,3,0,0,0,0,1,0,0,1,0,0,0,43,1 to 86,42,25 to 60,2,,56,43,4,103,0,0,10,89,4,0,2,0,1,1,0,0,100,2,98,0,3,11,9,1,2,1,1,2,0,0,98,0,103,98,2,0,4,3,2020-04-10 20:37:42.714940
999,Unknown,45,0,0,5,8,4,8,5,8,2,3,2,0,0,1,0,0,0,0,1,0,0,49,19 to 95,48,24 to 72,0,,20,22,3,20,25,0,0,44,1,0,1,1,1,1,0,0,33,2,31,0,12,0,0,1,2,0,2,0,2,0,16,15,45,31,2,0,16,14,2020-04-10 20:37:42.714940
127,VOLUSIA,2133,44,36,118,296,295,331,394,356,186,73,4,1,0,12,27,23,29,28,47,18,5,53,0 to 101,55,1 to 92,181,,1252,860,21,2117,16,0,143,1891,99,109,20,61,126,19,45,6,2127,190,1935,2,6,85,53,118,190,96,94,181,9,0,1929,7,2133,1936,190,6,324,176,2020-04-10 20:37:42.714940
129,WAKULLA,160,3,5,14,33,28,32,22,13,6,3,1,0,0,0,2,1,3,0,1,0,0,44,0 to 93,45,26 to 65,7,,87,71,2,160,0,0,13,146,1,3,0,4,2,0,5,0,160,7,153,0,0,6,0,8,7,2,5,7,0,0,153,0,160,153,7,0,28,10,2020-04-10 20:37:42.714940
131,WALTON,285,15,6,27,28,47,60,50,33,13,6,0,0,0,3,3,3,6,4,3,4,1,48,0 to 97,52,20 to 90,19,,155,123,7,273,12,0,47,209,29,19,1,7,21,1,5,0,285,27,258,0,0,18,46,12,27,10,17,19,8,0,254,4,285,258,27,0,27,18,2020-04-10 20:37:42.714940
133,WASHINGTON,94,1,1,3,14,21,15,17,12,7,3,0,0,0,0,1,0,2,0,0,0,0,49,3 to 88,49,25 to 53,3,,52,29,13,94,0,0,21,67,6,0,3,0,2,0,1,0,92,3,89,0,2,22,2,4,3,2,1,3,0,0,89,0,94,89,3,0,16,12,2020-04-10 20:37:42.714940
001,ALACHUA,3655,85,48,478,717,524,448,515,460,249,88,43,1,0,31,39,20,25,25,19,8,5,44,0 to 118,43,2 to 92,165,,2143,1389,123,3599,56,0,202,3411,42,75,64,35,91,59,24,0,3649,174,3465,10,6,98,111,42,174,75,97,165,9,0,3419,47,3655,3466,174,0,66,54,2020-04-11 19:53:27.299871
003,BAKER,216,6,6,21,34,25,40,29,20,22,13,0,0,0,1,1,0,0,4,4,4,3,49,0 to 99,71,24 to 97,17,,140,61,15,213,3,0,50,163,3,12,1,4,10,0,7,2,216,17,199,0,0,15,22,16,17,7,10,17,0,0,196,3,216,199,17,2,1,0,2020-04-11 19:53:27.299871
005,BAY,512,6,8,36,77,77,110,87,63,35,13,0,0,0,2,6,7,10,5,5,0,1,49,0 to 99,47,21 to 93,35,,259,211,42,510,2,0,44,441,27,20,3,13,31,0,5,1,512,36,476,0,0,27,28,19,36,21,15,35,1,0,475,1,512,476,36,1,31,29,2020-04-11 19:53:27.299871
007,BRADFORD,275,3,4,20,33,28,36,43,34,45,27,2,0,2,0,0,4,0,1,4,7,6,58,0 to 100,78,8 to 100,24,,171,94,10,275,0,0,58,217,0,2,20,2,17,4,3,0,265,24,241,0,10,17,51,28,24,4,20,24,0,0,241,0,275,241,24,0,28,17,2020-04-11 19:53:27.299871
009,BREVARD,2419,39,52,149,329,356,362,507,364,175,85,1,1,3,7,18,17,20,24,13,14,6,52,0 to 103,52,1 to 94,117,,1432,946,41,2412,7,0,134,2244,41,54,13,56,82,5,36,3,2417,123,2268,26,2,67,78,47,123,62,61,117,6,0,2268,1,2419,2269,123,3,202,166,2020-04-11 19:53:27.299871
011,BROWARD,23642,189,271,1520,4063,4378,4550,4050,2671,1264,652,34,2,16,207,444,488,523,553,351,166,91,48,0 to 119,50,0 to 98,2765,,12183,9891,1568,23273,369,0,1871,21079,692,1105,861,878,1691,723,430,76,23571,2844,20694,33,71,965,1435,1428,2844,1526,1298,2765,79,0,20418,285,23642,20703,2844,76,933,680,2020-04-11 19:53:27.299871
013,CALHOUN,58,1,2,6,8,9,8,7,8,8,1,0,0,0,1,1,0,1,0,1,0,1,49,0 to 88,47,20 to 88,5,,31,25,2,58,0,0,4,51,3,1,0,4,3,0,2,0,58,5,53,0,0,3,2,4,5,2,3,5,0,0,53,0,58,53,5,0,26,22,2020-04-11 19:53:27.299871
