ConfirmedCases,ConfirmedCases_0_9,ConfirmedCases_10_19,ConfirmedCases_20_29,ConfirmedCases_30_39,ConfirmedCases_40_49,ConfirmedCases_50_59,ConfirmedCases_60_69,ConfirmedCases_70_plus,ConfirmedCases_AIAN,ConfirmedCases_Asian,ConfirmedCases_Black,ConfirmedCases_Female,ConfirmedCases_Hispanic,ConfirmedCases_Male,ConfirmedCases_White,Deaths,Deaths_0_9,Deaths_10_19,Deaths_20_29,Deaths_30_39,Deaths_40_49,Deaths_50_59,Deaths_60_69,Deaths_70_plus,Deaths_AIAN,Deaths_Asian,Deaths_Black,Deaths_Female,Deaths_Hispanic,Deaths_Male,Deaths_White,Scrape_Time,Total Tested: Lab_CPL,Total Tested: Lab_LabCorp,Total Tested: Lab_NSPHL,Total Tested: Lab_Other,Total Tested: Lab_Quest,Total Tested: Lab_RRMC,Total Tested: Lab_SNPHL,Total Tested: Lab_UMC,TotalNegative_0_9,TotalNegative_10_19,TotalNegative_20_29,TotalNegative_30_39,TotalNegative_40_49,TotalNegative_50_59,TotalNegative_60_69,TotalNegative_70_plus,TotalNegative_AIAN,TotalNegative_Asian,TotalNegative_Black,TotalNegative_Female,TotalNegative_Hispanic,TotalNegative_Male,TotalNegative_White,TotalTested_0_9,TotalTested_10_19,TotalTested_20_29,TotalTested_30_39,TotalTested_40_49,TotalTested_50_59,TotalTested_60_69,TotalTested_70_plus,TotalTested_AIAN,TotalTested_Asian,TotalTested_Black,TotalTested_Female,TotalTested_Hispanic,TotalTested_Male,TotalTested_White,TotalTests
"7,879",120,357,"1,149","1,315","1,244","1,374","1,020","1,077",37,603,608,"3,996","2,010","3,731","1,869",394,0,1,3,5,21,36,78,240,1,60,51,156,61,224,180,5/24/20 20:37,"13,823","18,955","25,708","13,751","24,236","2,365","9,571","25,099","2,064","3,222","13,976","17,688","18,017","19,539","16,127","14,432",517,"2,695","5,240","55,531","2,365","48,827","25,595","2,184","3,579","15,125","19,003","19,261","20,913","17,147","15,509",554,"3,298","5,848","59,527","4,375","52,558","27,464","133,508"
"7,879",120,357,"1,149","1,315","1,244","1,374","1,020","1,077",37,603,608,"3,996","2,010","3,731","1,869",394,0,1,3,5,21,36,78,240,1,60,51,156,61,224,180,11:00.9,"13,823","18,955","25,708","13,751","24,236","2,365","9,571","25,099","2,064","3,222","13,976","17,688","18,017","19,539","16,127","14,432",517,"2,695","5,240","55,531","2,365","48,827","25,595","2,184","3,579","15,125","19,003","19,261","20,913","17,147","15,509",554,"3,298","5,848","59,527","4,375","52,558","27,464","133,508"
"7,872",120,357,"1,149","1,315","1,244","1,374","1,020","1,077",37,603,608,"3,996","2,010","3,731","1,869",396,0,1,3,5,21,36,78,240,1,60,51,156,61,224,180,2020-05-25 21:36:24.197778,"13,823","18,955","25,708","13,751","24,236","2,365","9,571","25,099","2,064","3,222","13,976","17,688","18,017","19,539","16,127","14,432",517,"2,695","5,240","55,531","2,365","48,827","25,595","2,184","3,579","15,125","19,003","19,261","20,913","17,147","15,509",554,"3,298","5,848","59,527","4,375","52,558","27,464","133,508"
"7,998",123,362,"1,169","1,332","1,271","1,384","1,029","1,082",37,604,608,"4,045","2,015","3,780","1,878",396,0,1,3,5,23,36,78,244,2,60,51,159,61,226,184,2020-05-26 22:42:18.605744,"14,044","20,160","26,345","14,178","26,303","2,437","9,616","29,750","2,117","3,399","15,309","19,289","19,748","21,347","17,378","14,946",555,"2,892","5,479","59,765","2,383","53,055","26,718","2,240","3,761","16,478","20,621","21,019","22,731","18,407","16,028",592,"3,496","6,087","63,810","4,398","56,835","28,596","142,833"
"8,113",125,362,"1,164","1,314","1,266","1,366","1,006","1,050",45,605,610,"3,977","2,025","3,740","1,902",402,0,1,3,5,23,35,78,245,2,60,51,160,61,227,186,2020-05-27 21:11:01.987879,"14,539","21,039","27,179","14,659","28,230","2,565","9,662","30,652","2,169","3,497","15,735","19,658","20,171","21,949","17,861","15,420",660,"3,477","6,429","61,259","3,289","54,427","31,641","2,294","3,859","16,899","20,972","21,437","23,315","18,867","16,470",705,"4,082","7,039","65,236","5,314","58,167","33,543","148,525"
"8,208","2,354","3,975","17,314","21,509","22,035","24,121","19,575","16,995",715,"4,180","7,157","67,199","5,596","59,938","34,161",410,0,1,3,5,23,36,83,248,3,62,51,168,62,231,188,2020-05-28 20:14:11.184236,"14,803","21,369","28,141","15,111","28,230","2,650","10,043","31,591","2,244","3,622","16,199","20,260","20,825","22,798","18,599","15,960",672,"3,536","6,511","63,338","3,335","56,312","32,182","2,354","3,975","17,314","21,509","22,035","24,121","19,575","16,995",715,"4,180","7,157","67,199","5,596","59,938","34,161","151,938"
