state,stateAbbrev,date,Cases,Tested,Deaths,Hospitalizations,Hospitalized_Age [0-1],Hospitalized_Age [1-14],Hospitalized_Age [15-24],Hospitalized_Age [25-44],Hospitalized_Age [45-64],Hospitalized_Age [65-84],Hospitalized_Age [85+],HospitalizationsPending,HospitalizedPending_Age [0-1],HospitalizedPending_Age [1-14],HospitalizedPending_Age [15-24],HospitalizedPending_Age [25-44],HospitalizedPending_Age [45-64],HospitalizedPending_Age [65-84],HospitalizedPending_Age [85+],Age [0-1],Age [1-14],Age [15-24],Age [25-44],Age [45-64],Age [65-84],Age [85+],Female,Male,Female_Age [0-1],Female_Age [1-14],Female_Age [15-24],Female_Age [25-44],Female_Age [45-64],Female_Age [65-84],Female_Age [85+],Male_Age [0-1],Male_Age [1-14],Male_Age [15-24],Male_Age [25-44],Male_Age [45-64],Male_Age [65-84],Male_Age [85+],Race_Cases [American Indian/Alaska Native],Race_Cases [Asian],Race_Cases [Black/African American],Race_Cases [Hispanic or Latino],Race_Cases [Native Hawaiian/Pacific Islander],"Race_Cases [White alone, not Hispanic or Latino]",Race_Cases [Other race],Race_Cases [Unknown],Race_Cases [Statewide],Race_Hospitalizations [American Indian/Alaska Native],Race_Hospitalizations [Asian],Race_Hospitalizations [Black/African American],Race_Hospitalizations [Hispanic or Latino],Race_Hospitalizations [Native Hawaiian/Pacific Islander],"Race_Hospitalizations [White alone, not Hispanic or Latino]",Race_Hospitalizations [Other race],Race_Hospitalizations [Unknown],Race_Hospitalizations [Statewide],pullTime,Race_Deaths [American Indian/Alaska Native],Race_Deaths [Asian],Race_Deaths [Black/African American],Race_Deaths [Hispanic or Latino],Race_Deaths [Native Hawaiian/Pacific Islander],"Race_Deaths [White alone, not Hispanic or Latino]",Race_Deaths [Other race],Race_Deaths [Unknown],Race_Deaths [Statewide],Tests
Utah,UT,2020-08-20,47982,615804,381,2853,14,33,191,691,1075,747,102,1657,6,105,495,582,340,108,21,212,3337,10986,18189,11503,3339,404,23586,24359,93,1636,5507,8764,5620,1714,252,119.0,1698,5470,9413,5882,1625,152,1003.0,1102.0,1134.0,17814.0,2080.0,19850.0,5705.0,5139.0,47982.0,139,78.0,70,1018.0,247.0,1214.0,341.0,65.0,2853.0,2020-08-20 20:08:31.335829,30.0,20.0,7,86.0,20.0,195.0,30.0,21.0,381.0,754227.0
Utah,UT,2020-08-21,48445,619397,383,2870,14,33,194,696,1079,751,103,1682,6,106,503,591,347,108,21,216,3378,11129,18341,11602,3362,405,23813,24596,94,1652,5577,8835,5671,1731,253,122.0,1723,5543,9495,5930,1631,152,1011.0,1115.0,1143.0,17946.0,2095.0,20074.0,5743.0,5206.0,48445.0,141,78.0,70,1024.0,251.0,1220.0,345.0,64.0,2870.0,2020-08-21 21:56:42.188821,30.0,21.0,7,86.0,21.0,195.0,30.0,21.0,383.0,759154.0
Utah,UT,2020-08-22,48814,622363,385,2899,14,33,196,701,1089,763,103,1678,6,107,501,594,342,107,21,216,3412,11233,18466,11676,3393,406,24001,24776,94,1665,5636,8900,5708,1744,254,122.0,1744,5587,9555,5967,1649,152,1012.0,1125.0,1148.0,18061.0,2110.0,20303.0,5788.0,5207.0,48814.0,141,80.0,71,1036.0,252.0,1235.0,350.0,65.0,2899.0,2020-08-22 19:07:56.670851,31.0,21.0,7,86.0,21.0,196.0,30.0,21.0,385.0,763337.0
Utah,UT,2020-08-23,49115,624836,385,2926,14,34,202,707,1094,771,104,1677,5,108,503,591,343,106,21,217,3431,11320,18549,11761,3413,412,24167,24906,95,1676,5681,8943,5754,1760,258,122.0,1751,5628,9594,6004,1653,154,1014.0,1134.0,1153.0,18149.0,2120.0,20477.0,5798.0,5244.0,49115.0,142,80.0,71,1046.0,252.0,1251.0,351.0,66.0,2926.0,2020-08-23 20:03:46.521566,31.0,21.0,7,86.0,21.0,196.0,30.0,21.0,385.0,766985.0
Utah,UT,2020-08-24,49364,626354,390,2941,14,34,203,711,1100,775,104,1695,5,108,510,594,350,106,22,217,3452,11392,18623,11828,3426,414,24292,25023,95,1685,5727,8977,5785,1765,258,122.0,1763,5653,9630,6038,1661,156,1021.0,1136.0,1157.0,18217.0,2126.0,20609.0,5821.0,5279.0,49364.0,143,81.0,71,1049.0,252.0,1260.0,351.0,67.0,2941.0,2020-08-24 19:09:11.443087,33.0,21.0,7,87.0,21.0,198.0,30.0,21.0,390.0,769530.0
Utah,UT,2020-08-25,49767,630599,397,2969,14,34,204,718,1108,784,107,1761,6,111,536,623,353,111,21,219,3484,11498,18781,11904,3454,415,24499,25224,96,1701,5785,9061,5818,1780,258,123.0,1780,5703,9705,6082,1674,157,1026.0,1151.0,1164.0,18316.0,2141.0,20809.0,5857.0,5349.0,49767.0,142,83.0,71,1055.0,254.0,1280.0,352.0,65.0,2969.0,2020-08-25 20:06:03.092770,33.0,22.0,7,88.0,21.0,202.0,31.0,21.0,396.0,775041.0
Utah,UT,2020-08-26,50174,637329,401,2996,14,34,208,721,1119,792,108,1745,5,110,527,624,352,106,21,216,3516,11589,18929,11994,3493,426,24711,25424,95,1715,5833,9133,5871,1798,266,121.0,1798,5747,9784,6119,1695,160,1034.0,1167.0,1171.0,18433.0,2156.0,21047.0,5897.0,5351.0,50174.0,141,85.0,72,1058.0,257.0,1295.0,358.0,63.0,2996.0,2020-08-26 20:08:54.581242,33.0,22.0,7,88.0,21.0,204.0,32.0,22.0,400.0,784285.0
Utah,UT,2020-08-27,50557,642761,403,3015,14,34,210,730,1122,797,108,1734,4,109,524,616,350,110,21,216,3543,11695,19074,12077,3513,427,24899,25620,95,1731,5882,9197,5918,1810,266,121.0,1809,5805,9866,6156,1702,161,1039.0,1185.0,1175.0,18525.0,2177.0,21255.0,5918.0,5384.0,50557.0,141,85.0,72,1065.0,258.0,1305.0,359.0,64.0,3015.0,2020-08-27 20:00:35.855642,33.0,22.0,7,90.0,21.0,204.0,34.0,22.0,402.0,792224.0
Utah,UT,2020-08-28,50948,647745,407,3041,14,34,210,740,1134,801,108,1740,4,109,534,607,352,111,23,217,3576,11803,19205,12165,3540,430,25093,25819,96,1752,5930,9261,5961,1825,268,121.0,1821,5865,9933,6202,1715,162,1042.0,1195.0,1183.0,18643.0,2194.0,21487.0,5964.0,5402.0,50948.0,142,87.0,72,1071.0,259.0,1320.0,361.0,64.0,3041.0,2020-08-28 19:51:38.745454,33.0,22.0,7,91.0,21.0,207.0,34.0,22.0,406.0,799476.0
Utah,UT,2020-08-29,51406,650560,407,3057,14,34,211,748,1137,804,109,1753,6,109,540,619,350,108,21,221,3618,11920,19385,12254,3563,433,25328,26040,98,1772,5989,9354,6012,1833,270,123.0,1843,5922,10019,6240,1730,163,1046.0,1204.0,1187.0,18782.0,2214.0,21722.0,6008.0,5449.0,51406.0,143,87.0,73,1078.0,259.0,1329.0,361.0,65.0,3057.0,2020-08-29 19:53:31.839971,33.0,22.0,7,91.0,21.0,207.0,34.0,22.0,406.0,803709.0
Utah,UT,2020-08-30,51854,655507,407,3080,14,36,214,752,1145,808,111,1807,6,115,557,643,354,111,21,222,3650,12053,19564,12330,3587,436,25541,26275,99,1789,6057,9432,6047,1845,272,123.0,1858,5986,10120,6282,1742,164,1049.0,1212.0,1193.0,18868.0,2231.0,21940.0,6047.0,5554.0,51854.0,143,87.0,74,1086.0,260.0,1339.0,367.0,65.0,3080.0,2020-08-30 19:45:21.541040,33.0,22.0,7,91.0,21.0,207.0,34.0,22.0,406.0,810646.0
Utah,UT,2020-08-31,52107,659855,407,3093,16,36,215,752,1148,814,112,1795,6,115,554,635,352,112,21,223,3667,12114,19654,12394,3604,439,25674,26396,100,1794,6092,9481,6080,1853,274,123.0,1870,6012,10162,6313,1751,165,1053.0,1221.0,1195.0,18917.0,2240.0,22088.0,6089.0,5560.0,52107.0,143,87.0,74,1089.0,260.0,1348.0,368.0,66.0,3093.0,2020-08-31 21:11:38.161569,33.0,22.0,7,91.0,21.0,207.0,34.0,22.0,406.0,816876.0
Utah,UT,2020-09-01,52403,664521,409,3110,17,36,217,754,1153,820,113,1770,4,111,548,623,353,109,22,222,3691,12200,19753,12460,3625,440,25820,26537,100,1810,6132,9534,6107,1862,275,122.0,1878,6058,10203,6351,1760,165,1057.0,1230.0,1204.0,19010.0,2244.0,22281.0,6122.0,5552.0,52403.0,144,87.0,74,1095.0,261.0,1358.0,371.0,66.0,3110.0,2020-09-01 19:52:24.024507,33.0,22.0,7,91.0,23.0,208.0,34.0,22.0,409.0,823155.0
Utah,UT,2020-09-02,52822,668425,410,3134,17,36,218,762,1157,829,115,1800,5,113,547,633,359,120,23,223,3717,12323,19888,12550,3664,446,26014,26749,101,1823,6186,9595,6147,1883,279,122.0,1891,6124,10271,6399,1775,167,1063.0,1240.0,1210.0,19111.0,2258.0,22545.0,6168.0,5564.0,52822.0,146,87.0,74,1103.0,262.0,1370.0,376.0,66.0,3134.0,2020-09-02 20:00:26.369718,33.0,22.0,7,91.0,23.0,209.0,34.0,22.0,410.0,829072.0
Utah,UT,2020-09-03,53326,673659,414,3153,17,36,220,765,1165,834,116,1823,5,115,556,643,361,118,25,223,3750,12482,20064,12643,3704,449,26265,27003,101,1843,6261,9676,6199,1903,282,122.0,1903,6208,10368,6440,1795,167,1072.0,1245.0,1220.0,19214.0,2271.0,22849.0,6214.0,5613.0,53326.0,146,87.0,76,1107.0,264.0,1379.0,376.0,69.0,3153.0,2020-09-03 20:48:22.801394,33.0,22.0,7,93.0,23.0,211.0,34.0,22.0,414.0,836750.0
Utah,UT,2020-09-04,53839,679716,419,3172,17,37,223,767,1170,840,118,1879,5,112,600,650,367,120,25,225,3777,12685,20210,12751,3729,451,26534,27242,102,1858,6374,9749,6252,1916,283,122.0,1914,6298,10440,6493,1807,168,1075.0,1252.0,1222.0,19323.0,2283.0,23150.0,6269.0,5671.0,53839.0,146,88.0,77,1113.0,265.0,1390.0,378.0,69.0,3172.0,2020-09-04 20:48:25.837665,33.0,22.0,7,95.0,23.0,214.0,35.0,22.0,419.0,845356.0
Utah,UT,2020-09-05,54272,683965,420,3188,17,39,223,774,1173,843,119,1880,5,116,588,652,370,123,26,230,3800,12838,20335,12849,3757,452,26749,27460,106,1866,6449,9815,6302,1928,283,123.0,1929,6375,10498,6543,1823,169,1082.0,1261.0,1227.0,19417.0,2295.0,23414.0,6323.0,5694.0,54272.0,147,88.0,77,1121.0,265.0,1397.0,379.0,69.0,3188.0,2020-09-05 20:06:40.875905,34.0,22.0,7,95.0,23.0,215.0,35.0,21.0,420.0,851482.0
Utah,UT,2020-09-06,54660,688735,422,3207,18,41,224,778,1178,848,120,1875,5,117,599,643,366,120,25,232,3831,13013,20437,12908,3773,455,26947,27650,107,1884,6541,9862,6332,1937,284,124.0,1942,6457,10554,6572,1830,171,1086.0,1267.0,1229.0,19491.0,2304.0,23665.0,6369.0,5716.0,54660.0,147,89.0,77,1127.0,265.0,1409.0,381.0,68.0,3207.0,2020-09-06 20:05:35.078433,34.0,22.0,7,95.0,23.0,217.0,35.0,21.0,422.0,858664.0
Utah,UT,2020-09-07,55033,691743,423,3225,18,41,226,782,1183,853,122,1940,5,119,627,658,378,129,24,233,3857,13151,20534,12982,3806,459,27149,27821,108,1903,6614,9912,6374,1953,285,124.0,1950,6521,10601,6604,1847,174,1092.0,1273.0,1235.0,19567.0,2307.0,23899.0,6408.0,5750.0,55033.0,147,89.0,78,1131.0,265.0,1422.0,383.0,67.0,3225.0,2020-09-07 20:22:09.263827,34.0,22.0,7,96.0,23.0,217.0,35.0,21.0,423.0,862865.0
Utah,UT,2020-09-08,55359,695347,424,3242,18,41,227,785,1188,858,125,1933,5,119,626,656,377,125,25,235,3881,13277,20625,13044,3825,461,27287,28009,110,1912,6662,9956,6399,1962,286,124.0,1964,6600,10648,6641,1857,175,1094.0,1280.0,1244.0,19634.0,2311.0,24119.0,6437.0,5756.0,55359.0,147,89.0,80,1134.0,266.0,1432.0,383.0,67.0,3242.0,2020-09-08 19:57:50.056710,34.0,22.0,7,96.0,23.0,218.0,35.0,21.0,424.0,867653.0
Utah,UT,2020-09-09,55673,698541,427,3263,18,41,229,788,1199,864,124,1931,5,118,614,666,376,128,24,236,3909,13388,20720,13102,3847,460,27454,28157,111,1926,6722,10006,6431,1972,286,124.0,1978,6649,10693,6668,1871,174,1095.0,1292.0,1246.0,19712.0,2318.0,24347.0,6452.0,5754.0,55673.0,147,91.0,80,1136.0,269.0,1447.0,383.0,67.0,3263.0,2020-09-09 20:02:50.054908,34.0,23.0,7,97.0,23.0,219.0,35.0,21.0,427.0,872639.0
Utah,UT,2020-09-10,56019,703766,430,3273,18,41,228,791,1202,869,124,1930,5,116,636,661,367,123,22,236,3927,13540,20837,13147,3858,463,27612,28343,111,1934,6800,10054,6446,1977,290,124.0,1989,6721,10762,6698,1876,173,1101.0,1297.0,1249.0,19771.0,2323.0,24567.0,6464.0,5811.0,56019.0,147,92.0,80,1136.0,270.0,1454.0,384.0,67.0,3273.0,2020-09-10 20:23:13.081947,34.0,23.0,7,97.0,23.0,222.0,35.0,21.0,430.0,880779.0
Utah,UT,2020-09-11,56675,707807,431,3288,18,41,229,798,1208,870,124,1999,5,120,679,684,367,119,25,236,3969,13821,21030,13250,3889,469,27930,28678,111,1951,6937,10154,6487,1997,293,124.0,2014,6863,10855,6760,1886,176,1105.0,1317.0,1257.0,19908.0,2337.0,24937.0,6510.0,5914.0,56675.0,147,92.0,80,1143.0,270.0,1462.0,384.0,67.0,3288.0,2020-09-11 20:23:26.904218,34.0,23.0,7,97.0,23.0,222.0,35.0,22.0,431.0,887314.0
Utah,UT,2020-09-12,57247,712229,433,3311,18,41,231,804,1218,875,124,2021,5,121,690,693,365,122,25,236,4002,14070,21190,13352,3916,470,28217,28969,111,1965,7075,10225,6539,2008,294,124.0,2033,6977,10947,6810,1902,176,1116.0,1330.0,1263.0,20015.0,2356.0,25310.0,6563.0,5957.0,57247.0,148,92,80,1151,271,1474,387,68,3311,2020-09-12 20:04:25.261665,34,23,7,97,23,224,35,22,433,895224.0
