# Cases Age [0-4],# Cases Age [25-49],# Cases Age [5-24],# Cases Age [50-64],# Cases Age [>= 65],# Cases Age [Unknown],# Cases Race/Ethnicity: Asian,# Cases Race/Ethnicity: Black,# Cases Race/Ethnicity: Hispanic/Latino,# Cases Race/Ethnicity: Not Hispanic/Latino,# Cases Race/Ethnicity: Other Race,# Cases Race/Ethnicity: Unknown Ethnicity,# Cases Race/Ethnicity: Unknown Race,# Cases Race/Ethnicity: White,# Deaths Age [0-4],# Deaths Age [25-49],# Deaths Age [5-24],# Deaths Age [50-64],# Deaths Age [>= 65],# Deaths Race/Ethnicity: Asian,# Deaths Race/Ethnicity: Black,# Deaths Race/Ethnicity: Hispanic/Latino,# Deaths Race/Ethnicity: Not Hispanic/Latino,# Deaths Race/Ethnicity: Other Race,# Deaths Race/Ethnicity: Unknown Ethnicity,# Deaths Race/Ethnicity: Unknown Race,# Deaths Race/Ethnicity: White,Scrape Time,Total Cases: Female,Total Cases: Male,Total Cases: Unknown Sex,Total Deaths: Female,Total Deaths: Male,Total Deaths: Unknown Sex
2031,40394,20688,20296,16405,112,375,27029,6443,47380,5311,46103,36221,30990,3,79,3,311,1385,4,731,53,1517,39,211,66,941,2020-08-11 20:22:42.523724,55405,43375,1146,871,905,1
