FIPS,Scrape Time,Total Cases,Total Deaths,Total Tested
01115,2020-10-06 20:06:35.788275,2491,38,21289
01117,2020-10-06 20:06:35.788275,6448,54,58013
01119,2020-10-06 20:06:35.788275,441,21,2602
01121,2020-10-06 20:06:35.788275,2266,31,17975
01123,2020-10-06 20:06:35.788275,1201,85,10952
01125,2020-10-06 20:06:35.788275,9291,121,72549
01127,2020-10-06 20:06:35.788275,2448,89,16222
01129,2020-10-06 20:06:35.788275,584,12,3434
01131,2020-10-06 20:06:35.788275,539,11,2556
01133,2020-10-06 20:06:35.788275,773,12,5411
01001,2020-10-07 20:15:00.785550,1852,27,12694
01003,2020-10-07 20:15:00.785550,6134,56,52522
01005,2020-10-07 20:15:00.785550,927,7,5303
01007,2020-10-07 20:15:00.785550,703,10,5668
01009,2020-10-07 20:15:00.785550,1673,16,10872
01011,2020-10-07 20:15:00.785550,618,16,2823
01013,2020-10-07 20:15:00.785550,933,40,4592
01015,2020-10-07 20:15:00.785550,3743,45,28925
01017,2020-10-07 20:15:00.785550,1211,43,8423
01019,2020-10-07 20:15:00.785550,651,13,4691
01021,2020-10-07 20:15:00.785550,1679,30,9217
01023,2020-10-07 20:15:00.785550,368,12,1640
01025,2020-10-07 20:15:00.785550,1166,16,6481
01027,2020-10-07 20:15:00.785550,623,9,3378
01029,2020-10-07 20:15:00.785550,448,6,2346
01031,2020-10-07 20:15:00.785550,1486,5,13295
01033,2020-10-07 20:15:00.785550,1765,26,12640
01035,2020-10-07 20:15:00.785550,540,12,2454
01037,2020-10-07 20:15:00.785550,180,3,1566
01039,2020-10-07 20:15:00.785550,1495,28,8716
01041,2020-10-07 20:15:00.785550,554,30,3115
01043,2020-10-07 20:15:00.785550,1997,21,18862
01045,2020-10-07 20:15:00.785550,1526,48,12622
01047,2020-10-07 20:15:00.785550,1815,26,10488
01049,2020-10-07 20:15:00.785550,2700,21,15793
01051,2020-10-07 20:15:00.785550,2874,50,20779
01053,2020-10-07 20:15:00.785550,1662,27,8338
01055,2020-10-07 20:15:00.785550,3726,45,28247
01057,2020-10-07 20:15:00.785550,490,10,3793
01059,2020-10-07 20:15:00.785550,1868,30,8461
01061,2020-10-07 20:15:00.785550,763,6,5885
01063,2020-10-07 20:15:00.785550,311,15,2100
01065,2020-10-07 20:15:00.785550,679,28,4942
01067,2020-10-07 20:15:00.785550,574,5,4510
01069,2020-10-07 20:15:00.785550,3412,25,33577
01071,2020-10-07 20:15:00.785550,1735,12,14934
01073,2020-10-07 20:15:00.785550,20938,353,209113
01075,2020-10-07 20:15:00.785550,402,2,3132
01077,2020-10-07 20:15:00.785550,1862,37,19515
01079,2020-10-07 20:15:00.785550,685,26,4321
01081,2020-10-07 20:15:00.785550,6218,63,47517
01083,2020-10-07 20:15:00.785550,2368,22,17908
01085,2020-10-07 20:15:00.785550,669,27,2594
01087,2020-10-07 20:15:00.785550,501,18,3705
01089,2020-10-07 20:15:00.785550,8332,80,92425
01091,2020-10-07 20:15:00.785550,754,20,5554
01093,2020-10-07 20:15:00.785550,1009,29,6511
01095,2020-10-07 20:15:00.785550,4064,45,24553
01097,2020-10-07 20:15:00.785550,13811,307,102515
01099,2020-10-07 20:15:00.785550,598,9,4478
01101,2020-10-07 20:15:00.785550,9083,188,54007
01103,2020-10-07 20:15:00.785550,3536,31,25720
01105,2020-10-07 20:15:00.785550,546,6,3094
01107,2020-10-07 20:15:00.785550,688,15,5226
01109,2020-10-07 20:15:00.785550,1246,12,8881
01111,2020-10-07 20:15:00.785550,716,13,4478
01113,2020-10-07 20:15:00.785550,1834,3,11328
01115,2020-10-07 20:15:00.785550,2510,38,21460
01117,2020-10-07 20:15:00.785550,6485,56,58458
01119,2020-10-07 20:15:00.785550,443,21,2607
01121,2020-10-07 20:15:00.785550,2291,31,18065
01123,2020-10-07 20:15:00.785550,1209,85,11000
01125,2020-10-07 20:15:00.785550,9352,121,73110
01127,2020-10-07 20:15:00.785550,2472,89,16371
01129,2020-10-07 20:15:00.785550,587,12,3461
01131,2020-10-07 20:15:00.785550,540,11,2563
01133,2020-10-07 20:15:00.785550,788,12,5468
01001,2020-10-08 20:12:40.522417,1863,28,12745
01003,2020-10-08 20:12:40.522417,6141,64,52587
01005,2020-10-08 20:12:40.522417,927,9,5324
01007,2020-10-08 20:12:40.522417,708,12,5730
01009,2020-10-08 20:12:40.522417,1681,16,10878
01011,2020-10-08 20:12:40.522417,619,16,2826
01013,2020-10-08 20:12:40.522417,932,40,4606
01015,2020-10-08 20:12:40.522417,3752,45,29032
01017,2020-10-08 20:12:40.522417,1222,43,8444
01019,2020-10-08 20:12:40.522417,654,13,4686
01021,2020-10-08 20:12:40.522417,1684,30,9299
01023,2020-10-08 20:12:40.522417,369,12,1645
01025,2020-10-08 20:12:40.522417,1184,16,6529
01027,2020-10-08 20:12:40.522417,627,9,3394
01029,2020-10-08 20:12:40.522417,449,6,2354
01031,2020-10-08 20:12:40.522417,1497,6,13325
01033,2020-10-08 20:12:40.522417,1771,27,12677
01035,2020-10-08 20:12:40.522417,542,12,2460
01037,2020-10-08 20:12:40.522417,183,3,1576
01039,2020-10-08 20:12:40.522417,1514,28,8766
01041,2020-10-08 20:12:40.522417,554,30,3126
01043,2020-10-08 20:12:40.522417,2001,21,18896
01045,2020-10-08 20:12:40.522417,1527,48,12673
01047,2020-10-08 20:12:40.522417,1817,26,10512
01049,2020-10-08 20:12:40.522417,2709,23,15896
01051,2020-10-08 20:12:40.522417,2889,50,20956
01053,2020-10-08 20:12:40.522417,1670,27,8370
01055,2020-10-08 20:12:40.522417,3726,45,28396
01057,2020-10-08 20:12:40.522417,490,10,3808
01059,2020-10-08 20:12:40.522417,1871,30,8499
01061,2020-10-08 20:12:40.522417,765,6,5916
01063,2020-10-08 20:12:40.522417,313,15,2104
01065,2020-10-08 20:12:40.522417,682,28,4964
01067,2020-10-08 20:12:40.522417,579,5,4539
01069,2020-10-08 20:12:40.522417,3428,25,33638
01071,2020-10-08 20:12:40.522417,1745,12,15009
01073,2020-10-08 20:12:40.522417,20965,359,209693
01075,2020-10-08 20:12:40.522417,404,3,3148
01077,2020-10-08 20:12:40.522417,1880,37,19625
01079,2020-10-08 20:12:40.522417,689,26,4335
01081,2020-10-08 20:12:40.522417,6243,64,47609
01083,2020-10-08 20:12:40.522417,2396,23,18016
01085,2020-10-08 20:12:40.522417,672,27,2598
01087,2020-10-08 20:12:40.522417,503,18,3718
01089,2020-10-08 20:12:40.522417,8375,83,92838
01091,2020-10-08 20:12:40.522417,757,20,5566
01093,2020-10-08 20:12:40.522417,1015,29,6530
01095,2020-10-08 20:12:40.522417,4083,45,24688
01097,2020-10-08 20:12:40.522417,13829,308,102917
01099,2020-10-08 20:12:40.522417,601,9,4500
01101,2020-10-08 20:12:40.522417,9107,188,54130
01103,2020-10-08 20:12:40.522417,3551,33,25774
01105,2020-10-08 20:12:40.522417,547,6,3102
01107,2020-10-08 20:12:40.522417,697,15,5231
01109,2020-10-08 20:12:40.522417,1254,12,8912
01111,2020-10-08 20:12:40.522417,723,13,4492
01113,2020-10-08 20:12:40.522417,1832,3,11367
01115,2020-10-08 20:12:40.522417,2521,38,21493
01117,2020-10-08 20:12:40.522417,6497,56,58658
01119,2020-10-08 20:12:40.522417,443,21,2607
01121,2020-10-08 20:12:40.522417,2306,32,18154
01123,2020-10-08 20:12:40.522417,1211,85,11033
01125,2020-10-08 20:12:40.522417,9364,124,73223
01127,2020-10-08 20:12:40.522417,2493,89,16452
01129,2020-10-08 20:12:40.522417,588,12,3476
01131,2020-10-08 20:12:40.522417,548,11,2575
01133,2020-10-08 20:12:40.522417,796,12,5483
01001,2020-10-09 20:00:41.427762,1882,28,12958
01003,2020-10-09 20:00:41.427762,6172,64,52960
01005,2020-10-09 20:00:41.427762,939,9,5398
01007,2020-10-09 20:00:41.427762,719,12,5816
01009,2020-10-09 20:00:41.427762,1689,16,11039
01011,2020-10-09 20:00:41.427762,622,16,2847
01013,2020-10-09 20:00:41.427762,943,40,4644
01015,2020-10-09 20:00:41.427762,3803,47,29531
01017,2020-10-09 20:00:41.427762,1238,43,8588
01019,2020-10-09 20:00:41.427762,662,13,4759
01021,2020-10-09 20:00:41.427762,1701,30,9404
01023,2020-10-09 20:00:41.427762,374,12,1670
01025,2020-10-09 20:00:41.427762,1203,16,6601
01027,2020-10-09 20:00:41.427762,634,9,3444
01029,2020-10-09 20:00:41.427762,452,6,2381
01031,2020-10-09 20:00:41.427762,1513,7,13441
01033,2020-10-09 20:00:41.427762,1787,27,12837
01035,2020-10-09 20:00:41.427762,546,12,2482
01037,2020-10-09 20:00:41.427762,186,3,1604
01039,2020-10-09 20:00:41.427762,1533,29,8896
01041,2020-10-09 20:00:41.427762,559,30,3152
01043,2020-10-09 20:00:41.427762,2025,21,19034
01045,2020-10-09 20:00:41.427762,1534,49,12737
01047,2020-10-09 20:00:41.427762,1828,26,10618
01049,2020-10-09 20:00:41.427762,2769,24,16124
01051,2020-10-09 20:00:41.427762,2917,50,21179
01053,2020-10-09 20:00:41.427762,1680,27,8453
01055,2020-10-09 20:00:41.427762,3754,45,28633
01057,2020-10-09 20:00:41.427762,491,10,3828
01059,2020-10-09 20:00:41.427762,1872,30,8535
01061,2020-10-09 20:00:41.427762,775,6,5977
01063,2020-10-09 20:00:41.427762,325,15,2208
01065,2020-10-09 20:00:41.427762,695,28,5051
01067,2020-10-09 20:00:41.427762,589,5,4578
01069,2020-10-09 20:00:41.427762,3466,25,33800
01071,2020-10-09 20:00:41.427762,1777,12,15168
01073,2020-10-09 20:00:41.427762,21162,361,211456
01075,2020-10-09 20:00:41.427762,407,3,3170
01077,2020-10-09 20:00:41.427762,1894,37,19762
01079,2020-10-09 20:00:41.427762,699,26,4382
01081,2020-10-09 20:00:41.427762,6268,64,48020
01083,2020-10-09 20:00:41.427762,2439,23,18231
01085,2020-10-09 20:00:41.427762,675,27,2619
01087,2020-10-09 20:00:41.427762,507,18,3729
01089,2020-10-09 20:00:41.427762,8438,83,93661
01091,2020-10-09 20:00:41.427762,850,20,6320
01093,2020-10-09 20:00:41.427762,1020,29,6581
01095,2020-10-09 20:00:41.427762,4121,45,24905
01097,2020-10-09 20:00:41.427762,13871,308,103532
01099,2020-10-09 20:00:41.427762,607,9,4540
01101,2020-10-09 20:00:41.427762,9152,188,54603
01103,2020-10-09 20:00:41.427762,3600,32,25995
01105,2020-10-09 20:00:41.427762,565,6,3157
01107,2020-10-09 20:00:41.427762,703,15,5258
01109,2020-10-09 20:00:41.427762,1259,12,8983
01111,2020-10-09 20:00:41.427762,730,13,4537
01113,2020-10-09 20:00:41.427762,1840,3,11429
01115,2020-10-09 20:00:41.427762,2557,41,21723
01117,2020-10-09 20:00:41.427762,6589,58,59356
01119,2020-10-09 20:00:41.427762,452,21,2744
01121,2020-10-09 20:00:41.427762,2349,33,18386
01123,2020-10-09 20:00:41.427762,1213,85,11142
01125,2020-10-09 20:00:41.427762,9390,126,73612
01127,2020-10-09 20:00:41.427762,2513,90,16570
01129,2020-10-09 20:00:41.427762,589,12,3511
01131,2020-10-09 20:00:41.427762,550,11,2609
01133,2020-10-09 20:00:41.427762,802,12,5517
01001,2020-10-11 01:38:30.842634,1898,28,13055
01003,2020-10-11 01:38:30.842634,6190,65,53326
01005,2020-10-11 01:38:30.842634,942,9,5428
01007,2020-10-11 01:38:30.842634,726,12,5879
01009,2020-10-11 01:38:30.842634,1704,16,11137
01011,2020-10-11 01:38:30.842634,623,16,2861
01013,2020-10-11 01:38:30.842634,952,40,4676
01015,2020-10-11 01:38:30.842634,3823,49,29711
01017,2020-10-11 01:38:30.842634,1242,43,8626
01019,2020-10-11 01:38:30.842634,666,13,4790
01021,2020-10-11 01:38:30.842634,1713,30,9484
01023,2020-10-11 01:38:30.842634,375,12,1680
01025,2020-10-11 01:38:30.842634,1216,16,6720
01027,2020-10-11 01:38:30.842634,641,9,3481
01029,2020-10-11 01:38:30.842634,467,6,2383
01031,2020-10-11 01:38:30.842634,1521,6,13539
01033,2020-10-11 01:38:30.842634,1804,27,12988
01035,2020-10-11 01:38:30.842634,547,12,2494
01037,2020-10-11 01:38:30.842634,187,3,1621
01039,2020-10-11 01:38:30.842634,1541,29,8973
01041,2020-10-11 01:38:30.842634,562,30,3168
01043,2020-10-11 01:38:30.842634,2036,21,19159
01045,2020-10-11 01:38:30.842634,1542,50,12809
01047,2020-10-11 01:38:30.842634,1829,26,10650
01049,2020-10-11 01:38:30.842634,2803,24,16253
01051,2020-10-11 01:38:30.842634,2945,50,21342
01053,2020-10-11 01:38:30.842634,1684,27,8486
01055,2020-10-11 01:38:30.842634,3769,45,28769
01057,2020-10-11 01:38:30.842634,497,10,3863
01059,2020-10-11 01:38:30.842634,1886,30,8576
01061,2020-10-11 01:38:30.842634,785,6,6033
01063,2020-10-11 01:38:30.842634,326,15,2215
01065,2020-10-11 01:38:30.842634,696,29,5071
01067,2020-10-11 01:38:30.842634,593,5,4608
01069,2020-10-11 01:38:30.842634,3482,25,34034
01071,2020-10-11 01:38:30.842634,1799,12,15253
01073,2020-10-11 01:38:30.842634,21335,362,212798
01075,2020-10-11 01:38:30.842634,413,3,3191
01077,2020-10-11 01:38:30.842634,1914,37,19924
01079,2020-10-11 01:38:30.842634,711,28,4410
01081,2020-10-11 01:38:30.842634,6281,64,48284
01083,2020-10-11 01:38:30.842634,2478,23,18358
01085,2020-10-11 01:38:30.842634,679,27,2630
01087,2020-10-11 01:38:30.842634,512,18,3745
01089,2020-10-11 01:38:30.842634,8483,83,94255
01091,2020-10-11 01:38:30.842634,876,20,6398
01093,2020-10-11 01:38:30.842634,1020,29,6633
01095,2020-10-11 01:38:30.842634,4137,45,25010
01097,2020-10-11 01:38:30.842634,13920,308,104144
01099,2020-10-11 01:38:30.842634,608,9,4563
01101,2020-10-11 01:38:30.842634,9210,189,54879
01103,2020-10-11 01:38:30.842634,3632,32,26160
01105,2020-10-11 01:38:30.842634,566,6,3174
01107,2020-10-11 01:38:30.842634,712,15,5286
01109,2020-10-11 01:38:30.842634,1266,12,9032
01111,2020-10-11 01:38:30.842634,736,13,4564
01113,2020-10-11 01:38:30.842634,1843,3,11518
01115,2020-10-11 01:38:30.842634,2573,41,21841
01117,2020-10-11 01:38:30.842634,6637,58,59780
01119,2020-10-11 01:38:30.842634,454,21,2766
01121,2020-10-11 01:38:30.842634,2375,33,18519
01123,2020-10-11 01:38:30.842634,1220,85,11206
01125,2020-10-11 01:38:30.842634,9430,128,74088
01127,2020-10-11 01:38:30.842634,2527,91,16668
01129,2020-10-11 01:38:30.842634,599,12,3549
01131,2020-10-11 01:38:30.842634,551,11,2624
01133,2020-10-11 01:38:30.842634,816,12,5553
01001,2020-10-11 19:59:23.795532,1905,28,13127
01003,2020-10-11 19:59:23.795532,6203,65,53520
01005,2020-10-11 19:59:23.795532,942,9,5438
01007,2020-10-11 19:59:23.795532,736,12,5914
01009,2020-10-11 19:59:23.795532,1713,16,11200
01011,2020-10-11 19:59:23.795532,624,16,2868
01013,2020-10-11 19:59:23.795532,958,40,4697
01015,2020-10-11 19:59:23.795532,3841,49,29814
01017,2020-10-11 19:59:23.795532,1242,43,8647
01019,2020-10-11 19:59:23.795532,670,13,4800
01021,2020-10-11 19:59:23.795532,1722,30,9534
01023,2020-10-11 19:59:23.795532,376,12,1681
01025,2020-10-11 19:59:23.795532,1219,16,6751
01027,2020-10-11 19:59:23.795532,646,9,3490
01029,2020-10-11 19:59:23.795532,468,6,2387
01031,2020-10-11 19:59:23.795532,1532,6,13566
01033,2020-10-11 19:59:23.795532,1813,27,13066
01035,2020-10-11 19:59:23.795532,547,12,2502
01037,2020-10-11 19:59:23.795532,187,3,1623
01039,2020-10-11 19:59:23.795532,1561,29,9005
01041,2020-10-11 19:59:23.795532,566,30,3186
01043,2020-10-11 19:59:23.795532,2047,21,19247
01045,2020-10-11 19:59:23.795532,1548,50,12853
01047,2020-10-11 19:59:23.795532,1830,26,10656
01049,2020-10-11 19:59:23.795532,2838,24,16359
01051,2020-10-11 19:59:23.795532,2952,50,21424
01053,2020-10-11 19:59:23.795532,1684,27,8493
01055,2020-10-11 19:59:23.795532,3791,45,28859
01057,2020-10-11 19:59:23.795532,511,10,3906
01059,2020-10-11 19:59:23.795532,1891,30,8609
01061,2020-10-11 19:59:23.795532,792,6,6063
01063,2020-10-11 19:59:23.795532,326,15,2221
01065,2020-10-11 19:59:23.795532,699,29,5128
01067,2020-10-11 19:59:23.795532,597,5,4619
01069,2020-10-11 19:59:23.795532,3494,25,34090
01071,2020-10-11 19:59:23.795532,1818,12,15366
01073,2020-10-11 19:59:23.795532,21429,362,213762
01075,2020-10-11 19:59:23.795532,420,3,3212
01077,2020-10-11 19:59:23.795532,1918,37,20070
01079,2020-10-11 19:59:23.795532,716,28,4428
01081,2020-10-11 19:59:23.795532,6292,64,48476
01083,2020-10-11 19:59:23.795532,2502,23,18489
01085,2020-10-11 19:59:23.795532,681,27,2637
01087,2020-10-11 19:59:23.795532,514,18,3764
01089,2020-10-11 19:59:23.795532,8557,83,94865
01091,2020-10-11 19:59:23.795532,882,20,6418
01093,2020-10-11 19:59:23.795532,1019,29,6657
01095,2020-10-11 19:59:23.795532,4147,45,25099
01097,2020-10-11 19:59:23.795532,13954,308,104698
01099,2020-10-11 19:59:23.795532,608,9,4575
01101,2020-10-11 19:59:23.795532,9244,189,55041
01103,2020-10-11 19:59:23.795532,3665,32,26328
01105,2020-10-11 19:59:23.795532,571,6,3182
01107,2020-10-11 19:59:23.795532,721,15,5323
01109,2020-10-11 19:59:23.795532,1267,12,9070
01111,2020-10-11 19:59:23.795532,739,13,4584
01113,2020-10-11 19:59:23.795532,1854,3,11550
01115,2020-10-11 19:59:23.795532,2582,41,21933
01117,2020-10-11 19:59:23.795532,6673,58,60071
01119,2020-10-11 19:59:23.795532,457,21,2771
01121,2020-10-11 19:59:23.795532,2401,33,18584
01123,2020-10-11 19:59:23.795532,1220,85,11236
01125,2020-10-11 19:59:23.795532,9503,128,74593
01127,2020-10-11 19:59:23.795532,2533,91,16740
01129,2020-10-11 19:59:23.795532,605,12,3578
01131,2020-10-11 19:59:23.795532,553,11,2636
01133,2020-10-11 19:59:23.795532,826,12,5601
01001,2020-10-12 20:05:31.151738,1911,28,13189
01003,2020-10-12 20:05:31.151738,6220,65,53619
01005,2020-10-12 20:05:31.151738,944,9,5448
01007,2020-10-12 20:05:31.151738,738,12,5935
01009,2020-10-12 20:05:31.151738,1722,16,11239
01011,2020-10-12 20:05:31.151738,625,16,2879
01013,2020-10-12 20:05:31.151738,962,40,4713
01015,2020-10-12 20:05:31.151738,3861,49,29936
01017,2020-10-12 20:05:31.151738,1245,43,8664
01019,2020-10-12 20:05:31.151738,674,13,4827
01021,2020-10-12 20:05:31.151738,1733,30,9569
01023,2020-10-12 20:05:31.151738,377,12,1684
01025,2020-10-12 20:05:31.151738,1220,16,6762
01027,2020-10-12 20:05:31.151738,650,9,3502
01029,2020-10-12 20:05:31.151738,469,6,2393
01031,2020-10-12 20:05:31.151738,1543,6,13601
01033,2020-10-12 20:05:31.151738,1824,27,13126
01035,2020-10-12 20:05:31.151738,547,12,2504
01037,2020-10-12 20:05:31.151738,188,3,1628
01039,2020-10-12 20:05:31.151738,1570,29,9019
01041,2020-10-12 20:05:31.151738,567,30,3195
01043,2020-10-12 20:05:31.151738,2073,21,19403
01045,2020-10-12 20:05:31.151738,1557,50,12885
01047,2020-10-12 20:05:31.151738,1832,26,10672
01049,2020-10-12 20:05:31.151738,2854,24,16408
01051,2020-10-12 20:05:31.151738,2967,50,21510
01053,2020-10-12 20:05:31.151738,1684,27,8502
01055,2020-10-12 20:05:31.151738,3806,45,28995
01057,2020-10-12 20:05:31.151738,515,10,3917
01059,2020-10-12 20:05:31.151738,1896,30,8621
01061,2020-10-12 20:05:31.151738,796,6,6083
01063,2020-10-12 20:05:31.151738,326,15,2224
01065,2020-10-12 20:05:31.151738,703,29,5144
01067,2020-10-12 20:05:31.151738,602,5,4636
01069,2020-10-12 20:05:31.151738,3511,25,34209
01071,2020-10-12 20:05:31.151738,1834,12,15425
01073,2020-10-12 20:05:31.151738,21516,362,214665
01075,2020-10-12 20:05:31.151738,423,3,3219
01077,2020-10-12 20:05:31.151738,1935,37,20167
01079,2020-10-12 20:05:31.151738,729,28,4476
01081,2020-10-12 20:05:31.151738,6325,64,48574
01083,2020-10-12 20:05:31.151738,2523,23,18562
01085,2020-10-12 20:05:31.151738,682,27,2641
01087,2020-10-12 20:05:31.151738,515,18,3777
01089,2020-10-12 20:05:31.151738,8605,83,95258
01091,2020-10-12 20:05:31.151738,898,20,6447
01093,2020-10-12 20:05:31.151738,1022,29,6674
01095,2020-10-12 20:05:31.151738,4153,45,25156
01097,2020-10-12 20:05:31.151738,13983,309,104986
01099,2020-10-12 20:05:31.151738,610,9,4580
01101,2020-10-12 20:05:31.151738,9293,189,55315
01103,2020-10-12 20:05:31.151738,3691,32,26504
01105,2020-10-12 20:05:31.151738,572,6,3186
01107,2020-10-12 20:05:31.151738,723,15,5353
01109,2020-10-12 20:05:31.151738,1272,12,9104
01111,2020-10-12 20:05:31.151738,740,13,4591
01113,2020-10-12 20:05:31.151738,1859,3,11597
01115,2020-10-12 20:05:31.151738,2590,41,22013
01117,2020-10-12 20:05:31.151738,6706,58,60320
01119,2020-10-12 20:05:31.151738,457,21,2775
01121,2020-10-12 20:05:31.151738,2408,33,18641
01123,2020-10-12 20:05:31.151738,1222,85,11268
01125,2020-10-12 20:05:31.151738,9547,128,74828
01127,2020-10-12 20:05:31.151738,2539,91,16798
01129,2020-10-12 20:05:31.151738,606,12,3597
01131,2020-10-12 20:05:31.151738,553,11,2641
01133,2020-10-12 20:05:31.151738,833,12,5634
01001,2020-10-13 19:47:55.807207,1924,28,13252
01003,2020-10-13 19:47:55.807207,6248,65,53818
01005,2020-10-13 19:47:55.807207,951,9,5494
01007,2020-10-13 19:47:55.807207,744,12,5967
01009,2020-10-13 19:47:55.807207,1742,16,11327
01011,2020-10-13 19:47:55.807207,626,16,2893
01013,2020-10-13 19:47:55.807207,968,40,4736
01015,2020-10-13 19:47:55.807207,3897,49,30156
01017,2020-10-13 19:47:55.807207,1254,43,8758
01019,2020-10-13 19:47:55.807207,687,13,4922
01021,2020-10-13 19:47:55.807207,1738,30,9611
01023,2020-10-13 19:47:55.807207,377,12,1686
01025,2020-10-13 19:47:55.807207,1223,16,6826
01027,2020-10-13 19:47:55.807207,661,9,3549
01029,2020-10-13 19:47:55.807207,475,6,2418
01031,2020-10-13 19:47:55.807207,1551,6,13645
01033,2020-10-13 19:47:55.807207,1832,27,13202
01035,2020-10-13 19:47:55.807207,549,12,2515
01037,2020-10-13 19:47:55.807207,189,3,1639
01039,2020-10-13 19:47:55.807207,1584,29,9082
01041,2020-10-13 19:47:55.807207,570,30,3214
01043,2020-10-13 19:47:55.807207,2110,21,19558
01045,2020-10-13 19:47:55.807207,1561,50,12918
01047,2020-10-13 19:47:55.807207,1836,26,10731
01049,2020-10-13 19:47:55.807207,2913,24,16560
01051,2020-10-13 19:47:55.807207,2995,50,21760
01053,2020-10-13 19:47:55.807207,1690,27,8577
01055,2020-10-13 19:47:55.807207,3838,45,29240
01057,2020-10-13 19:47:55.807207,518,10,3949
01059,2020-10-13 19:47:55.807207,1900,30,8650
01061,2020-10-13 19:47:55.807207,799,6,6112
01063,2020-10-13 19:47:55.807207,326,15,2239
01065,2020-10-13 19:47:55.807207,712,29,5194
01067,2020-10-13 19:47:55.807207,605,5,4669
01069,2020-10-13 19:47:55.807207,3515,25,34351
01071,2020-10-13 19:47:55.807207,1845,12,15455
01073,2020-10-13 19:47:55.807207,21652,362,215496
01075,2020-10-13 19:47:55.807207,424,3,3232
01077,2020-10-13 19:47:55.807207,1944,37,20235
01079,2020-10-13 19:47:55.807207,741,28,4532
01081,2020-10-13 19:47:55.807207,6335,64,48823
01083,2020-10-13 19:47:55.807207,2541,23,18638
01085,2020-10-13 19:47:55.807207,685,27,2651
01087,2020-10-13 19:47:55.807207,519,18,3803
01089,2020-10-13 19:47:55.807207,8646,83,95559
01091,2020-10-13 19:47:55.807207,903,20,6482
01093,2020-10-13 19:47:55.807207,1024,29,6705
01095,2020-10-13 19:47:55.807207,4172,45,25289
01097,2020-10-13 19:47:55.807207,14023,309,105214
01099,2020-10-13 19:47:55.807207,614,9,4602
01101,2020-10-13 19:47:55.807207,9346,189,55627
01103,2020-10-13 19:47:55.807207,3724,32,26646
01105,2020-10-13 19:47:55.807207,575,6,3203
01107,2020-10-13 19:47:55.807207,735,15,5427
01109,2020-10-13 19:47:55.807207,1280,12,9135
01111,2020-10-13 19:47:55.807207,747,13,4614
01113,2020-10-13 19:47:55.807207,1869,3,11665
01115,2020-10-13 19:47:55.807207,2631,41,22194
01117,2020-10-13 19:47:55.807207,6758,58,60633
01119,2020-10-13 19:47:55.807207,457,21,2784
01121,2020-10-13 19:47:55.807207,2447,33,18767
01123,2020-10-13 19:47:55.807207,1233,85,11355
01125,2020-10-13 19:47:55.807207,9619,128,75362
01127,2020-10-13 19:47:55.807207,2586,91,16976
01129,2020-10-13 19:47:55.807207,607,12,3615
01131,2020-10-13 19:47:55.807207,554,11,2657
01133,2020-10-13 19:47:55.807207,849,12,5691
01001,2020-10-14 20:01:38.657170,1928,28,13301
01003,2020-10-14 20:01:38.657170,6270,66,54007
01005,2020-10-14 20:01:38.657170,950,9,5501
01007,2020-10-14 20:01:38.657170,744,13,6030
01009,2020-10-14 20:01:38.657170,1750,23,11353
01011,2020-10-14 20:01:38.657170,628,16,2913
01013,2020-10-14 20:01:38.657170,977,40,4759
01015,2020-10-14 20:01:38.657170,3922,57,30291
01017,2020-10-14 20:01:38.657170,1256,43,8817
01019,2020-10-14 20:01:38.657170,687,14,4978
01021,2020-10-14 20:01:38.657170,1740,31,9640
01023,2020-10-14 20:01:38.657170,377,12,1689
01025,2020-10-14 20:01:38.657170,1229,16,6859
01027,2020-10-14 20:01:38.657170,667,11,3555
01029,2020-10-14 20:01:38.657170,483,6,2451
01031,2020-10-14 20:01:38.657170,1568,7,13714
01033,2020-10-14 20:01:38.657170,1840,27,13248
01035,2020-10-14 20:01:38.657170,549,12,2517
01037,2020-10-14 20:01:38.657170,190,3,1645
01039,2020-10-14 20:01:38.657170,1585,29,9102
01041,2020-10-14 20:01:38.657170,574,30,3224
01043,2020-10-14 20:01:38.657170,2132,21,19677
01045,2020-10-14 20:01:38.657170,1564,50,12957
01047,2020-10-14 20:01:38.657170,1837,26,10740
01049,2020-10-14 20:01:38.657170,2942,24,16635
01051,2020-10-14 20:01:38.657170,3009,51,21844
01053,2020-10-14 20:01:38.657170,1687,27,8588
01055,2020-10-14 20:01:38.657170,3869,46,29369
01057,2020-10-14 20:01:38.657170,520,10,3957
01059,2020-10-14 20:01:38.657170,1916,30,8669
01061,2020-10-14 20:01:38.657170,806,7,6138
01063,2020-10-14 20:01:38.657170,329,15,2249
01065,2020-10-14 20:01:38.657170,714,29,5210
01067,2020-10-14 20:01:38.657170,611,5,4689
01069,2020-10-14 20:01:38.657170,3537,25,34458
01071,2020-10-14 20:01:38.657170,1876,13,15559
01073,2020-10-14 20:01:38.657170,21746,362,216406
01075,2020-10-14 20:01:38.657170,426,3,3241
01077,2020-10-14 20:01:38.657170,1950,38,20312
01079,2020-10-14 20:01:38.657170,748,28,4552
01081,2020-10-14 20:01:38.657170,6346,64,48957
01083,2020-10-14 20:01:38.657170,2574,25,18749
01085,2020-10-14 20:01:38.657170,685,27,2661
01087,2020-10-14 20:01:38.657170,520,18,3817
01089,2020-10-14 20:01:38.657170,8678,83,95951
01091,2020-10-14 20:01:38.657170,910,21,6492
