FIPS,Scrape Time,Total Cases,Total Deaths,Total Tested
01093,2020-10-14 20:01:38.657170,1025,29,6716
01095,2020-10-14 20:01:38.657170,4182,46,25368
01097,2020-10-14 20:01:38.657170,14056,312,105596
01099,2020-10-14 20:01:38.657170,615,9,4616
01101,2020-10-14 20:01:38.657170,9399,194,55882
01103,2020-10-14 20:01:38.657170,3757,32,26817
01105,2020-10-14 20:01:38.657170,575,6,3209
01107,2020-10-14 20:01:38.657170,747,15,5510
01109,2020-10-14 20:01:38.657170,1284,12,9175
01111,2020-10-14 20:01:38.657170,761,13,4643
01113,2020-10-14 20:01:38.657170,1868,3,11727
01115,2020-10-14 20:01:38.657170,2647,41,22276
01117,2020-10-14 20:01:38.657170,6804,59,60958
01119,2020-10-14 20:01:38.657170,459,21,2786
01121,2020-10-14 20:01:38.657170,2454,33,18835
01123,2020-10-14 20:01:38.657170,1236,85,11387
01125,2020-10-14 20:01:38.657170,9651,128,75576
01127,2020-10-14 20:01:38.657170,2590,91,17018
01129,2020-10-14 20:01:38.657170,611,12,3620
01131,2020-10-14 20:01:38.657170,554,11,2664
01133,2020-10-14 20:01:38.657170,856,13,5716
01001,2020-10-15 21:38:34.032876,1949,28,13391
01003,2020-10-15 21:38:34.032876,6285,66,54206
01005,2020-10-15 21:38:34.032876,965,9,5558
01007,2020-10-15 21:38:34.032876,761,13,6066
01009,2020-10-15 21:38:34.032876,1768,23,11437
01011,2020-10-15 21:38:34.032876,628,17,2924
01013,2020-10-15 21:38:34.032876,982,40,4793
01015,2020-10-15 21:38:34.032876,3949,59,30390
01017,2020-10-15 21:38:34.032876,1260,43,8920
01019,2020-10-15 21:38:34.032876,696,14,5017
01021,2020-10-15 21:38:34.032876,1756,31,9745
01023,2020-10-15 21:38:34.032876,379,12,1695
01025,2020-10-15 21:38:34.032876,1236,16,6890
01027,2020-10-15 21:38:34.032876,674,12,3585
01029,2020-10-15 21:38:34.032876,489,6,2474
01031,2020-10-15 21:38:34.032876,1588,9,13788
01033,2020-10-15 21:38:34.032876,1851,27,13358
01035,2020-10-15 21:38:34.032876,550,13,2525
01037,2020-10-15 21:38:34.032876,191,3,1661
01039,2020-10-15 21:38:34.032876,1604,29,9193
01041,2020-10-15 21:38:34.032876,573,30,3239
01043,2020-10-15 21:38:34.032876,2168,23,19828
01045,2020-10-15 21:38:34.032876,1580,51,13058
01047,2020-10-15 21:38:34.032876,1841,27,10765
01049,2020-10-15 21:38:34.032876,2996,26,16823
01051,2020-10-15 21:38:34.032876,3028,52,21926
01053,2020-10-15 21:38:34.032876,1691,27,8614
01055,2020-10-15 21:38:34.032876,3896,48,29582
01057,2020-10-15 21:38:34.032876,525,11,4006
01059,2020-10-15 21:38:34.032876,1928,31,8707
01061,2020-10-15 21:38:34.032876,810,7,6184
01063,2020-10-15 21:38:34.032876,328,15,2258
01065,2020-10-15 21:38:34.032876,726,29,5262
01067,2020-10-15 21:38:34.032876,615,6,4724
01069,2020-10-15 21:38:34.032876,3559,29,34663
01071,2020-10-15 21:38:34.032876,1901,13,15734
01073,2020-10-15 21:38:34.032876,21897,364,217707
01075,2020-10-15 21:38:34.032876,429,3,3265
01077,2020-10-15 21:38:34.032876,1974,39,20480
01079,2020-10-15 21:38:34.032876,759,30,4588
01081,2020-10-15 21:38:34.032876,6367,66,49266
01083,2020-10-15 21:38:34.032876,2605,27,18879
01085,2020-10-15 21:38:34.032876,687,27,2666
01087,2020-10-15 21:38:34.032876,521,19,3834
01089,2020-10-15 21:38:34.032876,8742,88,96709
01091,2020-10-15 21:38:34.032876,928,21,6535
01093,2020-10-15 21:38:34.032876,1032,29,6768
01095,2020-10-15 21:38:34.032876,4194,47,25469
01097,2020-10-15 21:38:34.032876,14120,313,106135
01099,2020-10-15 21:38:34.032876,618,9,4634
01101,2020-10-15 21:38:34.032876,9453,195,56218
01103,2020-10-15 21:38:34.032876,3800,32,27033
01105,2020-10-15 21:38:34.032876,577,6,3216
01107,2020-10-15 21:38:34.032876,761,17,5554
01109,2020-10-15 21:38:34.032876,1288,12,9210
01111,2020-10-15 21:38:34.032876,766,14,4676
01113,2020-10-15 21:38:34.032876,1874,3,11807
01115,2020-10-15 21:38:34.032876,2676,42,22407
01117,2020-10-15 21:38:34.032876,6853,60,61410
01119,2020-10-15 21:38:34.032876,461,21,2798
01121,2020-10-15 21:38:34.032876,2473,34,18989
01123,2020-10-15 21:38:34.032876,1245,85,11428
01125,2020-10-15 21:38:34.032876,9702,130,76035
01127,2020-10-15 21:38:34.032876,2602,91,17101
01129,2020-10-15 21:38:34.032876,613,12,3641
01131,2020-10-15 21:38:34.032876,554,12,2678
01133,2020-10-15 21:38:34.032876,865,13,5757
01001,2020-10-16 20:39:58.034855,1966,28,13470
01003,2020-10-16 20:39:58.034855,6333,67,54502
01005,2020-10-16 20:39:58.034855,968,9,5581
01007,2020-10-16 20:39:58.034855,771,13,6141
01009,2020-10-16 20:39:58.034855,1783,23,11514
01011,2020-10-16 20:39:58.034855,631,17,2934
01013,2020-10-16 20:39:58.034855,988,40,4814
01015,2020-10-16 20:39:58.034855,4003,59,30609
01017,2020-10-16 20:39:58.034855,1263,43,9002
01019,2020-10-16 20:39:58.034855,702,14,5049
01021,2020-10-16 20:39:58.034855,1767,31,9808
01023,2020-10-16 20:39:58.034855,383,12,1697
01025,2020-10-16 20:39:58.034855,1240,16,6966
01027,2020-10-16 20:39:58.034855,679,12,3598
01029,2020-10-16 20:39:58.034855,504,7,2486
01031,2020-10-16 20:39:58.034855,1606,9,13856
01033,2020-10-16 20:39:58.034855,1869,27,13448
01035,2020-10-16 20:39:58.034855,550,13,2530
01037,2020-10-16 20:39:58.034855,192,3,1667
01039,2020-10-16 20:39:58.034855,1612,29,9233
01041,2020-10-16 20:39:58.034855,578,30,3261
01043,2020-10-16 20:39:58.034855,2190,23,19977
01045,2020-10-16 20:39:58.034855,1594,51,13116
01047,2020-10-16 20:39:58.034855,1841,27,10776
01049,2020-10-16 20:39:58.034855,3036,26,16952
01051,2020-10-16 20:39:58.034855,3045,52,22062
01053,2020-10-16 20:39:58.034855,1695,28,8636
01055,2020-10-16 20:39:58.034855,3924,49,29774
01057,2020-10-16 20:39:58.034855,532,12,4029
01059,2020-10-16 20:39:58.034855,1952,31,8777
01061,2020-10-16 20:39:58.034855,814,7,6226
01063,2020-10-16 20:39:58.034855,329,16,2270
01065,2020-10-16 20:39:58.034855,729,29,5288
01067,2020-10-16 20:39:58.034855,620,6,4752
01069,2020-10-16 20:39:58.034855,3582,32,34794
01071,2020-10-16 20:39:58.034855,1943,14,15842
01073,2020-10-16 20:39:58.034855,22030,371,219019
01075,2020-10-16 20:39:58.034855,441,5,3288
01077,2020-10-16 20:39:58.034855,1994,40,20577
01079,2020-10-16 20:39:58.034855,772,30,4627
01081,2020-10-16 20:39:58.034855,6400,66,49890
01083,2020-10-16 20:39:58.034855,2638,27,18999
01085,2020-10-16 20:39:58.034855,693,27,2680
01087,2020-10-16 20:39:58.034855,523,19,3851
01089,2020-10-16 20:39:58.034855,8818,92,97359
01091,2020-10-16 20:39:58.034855,938,21,6561
01093,2020-10-16 20:39:58.034855,1036,29,6800
01095,2020-10-16 20:39:58.034855,4209,48,25548
01097,2020-10-16 20:39:58.034855,14160,313,106633
01099,2020-10-16 20:39:58.034855,619,9,4645
01101,2020-10-16 20:39:58.034855,9517,196,56569
01103,2020-10-16 20:39:58.034855,3846,32,27191
01105,2020-10-16 20:39:58.034855,576,6,3232
01107,2020-10-16 20:39:58.034855,775,17,5562
01109,2020-10-16 20:39:58.034855,1293,12,9265
01111,2020-10-16 20:39:58.034855,774,14,4702
01113,2020-10-16 20:39:58.034855,1889,3,11895
01115,2020-10-16 20:39:58.034855,2705,42,22527
01117,2020-10-16 20:39:58.034855,6906,60,61746
01119,2020-10-16 20:39:58.034855,463,21,2822
01121,2020-10-16 20:39:58.034855,2495,34,19066
01123,2020-10-16 20:39:58.034855,1249,86,11462
01125,2020-10-16 20:39:58.034855,9747,132,76353
01127,2020-10-16 20:39:58.034855,2615,92,17174
01129,2020-10-16 20:39:58.034855,615,12,3656
01131,2020-10-16 20:39:58.034855,554,12,2684
01133,2020-10-16 20:39:58.034855,870,13,5769
01001,2020-10-17 20:05:13.816520,1983,28,13590
01003,2020-10-17 20:05:13.816520,6350,67,54814
01005,2020-10-17 20:05:13.816520,977,9,5640
01007,2020-10-17 20:05:13.816520,775,13,6188
01009,2020-10-17 20:05:13.816520,1807,23,11617
01011,2020-10-17 20:05:13.816520,634,17,2953
01013,2020-10-17 20:05:13.816520,990,40,4841
01015,2020-10-17 20:05:13.816520,4066,59,30784
01017,2020-10-17 20:05:13.816520,1266,43,9065
01019,2020-10-17 20:05:13.816520,713,14,5079
01021,2020-10-17 20:05:13.816520,1779,31,9869
01023,2020-10-17 20:05:13.816520,386,12,1707
01025,2020-10-17 20:05:13.816520,1259,16,7072
01027,2020-10-17 20:05:13.816520,697,12,3645
01029,2020-10-17 20:05:13.816520,515,7,2528
01031,2020-10-17 20:05:13.816520,1615,9,13914
01033,2020-10-17 20:05:13.816520,1883,27,13504
01035,2020-10-17 20:05:13.816520,554,13,2537
01037,2020-10-17 20:05:13.816520,196,3,1680
01039,2020-10-17 20:05:13.816520,1640,29,9307
01041,2020-10-17 20:05:13.816520,583,30,3280
01043,2020-10-17 20:05:13.816520,2212,23,20093
01045,2020-10-17 20:05:13.816520,1604,51,13168
01047,2020-10-17 20:05:13.816520,1845,27,10811
01049,2020-10-17 20:05:13.816520,3095,26,17085
01051,2020-10-17 20:05:13.816520,3074,52,22156
01053,2020-10-17 20:05:13.816520,1702,28,8679
01055,2020-10-17 20:05:13.816520,3951,49,30018
01057,2020-10-17 20:05:13.816520,536,12,4051
01059,2020-10-17 20:05:13.816520,1974,31,8828
01061,2020-10-17 20:05:13.816520,823,7,6248
01063,2020-10-17 20:05:13.816520,329,16,2281
01065,2020-10-17 20:05:13.816520,734,29,5313
01067,2020-10-17 20:05:13.816520,621,6,4773
01069,2020-10-17 20:05:13.816520,3599,32,34929
01071,2020-10-17 20:05:13.816520,1964,14,15926
01073,2020-10-17 20:05:13.816520,22194,372,220338
01075,2020-10-17 20:05:13.816520,446,5,3299
01077,2020-10-17 20:05:13.816520,2029,40,20783
01079,2020-10-17 20:05:13.816520,782,30,4660
01081,2020-10-17 20:05:13.816520,6421,66,50102
01083,2020-10-17 20:05:13.816520,2658,27,19140
01085,2020-10-17 20:05:13.816520,696,27,2688
01087,2020-10-17 20:05:13.816520,527,19,3867
01089,2020-10-17 20:05:13.816520,8893,92,97918
01091,2020-10-17 20:05:13.816520,956,21,6601
01093,2020-10-17 20:05:13.816520,1037,29,6816
01095,2020-10-17 20:05:13.816520,4240,48,25650
01097,2020-10-17 20:05:13.816520,14217,314,107392
01099,2020-10-17 20:05:13.816520,624,9,4691
01101,2020-10-17 20:05:13.816520,9584,196,56896
01103,2020-10-17 20:05:13.816520,3885,32,27406
01105,2020-10-17 20:05:13.816520,577,6,3237
01107,2020-10-17 20:05:13.816520,778,17,5589
01109,2020-10-17 20:05:13.816520,1299,12,9300
01111,2020-10-17 20:05:13.816520,781,14,4739
01113,2020-10-17 20:05:13.816520,1898,3,11945
01115,2020-10-17 20:05:13.816520,2735,42,22714
01117,2020-10-17 20:05:13.816520,6955,60,62214
01119,2020-10-17 20:05:13.816520,464,21,2829
01121,2020-10-17 20:05:13.816520,2529,34,19236
01123,2020-10-17 20:05:13.816520,1267,86,11537
01125,2020-10-17 20:05:13.816520,9782,132,76631
01127,2020-10-17 20:05:13.816520,2627,92,17244
01129,2020-10-17 20:05:13.816520,614,12,3687
01131,2020-10-17 20:05:13.816520,554,12,2693
01133,2020-10-17 20:05:13.816520,882,13,5812
01001,2020-10-18 20:01:54.613274,1989,28,13658
01003,2020-10-18 20:01:54.613274,6369,67,55044
01005,2020-10-18 20:01:54.613274,981,9,5655
01007,2020-10-18 20:01:54.613274,785,13,6220
01009,2020-10-18 20:01:54.613274,1827,23,11657
01011,2020-10-18 20:01:54.613274,634,17,2955
01013,2020-10-18 20:01:54.613274,996,40,4858
01015,2020-10-18 20:01:54.613274,4084,59,30870
01017,2020-10-18 20:01:54.613274,1266,43,9086
01019,2020-10-18 20:01:54.613274,714,14,5095
01021,2020-10-18 20:01:54.613274,1787,31,9887
01023,2020-10-18 20:01:54.613274,386,12,1711
01025,2020-10-18 20:01:54.613274,1261,16,7088
01027,2020-10-18 20:01:54.613274,703,12,3661
01029,2020-10-18 20:01:54.613274,520,7,2539
01031,2020-10-18 20:01:54.613274,1629,9,13951
01033,2020-10-18 20:01:54.613274,1889,27,13560
01035,2020-10-18 20:01:54.613274,554,13,2541
01037,2020-10-18 20:01:54.613274,196,3,1682
01039,2020-10-18 20:01:54.613274,1644,29,9338
01041,2020-10-18 20:01:54.613274,588,30,3285
01043,2020-10-18 20:01:54.613274,2239,23,20169
01045,2020-10-18 20:01:54.613274,1615,51,13219
01047,2020-10-18 20:01:54.613274,1845,27,10819
01049,2020-10-18 20:01:54.613274,3133,26,17135
01051,2020-10-18 20:01:54.613274,3081,52,22254
01053,2020-10-18 20:01:54.613274,1703,28,8695
01055,2020-10-18 20:01:54.613274,3991,49,30095
01057,2020-10-18 20:01:54.613274,540,12,4065
01059,2020-10-18 20:01:54.613274,1981,31,8857
01061,2020-10-18 20:01:54.613274,829,7,6267
01063,2020-10-18 20:01:54.613274,333,16,2288
01065,2020-10-18 20:01:54.613274,737,29,5339
01067,2020-10-18 20:01:54.613274,628,6,4786
01069,2020-10-18 20:01:54.613274,3623,32,35001
01071,2020-10-18 20:01:54.613274,1979,14,15994
01073,2020-10-18 20:01:54.613274,22300,372,221055
01075,2020-10-18 20:01:54.613274,455,5,3310
01077,2020-10-18 20:01:54.613274,2043,40,20866
01079,2020-10-18 20:01:54.613274,788,30,4682
01081,2020-10-18 20:01:54.613274,6430,66,50175
01083,2020-10-18 20:01:54.613274,2683,27,19279
01085,2020-10-18 20:01:54.613274,698,27,2702
01087,2020-10-18 20:01:54.613274,528,19,3885
01089,2020-10-18 20:01:54.613274,8951,92,98464
01091,2020-10-18 20:01:54.613274,964,21,6625
01093,2020-10-18 20:01:54.613274,1039,29,6848
01095,2020-10-18 20:01:54.613274,4253,48,25715
01097,2020-10-18 20:01:54.613274,14273,314,107984
01099,2020-10-18 20:01:54.613274,625,9,4711
01101,2020-10-18 20:01:54.613274,9615,196,57159
01103,2020-10-18 20:01:54.613274,3932,32,27576
01105,2020-10-18 20:01:54.613274,579,6,3244
01107,2020-10-18 20:01:54.613274,793,17,5647
01109,2020-10-18 20:01:54.613274,1301,12,9315
01111,2020-10-18 20:01:54.613274,793,14,4753
01113,2020-10-18 20:01:54.613274,1899,3,11963
01115,2020-10-18 20:01:54.613274,2767,42,22799
01117,2020-10-18 20:01:54.613274,7002,60,62465
01119,2020-10-18 20:01:54.613274,464,21,2834
01121,2020-10-18 20:01:54.613274,2536,34,19284
01123,2020-10-18 20:01:54.613274,1269,86,11556
01125,2020-10-18 20:01:54.613274,9886,132,77195
01127,2020-10-18 20:01:54.613274,2641,92,17295
01129,2020-10-18 20:01:54.613274,620,12,3703
01131,2020-10-18 20:01:54.613274,554,12,2702
01133,2020-10-18 20:01:54.613274,886,13,5847
01001,2020-10-19 20:12:31.483077,1999,28,13741
01003,2020-10-19 20:12:31.483077,6375,67,55162
01005,2020-10-19 20:12:31.483077,981,9,5669
01007,2020-10-19 20:12:31.483077,789,13,6253
01009,2020-10-19 20:12:31.483077,1838,23,11698
01011,2020-10-19 20:12:31.483077,635,17,2964
01013,2020-10-19 20:12:31.483077,998,40,4874
01015,2020-10-19 20:12:31.483077,4102,59,30992
01017,2020-10-19 20:12:31.483077,1273,43,9105
01019,2020-10-19 20:12:31.483077,715,14,5117
01021,2020-10-19 20:12:31.483077,1805,31,9935
01023,2020-10-19 20:12:31.483077,386,12,1714
01025,2020-10-19 20:12:31.483077,1267,16,7111
01027,2020-10-19 20:12:31.483077,707,12,3685
01029,2020-10-19 20:12:31.483077,524,7,2563
01031,2020-10-19 20:12:31.483077,1640,9,14009
01033,2020-10-19 20:12:31.483077,1906,27,13649
01035,2020-10-19 20:12:31.483077,554,13,2544
01037,2020-10-19 20:12:31.483077,196,3,1687
01039,2020-10-19 20:12:31.483077,1647,29,9358
01041,2020-10-19 20:12:31.483077,590,30,3300
01043,2020-10-19 20:12:31.483077,2258,23,20257
01045,2020-10-19 20:12:31.483077,1625,51,13283
01047,2020-10-19 20:12:31.483077,1852,27,10844
01049,2020-10-19 20:12:31.483077,3167,27,17241
01051,2020-10-19 20:12:31.483077,3095,52,22413
01053,2020-10-19 20:12:31.483077,1709,28,8733
01055,2020-10-19 20:12:31.483077,4020,49,30266
01057,2020-10-19 20:12:31.483077,547,12,4101
01059,2020-10-19 20:12:31.483077,1991,31,8893
01061,2020-10-19 20:12:31.483077,833,7,6288
01063,2020-10-19 20:12:31.483077,333,16,2310
01065,2020-10-19 20:12:31.483077,745,29,5390
01067,2020-10-19 20:12:31.483077,631,6,4804
01069,2020-10-19 20:12:31.483077,3631,32,35077
01071,2020-10-19 20:12:31.483077,1991,14,16046
01073,2020-10-19 20:12:31.483077,22400,372,222097
01075,2020-10-19 20:12:31.483077,457,5,3320
01077,2020-10-19 20:12:31.483077,2063,40,21043
01079,2020-10-19 20:12:31.483077,792,30,4717
01081,2020-10-19 20:12:31.483077,6439,66,50266
01083,2020-10-19 20:12:31.483077,2692,27,19370
01085,2020-10-19 20:12:31.483077,699,27,2713
01087,2020-10-19 20:12:31.483077,529,19,3897
01089,2020-10-19 20:12:31.483077,8999,92,99525
01091,2020-10-19 20:12:31.483077,967,21,6757
01093,2020-10-19 20:12:31.483077,1042,29,6910
01095,2020-10-19 20:12:31.483077,4267,48,25777
01097,2020-10-19 20:12:31.483077,14282,314,108175
01099,2020-10-19 20:12:31.483077,627,9,4723
01101,2020-10-19 20:12:31.483077,9691,196,57536
01103,2020-10-19 20:12:31.483077,3945,32,27696
01105,2020-10-19 20:12:31.483077,579,6,3265
01107,2020-10-19 20:12:31.483077,803,17,5721
01109,2020-10-19 20:12:31.483077,1302,12,9352
01111,2020-10-19 20:12:31.483077,795,14,4767
01113,2020-10-19 20:12:31.483077,1902,3,11983
01115,2020-10-19 20:12:31.483077,2797,42,22934
01117,2020-10-19 20:12:31.483077,7035,60,62729
01119,2020-10-19 20:12:31.483077,464,21,2844
01121,2020-10-19 20:12:31.483077,2550,34,19338
01123,2020-10-19 20:12:31.483077,1272,86,11580
01125,2020-10-19 20:12:31.483077,9983,132,77743
01127,2020-10-19 20:12:31.483077,2680,92,17438
01129,2020-10-19 20:12:31.483077,621,12,3708
01131,2020-10-19 20:12:31.483077,557,12,2711
01133,2020-10-19 20:12:31.483077,899,13,5899
01001,2020-10-20 20:33:21.320945,2010,29,13802
01003,2020-10-20 20:33:21.320945,6405,69,55375
01005,2020-10-20 20:33:21.320945,988,9,5719
01007,2020-10-20 20:33:21.320945,791,14,6281
01009,2020-10-20 20:33:21.320945,1848,24,11746
01011,2020-10-20 20:33:21.320945,635,17,2979
01013,2020-10-20 20:33:21.320945,998,40,4881
01015,2020-10-20 20:33:21.320945,4127,59,31104
01017,2020-10-20 20:33:21.320945,1301,43,9336
01019,2020-10-20 20:33:21.320945,722,14,5177
01021,2020-10-20 20:33:21.320945,1817,31,9988
01023,2020-10-20 20:33:21.320945,387,12,1716
01025,2020-10-20 20:33:21.320945,1271,17,7147
01027,2020-10-20 20:33:21.320945,719,12,3716
01029,2020-10-20 20:33:21.320945,528,7,2584
01031,2020-10-20 20:33:21.320945,1666,9,14083
01033,2020-10-20 20:33:21.320945,1922,28,13727
01035,2020-10-20 20:33:21.320945,557,13,2556
01037,2020-10-20 20:33:21.320945,197,3,1701
01039,2020-10-20 20:33:21.320945,1660,29,9403
01041,2020-10-20 20:33:21.320945,593,30,3312
01043,2020-10-20 20:33:21.320945,2276,23,20330
01045,2020-10-20 20:33:21.320945,1634,51,13320
01047,2020-10-20 20:33:21.320945,1856,27,10894
01049,2020-10-20 20:33:21.320945,3196,28,17363
01051,2020-10-20 20:33:21.320945,3107,52,22470
01053,2020-10-20 20:33:21.320945,1713,28,8773
01055,2020-10-20 20:33:21.320945,4057,49,30489
01057,2020-10-20 20:33:21.320945,553,12,4111
01059,2020-10-20 20:33:21.320945,1997,31,8911
01061,2020-10-20 20:33:21.320945,841,7,6303
01063,2020-10-20 20:33:21.320945,339,16,2327
01065,2020-10-20 20:33:21.320945,745,29,5388
01067,2020-10-20 20:33:21.320945,637,6,4834
01069,2020-10-20 20:33:21.320945,3646,32,35125
01071,2020-10-20 20:33:21.320945,2009,15,16115
01073,2020-10-20 20:33:21.320945,22563,372,223166
01075,2020-10-20 20:33:21.320945,456,5,3323
01077,2020-10-20 20:33:21.320945,2087,40,21201
01079,2020-10-20 20:33:21.320945,800,31,4743
01081,2020-10-20 20:33:21.320945,6449,66,50354
01083,2020-10-20 20:33:21.320945,2708,28,19461
01085,2020-10-20 20:33:21.320945,701,27,2723
01087,2020-10-20 20:33:21.320945,528,20,3909
01089,2020-10-20 20:33:21.320945,9048,93,99790
01091,2020-10-20 20:33:21.320945,972,21,6773
01093,2020-10-20 20:33:21.320945,1047,29,6928
01095,2020-10-20 20:33:21.320945,4282,48,25847
01097,2020-10-20 20:33:21.320945,14335,314,108431
01099,2020-10-20 20:33:21.320945,631,9,4763
01101,2020-10-20 20:33:21.320945,9759,196,57793
01103,2020-10-20 20:33:21.320945,3968,33,27825
01105,2020-10-20 20:33:21.320945,580,6,3266
01107,2020-10-20 20:33:21.320945,805,17,5750
01109,2020-10-20 20:33:21.320945,1305,12,9380
01111,2020-10-20 20:33:21.320945,798,14,4788
01113,2020-10-20 20:33:21.320945,1905,3,11990
01115,2020-10-20 20:33:21.320945,2821,42,23046
01117,2020-10-20 20:33:21.320945,7099,60,63053
01119,2020-10-20 20:33:21.320945,467,21,2843
01121,2020-10-20 20:33:21.320945,2584,35,19510
01123,2020-10-20 20:33:21.320945,1286,86,11657
01125,2020-10-20 20:33:21.320945,10023,133,77907
01127,2020-10-20 20:33:21.320945,2688,92,17528
01129,2020-10-20 20:33:21.320945,622,12,3714
01131,2020-10-20 20:33:21.320945,559,12,2729
01133,2020-10-20 20:33:21.320945,904,13,5916
01001,2020-10-21 19:52:30.310152,2021,30,13853
01003,2020-10-21 19:52:30.310152,6443,69,55596
01005,2020-10-21 19:52:30.310152,996,9,5747
01007,2020-10-21 19:52:30.310152,801,14,6284
01009,2020-10-21 19:52:30.310152,1873,25,11856
01011,2020-10-21 19:52:30.310152,637,17,2979
01013,2020-10-21 19:52:30.310152,998,40,4898
01015,2020-10-21 19:52:30.310152,4160,59,31304
01017,2020-10-21 19:52:30.310152,1330,43,9525
01019,2020-10-21 19:52:30.310152,723,14,5228
01021,2020-10-21 19:52:30.310152,1826,32,10038
01023,2020-10-21 19:52:30.310152,387,12,1722
01025,2020-10-21 19:52:30.310152,1273,17,7178
01027,2020-10-21 19:52:30.310152,722,12,3727
01029,2020-10-21 19:52:30.310152,532,7,2627
01031,2020-10-21 19:52:30.310152,1682,9,14176
01033,2020-10-21 19:52:30.310152,1933,30,13843
01035,2020-10-21 19:52:30.310152,556,13,2562
01037,2020-10-21 19:52:30.310152,199,3,1709
01039,2020-10-21 19:52:30.310152,1666,29,9463
01041,2020-10-21 19:52:30.310152,598,30,3330
01043,2020-10-21 19:52:30.310152,2310,24,20428
01045,2020-10-21 19:52:30.310152,1638,51,13434
01047,2020-10-21 19:52:30.310152,1860,27,10924
01049,2020-10-21 19:52:30.310152,3254,28,17469
01051,2020-10-21 19:52:30.310152,3128,52,22918
01053,2020-10-21 19:52:30.310152,1714,28,8789
01055,2020-10-21 19:52:30.310152,4122,49,30787
01057,2020-10-21 19:52:30.310152,557,13,4133
01059,2020-10-21 19:52:30.310152,2017,31,8941
01061,2020-10-21 19:52:30.310152,844,7,6329
01063,2020-10-21 19:52:30.310152,340,16,2338
01065,2020-10-21 19:52:30.310152,748,30,5400
01067,2020-10-21 19:52:30.310152,638,6,4849
01069,2020-10-21 19:52:30.310152,3655,32,35237
01071,2020-10-21 19:52:30.310152,2055,15,16224
01073,2020-10-21 19:52:30.310152,22720,374,224660
01075,2020-10-21 19:52:30.310152,459,5,3335
01077,2020-10-21 19:52:30.310152,2125,40,21334
01079,2020-10-21 19:52:30.310152,811,31,4771
01081,2020-10-21 19:52:30.310152,6461,65,50571
01083,2020-10-21 19:52:30.310152,2736,30,19570
01085,2020-10-21 19:52:30.310152,702,28,2734
01087,2020-10-21 19:52:30.310152,530,20,3926
01089,2020-10-21 19:52:30.310152,9078,94,101013
01091,2020-10-21 19:52:30.310152,982,22,6803
01093,2020-10-21 19:52:30.310152,1050,29,6954
01095,2020-10-21 19:52:30.310152,4310,48,25964
01097,2020-10-21 19:52:30.310152,14405,314,108938
01099,2020-10-21 19:52:30.310152,636,10,4779
01101,2020-10-21 19:52:30.310152,9820,196,58067
01103,2020-10-21 19:52:30.310152,4000,33,27926
01105,2020-10-21 19:52:30.310152,581,6,3270
01107,2020-10-21 19:52:30.310152,811,17,5800
01109,2020-10-21 19:52:30.310152,1313,13,9400
01111,2020-10-21 19:52:30.310152,805,14,4814
01113,2020-10-21 19:52:30.310152,1905,3,12049
01115,2020-10-21 19:52:30.310152,2838,42,23173
01117,2020-10-21 19:52:30.310152,7153,61,63427
01119,2020-10-21 19:52:30.310152,468,21,2855
01121,2020-10-21 19:52:30.310152,2591,35,19584
01123,2020-10-21 19:52:30.310152,1295,87,11691
01125,2020-10-21 19:52:30.310152,10066,137,78169
01127,2020-10-21 19:52:30.310152,2699,93,17626
01129,2020-10-21 19:52:30.310152,623,12,3736
01131,2020-10-21 19:52:30.310152,559,12,2733
01133,2020-10-21 19:52:30.310152,906,13,5927
01001,2020-10-22 19:09:03.237480,2023,30,13916
01003,2020-10-22 19:09:03.237480,6475,69,55945
01005,2020-10-22 19:09:03.237480,997,9,5797
01007,2020-10-22 19:09:03.237480,811,14,6314
01009,2020-10-22 19:09:03.237480,1893,25,11940
01011,2020-10-22 19:09:03.237480,637,17,2984
01013,2020-10-22 19:09:03.237480,1001,40,4920
01015,2020-10-22 19:09:03.237480,4189,60,31439
01017,2020-10-22 19:09:03.237480,1336,43,9601
01019,2020-10-22 19:09:03.237480,726,14,5205
01021,2020-10-22 19:09:03.237480,1841,32,10121
01023,2020-10-22 19:09:03.237480,388,12,1728
01025,2020-10-22 19:09:03.237480,1300,17,7259
01027,2020-10-22 19:09:03.237480,729,12,3751
01029,2020-10-22 19:09:03.237480,543,8,2639
01031,2020-10-22 19:09:03.237480,1717,10,14314
01033,2020-10-22 19:09:03.237480,1967,31,13930
01035,2020-10-22 19:09:03.237480,557,13,2567
01037,2020-10-22 19:09:03.237480,202,3,1714
01039,2020-10-22 19:09:03.237480,1699,29,9502
01041,2020-10-22 19:09:03.237480,602,30,3344
01043,2020-10-22 19:09:03.237480,2357,24,20597
01045,2020-10-22 19:09:03.237480,1654,51,13518
01047,2020-10-22 19:09:03.237480,1862,27,10959
01049,2020-10-22 19:09:03.237480,3302,29,17574
01051,2020-10-22 19:09:03.237480,3148,52,23019
01053,2020-10-22 19:09:03.237480,1719,29,8833
01055,2020-10-22 19:09:03.237480,4187,49,31001
01057,2020-10-22 19:09:03.237480,561,13,4172
01059,2020-10-22 19:09:03.237480,2021,31,8990
01061,2020-10-22 19:09:03.237480,852,7,6363
01063,2020-10-22 19:09:03.237480,342,16,2345
01065,2020-10-22 19:09:03.237480,749,30,5419
01067,2020-10-22 19:09:03.237480,639,6,4864
01069,2020-10-22 19:09:03.237480,3692,32,35385
