# Deaths Age [0-9],# Deaths Age [10-19],# Deaths Age [20-29],# Deaths Age [30-39],# Deaths Age [40-49],# Deaths Age [50-59],# Deaths Age [60-69],# Deaths Age [70-79],# Deaths Age [80+],# Deaths Age [Unknown],# Hospitalized Age [0-9],# Hospitalized Age [10-19],# Hospitalized Age [20-29],# Hospitalized Age [30-39],# Hospitalized Age [40-49],# Hospitalized Age [50-59],# Hospitalized Age [60-69],# Hospitalized Age [70-79],# Hospitalized Age [80+],# Hospitalized Age [Unknown],# Not Hospitalized Age [0-9],# Not Hospitalized Age [10-19],# Not Hospitalized Age [20-29],# Not Hospitalized Age [30-39],# Not Hospitalized Age [40-49],# Not Hospitalized Age [50-59],# Not Hospitalized Age [60-69],# Not Hospitalized Age [70-79],# Not Hospitalized Age [80+],# Not Hospitalized Age [Unknown],# Outbreaks,% Cases Age [0-9],% Cases Age [10-19],% Cases Age [20-29],% Cases Age [30-39],% Cases Age [40-49],% Cases Age [50-59],% Cases Age [60-69],% Cases Age [70-79],% Cases Age [80+],% Cases Age [Unknown],% Cases Race/Ethnicity: AIAN - Non Hispanic,% Cases Race/Ethnicity: Asian - Non Hispanic,% Cases Race/Ethnicity: Black - Non Hispanic,"% Cases Race/Ethnicity: Hispanic, All Races",% Cases Race/Ethnicity: Multiple - Non Hispanic,% Cases Race/Ethnicity: NHOPI - Non Hispanic,% Cases Race/Ethnicity: Other,% Cases Race/Ethnicity: Unknown/Not Provided,% Cases Race/Ethnicity: White - Non Hispanic,% Deaths Age [0-9],% Deaths Age [10-19],% Deaths Age [20-29],% Deaths Age [30-39],% Deaths Age [40-49],% Deaths Age [50-59],% Deaths Age [60-69],% Deaths Age [70-79],% Deaths Age [80+],% Deaths Age [Unknown],% Deaths Race/Ethnicity: AIAN - Non Hispanic,% Deaths Race/Ethnicity: Asian - Non Hispanic,% Deaths Race/Ethnicity: Black - Non Hispanic,"% Deaths Race/Ethnicity: Hispanic, All Races",% Deaths Race/Ethnicity: Multiple - Non Hispanic,% Deaths Race/Ethnicity: NHOPI - Non Hispanic,% Deaths Race/Ethnicity: Other,% Deaths Race/Ethnicity: Unknown/Not Provided,% Deaths Race/Ethnicity: White - Non Hispanic,% Total Cases: Female,% Total Cases: Male,% Total Cases: Unknown Sex,Total Cases,Total Deaths,Total Hospitalized,Total Tested,FileDate,Scrape Time
0,4.0,17.0,20.0,68.0,158.0,291.0,539.0,1236.0,0,101.0,165.0,627.0,860.0,1191.0,1673.0,1659.0,1271.0,805.0,1.0,4454.0,12555.0,25497.0,20089.0,16939.0,13700.0,7935.0,3546.0,2157.0,79.0,1337.0,3.87,10.82,22.22,17.83,15.47,13.2,8.4,4.55,3.57,0.07,0.52,1.67,3.49,35.31,1.56,0.36,0.94,17.06,39.08,0,0.17,0.73,0.86,2.91,6.77,12.47,23.1,52.98,0,0.64,2.83,5.79,23.19,2.31,0.26,0.6,2.19,62.19,48.82,47.14,4.02,117637.0,,9618.0,1272494.0,2020-11-04,2020-11-04 20:25:08.120932
0,4.0,18.0,20.0,68.0,159.0,293.0,541.0,1250.0,0,101.0,170.0,634.0,864.0,1202.0,1682.0,1678.0,1295.0,814.0,1.0,4597.0,12940.0,26290.0,20733.0,17467.0,14087.0,8162.0,3635.0,2224.0,77.0,1350.0,3.88,10.84,22.27,17.86,15.48,13.16,8.37,4.52,3.54,0.06,0.53,1.64,3.47,35.19,1.57,0.36,0.93,17.21,39.1,0,0.17,0.76,0.85,2.89,6.76,12.45,22.99,53.12,0,0.64,2.8,5.74,23.16,2.34,0.3,0.59,2.17,62.26,48.84,47.17,3.96,121006.0,,9714.0,1287081.0,2020-11-05,2020-11-05 21:33:59.892667
0,4.0,18.0,20.0,69.0,160.0,295.0,549.0,1261.0,0,102.0,173.0,650.0,882.0,1217.0,1713.0,1709.0,1334.0,843.0,1.0,4754.0,13346.0,27100.0,21366.0,17997.0,14467.0,8363.0,3733.0,2260.0,83.0,1378.0,3.9,10.86,22.31,17.89,15.49,13.13,8.33,4.51,3.51,0.07,0.53,1.63,3.43,35.06,1.56,0.36,0.91,17.44,39.07,0,0.17,0.76,0.84,2.9,6.73,12.42,23.11,53.07,0,0.67,2.78,5.68,23.06,2.36,0.29,0.59,2.23,62.33,48.95,47.16,3.87,124469.0,,9911.0,1303345.0,2020-11-06,2020-11-06 20:09:23.440000
0,4.0,18.0,20.0,69.0,161.0,295.0,552.0,1270.0,0,104.0,177.0,653.0,890.0,1232.0,1727.0,1722.0,1348.0,854.0,1.0,4889.0,13778.0,27987.0,22015.0,18474.0,14903.0,8588.0,3838.0,2313.0,85.0,1403.0,3.9,10.91,22.39,17.91,15.45,13.12,8.29,4.48,3.47,0.07,0.53,1.59,3.35,34.73,1.52,0.35,0.9,18.63,38.39,0,0.17,0.75,0.84,2.89,6.74,12.35,23.11,53.16,0,0.67,2.76,5.65,23.11,2.34,0.29,0.59,2.26,62.33,49.0,47.18,3.8,127967.0,,9997.0,1320389.0,2020-11-07,2020-11-07 20:59:44.199081
0,4.0,18.0,20.0,69.0,161.0,296.0,552.0,1274.0,0,104.0,177.0,653.0,892.0,1236.0,1729.0,1723.0,1353.0,857.0,1.0,5013.0,14117.0,28819.0,22573.0,18917.0,15253.0,8796.0,3923.0,2369.0,85.0,1408.0,3.91,10.92,22.51,17.93,15.44,13.09,8.26,4.45,3.44,0.07,0.54,1.6,3.35,34.75,1.57,0.35,0.89,17.99,38.97,0,0.17,0.75,0.84,2.88,6.73,12.36,23.06,53.22,0,0.67,2.76,5.64,23.06,2.34,0.29,0.58,2.26,62.41,49.05,47.19,3.74,130984.0,,10017.0,1334323.0,2020-11-08,2020-11-08 20:34:43.751093
0,4.0,18.0,20.0,70.0,161.0,298.0,557.0,1280.0,0,104.0,178.0,655.0,894.0,1236.0,1737.0,1727.0,1354.0,862.0,1.0,5160.0,14600.0,29659.0,23262.0,19476.0,15673.0,9025.0,4018.0,2423.0,85.0,1426.0,3.91,10.99,22.55,17.97,15.45,13.06,8.21,4.41,3.39,0.06,0.53,1.56,3.27,34.44,1.53,0.35,0.87,19.25,38.19,0,0.17,0.75,0.83,2.91,6.69,12.38,23.13,53.16,0,0.66,2.74,5.61,23.05,2.37,0.29,0.58,2.28,62.42,49.1,47.27,3.62,134537.0,,10050.0,1351495.0,2020-11-09,2020-11-09 19:31:12.497298
1.0,4.0,17.0,20.0,70.0,161.0,298.0,563.0,1293.0,0,106.0,183.0,669.0,912.0,1255.0,1773.0,1776.0,1384.0,890.0,1.0,5287.0,15042.0,30624.0,23969.0,20022.0,16104.0,9283.0,4149.0,2484.0,87.0,1472.0,3.9,11.0,22.62,17.99,15.42,13.03,8.2,4.4,3.37,0.06,0.53,1.55,3.28,34.43,1.55,0.35,0.87,18.64,38.8,0.04,0.16,0.7,0.82,2.88,6.63,12.28,23.2,53.28,0,0.62,2.76,5.56,23.03,2.35,0.29,0.58,2.35,62.46,49.09,47.36,3.53,138427.0,,10263.0,1367027.0,2020-11-10,2020-11-10 19:52:48.981782
1.0,4.0,17.0,20.0,70.0,165.0,298.0,567.0,1301.0,0,108.0,187.0,689.0,929.0,1281.0,1812.0,1827.0,1446.0,934.0,1.0,5471.0,15532.0,31533.0,24650.0,20579.0,16556.0,9521.0,4258.0,2561.0,84.0,1551.0,3.92,11.04,22.64,17.98,15.4,13.01,8.18,4.4,3.37,0.06,0.54,1.53,3.25,34.28,1.54,0.35,0.86,18.86,38.8,0.04,0.16,0.7,0.82,2.87,6.75,12.2,23.21,53.25,0,0.61,2.74,5.57,23.09,2.37,0.29,0.57,2.42,62.34,49.12,47.38,3.48,142402.0,,10538.0,1387268.0,2020-11-11,2020-11-11 19:57:46.905996
1.0,4.0,17.0,20.0,70.0,167.0,301.0,572.0,1316.0,0,108.0,188.0,693.0,933.0,1286.0,1824.0,1835.0,1452.0,941.0,1.0,5655.0,16159.0,32780.0,25644.0,21391.0,17229.0,9865.0,4412.0,2648.0,87.0,1572.0,3.91,11.08,22.69,18.02,15.41,13.02,8.13,4.36,3.32,0.06,0.54,1.51,3.2,34.15,1.54,0.35,0.84,19.33,38.54,0.04,0.16,0.69,0.81,2.84,6.77,12.2,23.18,53.32,0,0.61,2.76,5.51,22.97,2.43,0.28,0.57,2.51,62.36,49.08,47.51,3.39,147599.0,,10597.0,1389134.0,2020-11-12,2020-11-12 20:55:11.838429
1.0,4.0,17.0,20.0,71.0,168.0,304.0,580.0,1339.0,0,113.0,191.0,707.0,951.0,1317.0,1863.0,1890.0,1501.0,975.0,1.0,5870.0,16930.0,34310.0,26833.0,22375.0,17990.0,10324.0,4575.0,2727.0,91.0,1597.0,3.88,11.12,22.74,18.05,15.43,13.0,8.13,4.32,3.27,0.06,0.54,1.49,3.15,33.96,1.52,0.34,0.82,19.78,38.41,0.04,0.16,0.68,0.8,2.84,6.71,12.14,23.16,53.47,0,0.6,2.8,5.43,23.04,2.4,0.28,0.56,2.56,62.34,49.1,47.59,3.29,154038.0,,10861.0,1415886.0,2020-11-13,2020-11-13 21:23:09.539016
1.0,4.0,17.0,20.0,72.0,169.0,307.0,585.0,1350.0,0,116.0,195.0,716.0,974.0,1339.0,1884.0,1930.0,1530.0,1010.0,1.0,6060.0,17570.0,35510.0,27775.0,23195.0,18581.0,10671.0,4747.0,2814.0,91.0,1637.0,3.88,11.16,22.76,18.07,15.45,12.96,8.11,4.31,3.25,0.06,0.53,1.46,3.08,33.62,1.52,0.33,0.8,20.98,37.69,0.04,0.16,0.67,0.79,2.85,6.69,12.16,23.17,53.47,0,0.63,2.81,5.43,22.89,2.38,0.28,0.59,2.42,62.57,49.29,47.9,2.79,159234.0,,11056.0,1436205.0,2020-11-14,2020-11-14 20:11:37.325825
1.0,4.0,17.0,21.0,73.0,169.0,308.0,588.0,1365.0,0,116.0,195.0,720.0,977.0,1342.0,1889.0,1947.0,1547.0,1022.0,1.0,6232.0,18103.0,36498.0,28515.0,23790.0,19120.0,10996.0,4872.0,2898.0,91.0,1650.0,3.89,11.2,22.79,18.06,15.42,12.96,8.11,4.29,3.23,0.06,0.55,1.46,3.11,33.78,1.56,0.33,0.79,19.83,38.58,0.04,0.16,0.67,0.82,2.87,6.64,12.1,23.1,53.61,0,0.63,2.83,5.42,22.86,2.4,0.27,0.59,2.59,62.41,49.29,47.93,2.76,163417.0,,11124.0,1454824.0,2020-11-15,2020-11-15 20:10:53.270685
1.0,5.0,18.0,22.0,74.0,169.0,317.0,590.0,1382.0,0,116.0,195.0,724.0,984.0,1344.0,1904.0,1955.0,1563.0,1033.0,2.0,6426.0,18613.0,37382.0,29245.0,24465.0,19648.0,11357.0,5067.0,3014.0,98.0,1666.0,3.9,11.22,22.73,18.04,15.43,12.95,8.13,4.3,3.24,0.06,0.54,1.44,3.06,33.51,1.53,0.33,0.78,20.83,37.98,0.04,0.19,0.7,0.85,2.87,6.56,12.3,22.89,53.61,0,0.62,2.79,5.39,23.0,2.37,0.27,0.62,2.83,62.1,49.35,47.86,2.77,167713.0,,11203.0,1472457.0,2020-11-16,2020-11-16 20:03:12.039006
1.0,5.0,18.0,23.0,77.0,170.0,319.0,600.0,1395.0,0,118.0,200.0,740.0,1013.0,1384.0,1972.0,2043.0,1635.0,1107.0,2.0,6564.0,19122.0,38330.0,30010.0,25076.0,20153.0,11640.0,5189.0,3038.0,100.0,1718.0,3.88,11.23,22.72,18.05,15.42,12.96,8.14,4.32,3.22,0.06,0.52,1.42,3.01,33.25,1.49,0.32,0.78,21.83,37.37,0.04,0.19,0.69,0.88,2.95,6.52,12.23,23.01,53.49,0,0.61,2.8,5.37,22.97,2.34,0.27,0.61,3.03,62.0,49.45,47.81,2.73,172044.0,,11608.0,1491381.0,2020-11-17,2020-11-17 20:43:33.931092
1.0,5.0,18.0,23.0,77.0,174.0,323.0,612.0,1418.0,0,123.0,205.0,757.0,1036.0,1403.0,1994.0,2067.0,1672.0,1133.0,2.0,6732.0,19636.0,39289.0,30879.0,25776.0,20733.0,12036.0,5355.0,3113.0,102.0,1810.0,3.88,11.23,22.67,18.08,15.43,12.96,8.16,4.32,3.21,0.06,0.54,1.44,3.07,33.4,1.53,0.33,0.77,20.39,38.53,0.04,0.19,0.68,0.87,2.9,6.56,12.18,23.09,53.49,0,0.6,2.83,5.32,22.97,2.3,0.26,0.6,3.02,62.09,49.46,47.83,2.69,176694.0,,11802.0,1511200.0,2020-11-18,2020-11-18 20:11:29.365368
1.0,5.0,19.0,24.0,81.0,176.0,333.0,636.0,1455.0,0,125.0,212.0,763.0,1049.0,1410.0,2019.0,2089.0,1706.0,1159.0,2.0,6933.0,20274.0,40629.0,31957.0,26736.0,21560.0,12538.0,5578.0,3227.0,105.0,1853.0,3.86,11.21,22.65,18.07,15.44,13.0,8.18,4.33,3.2,0.06,0.53,1.44,3.04,33.22,1.51,0.33,0.77,20.69,38.48,0.04,0.18,0.7,0.88,2.97,6.45,12.2,23.3,53.3,0,0.62,2.78,5.24,22.93,2.38,0.26,0.62,3.15,62.01,49.47,47.88,2.63,182801.0,,11980.0,1537359.0,2020-11-19,2020-11-19 20:43:38.212712
1.0,5.0,19.0,24.0,81.0,178.0,336.0,639.0,1462.0,0,126.0,216.0,767.0,1072.0,1427.0,2045.0,2118.0,1743.0,1194.0,2.0,7160.0,20887.0,41809.0,32988.0,27637.0,22327.0,13026.0,5784.0,3389.0,104.0,1873.0,3.86,11.19,22.59,18.08,15.46,13.02,8.21,4.33,3.21,0.06,0.52,1.4,2.96,32.89,1.48,0.32,0.75,22.04,37.64,0.04,0.18,0.69,0.87,2.95,6.48,12.24,23.28,53.26,0,0.62,2.77,5.21,23.06,2.37,0.26,0.62,3.21,61.89,49.5,47.93,2.55,188566.0,,12166.0,1563738.0,2020-11-20,2020-11-20 21:25:59.014894
1.0,5.0,19.0,25.0,83.0,180.0,343.0,659.0,1491.0,0,129.0,220.0,781.0,1091.0,1452.0,2097.0,2187.0,1799.0,1242.0,2.0,7531.0,21961.0,43987.0,34858.0,29161.0,23546.0,13811.0,6194.0,3637.0,108.0,1908.0,3.86,11.17,22.55,18.11,15.46,13.0,8.23,4.36,3.21,0.06,0.5,1.35,2.83,32.24,1.42,0.31,0.72,24.28,36.34,0.04,0.18,0.68,0.89,2.96,6.41,12.22,23.49,53.14,0,0.61,2.74,5.17,22.88,2.42,0.25,0.61,3.42,61.9,49.55,47.93,2.5,198600.0,,12484.0,1611564.0,2020-11-22,2020-11-22 19:59:05.730822
1.0,5.0,19.0,25.0,83.0,179.0,341.0,649.0,1485.0,0,129.0,220.0,777.0,1089.0,1450.0,2087.0,2176.0,1787.0,1231.0,2.0,7380.0,21525.0,43195.0,34114.0,28534.0,23098.0,13476.0,6005.0,3510.0,107.0,1906.0,3.86,11.17,22.6,18.1,15.44,13.03,8.22,4.34,3.2,0.06,0.51,1.37,2.88,32.49,1.44,0.31,0.74,23.4,36.86,0.04,0.18,0.68,0.9,2.98,6.42,12.24,23.29,53.28,0,0.61,2.76,5.13,22.93,2.4,0.25,0.61,3.37,61.93,49.5,47.96,2.52,194679.0,,12424.0,1589395.0,2020-11-21,2020-11-22 19:59:05.730822
1.0,5.0,19.0,25.0,83.0,181.0,343.0,660.0,1493.0,0,129.0,220.0,783.0,1096.0,1455.0,2102.0,2195.0,1805.0,1254.0,2.0,7691.0,22372.0,44722.0,35539.0,29761.0,24007.0,14148.0,6355.0,3735.0,108.0,1925.0,3.87,11.17,22.5,18.12,15.47,13.0,8.25,4.36,3.2,0.05,0.5,1.33,2.78,32.05,1.4,0.3,0.71,25.03,35.89,0.04,0.18,0.68,0.89,2.95,6.44,12.21,23.49,53.13,0,0.6,2.74,5.16,22.88,2.42,0.25,0.6,3.49,61.85,49.59,47.92,2.46,202289.0,,12526.0,1630871.0,2020-11-23,2020-11-23 20:16:27.610110
1.0,5.0,19.0,25.0,84.0,188.0,349.0,670.0,1519.0,0,129.0,224.0,798.0,1119.0,1485.0,2146.0,2252.0,1870.0,1298.0,2.0,7834.0,22782.0,45643.0,36263.0,30376.0,24481.0,14481.0,6477.0,3812.0,107.0,1990.0,3.86,11.15,22.51,18.12,15.47,12.99,8.27,4.37,3.21,0.05,0.5,1.32,2.76,31.84,1.37,0.3,0.71,25.56,35.64,0.03,0.17,0.66,0.87,2.94,6.57,12.2,23.43,53.11,0,0.59,2.69,5.1,23.04,2.41,0.24,0.63,3.53,61.75,49.58,47.9,2.5,206439.0,,12836.0,1645109.0,2020-11-24,2020-11-24 23:58:47.366442
1.0,5.0,19.0,25.0,85.0,189.0,355.0,682.0,1545.0,0,133.0,227.0,806.0,1130.0,1505.0,2180.0,2295.0,1909.0,1327.0,2.0,8001.0,23219.0,46492.0,37015.0,30949.0,25042.0,14827.0,6644.0,3913.0,108.0,2086.0,3.86,11.13,22.46,18.12,15.45,13.01,8.3,4.38,3.22,0.05,0.5,1.3,2.72,31.68,1.35,0.3,0.71,26.13,35.31,0.03,0.17,0.65,0.86,2.92,6.5,12.22,23.47,53.17,0,0.58,2.65,5.06,23.09,2.37,0.24,0.62,3.96,61.42,49.62,47.88,2.48,210630.0,,13044.0,1662003.0,2020-11-25,2020-11-25 19:41:06.817217
1.0,5.0,19.0,25.0,88.0,193.0,360.0,692.0,1574.0,0,136.0,229.0,818.0,1140.0,1517.0,2213.0,2338.0,1946.0,1355.0,2.0,8256.0,23824.0,47691.0,38154.0,31867.0,25844.0,15316.0,6886.0,4085.0,109.0,2117.0,3.87,11.1,22.4,18.15,15.45,13.04,8.31,4.4,3.24,0.05,0.49,1.28,2.66,31.4,1.33,0.29,0.7,27.2,34.65,0.03,0.17,0.64,0.85,2.98,6.53,12.17,23.4,53.23,0,0.57,2.6,4.97,23.03,2.33,0.24,0.61,4.29,61.35,49.61,47.87,2.5,216683.0,,13248.0,1689657.0,2020-11-26,2020-11-26 20:12:03.213253
1.0,5.0,19.0,25.0,88.0,194.0,361.0,699.0,1585.0,0,136.0,229.0,820.0,1142.0,1520.0,2216.0,2351.0,1950.0,1357.0,2.0,8379.0,24222.0,48500.0,38920.0,32542.0,26445.0,15749.0,7104.0,4279.0,113.0,2131.0,3.85,11.07,22.33,18.14,15.46,13.06,8.36,4.41,3.27,0.05,0.49,1.26,2.61,31.16,1.3,0.29,0.69,28.13,34.07,0.03,0.17,0.64,0.84,2.96,6.52,12.13,23.48,53.24,0,0.57,2.59,4.94,22.91,2.32,0.24,0.6,4.43,61.4,49.67,47.83,2.49,220953.0,,13287.0,1707374.0,2020-11-27,2020-11-27 20:13:33.977907
1.0,5.0,19.0,25.0,88.0,194.0,362.0,701.0,1588.0,0,136.0,230.0,826.0,1148.0,1525.0,2223.0,2363.0,1969.0,1382.0,2.0,8531.0,24644.0,49314.0,39690.0,33188.0,27045.0,16162.0,7328.0,4480.0,114.0,2135.0,3.85,11.04,22.26,18.14,15.45,13.08,8.38,4.44,3.31,0.05,0.48,1.24,2.57,30.91,1.29,0.28,0.68,28.92,33.63,0.03,0.17,0.64,0.84,2.95,6.5,12.14,23.5,53.23,0,0.57,2.58,4.93,22.86,2.31,0.23,0.6,4.56,61.35,49.68,47.82,2.48,225283.0,,13369.0,1725452.0,2020-11-28,2020-11-28 20:12:47.065073
1.0,5.0,20.0,25.0,89.0,194.0,364.0,705.0,1600.0,0,136.0,230.0,830.0,1153.0,1534.0,2229.0,2374.0,1980.0,1383.0,2.0,8672.0,24979.0,49994.0,40316.0,33752.0,27546.0,16454.0,7493.0,4597.0,115.0,2136.0,3.85,11.02,22.22,18.14,15.46,13.1,8.39,4.45,3.31,0.05,0.48,1.23,2.54,30.8,1.27,0.28,0.67,29.43,33.3,0.03,0.17,0.67,0.83,2.96,6.46,12.12,23.48,53.28,0,0.57,2.56,4.9,22.81,2.33,0.23,0.6,4.8,61.21,49.7,47.83,2.45,228772.0,,13428.0,1737952.0,2020-11-29,2020-11-29 21:41:22.733978
1.0,5.0,20.0,25.0,91.0,194.0,371.0,713.0,1617.0,0,137.0,230.0,832.0,1155.0,1538.0,2239.0,2384.0,1985.0,1390.0,2.0,8824.0,25365.0,50760.0,41073.0,34406.0,28129.0,16847.0,7700.0,4756.0,116.0,2143.0,3.85,10.99,22.16,18.14,15.47,13.12,8.42,4.46,3.33,0.05,0.48,1.21,2.5,30.66,1.26,0.27,0.66,30.0,32.95,0.03,0.16,0.66,0.82,3.0,6.39,12.22,23.48,53.24,0,0.56,2.57,4.87,22.72,2.34,0.23,0.59,5.0,61.11,49.75,47.81,2.42,232905.0,,13488.0,1754047.0,2020-11-30,2020-11-30 20:40:07.792289
1.0,5.0,20.0,26.0,95.0,201.0,375.0,728.0,1658.0,0,141.0,235.0,854.0,1188.0,1583.0,2317.0,2506.0,2140.0,1513.0,2.0,8984.0,25821.0,51702.0,41821.0,35025.0,28603.0,17113.0,7762.0,4775.0,116.0,2207.0,3.85,10.98,22.15,18.13,15.47,13.11,8.43,4.48,3.35,0.05,0.47,1.2,2.48,30.61,1.24,0.27,0.66,30.24,32.8,0.03,0.16,0.64,0.84,3.06,6.47,12.06,23.42,53.33,0,0.58,2.54,4.76,22.61,2.38,0.23,0.61,5.18,61.11,49.78,47.8,2.4,237310.0,,14116.0,1768098.0,2020-12-01,2020-12-01 20:11:57.073269
1.0,5.0,20.0,27.0,97.0,204.0,381.0,749.0,1709.0,0,142.0,240.0,871.0,1205.0,1607.0,2343.0,2548.0,2185.0,1544.0,2.0,9109.0,26160.0,52436.0,42569.0,35640.0,29088.0,17445.0,7873.0,4858.0,114.0,2310.0,3.84,10.95,22.11,18.16,15.48,13.12,8.45,4.48,3.36,0.05,0.47,1.2,2.47,30.53,1.23,0.27,0.67,30.51,32.65,0.03,0.16,0.63,0.85,3.04,6.39,11.93,23.46,53.52,0,0.6,2.47,4.64,22.46,2.32,0.22,0.6,5.64,61.07,49.76,47.85,2.37,241172.0,,14363.0,1779383.0,2020-12-02,2020-12-02 20:09:56.464566
1.0,5.0,21.0,30.0,99.0,215.0,397.0,780.0,1772.0,0,143.0,244.0,881.0,1219.0,1620.0,2377.0,2579.0,2213.0,1571.0,2.0,9336.0,26770.0,53642.0,43724.0,36571.0,29876.0,17959.0,8091.0,4955.0,116.0,2336.0,3.83,10.93,22.06,18.19,15.49,13.13,8.47,4.48,3.36,0.05,0.47,1.19,2.44,30.31,1.21,0.26,0.67,31.2,32.25,0.03,0.15,0.63,0.9,2.98,6.48,11.96,23.49,53.37,0,0.57,2.44,4.52,22.29,2.29,0.21,0.6,6.63,60.45,49.76,47.91,2.32,247209.0,,14579.0,1797377.0,2020-12-03,2020-12-03 20:24:00.813130
