County Name,Scrape Time,Total Cases,Total Deaths,Total Hospitalized
Ferry,2020-06-19 19:52:01.883772,1,0,0
Franklin,2020-06-19 19:52:01.883772,1081,28,115
Garfield,2020-06-19 19:52:01.883772,0,0,0
Grant,2020-06-19 19:52:01.883772,328,5,30
Grays Harbor,2020-06-19 19:52:01.883772,21,0,7
Island,2020-06-19 19:52:01.883772,184,12,32
Jefferson,2020-06-19 19:52:01.883772,32,0,6
King,2020-06-19 19:52:01.883772,8963,597,1712
Kitsap,2020-06-19 19:52:01.883772,182,2,27
Kittitas,2020-06-19 19:52:01.883772,92,0,1
Klickitat,2020-06-19 19:52:01.883772,52,3,8
Lewis,2020-06-19 19:52:01.883772,43,3,12
Lincoln,2020-06-19 19:52:01.883772,2,0,0
Mason,2020-06-19 19:52:01.883772,41,1,5
Okanogan,2020-06-19 19:52:01.883772,62,2,5
Pacific,2020-06-19 19:52:01.883772,12,1,2
Pend Oreille,2020-06-19 19:52:01.883772,3,0,0
Pierce,2020-06-19 19:52:01.883772,2199,89,389
San Juan,2020-06-19 19:52:01.883772,16,0,1
Skagit,2020-06-19 19:52:01.883772,474,15,54
Skamania,2020-06-19 19:52:01.883772,3,0,1
Snohomish,2020-06-19 19:52:01.883772,3200,160,593
Spokane,2020-06-19 19:52:01.883772,880,37,100
Stevens,2020-06-19 19:52:01.883772,16,1,4
Thurston,2020-06-19 19:52:01.883772,201,5,32
Wahkiakum,2020-06-19 19:52:01.883772,4,0,0
Walla Walla,2020-06-19 19:52:01.883772,127,3,8
Whatcom,2020-06-19 19:52:01.883772,467,39,53
Whitman,2020-06-19 19:52:01.883772,30,0,0
Yakima,2020-06-19 19:52:01.883772,5777,128,424
Adams,2020-06-20 21:24:06.824728,102,0,8
Asotin,2020-06-20 21:24:06.824728,20,2,1
Benton,2020-06-20 21:24:06.824728,1360,76,183
Chelan,2020-06-20 21:24:06.824728,280,6,19
Clallam,2020-06-20 21:24:06.824728,33,0,3
Clark,2020-06-20 21:24:06.824728,642,29,98
Columbia,2020-06-20 21:24:06.824728,2,0,0
Cowlitz,2020-06-20 21:24:06.824728,136,0,19
Douglas,2020-06-20 21:24:06.824728,188,3,12
Ferry,2020-06-20 21:24:06.824728,1,0,0
Franklin,2020-06-20 21:24:06.824728,1193,29,120
Garfield,2020-06-20 21:24:06.824728,0,0,0
Grant,2020-06-20 21:24:06.824728,354,4,34
Grays Harbor,2020-06-20 21:24:06.824728,24,0,7
Island,2020-06-20 21:24:06.824728,188,12,32
Jefferson,2020-06-20 21:24:06.824728,33,0,7
King,2020-06-20 21:24:06.824728,9154,601,1728
Kitsap,2020-06-20 21:24:06.824728,189,2,28
Kittitas,2020-06-20 21:24:06.824728,95,0,2
Klickitat,2020-06-20 21:24:06.824728,51,3,8
Lewis,2020-06-20 21:24:06.824728,47,3,13
Lincoln,2020-06-20 21:24:06.824728,2,0,0
Mason,2020-06-20 21:24:06.824728,42,1,5
Okanogan,2020-06-20 21:24:06.824728,63,2,5
Pacific,2020-06-20 21:24:06.824728,12,1,2
Pend Oreille,2020-06-20 21:24:06.824728,3,0,0
Pierce,2020-06-20 21:24:06.824728,2258,92,391
San Juan,2020-06-20 21:24:06.824728,17,0,1
Skagit,2020-06-20 21:24:06.824728,482,15,55
Skamania,2020-06-20 21:24:06.824728,5,0,1
Snohomish,2020-06-20 21:24:06.824728,3226,163,594
Spokane,2020-06-20 21:24:06.824728,954,38,105
Stevens,2020-06-20 21:24:06.824728,16,1,4
Thurston,2020-06-20 21:24:06.824728,212,4,34
Wahkiakum,2020-06-20 21:24:06.824728,4,0,0
Walla Walla,2020-06-20 21:24:06.824728,132,3,9
Whatcom,2020-06-20 21:24:06.824728,486,39,53
Whitman,2020-06-20 21:24:06.824728,28,0,0
Yakima,2020-06-20 21:24:06.824728,6129,136,446
Adams,2020-06-21 21:18:09.274684,102,0,8
