# Cases Race/Ethnicity: Hispanic,# Cases Race/Ethnicity: Non-Hispanic American Indian or Alaska Native,# Cases Race/Ethnicity: Non-Hispanic Asian,# Cases Race/Ethnicity: Non-Hispanic Black,# Cases Race/Ethnicity: Non-Hispanic Multiracial,# Cases Race/Ethnicity: Non-Hispanic Native Hawaiian or Other Pacific Islander,# Cases Race/Ethnicity: Non-Hispanic Other Race,# Cases Race/Ethnicity: Non-Hispanic White,# Cases Race/Ethnicity: Unknown,# Deaths Race/Ethnicity: Hispanic,# Deaths Race/Ethnicity: Non-Hispanic American Indian or Alaska Native,# Deaths Race/Ethnicity: Non-Hispanic Asian,# Deaths Race/Ethnicity: Non-Hispanic Black,# Deaths Race/Ethnicity: Non-Hispanic Multiracial,# Deaths Race/Ethnicity: Non-Hispanic Native Hawaiian or Other Pacific Islander,# Deaths Race/Ethnicity: Non-Hispanic Other Race,# Deaths Race/Ethnicity: Non-Hispanic White,# Deaths Race/Ethnicity: Unknown,# Hospitalized Race/Ethnicity: Hispanic,# Hospitalized Race/Ethnicity: Non-Hispanic American Indian or Alaska Native,# Hospitalized Race/Ethnicity: Non-Hispanic Asian,# Hospitalized Race/Ethnicity: Non-Hispanic Black,# Hospitalized Race/Ethnicity: Non-Hispanic Multiracial,# Hospitalized Race/Ethnicity: Non-Hispanic Native Hawaiian or Other Pacific Islander,# Hospitalized Race/Ethnicity: Non-Hispanic Other Race,# Hospitalized Race/Ethnicity: Non-Hispanic White,# Hospitalized Race/Ethnicity: Unknown,% Cases Age [0-19],% Cases Age [20-39],% Cases Age [40-59],% Cases Age [60-79],% Cases Age [80+],% Cases Age [Unknown],% Cases Race/Ethnicity: Hispanic,% Cases Race/Ethnicity: Non-Hispanic American Indian or Alaska Native,% Cases Race/Ethnicity: Non-Hispanic Asian,% Cases Race/Ethnicity: Non-Hispanic Black,% Cases Race/Ethnicity: Non-Hispanic Multiracial,% Cases Race/Ethnicity: Non-Hispanic Native Hawaiian or Other Pacific Islander,% Cases Race/Ethnicity: Non-Hispanic Other Race,% Cases Race/Ethnicity: Non-Hispanic White,% Cases Race/Ethnicity: Unknown,% Deaths Age [0-19],% Deaths Age [20-39],% Deaths Age [40-59],% Deaths Age [60-79],% Deaths Age [80+],% Deaths Age [Unknown],% Deaths Race/Ethnicity: Hispanic,% Deaths Race/Ethnicity: Non-Hispanic American Indian or Alaska Native,% Deaths Race/Ethnicity: Non-Hispanic Asian,% Deaths Race/Ethnicity: Non-Hispanic Black,% Deaths Race/Ethnicity: Non-Hispanic Multiracial,% Deaths Race/Ethnicity: Non-Hispanic Native Hawaiian or Other Pacific Islander,% Deaths Race/Ethnicity: Non-Hispanic Other Race,% Deaths Race/Ethnicity: Non-Hispanic White,% Deaths Race/Ethnicity: Unknown,% Hospitalized Age [0-19],% Hospitalized Age [20-39],% Hospitalized Age [40-59],% Hospitalized Age [60-79],% Hospitalized Age [80+],% Hospitalized Age [Unknown],% Hospitalized Race/Ethnicity: Hispanic,% Hospitalized Race/Ethnicity: Non-Hispanic American Indian or Alaska Native,% Hospitalized Race/Ethnicity: Non-Hispanic Asian,% Hospitalized Race/Ethnicity: Non-Hispanic Black,% Hospitalized Race/Ethnicity: Non-Hispanic Multiracial,% Hospitalized Race/Ethnicity: Non-Hispanic Native Hawaiian or Other Pacific Islander,% Hospitalized Race/Ethnicity: Non-Hispanic Other Race,% Hospitalized Race/Ethnicity: Non-Hispanic White,% Hospitalized Race/Ethnicity: Unknown,% Total Cases: Female,% Total Cases: Male,% Total Cases: Unknown Sex,% Total Deaths: Female,% Total Deaths: Male,% Total Deaths: Unknown Sex,% Total Hospitalized: Female,% Total Hospitalized: Male,% Total Hospitalized: Unknown Sex,Scrape_Time
25981,1060,3232,3782,1665,1546,1229,26319,31371,316,56,160,71,24,37,42,1495,31,1637,118,372,339,96,206,126,2695,2367,14,40,28,13,4,0,40,2,5,6,3,2,2,41,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,1,2,14,29,37,18,0,29,2,7,6,2,4,2,48,30,49,47,4,45,53,2,45,53,2,2020-10-15 21:47:47.928610
26031,1062,3244,3795,1668,1549,1231,26481,31833,316,56,161,71,24,37,42,1504,28,1638,119,373,339,97,206,126,2704,2369,14,40,28,13,4,0,40,2,5,6,3,2,2,41,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,1,2,14,29,37,18,0,29,2,7,6,2,4,2,48,30,49,47,4,45,53,2,45,53,2,2020-10-16 20:48:12.637237
26179,1068,3272,3821,1678,1556,1239,26749,32109,316,56,161,71,24,37,42,1504,28,1643,120,373,339,97,206,127,2712,2377,14,40,28,13,4,0,40,2,5,6,3,2,2,41,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,1,2,14,29,37,19,0,29,2,7,6,2,4,2,48,30,49,47,4,45,53,2,45,53,2,2020-10-17 20:16:35.966049
26289,1073,3291,3837,1688,1557,1242,26959,32265,316,56,161,71,24,37,42,1504,28,1644,121,373,339,97,206,127,2724,2387,15,40,28,13,4,0,40,2,5,6,3,2,2,41,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,1,2,14,29,37,18,0,29,2,7,6,2,4,2,48,30,49,47,4,45,53,2,45,53,2,2020-10-18 20:10:44.551610
26370,1079,3326,3846,1703,1562,1245,27133,32397,320,57,162,70,24,37,42,1511,35,1648,121,376,337,97,207,127,2738,2426,15,40,28,13,4,0,40,2,5,6,3,2,2,41,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,2,2,14,28,37,18,0,29,2,7,6,2,4,2,48,30,49,47,4,45,53,2,45,53,2,2020-10-19 20:27:43.866183
26466,1083,3336,3872,1715,1568,1248,27364,32498,320,57,163,71,24,38,42,1527,40,1649,121,383,343,97,208,127,2763,2433,15,40,28,13,4,0,40,2,5,6,3,2,2,41,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,2,2,14,28,37,18,0,29,2,7,6,2,4,2,49,30,49,47,4,45,53,2,45,53,2,2020-10-20 20:47:10.055988
26520,1087,3351,3889,1717,1570,1250,27514,32976,320,58,164,71,26,38,42,1535,32,1651,119,382,345,97,204,129,2775,2447,15,40,28,13,4,0,40,2,5,6,3,2,2,41,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,1,2,14,28,38,18,0,29,2,7,6,2,4,2,49,30,49,47,4,45,53,2,45,53,2,2020-10-21 20:00:28.630944
26621,1089,3376,3913,1732,1574,1256,27768,33196,320,58,163,71,25,38,42,1539,33,1658,121,384,346,98,207,129,2784,2456,15,40,28,13,4,0,40,2,5,6,3,2,2,41,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,1,2,14,28,38,18,0,29,2,7,6,2,4,2,49,30,49,47,4,45,53,2,45,53,2,2020-10-22 19:17:49.351450
26756,1092,3397,3942,1745,1584,1262,28032,33535,322,58,163,71,26,38,42,1545,31,1667,122,387,347,99,209,130,2796,2474,15,40,28,13,4,0,39,2,5,6,3,2,2,41,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,1,2,14,28,38,18,0,29,2,7,6,2,4,2,49,30,49,47,4,45,53,2,45,53,2,2020-10-23 20:11:03.408474
26838,1094,3412,3949,1753,1591,1268,28242,34117,322,58,163,71,26,38,42,1545,31,1671,122,387,348,100,210,130,2808,2482,15,40,28,13,4,0,39,2,5,6,3,2,2,41,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,1,2,14,28,38,18,0,29,2,7,6,2,4,2,49,30,49,47,4,45,53,2,45,53,2,2020-10-24 20:04:46.804435
26994,1100,3441,3994,1770,1601,1277,28539,34197,322,58,163,71,26,38,42,1545,31,1674,122,387,349,100,212,129,2815,2492,15,40,28,13,4,0,39,2,5,6,3,2,2,42,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,1,2,14,28,38,18,0,29,2,7,6,2,4,2,49,30,49,47,4,45,53,2,45,53,2,2020-10-25 20:14:29.621616
27185,1101,3462,4026,1788,1611,1281,28892,34154,323,58,163,71,26,38,42,1561,39,1674,122,387,349,102,214,129,2840,2505,15,40,28,13,4,0,39,2,5,6,3,2,2,42,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,2,2,14,28,38,18,0,29,2,7,6,2,4,2,49,30,49,47,4,45,53,2,45,53,2,2020-10-26 20:09:13.687302
27344,1104,3487,4049,1798,1614,1285,29170,34176,325,58,165,71,28,39,42,1579,30,1679,122,389,351,102,215,129,2861,2510,15,40,28,13,4,0,39,2,5,6,3,2,2,42,33,0,2,9,38,51,0,14,3,7,3,1,2,2,68,1,2,14,28,38,18,0,29,2,7,6,2,4,2,49,30,49,47,4,45,53,2,45,53,2,2020-10-27 20:15:40.328432
27408,1108,3499,4063,1802,1619,1286,29290,34668,330,58,165,71,29,39,42,1590,29,1681,123,390,352,102,215,129,2868,2523,15,40,28,13,4,0,39,2,5,6,3,2,2,42,33,0,2,9,38,51,0,14,2,7,3,1,2,2,68,1,2,14,28,38,18,0,29,2,7,6,2,4,2,49,30,49,47,4,45,53,2,45,53,2,2020-10-28 20:09:42.784386
27551,1117,3526,4082,1820,1629,1293,29653,34886,328,59,165,71,28,39,42,1595,32,1684,123,393,353,102,216,129,2890,2577,15,40,28,13,4,0,39,2,5,6,3,2,2,42,33,0,2,9,38,51,0,14,3,7,3,1,2,2,69,1,2,14,28,38,18,0,29,2,7,6,2,4,2,49,30,49,47,4,45,53,2,45,53,2,2020-10-29 20:19:22.542752
27627,1125,3554,4104,1830,1631,1293,29824,35585,329,60,166,71,28,39,42,1599,32,1691,123,396,354,103,217,130,2915,2593,15,40,28,13,4,0,39,2,5,6,3,2,2,42,33,0,2,9,38,51,0,14,3,7,3,1,2,2,69,1,2,14,28,38,18,0,29,2,7,6,2,4,2,49,30,49,47,4,45,53,2,45,53,2,2020-10-30 19:50:23.569651
27730,1138,3584,4145,1841,1636,1294,30035,36098,329,60,166,71,28,39,42,1599,32,1695,122,397,355,103,217,130,2920,2632,15,40,28,13,4,0,39,2,5,6,3,2,2,42,34,0,2,9,38,51,0,14,3,7,3,1,2,2,69,1,2,14,28,38,18,0,29,2,7,6,2,4,2,49,31,49,47,4,45,53,2,45,53,2,2020-10-31 20:16:56.077998
27990,1147,3631,4210,1874,1644,1300,30520,35999,329,60,166,71,28,39,42,1599,32,1699,122,398,356,102,219,130,2938,2647,15,40,28,13,4,0,39,2,5,6,3,2,2,42,33,0,2,9,38,51,0,14,3,7,3,1,2,2,69,1,2,14,28,38,18,0,28,2,7,6,2,4,2,49,31,49,47,4,45,53,2,46,53,2,2020-11-01 20:31:07.841164
27990,1147,3631,4210,1874,1644,1300,30520,35999,329,60,166,71,28,39,42,1599,32,1699,122,398,356,102,219,130,2938,2647,15,40,28,13,4,0,39,2,5,6,3,2,2,42,33,0,2,9,38,51,0,14,3,7,3,1,2,2,69,1,2,14,28,38,18,0,28,2,7,6,2,4,2,49,31,49,47,4,45,53,2,46,53,2,2020-11-02 20:10:44.500777
28260,1155,3693,4279,1901,1665,1322,31037,36699,334,60,168,70,28,40,42,1615,43,1716,123,401,361,103,221,135,2971,2644,15,40,28,13,4,0,39,2,5,6,3,2,2,42,33,0,2,9,39,51,0,14,3,7,3,1,2,2,69,2,2,14,28,38,18,0,28,2,7,6,2,4,2,49,30,49,47,4,46,52,2,46,53,2,2020-11-03 20:27:34.629398
28461,1163,3742,4326,1923,1675,1327,31429,37434,339,61,169,72,28,41,43,1633,30,1724,124,404,363,104,222,135,3001,2658,15,40,28,13,4,0,38,2,5,6,3,2,2,42,34,0,2,9,39,51,0,14,3,7,3,1,2,2,68,1,2,14,28,38,18,0,28,2,7,6,2,4,2,49,30,49,47,4,46,52,2,45,53,2,2020-11-04 20:23:03.783068
28637,1170,3780,4375,1944,1687,1335,31837,37785,340,60,169,73,28,41,43,1644,33,1733,125,407,365,105,224,135,3019,2671,15,40,28,13,4,0,38,2,5,6,3,2,2,43,34,0,2,9,39,51,0,14,3,7,3,1,2,2,69,1,2,14,28,38,18,0,28,2,7,6,2,4,2,49,30,49,47,4,46,52,2,46,53,2,2020-11-05 21:31:53.845007
28831,1176,3810,4427,1966,1695,1362,32275,38699,344,61,169,74,30,41,43,1653,24,1738,125,409,366,105,225,135,3030,2658,15,40,28,13,4,0,38,2,5,6,3,2,2,43,34,0,2,9,39,51,0,14,3,7,3,1,2,2,68,1,2,14,28,38,18,0,28,2,7,6,2,4,2,49,30,49,47,4,46,52,2,46,53,2,2020-11-06 20:07:20.703689
