County Name,Scrape Time,Total Cases,Total Deaths,Total Tested: Negative
Marion,2020-08-31 21:25:03.254053,3830,80,39941
Morrow,2020-08-31 21:25:03.254053,437,3,1498
Multnomah,2020-08-31 21:25:03.254053,6007,118,118596
Polk,2020-08-31 21:25:03.254053,425,14,7277
Sherman,2020-08-31 21:25:03.254053,17,0,305
Tillamook,2020-08-31 21:25:03.254053,38,0,2621
Umatilla,2020-08-31 21:25:03.254053,2680,37,11623
Union,2020-08-31 21:25:03.254053,419,2,2941
Wallowa,2020-08-31 21:25:03.254053,22,1,832
Wasco,2020-08-31 21:25:03.254053,207,3,4307
Washington,2020-08-31 21:25:03.254053,3783,44,77436
Wheeler,2020-08-31 21:25:03.254053,0,0,152
Yamhill,2020-08-31 21:25:03.254053,630,14,14432
Baker,2020-09-01 20:07:23.853645,74,2,1368
Benton,2020-09-01 20:07:23.853645,217,6,10656
Clackamas,2020-09-01 20:07:23.853645,1979,56,51439
Clatsop,2020-09-01 20:07:23.853645,96,0,4820
Columbia,2020-09-01 20:07:23.853645,130,1,5893
Coos,2020-09-01 20:07:23.853645,116,0,5480
Crook,2020-09-01 20:07:23.853645,55,1,2300
Curry,2020-09-01 20:07:23.853645,20,0,1318
Deschutes,2020-09-01 20:07:23.853645,693,11,24366
Douglas,2020-09-01 20:07:23.853645,178,3,10443
Gilliam,2020-09-01 20:07:23.853645,4,0,244
Grant,2020-09-01 20:07:23.853645,8,0,758
Harney,2020-09-01 20:07:23.853645,12,0,704
Hood River,2020-09-01 20:07:23.853645,236,0,4441
Jackson,2020-09-01 20:07:23.853645,821,2,24195
Jefferson,2020-09-01 20:07:23.853645,461,7,4211
Josephine,2020-09-01 20:07:23.853645,158,2,8969
Klamath,2020-09-01 20:07:23.853645,235,2,8878
Lake,2020-09-01 20:07:23.853645,30,0,705
Lane,2020-09-01 20:07:23.853645,726,6,53595
Lincoln,2020-09-01 20:07:23.853645,466,13,7768
Linn,2020-09-01 20:07:23.853645,389,13,13813
Malheur,2020-09-01 20:07:23.853645,1189,19,4189
Marion,2020-09-01 20:07:23.853645,3870,80,40263
Morrow,2020-09-01 20:07:23.853645,439,3,1510
Multnomah,2020-09-01 20:07:23.853645,6053,120,119624
Polk,2020-09-01 20:07:23.853645,429,14,7340
Sherman,2020-09-01 20:07:23.853645,17,0,306
Tillamook,2020-09-01 20:07:23.853645,38,0,2636
Umatilla,2020-09-01 20:07:23.853645,2694,38,11682
Union,2020-09-01 20:07:23.853645,420,2,2967
Wallowa,2020-09-01 20:07:23.853645,22,1,837
Wasco,2020-09-01 20:07:23.853645,207,3,4324
Washington,2020-09-01 20:07:23.853645,3822,46,78147
Wheeler,2020-09-01 20:07:23.853645,0,0,152
Yamhill,2020-09-01 20:07:23.853645,642,14,14513
Baker,2020-09-02 20:10:27.818637,75,2,1379
Benton,2020-09-02 20:10:27.818637,217,6,10690
Clackamas,2020-09-02 20:10:27.818637,1981,56,51972
Clatsop,2020-09-02 20:10:27.818637,96,0,4855
Columbia,2020-09-02 20:10:27.818637,130,1,5925
Coos,2020-09-02 20:10:27.818637,118,0,5500
Crook,2020-09-02 20:10:27.818637,55,1,2311
Curry,2020-09-02 20:10:27.818637,21,0,1333
Deschutes,2020-09-02 20:10:27.818637,694,11,24542
Douglas,2020-09-02 20:10:27.818637,179,3,10496
Gilliam,2020-09-02 20:10:27.818637,4,0,244
Grant,2020-09-02 20:10:27.818637,8,0,768
Harney,2020-09-02 20:10:27.818637,12,0,709
Hood River,2020-09-02 20:10:27.818637,236,0,4479
Jackson,2020-09-02 20:10:27.818637,835,3,24631
Jefferson,2020-09-02 20:10:27.818637,461,7,4224
Josephine,2020-09-02 20:10:27.818637,161,2,9136
Klamath,2020-09-02 20:10:27.818637,235,2,8905
Lake,2020-09-02 20:10:27.818637,29,0,710
Lane,2020-09-02 20:10:27.818637,736,6,54069
Lincoln,2020-09-02 20:10:27.818637,466,13,7793
Linn,2020-09-02 20:10:27.818637,391,13,13886
Malheur,2020-09-02 20:10:27.818637,1196,19,4215
Marion,2020-09-02 20:10:27.818637,3887,80,40509
Morrow,2020-09-02 20:10:27.818637,440,3,1515
Multnomah,2020-09-02 20:10:27.818637,6081,120,120581
Polk,2020-09-02 20:10:27.818637,436,15,7439
Sherman,2020-09-02 20:10:27.818637,18,0,306
Tillamook,2020-09-02 20:10:27.818637,38,0,2661
Umatilla,2020-09-02 20:10:27.818637,2707,38,11728
Union,2020-09-02 20:10:27.818637,420,2,2987
Wallowa,2020-09-02 20:10:27.818637,23,1,852
Wasco,2020-09-02 20:10:27.818637,208,3,4343
Washington,2020-09-02 20:10:27.818637,3838,47,78851
Wheeler,2020-09-02 20:10:27.818637,0,0,152
Yamhill,2020-09-02 20:10:27.818637,643,14,14611
Baker,2020-09-03 21:02:27.470159,77,2,1387
Benton,2020-09-03 21:02:27.470159,217,6,10787
Clackamas,2020-09-03 21:02:27.470159,2003,56,52381
Clatsop,2020-09-03 21:02:27.470159,96,0,4890
Columbia,2020-09-03 21:02:27.470159,132,1,5982
Coos,2020-09-03 21:02:27.470159,122,0,5553
Crook,2020-09-03 21:02:27.470159,55,1,2322
Curry,2020-09-03 21:02:27.470159,21,0,1335
Deschutes,2020-09-03 21:02:27.470159,698,11,24684
Douglas,2020-09-03 21:02:27.470159,180,3,10542
Gilliam,2020-09-03 21:02:27.470159,4,0,244
Grant,2020-09-03 21:02:27.470159,8,0,776
Harney,2020-09-03 21:02:27.470159,12,0,714
Hood River,2020-09-03 21:02:27.470159,236,0,4504
Jackson,2020-09-03 21:02:27.470159,853,3,24740
Jefferson,2020-09-03 21:02:27.470159,467,7,4253
Josephine,2020-09-03 21:02:27.470159,162,2,9248
Klamath,2020-09-03 21:02:27.470159,235,2,8944
Lake,2020-09-03 21:02:27.470159,29,0,727
Lane,2020-09-03 21:02:27.470159,747,6,54461
Lincoln,2020-09-03 21:02:27.470159,467,13,7829
Linn,2020-09-03 21:02:27.470159,393,13,14003
Malheur,2020-09-03 21:02:27.470159,1219,20,4353
Marion,2020-09-03 21:02:27.470159,3920,81,40817
Morrow,2020-09-03 21:02:27.470159,447,3,1530
Multnomah,2020-09-03 21:02:27.470159,6142,120,121819
Polk,2020-09-03 21:02:27.470159,437,15,7506
Sherman,2020-09-03 21:02:27.470159,18,0,307
Tillamook,2020-09-03 21:02:27.470159,38,0,2670
Umatilla,2020-09-03 21:02:27.470159,2721,38,11832
Union,2020-09-03 21:02:27.470159,419,2,3018
Wallowa,2020-09-03 21:02:27.470159,23,1,854
Wasco,2020-09-03 21:02:27.470159,212,3,4374
Washington,2020-09-03 21:02:27.470159,3877,47,79512
Wheeler,2020-09-03 21:02:27.470159,0,0,155
Yamhill,2020-09-03 21:02:27.470159,649,14,14736
Baker,2020-09-04 20:57:44.131129,77,2,1400
Benton,2020-09-04 20:57:44.131129,221,6,10900
Clackamas,2020-09-04 20:57:44.131129,2022,57,52828
Clatsop,2020-09-04 20:57:44.131129,97,0,4927
Columbia,2020-09-04 20:57:44.131129,132,1,6073
Coos,2020-09-04 20:57:44.131129,123,0,5615
Crook,2020-09-04 20:57:44.131129,57,1,2330
Curry,2020-09-04 20:57:44.131129,22,0,1356
Deschutes,2020-09-04 20:57:44.131129,699,11,24884
Douglas,2020-09-04 20:57:44.131129,180,3,10730
Gilliam,2020-09-04 20:57:44.131129,4,0,246
Grant,2020-09-04 20:57:44.131129,8,0,781
Harney,2020-09-04 20:57:44.131129,12,0,717
Hood River,2020-09-04 20:57:44.131129,238,0,4524
Jackson,2020-09-04 20:57:44.131129,864,3,24948
Jefferson,2020-09-04 20:57:44.131129,468,7,4285
Josephine,2020-09-04 20:57:44.131129,168,2,9336
Klamath,2020-09-04 20:57:44.131129,235,2,9119
Lake,2020-09-04 20:57:44.131129,31,0,743
Lane,2020-09-04 20:57:44.131129,769,6,54845
Lincoln,2020-09-04 20:57:44.131129,467,13,7877
Linn,2020-09-04 20:57:44.131129,398,13,14249
Malheur,2020-09-04 20:57:44.131129,1249,20,4399
Marion,2020-09-04 20:57:44.131129,3964,81,41436
Morrow,2020-09-04 20:57:44.131129,453,3,1541
Multnomah,2020-09-04 20:57:44.131129,6185,123,123086
Polk,2020-09-04 20:57:44.131129,440,15,7569
Sherman,2020-09-04 20:57:44.131129,18,0,309
Tillamook,2020-09-04 20:57:44.131129,40,0,2685
Umatilla,2020-09-04 20:57:44.131129,2753,38,11917
Union,2020-09-04 20:57:44.131129,420,2,3023
Wallowa,2020-09-04 20:57:44.131129,23,1,856
Wasco,2020-09-04 20:57:44.131129,214,3,4399
Washington,2020-09-04 20:57:44.131129,3898,48,80335
Wheeler,2020-09-04 20:57:44.131129,0,0,155
Yamhill,2020-09-04 20:57:44.131129,652,14,14905
Baker,2020-09-05 20:15:52.324200,77,2,1400
Benton,2020-09-05 20:15:52.324200,221,6,10900
Clackamas,2020-09-05 20:15:52.324200,2022,57,52828
Clatsop,2020-09-05 20:15:52.324200,97,0,4927
Columbia,2020-09-05 20:15:52.324200,132,1,6073
Coos,2020-09-05 20:15:52.324200,123,0,5615
Crook,2020-09-05 20:15:52.324200,57,1,2330
Curry,2020-09-05 20:15:52.324200,22,0,1356
Deschutes,2020-09-05 20:15:52.324200,699,11,24884
Douglas,2020-09-05 20:15:52.324200,180,3,10730
Gilliam,2020-09-05 20:15:52.324200,4,0,246
Grant,2020-09-05 20:15:52.324200,8,0,781
Harney,2020-09-05 20:15:52.324200,12,0,717
Hood River,2020-09-05 20:15:52.324200,238,0,4524
Jackson,2020-09-05 20:15:52.324200,864,3,24948
Jefferson,2020-09-05 20:15:52.324200,468,7,4285
Josephine,2020-09-05 20:15:52.324200,168,2,9336
Klamath,2020-09-05 20:15:52.324200,235,2,9119
Lake,2020-09-05 20:15:52.324200,31,0,743
Lane,2020-09-05 20:15:52.324200,769,6,54845
Lincoln,2020-09-05 20:15:52.324200,467,13,7877
Linn,2020-09-05 20:15:52.324200,398,13,14249
Malheur,2020-09-05 20:15:52.324200,1249,20,4399
Marion,2020-09-05 20:15:52.324200,3964,81,41436
Morrow,2020-09-05 20:15:52.324200,453,3,1541
Multnomah,2020-09-05 20:15:52.324200,6185,123,123086
Polk,2020-09-05 20:15:52.324200,440,15,7569
Sherman,2020-09-05 20:15:52.324200,18,0,309
Tillamook,2020-09-05 20:15:52.324200,40,0,2685
Umatilla,2020-09-05 20:15:52.324200,2753,38,11917
Union,2020-09-05 20:15:52.324200,420,2,3023
Wallowa,2020-09-05 20:15:52.324200,23,1,856
Wasco,2020-09-05 20:15:52.324200,214,3,4399
Washington,2020-09-05 20:15:52.324200,3898,48,80335
Wheeler,2020-09-05 20:15:52.324200,0,0,155
Yamhill,2020-09-05 20:15:52.324200,652,14,14905
Baker,2020-09-06 20:15:15.800401,77,2,1400
Benton,2020-09-06 20:15:15.800401,221,6,10900
Clackamas,2020-09-06 20:15:15.800401,2022,57,52828
Clatsop,2020-09-06 20:15:15.800401,97,0,4927
Columbia,2020-09-06 20:15:15.800401,132,1,6073
Coos,2020-09-06 20:15:15.800401,123,0,5615
Crook,2020-09-06 20:15:15.800401,57,1,2330
Curry,2020-09-06 20:15:15.800401,22,0,1356
Deschutes,2020-09-06 20:15:15.800401,699,11,24884
Douglas,2020-09-06 20:15:15.800401,180,3,10730
Gilliam,2020-09-06 20:15:15.800401,4,0,246
Grant,2020-09-06 20:15:15.800401,8,0,781
Harney,2020-09-06 20:15:15.800401,12,0,717
Hood River,2020-09-06 20:15:15.800401,238,0,4524
Jackson,2020-09-06 20:15:15.800401,864,3,24948
Jefferson,2020-09-06 20:15:15.800401,468,7,4285
Josephine,2020-09-06 20:15:15.800401,168,2,9336
Klamath,2020-09-06 20:15:15.800401,235,2,9119
Lake,2020-09-06 20:15:15.800401,31,0,743
Lane,2020-09-06 20:15:15.800401,769,6,54845
Lincoln,2020-09-06 20:15:15.800401,467,13,7877
Linn,2020-09-06 20:15:15.800401,398,13,14249
Malheur,2020-09-06 20:15:15.800401,1249,20,4399
Marion,2020-09-06 20:15:15.800401,3964,81,41436
Morrow,2020-09-06 20:15:15.800401,453,3,1541
Multnomah,2020-09-06 20:15:15.800401,6185,123,123086
Polk,2020-09-06 20:15:15.800401,440,15,7569
Sherman,2020-09-06 20:15:15.800401,18,0,309
Tillamook,2020-09-06 20:15:15.800401,40,0,2685
Umatilla,2020-09-06 20:15:15.800401,2753,38,11917
Union,2020-09-06 20:15:15.800401,420,2,3023
Wallowa,2020-09-06 20:15:15.800401,23,1,856
Wasco,2020-09-06 20:15:15.800401,214,3,4399
Washington,2020-09-06 20:15:15.800401,3898,48,80335
Wheeler,2020-09-06 20:15:15.800401,0,0,155
Yamhill,2020-09-06 20:15:15.800401,652,14,14905
Baker,2020-09-07 20:34:57.459961,77,2,1400
Benton,2020-09-07 20:34:57.459961,221,6,10900
Clackamas,2020-09-07 20:34:57.459961,2022,57,52828
Clatsop,2020-09-07 20:34:57.459961,97,0,4927
Columbia,2020-09-07 20:34:57.459961,132,1,6073
Coos,2020-09-07 20:34:57.459961,123,0,5615
Crook,2020-09-07 20:34:57.459961,57,1,2330
Curry,2020-09-07 20:34:57.459961,22,0,1356
Deschutes,2020-09-07 20:34:57.459961,699,11,24884
Douglas,2020-09-07 20:34:57.459961,180,3,10730
Gilliam,2020-09-07 20:34:57.459961,4,0,246
Grant,2020-09-07 20:34:57.459961,8,0,781
Harney,2020-09-07 20:34:57.459961,12,0,717
Hood River,2020-09-07 20:34:57.459961,238,0,4524
Jackson,2020-09-07 20:34:57.459961,864,3,24948
Jefferson,2020-09-07 20:34:57.459961,468,7,4285
Josephine,2020-09-07 20:34:57.459961,168,2,9336
Klamath,2020-09-07 20:34:57.459961,235,2,9119
Lake,2020-09-07 20:34:57.459961,31,0,743
Lane,2020-09-07 20:34:57.459961,769,6,54845
Lincoln,2020-09-07 20:34:57.459961,467,13,7877
Linn,2020-09-07 20:34:57.459961,398,13,14249
Malheur,2020-09-07 20:34:57.459961,1249,20,4399
Marion,2020-09-07 20:34:57.459961,3964,81,41436
Morrow,2020-09-07 20:34:57.459961,453,3,1541
Multnomah,2020-09-07 20:34:57.459961,6185,123,123086
Polk,2020-09-07 20:34:57.459961,440,15,7569
Sherman,2020-09-07 20:34:57.459961,18,0,309
Tillamook,2020-09-07 20:34:57.459961,40,0,2685
Umatilla,2020-09-07 20:34:57.459961,2753,38,11917
Union,2020-09-07 20:34:57.459961,420,2,3023
Wallowa,2020-09-07 20:34:57.459961,23,1,856
Wasco,2020-09-07 20:34:57.459961,214,3,4399
Washington,2020-09-07 20:34:57.459961,3898,48,80335
Wheeler,2020-09-07 20:34:57.459961,0,0,155
Yamhill,2020-09-07 20:34:57.459961,652,14,14905
Baker,2020-09-08 20:10:37.492072,86,2,1414
Benton,2020-09-08 20:10:37.492072,228,6,11206
Clackamas,2020-09-08 20:10:37.492072,2095,58,53956
Clatsop,2020-09-08 20:10:37.492072,97,0,5017
Columbia,2020-09-08 20:10:37.492072,136,1,6213
Coos,2020-09-08 20:10:37.492072,126,0,5784
Crook,2020-09-08 20:10:37.492072,58,1,2350
Curry,2020-09-08 20:10:37.492072,23,0,1450
Deschutes,2020-09-08 20:10:37.492072,705,11,25649
Douglas,2020-09-08 20:10:37.492072,182,3,11314
Gilliam,2020-09-08 20:10:37.492072,4,0,255
Grant,2020-09-08 20:10:37.492072,8,0,794
Harney,2020-09-08 20:10:37.492072,12,0,732
Hood River,2020-09-08 20:10:37.492072,238,0,4578
Jackson,2020-09-08 20:10:37.492072,921,3,25936
Jefferson,2020-09-08 20:10:37.492072,476,7,4333
Josephine,2020-09-08 20:10:37.492072,170,2,9759
Klamath,2020-09-08 20:10:37.492072,236,2,9310
Lake,2020-09-08 20:10:37.492072,30,0,774
Lane,2020-09-08 20:10:37.492072,801,9,55865
Lincoln,2020-09-08 20:10:37.492072,470,13,8055
Linn,2020-09-08 20:10:37.492072,405,13,14506
Malheur,2020-09-08 20:10:37.492072,1299,20,4485
Marion,2020-09-08 20:10:37.492072,4085,85,42533
Morrow,2020-09-08 20:10:37.492072,459,3,1570
Multnomah,2020-09-08 20:10:37.492072,6343,124,126389
Polk,2020-09-08 20:10:37.492072,458,15,7772
Sherman,2020-09-08 20:10:37.492072,18,0,319
Tillamook,2020-09-08 20:10:37.492072,43,0,2739
Umatilla,2020-09-08 20:10:37.492072,2795,39,12104
Union,2020-09-08 20:10:37.492072,423,2,3048
Wallowa,2020-09-08 20:10:37.492072,23,1,870
Wasco,2020-09-08 20:10:37.492072,223,3,4483
Washington,2020-09-08 20:10:37.492072,3996,49,82147
Wheeler,2020-09-08 20:10:37.492072,0,0,156
Yamhill,2020-09-08 20:10:37.492072,683,14,15279
Baker,2020-09-09 20:11:26.267284,86,2,1425
Benton,2020-09-09 20:11:26.267284,231,6,11265
Clackamas,2020-09-09 20:11:26.267284,2099,58,54153
Clatsop,2020-09-09 20:11:26.267284,97,0,5030
Columbia,2020-09-09 20:11:26.267284,136,1,6231
Coos,2020-09-09 20:11:26.267284,126,0,5805
Crook,2020-09-09 20:11:26.267284,59,1,2354
Curry,2020-09-09 20:11:26.267284,24,0,1457
Deschutes,2020-09-09 20:11:26.267284,706,12,25717
Douglas,2020-09-09 20:11:26.267284,182,3,11384
Gilliam,2020-09-09 20:11:26.267284,4,0,255
Grant,2020-09-09 20:11:26.267284,8,0,806
Harney,2020-09-09 20:11:26.267284,12,0,734
Hood River,2020-09-09 20:11:26.267284,238,0,4583
Jackson,2020-09-09 20:11:26.267284,928,3,26075
Jefferson,2020-09-09 20:11:26.267284,477,7,4348
Josephine,2020-09-09 20:11:26.267284,173,2,9830
Klamath,2020-09-09 20:11:26.267284,237,2,9325
Lake,2020-09-09 20:11:26.267284,30,0,784
Lane,2020-09-09 20:11:26.267284,812,10,56221
Lincoln,2020-09-09 20:11:26.267284,470,13,8128
Linn,2020-09-09 20:11:26.267284,416,13,14632
Malheur,2020-09-09 20:11:26.267284,1310,21,4526
Marion,2020-09-09 20:11:26.267284,4106,85,42765
Morrow,2020-09-09 20:11:26.267284,461,4,1575
Multnomah,2020-09-09 20:11:26.267284,6365,124,126840
Polk,2020-09-09 20:11:26.267284,460,15,7820
Sherman,2020-09-09 20:11:26.267284,18,0,319
Tillamook,2020-09-09 20:11:26.267284,45,0,2749
Umatilla,2020-09-09 20:11:26.267284,2799,40,12133
Union,2020-09-09 20:11:26.267284,424,2,3064
Wallowa,2020-09-09 20:11:26.267284,23,1,877
Wasco,2020-09-09 20:11:26.267284,223,3,4489
Washington,2020-09-09 20:11:26.267284,4002,52,82429
Wheeler,2020-09-09 20:11:26.267284,0,0,156
Yamhill,2020-09-09 20:11:26.267284,684,14,15322
Baker,2020-09-10 20:37:18.833287,86,2,1438
Benton,2020-09-10 20:37:18.833287,234,6,11338
Clackamas,2020-09-10 20:37:18.833287,2112,58,54413
Clatsop,2020-09-10 20:37:18.833287,100,0,5053
Columbia,2020-09-10 20:37:18.833287,137,1,6266
Coos,2020-09-10 20:37:18.833287,129,0,5854
Crook,2020-09-10 20:37:18.833287,59,1,2361
Curry,2020-09-10 20:37:18.833287,24,0,1473
Deschutes,2020-09-10 20:37:18.833287,708,12,25804
Douglas,2020-09-10 20:37:18.833287,182,3,11444
Gilliam,2020-09-10 20:37:18.833287,4,0,256
Grant,2020-09-10 20:37:18.833287,8,0,811
Harney,2020-09-10 20:37:18.833287,12,0,739
Hood River,2020-09-10 20:37:18.833287,238,0,4610
Jackson,2020-09-10 20:37:18.833287,936,3,26208
Jefferson,2020-09-10 20:37:18.833287,479,7,4354
Josephine,2020-09-10 20:37:18.833287,174,2,9875
Klamath,2020-09-10 20:37:18.833287,239,2,9332
Lake,2020-09-10 20:37:18.833287,30,0,793
Lane,2020-09-10 20:37:18.833287,817,11,56488
Lincoln,2020-09-10 20:37:18.833287,471,13,8143
Linn,2020-09-10 20:37:18.833287,421,13,14724
Malheur,2020-09-10 20:37:18.833287,1326,22,4545
Marion,2020-09-10 20:37:18.833287,4141,85,42960
Morrow,2020-09-10 20:37:18.833287,463,4,1583
Multnomah,2020-09-10 20:37:18.833287,6399,125,127495
Polk,2020-09-10 20:37:18.833287,464,15,7864
Sherman,2020-09-10 20:37:18.833287,18,0,319
Tillamook,2020-09-10 20:37:18.833287,44,0,2761
Umatilla,2020-09-10 20:37:18.833287,2803,40,12177
Union,2020-09-10 20:37:18.833287,427,2,3073
Wallowa,2020-09-10 20:37:18.833287,23,1,878
Wasco,2020-09-10 20:37:18.833287,224,3,4505
Washington,2020-09-10 20:37:18.833287,4029,52,82860
Wheeler,2020-09-10 20:37:18.833287,0,0,156
Yamhill,2020-09-10 20:37:18.833287,693,14,15381
Baker,2020-09-11 20:34:15.500761,88,2,1448
Benton,2020-09-11 20:34:15.500761,240,6,11439
Clackamas,2020-09-11 20:34:15.500761,2126,58,54781
Clatsop,2020-09-11 20:34:15.500761,100,0,5075
Columbia,2020-09-11 20:34:15.500761,138,1,6311
Coos,2020-09-11 20:34:15.500761,131,0,5920
Crook,2020-09-11 20:34:15.500761,59,1,2375
Curry,2020-09-11 20:34:15.500761,25,0,1490
Deschutes,2020-09-11 20:34:15.500761,711,12,26154
Douglas,2020-09-11 20:34:15.500761,183,3,11630
Gilliam,2020-09-11 20:34:15.500761,4,0,256
Grant,2020-09-11 20:34:15.500761,8,0,813
Harney,2020-09-11 20:34:15.500761,12,0,740
Hood River,2020-09-11 20:34:15.500761,238,0,4628
Jackson,2020-09-11 20:34:15.500761,943,3,29621
Jefferson,2020-09-11 20:34:15.500761,482,8,4380
Josephine,2020-09-11 20:34:15.500761,174,2,10690
Klamath,2020-09-11 20:34:15.500761,240,2,9405
Lake,2020-09-11 20:34:15.500761,29,0,798
Lane,2020-09-11 20:34:15.500761,825,11,56867
Lincoln,2020-09-11 20:34:15.500761,471,13,8190
Linn,2020-09-11 20:34:15.500761,424,13,14846
Malheur,2020-09-11 20:34:15.500761,1354,22,4595
Marion,2020-09-11 20:34:15.500761,4174,85,43203
Morrow,2020-09-11 20:34:15.500761,465,4,1592
Multnomah,2020-09-11 20:34:15.500761,6458,126,128538
Polk,2020-09-11 20:34:15.500761,469,15,7929
Sherman,2020-09-11 20:34:15.500761,18,0,321
Tillamook,2020-09-11 20:34:15.500761,44,0,2774
Umatilla,2020-09-11 20:34:15.500761,2812,40,12248
Union,2020-09-11 20:34:15.500761,429,2,3100
Wallowa,2020-09-11 20:34:15.500761,23,1,882
Wasco,2020-09-11 20:34:15.500761,225,3,4541
Washington,2020-09-11 20:34:15.500761,4046,52,83535
Wheeler,2020-09-11 20:34:15.500761,0,0,156
Yamhill,2020-09-11 20:34:15.500761,697,14,15603
Baker,2020-09-12 20:16:40.885475,88,2,1448
Benton,2020-09-12 20:16:40.885475,240,6,11439
Clackamas,2020-09-12 20:16:40.885475,2126,58,54781
Clatsop,2020-09-12 20:16:40.885475,100,0,5075
Columbia,2020-09-12 20:16:40.885475,138,1,6311
Coos,2020-09-12 20:16:40.885475,131,0,5920
Crook,2020-09-12 20:16:40.885475,59,1,2375
Curry,2020-09-12 20:16:40.885475,25,0,1490
Deschutes,2020-09-12 20:16:40.885475,711,12,26154
Douglas,2020-09-12 20:16:40.885475,183,3,11630
Gilliam,2020-09-12 20:16:40.885475,4,0,256
Grant,2020-09-12 20:16:40.885475,8,0,813
Harney,2020-09-12 20:16:40.885475,12,0,740
Hood River,2020-09-12 20:16:40.885475,238,0,4628
Jackson,2020-09-12 20:16:40.885475,943,3,29621
Jefferson,2020-09-12 20:16:40.885475,482,8,4380
Josephine,2020-09-12 20:16:40.885475,174,2,10690
Klamath,2020-09-12 20:16:40.885475,240,2,9405
Lake,2020-09-12 20:16:40.885475,29,0,798
Lane,2020-09-12 20:16:40.885475,825,11,56867
Lincoln,2020-09-12 20:16:40.885475,471,13,8190
Linn,2020-09-12 20:16:40.885475,424,13,14846
Malheur,2020-09-12 20:16:40.885475,1354,22,4595
Marion,2020-09-12 20:16:40.885475,4174,85,43203
Morrow,2020-09-12 20:16:40.885475,465,4,1592
Multnomah,2020-09-12 20:16:40.885475,6458,126,128538
Polk,2020-09-12 20:16:40.885475,469,15,7929
Sherman,2020-09-12 20:16:40.885475,18,0,321
Tillamook,2020-09-12 20:16:40.885475,44,0,2774
Umatilla,2020-09-12 20:16:40.885475,2812,40,12248
Union,2020-09-12 20:16:40.885475,429,2,3100
Wallowa,2020-09-12 20:16:40.885475,23,1,882
Wasco,2020-09-12 20:16:40.885475,225,3,4541
Washington,2020-09-12 20:16:40.885475,4046,52,83535
Wheeler,2020-09-12 20:16:40.885475,0,0,156
Yamhill,2020-09-12 20:16:40.885475,697,14,15603
Baker,2020-09-13 20:15:53.929466,88,2,1448
Benton,2020-09-13 20:15:53.929466,240,6,11439
Clackamas,2020-09-13 20:15:53.929466,2126,58,54781
Clatsop,2020-09-13 20:15:53.929466,100,0,5075
Columbia,2020-09-13 20:15:53.929466,138,1,6311
Coos,2020-09-13 20:15:53.929466,131,0,5920
Crook,2020-09-13 20:15:53.929466,59,1,2375
Curry,2020-09-13 20:15:53.929466,25,0,1490
Deschutes,2020-09-13 20:15:53.929466,711,12,26154
Douglas,2020-09-13 20:15:53.929466,183,3,11630
Gilliam,2020-09-13 20:15:53.929466,4,0,256
Grant,2020-09-13 20:15:53.929466,8,0,813
Harney,2020-09-13 20:15:53.929466,12,0,740
Hood River,2020-09-13 20:15:53.929466,238,0,4628
Jackson,2020-09-13 20:15:53.929466,943,3,29621
Jefferson,2020-09-13 20:15:53.929466,482,8,4380
Josephine,2020-09-13 20:15:53.929466,174,2,10690
Klamath,2020-09-13 20:15:53.929466,240,2,9405
Lake,2020-09-13 20:15:53.929466,29,0,798
Lane,2020-09-13 20:15:53.929466,825,11,56867
Lincoln,2020-09-13 20:15:53.929466,471,13,8190
Linn,2020-09-13 20:15:53.929466,424,13,14846
Malheur,2020-09-13 20:15:53.929466,1354,22,4595
Marion,2020-09-13 20:15:53.929466,4174,85,43203
Morrow,2020-09-13 20:15:53.929466,465,4,1592
Multnomah,2020-09-13 20:15:53.929466,6458,126,128538
Polk,2020-09-13 20:15:53.929466,469,15,7929
Sherman,2020-09-13 20:15:53.929466,18,0,321
Tillamook,2020-09-13 20:15:53.929466,44,0,2774
Umatilla,2020-09-13 20:15:53.929466,2812,40,12248
Union,2020-09-13 20:15:53.929466,429,2,3100
Wallowa,2020-09-13 20:15:53.929466,23,1,882
Wasco,2020-09-13 20:15:53.929466,225,3,4541
Washington,2020-09-13 20:15:53.929466,4046,52,83535
Wheeler,2020-09-13 20:15:53.929466,0,0,156
Yamhill,2020-09-13 20:15:53.929466,697,14,15603
Baker,2020-09-14 20:14:27.188125,90,2,1466
Benton,2020-09-14 20:14:27.188125,244,6,11651
Clackamas,2020-09-14 20:14:27.188125,2168,59,55378
Clatsop,2020-09-14 20:14:27.188125,102,0,5120
Columbia,2020-09-14 20:14:27.188125,144,1,6412
Coos,2020-09-14 20:14:27.188125,132,0,6151
Crook,2020-09-14 20:14:27.188125,59,1,2404
Curry,2020-09-14 20:14:27.188125,26,0,1533
Deschutes,2020-09-14 20:14:27.188125,726,12,27075
Douglas,2020-09-14 20:14:27.188125,191,3,11773
Gilliam,2020-09-14 20:14:27.188125,5,0,258
Grant,2020-09-14 20:14:27.188125,8,0,824
Harney,2020-09-14 20:14:27.188125,12,0,744
Hood River,2020-09-14 20:14:27.188125,238,0,4669
Jackson,2020-09-14 20:14:27.188125,971,3,30243
Jefferson,2020-09-14 20:14:27.188125,488,8,4419
Josephine,2020-09-14 20:14:27.188125,178,2,10888
Klamath,2020-09-14 20:14:27.188125,243,2,9508
Lake,2020-09-14 20:14:27.188125,29,0,814
