# Confirmatory Lab Tests,County Name,Scrape Time,Total Active Cases,Total Confirmed Cases,Total Deaths: ,Total Probable Cases,Total Recovered
1181,Tyler,2020-09-20 19:43:39.609195,0,15,0,0,15
3398,Tucker,2020-09-20 19:43:39.609195,3,15,0,0,12
7013,Taylor,2020-09-20 19:43:39.609195,5,116,6,1,106
3290,Summers,2020-09-20 19:43:39.609195,18,41,0,0,23
3673,Roane,2020-09-20 19:43:39.609195,15,49,2,0,32
2204,Ritchie,2020-09-20 19:43:39.609195,5,8,0,2,5
9382,Randolph,2020-09-20 19:43:39.609195,9,227,1,7,224
25263,Raleigh,2020-09-20 19:43:39.609195,69,458,8,14,395
3930,Barbour,2020-09-21 20:54:28.020632,16,46,1,0,29
21772,Berkeley,2020-09-21 20:54:28.020632,155,906,13,41,779
6524,Boone,2020-09-21 20:54:28.020632,42,197,1,1,155
1841,Braxton,2020-09-21 20:54:28.020632,1,10,0,0,9
5801,Brooke,2020-09-21 20:54:28.020632,8,104,1,3,98
47272,Cabell,2020-09-21 20:54:28.020632,255,712,10,12,459
1805,Calhoun,2020-09-21 20:54:28.020632,5,22,0,2,19
2256,Clay,2020-09-21 20:54:28.020632,4,34,2,0,28
706,Doddridge,2020-09-21 20:54:28.020632,11,18,0,0,7
17171,Fayette,2020-09-21 20:54:28.020632,186,564,10,5,373
2607,Gilmer,2020-09-21 20:54:28.020632,10,29,0,0,19
3735,Grant,2020-09-21 20:54:28.020632,5,151,7,1,140
9961,Greenbrier,2020-09-21 20:54:28.020632,8,119,3,1,109
4188,Hampshire,2020-09-21 20:54:28.020632,6,99,1,1,93
9815,Hancock,2020-09-21 20:54:28.020632,11,137,0,4,130
3098,Hardy,2020-09-21 20:54:28.020632,10,78,1,4,71
17093,Harrison,2020-09-21 20:54:28.020632,85,340,7,1,249
4963,Jackson,2020-09-21 20:54:28.020632,22,247,23,0,202
15465,Jefferson,2020-09-21 20:54:28.020632,59,411,4,8,356
55933,Kanawha,2020-09-21 20:54:28.020632,839,2296,68,21,1410
4506,Lewis,2020-09-21 20:54:28.020632,1,37,2,1,35
5380,Lincoln,2020-09-21 20:54:28.020632,14,155,2,1,140
11527,Logan,2020-09-21 20:54:28.020632,93,577,39,5,450
16685,Marion,2020-09-21 20:54:28.020632,32,247,3,8,220
6917,Marshall,2020-09-21 20:54:28.020632,22,153,1,6,136
6179,Mason,2020-09-21 20:54:28.020632,32,136,5,0,99
3812,McDowell,2020-09-21 20:54:28.020632,7,78,0,2,73
16868,Mercer,2020-09-21 20:54:28.020632,238,398,26,3,137
7031,Mineral,2020-09-21 20:54:28.020632,22,161,4,3,138
5322,Mingo,2020-09-21 20:54:28.020632,98,346,9,10,249
44605,Monongalia,2020-09-21 20:54:28.020632,655,1815,5,87,1242
4419,Monroe,2020-09-21 20:54:28.020632,69,147,7,1,72
2670,Morgan,2020-09-21 20:54:28.020632,11,48,0,4,41
4694,Nicholas,2020-09-21 20:54:28.020632,38,82,3,6,47
23973,Ohio,2020-09-21 20:54:28.020632,25,350,6,6,325
2821,Pendleton,2020-09-21 20:54:28.020632,5,49,1,3,46
1051,Pleasants,2020-09-21 20:54:28.020632,4,16,2,1,11
1665,Pocahontas,2020-09-21 20:54:28.020632,2,48,0,11,57
8271,Preston,2020-09-21 20:54:28.020632,8,129,4,20,137
13854,Putnam,2020-09-21 20:54:28.020632,164,505,5,4,340
4519,Wyoming,2020-09-21 20:54:36.998119,43,100,3,1,55
14495,Wood,2020-09-21 20:54:36.998119,48,330,6,18,294
625,Wirt,2020-09-21 20:54:36.998119,2,9,0,1,8
3419,Wetzel,2020-09-21 20:54:36.998119,4,48,0,1,45
1485,Webster,2020-09-21 20:54:36.998119,0,7,0,0,7
6514,Wayne,2020-09-21 20:54:36.998119,46,352,10,4,300
4172,Upshur,2020-09-21 20:54:36.998119,5,55,0,5,55
1163,Tyler,2020-09-21 20:54:36.998119,0,15,0,0,15
3416,Tucker,2020-09-21 20:54:36.998119,3,15,0,0,12
7131,Taylor,2020-09-21 20:54:36.998119,4,115,6,1,106
3304,Summers,2020-09-21 20:54:36.998119,19,42,0,0,23
3708,Roane,2020-09-21 20:54:36.998119,15,49,2,0,32
2214,Ritchie,2020-09-21 20:54:36.998119,5,8,0,2,5
9477,Randolph,2020-09-21 20:54:36.998119,11,229,1,7,224
25347,Raleigh,2020-09-21 20:54:36.998119,61,459,8,14,404
3941,Barbour,2020-09-22 20:34:39.164391,18,48,1,0,29
21870,Berkeley,2020-09-22 20:34:39.164391,135,907,13,41,800
6532,Boone,2020-09-22 20:34:39.164391,40,199,1,1,159
1847,Braxton,2020-09-22 20:34:39.164391,1,10,0,0,9
5825,Brooke,2020-09-22 20:34:39.164391,13,109,1,3,98
47693,Cabell,2020-09-22 20:34:39.164391,265,726,10,11,462
1847,Calhoun,2020-09-22 20:34:39.164391,4,22,0,2,20
2267,Clay,2020-09-22 20:34:39.164391,4,35,2,0,29
707,Doddridge,2020-09-22 20:34:39.164391,11,18,0,0,7
17222,Fayette,2020-09-22 20:34:39.164391,139,572,11,5,427
2654,Gilmer,2020-09-22 20:34:39.164391,13,32,0,0,19
3750,Grant,2020-09-22 20:34:39.164391,5,151,7,1,140
9987,Greenbrier,2020-09-22 20:34:39.164391,5,119,3,1,112
4219,Hampshire,2020-09-22 20:34:39.164391,8,101,1,1,93
9854,Hancock,2020-09-22 20:34:39.164391,14,140,0,4,130
3109,Hardy,2020-09-22 20:34:39.164391,10,78,1,4,71
17258,Harrison,2020-09-22 20:34:39.164391,85,341,8,1,249
4981,Jackson,2020-09-22 20:34:39.164391,25,252,23,0,204
15524,Jefferson,2020-09-22 20:34:39.164391,59,414,4,8,359
56182,Kanawha,2020-09-22 20:34:39.164391,892,2356,70,21,1415
4516,Lewis,2020-09-22 20:34:39.164391,0,37,2,1,36
5413,Lincoln,2020-09-22 20:34:39.164391,14,155,2,1,140
11573,Logan,2020-09-22 20:34:39.164391,91,581,39,4,455
16756,Marion,2020-09-22 20:34:39.164391,34,249,3,9,221
6932,Marshall,2020-09-22 20:34:39.164391,23,154,1,6,136
6202,Mason,2020-09-22 20:34:39.164391,32,138,5,0,101
3809,McDowell,2020-09-22 20:34:39.164391,6,79,0,1,74
16919,Mercer,2020-09-22 20:34:39.164391,236,401,27,3,141
7057,Mineral,2020-09-22 20:34:39.164391,21,162,4,3,140
5342,Mingo,2020-09-22 20:34:39.164391,103,356,9,10,254
45438,Monongalia,2020-09-22 20:34:39.164391,665,1848,5,88,1266
4458,Monroe,2020-09-22 20:34:39.164391,35,146,7,1,105
2678,Morgan,2020-09-22 20:34:39.164391,10,49,0,4,43
4720,Nicholas,2020-09-22 20:34:39.164391,39,82,3,10,50
24045,Ohio,2020-09-22 20:34:39.164391,21,352,6,6,331
2846,Pendleton,2020-09-22 20:34:39.164391,5,49,1,3,46
1058,Pleasants,2020-09-22 20:34:39.164391,3,15,2,1,11
1668,Pocahontas,2020-09-22 20:34:39.164391,2,48,0,11,57
8316,Preston,2020-09-22 20:34:39.164391,8,130,4,19,137
13899,Putnam,2020-09-22 20:34:39.164391,176,517,5,4,340
4556,Wyoming,2020-09-22 20:35:03.664092,43,102,3,1,57
14553,Wood,2020-09-22 20:35:03.664092,43,334,6,18,303
631,Wirt,2020-09-22 20:35:03.664092,4,11,0,1,8
3446,Wetzel,2020-09-22 20:35:03.664092,5,49,0,1,45
1513,Webster,2020-09-22 20:35:03.664092,0,7,0,0,7
6536,Wayne,2020-09-22 20:35:03.664092,50,357,10,4,301
4182,Upshur,2020-09-22 20:35:03.664092,6,59,0,2,55
1166,Tyler,2020-09-22 20:35:03.664092,0,15,0,0,15
3416,Tucker,2020-09-22 20:35:03.664092,5,17,0,0,12
7136,Taylor,2020-09-22 20:35:03.664092,7,118,6,1,106
3320,Summers,2020-09-22 20:35:03.664092,19,46,0,0,27
3733,Roane,2020-09-22 20:35:03.664092,14,48,2,0,32
2219,Ritchie,2020-09-22 20:35:03.664092,3,8,0,2,7
9487,Randolph,2020-09-22 20:35:03.664092,12,230,1,7,224
25521,Raleigh,2020-09-22 20:35:03.664092,62,465,8,14,409
3953,Barbour,2020-09-23 20:17:37.727801,18,48,1,0,29
22023,Berkeley,2020-09-23 20:17:37.727801,136,911,13,41,803
6543,Boone,2020-09-23 20:17:37.727801,39,202,1,1,163
1855,Braxton,2020-09-23 20:17:37.727801,3,13,0,0,10
5876,Brooke,2020-09-23 20:17:37.727801,12,108,1,3,98
47921,Cabell,2020-09-23 20:17:37.727801,260,730,10,11,471
1855,Calhoun,2020-09-23 20:17:37.727801,5,23,0,2,20
2279,Clay,2020-09-23 20:17:37.727801,5,35,2,1,29
713,Doddridge,2020-09-23 20:17:37.727801,11,18,0,0,7
17289,Fayette,2020-09-23 20:17:37.727801,123,575,11,5,446
2649,Gilmer,2020-09-23 20:17:37.727801,14,33,0,0,19
3755,Grant,2020-09-23 20:17:37.727801,5,151,7,1,140
10121,Greenbrier,2020-09-23 20:17:37.727801,9,123,3,1,112
4232,Hampshire,2020-09-23 20:17:37.727801,8,102,1,1,94
9992,Hancock,2020-09-23 20:17:37.727801,8,138,0,4,134
3113,Hardy,2020-09-23 20:17:37.727801,10,78,1,4,71
17319,Harrison,2020-09-23 20:17:37.727801,87,343,8,1,249
4988,Jackson,2020-09-23 20:17:37.727801,23,252,23,0,206
15631,Jefferson,2020-09-23 20:17:37.727801,62,417,4,8,359
56665,Kanawha,2020-09-23 20:17:37.727801,915,2394,72,21,1428
4521,Lewis,2020-09-23 20:17:37.727801,0,37,2,1,36
5470,Lincoln,2020-09-23 20:17:37.727801,8,156,2,1,147
11634,Logan,2020-09-23 20:17:37.727801,82,584,39,4,467
16808,Marion,2020-09-23 20:17:37.727801,21,250,3,9,235
6955,Marshall,2020-09-23 20:17:37.727801,18,157,1,6,144
6223,Mason,2020-09-23 20:17:37.727801,14,138,5,0,119
3816,McDowell,2020-09-23 20:17:37.727801,6,79,0,1,74
16980,Mercer,2020-09-23 20:17:37.727801,236,401,27,3,141
7078,Mineral,2020-09-23 20:17:37.727801,22,168,4,3,145
5352,Mingo,2020-09-23 20:17:37.727801,98,356,9,11,260
45822,Monongalia,2020-09-23 20:17:37.727801,650,1858,5,90,1293
4477,Monroe,2020-09-23 20:17:37.727801,29,146,7,1,111
2693,Morgan,2020-09-23 20:17:37.727801,10,49,0,4,43
4781,Nicholas,2020-09-23 20:17:37.727801,41,86,3,10,52
24093,Ohio,2020-09-23 20:17:37.727801,17,353,6,6,336
2852,Pendleton,2020-09-23 20:17:37.727801,5,49,1,3,46
1065,Pleasants,2020-09-23 20:17:37.727801,3,15,2,1,11
1674,Pocahontas,2020-09-23 20:17:37.727801,2,48,0,11,57
8336,Preston,2020-09-23 20:17:37.727801,6,131,4,19,140
13963,Putnam,2020-09-23 20:17:37.727801,175,518,5,4,342
4590,Wyoming,2020-09-23 20:17:46.794800,43,102,3,1,57
14600,Wood,2020-09-23 20:17:46.794800,43,336,6,18,305
634,Wirt,2020-09-23 20:17:46.794800,4,11,0,1,8
3456,Wetzel,2020-09-23 20:17:46.794800,5,49,0,1,45
1523,Webster,2020-09-23 20:17:46.794800,0,7,0,0,7
6651,Wayne,2020-09-23 20:17:46.794800,49,364,10,3,308
4216,Upshur,2020-09-23 20:17:46.794800,5,62,0,1,58
1169,Tyler,2020-09-23 20:17:46.794800,0,15,0,0,15
3419,Tucker,2020-09-23 20:17:46.794800,4,17,0,0,13
7169,Taylor,2020-09-23 20:17:46.794800,8,119,6,1,106
3327,Summers,2020-09-23 20:17:46.794800,19,46,0,0,27
3752,Roane,2020-09-23 20:17:46.794800,12,49,2,0,35
2225,Ritchie,2020-09-23 20:17:46.794800,4,9,0,2,7
9508,Randolph,2020-09-23 20:17:46.794800,9,230,1,7,227
25632,Raleigh,2020-09-23 20:17:46.794800,63,471,8,16,416
3989,Barbour,2020-09-24 20:21:22.776503,22,52,1,0,29
22186,Berkeley,2020-09-24 20:21:22.776503,144,925,13,43,811
6595,Boone,2020-09-24 20:21:22.776503,42,205,1,1,163
1859,Braxton,2020-09-24 20:21:22.776503,3,13,0,0,10
5953,Brooke,2020-09-24 20:21:22.776503,11,107,1,4,99
48244,Cabell,2020-09-24 20:21:22.776503,276,747,10,12,473
1864,Calhoun,2020-09-24 20:21:22.776503,5,23,0,2,20
2297,Clay,2020-09-24 20:21:22.776503,3,34,2,0,29
716,Doddridge,2020-09-24 20:21:22.776503,12,19,0,0,7
17366,Fayette,2020-09-24 20:21:22.776503,111,578,13,5,459
2658,Gilmer,2020-09-24 20:21:22.776503,18,36,0,3,21
3772,Grant,2020-09-24 20:21:22.776503,8,151,7,5,141
10185,Greenbrier,2020-09-24 20:21:22.776503,10,124,3,1,112
4252,Hampshire,2020-09-24 20:21:22.776503,7,102,1,1,95
10015,Hancock,2020-09-24 20:21:22.776503,10,141,0,4,135
3133,Hardy,2020-09-24 20:21:22.776503,15,81,1,6,71
17356,Harrison,2020-09-24 20:21:22.776503,89,345,8,1,249
5029,Jackson,2020-09-24 20:21:22.776503,25,258,23,0,210
15745,Jefferson,2020-09-24 20:21:22.776503,63,419,4,8,360
56962,Kanawha,2020-09-24 20:21:22.776503,953,2445,74,23,1441
4539,Lewis,2020-09-24 20:21:22.776503,0,37,2,1,36
5525,Lincoln,2020-09-24 20:21:22.776503,7,157,2,0,148
11716,Logan,2020-09-24 20:21:22.776503,90,595,39,4,470
16867,Marion,2020-09-24 20:21:22.776503,21,252,3,9,237
6972,Marshall,2020-09-24 20:21:22.776503,16,156,1,6,145
6441,Mason,2020-09-24 20:21:22.776503,15,140,6,0,119
3852,McDowell,2020-09-24 20:21:22.776503,6,79,0,1,74
17218,Mercer,2020-09-24 20:21:22.776503,239,404,27,3,141
7091,Mineral,2020-09-24 20:21:22.776503,22,168,4,3,145
5368,Mingo,2020-09-24 20:21:22.776503,90,352,9,14,267
46140,Monongalia,2020-09-24 20:21:22.776503,634,1868,5,91,1320
4523,Monroe,2020-09-24 20:21:22.776503,26,146,7,1,114
2721,Morgan,2020-09-24 20:21:22.776503,10,49,0,4,43
4858,Nicholas,2020-09-24 20:21:22.776503,43,87,3,11,52
24154,Ohio,2020-09-24 20:21:22.776503,18,356,6,6,338
2855,Pendleton,2020-09-24 20:21:22.776503,4,49,1,3,47
1071,Pleasants,2020-09-24 20:21:22.776503,3,15,3,1,10
1687,Pocahontas,2020-09-24 20:21:22.776503,2,48,0,11,57
8384,Preston,2020-09-24 20:21:22.776503,7,132,4,19,140
14133,Putnam,2020-09-24 20:21:22.776503,179,525,5,4,345
4615,Wyoming,2020-09-24 20:21:32.808771,48,107,3,1,57
14673,Wood,2020-09-24 20:21:32.808771,42,337,6,19,308
637,Wirt,2020-09-24 20:21:32.808771,3,11,0,1,9
3465,Wetzel,2020-09-24 20:21:32.808771,6,49,0,2,45
1542,Webster,2020-09-24 20:21:32.808771,0,7,0,0,7
6700,Wayne,2020-09-24 20:21:32.808771,63,378,10,3,308
4236,Upshur,2020-09-24 20:21:32.808771,6,62,0,2,58
1173,Tyler,2020-09-24 20:21:32.808771,0,15,0,0,15
3429,Tucker,2020-09-24 20:21:32.808771,4,17,0,0,13
7201,Taylor,2020-09-24 20:21:32.808771,7,119,6,1,107
3390,Summers,2020-09-24 20:21:32.808771,20,47,0,0,27
3786,Roane,2020-09-24 20:21:32.808771,11,49,2,0,36
2228,Ritchie,2020-09-24 20:21:32.808771,4,9,0,2,7
9529,Randolph,2020-09-24 20:21:32.808771,10,233,1,7,229
25763,Raleigh,2020-09-24 20:21:32.808771,67,479,8,18,422
4052,Barbour,2020-09-25 20:26:18.338288,22,53,1,0,30
22335,Berkeley,2020-09-25 20:26:18.338288,149,932,13,44,814
6777,Boone,2020-09-25 20:26:18.338288,51,217,1,1,166
1869,Braxton,2020-09-25 20:26:18.338288,3,13,0,0,10
5974,Brooke,2020-09-25 20:26:18.338288,10,107,1,4,100
48744,Cabell,2020-09-25 20:26:18.338288,282,756,10,11,475
1872,Calhoun,2020-09-25 20:26:18.338288,5,23,0,2,20
2310,Clay,2020-09-25 20:26:18.338288,2,34,2,0,30
724,Doddridge,2020-09-25 20:26:18.338288,14,21,1,1,7
17582,Fayette,2020-09-25 20:26:18.338288,122,593,13,6,464
2697,Gilmer,2020-09-25 20:26:18.338288,20,40,0,3,23
3817,Grant,2020-09-25 20:26:18.338288,10,157,7,1,141
10312,Greenbrier,2020-09-25 20:26:18.338288,10,124,3,1,112
4292,Hampshire,2020-09-25 20:26:18.338288,8,102,1,2,95
10068,Hancock,2020-09-25 20:26:18.338288,11,144,0,4,137
3157,Hardy,2020-09-25 20:26:18.338288,16,81,1,7,71
17440,Harrison,2020-09-25 20:26:18.338288,91,348,9,1,249
5089,Jackson,2020-09-25 20:26:18.338288,22,259,23,0,214
15829,Jefferson,2020-09-25 20:26:18.338288,56,419,4,8,367
57974,Kanawha,2020-09-25 20:26:18.338288,1018,2529,76,25,1460
4547,Lewis,2020-09-25 20:26:18.338288,0,37,2,1,36
5567,Lincoln,2020-09-25 20:26:18.338288,8,164,2,0,154
12048,Logan,2020-09-25 20:26:18.338288,92,601,39,5,475
16950,Marion,2020-09-25 20:26:18.338288,25,256,3,9,237
7028,Marshall,2020-09-25 20:26:18.338288,24,164,1,6,145
6488,Mason,2020-09-25 20:26:18.338288,16,141,6,0,119
3903,McDowell,2020-09-25 20:26:18.338288,7,80,0,1,74
17506,Mercer,2020-09-25 20:26:18.338288,239,406,28,3,142
7123,Mineral,2020-09-25 20:26:18.338288,19,169,4,3,149
5367,Mingo,2020-09-25 20:26:18.338288,89,354,9,18,274
46617,Monongalia,2020-09-25 20:26:18.338288,635,1888,5,92,1340
4605,Monroe,2020-09-25 20:26:18.338288,16,146,7,1,124
2749,Morgan,2020-09-25 20:26:18.338288,10,49,0,4,43
4912,Nicholas,2020-09-25 20:26:18.338288,39,88,3,11,57
24264,Ohio,2020-09-25 20:26:18.338288,22,361,6,6,339
2862,Pendleton,2020-09-25 20:26:18.338288,3,49,1,3,48
1082,Pleasants,2020-09-25 20:26:18.338288,3,16,3,1,11
1698,Pocahontas,2020-09-25 20:26:18.338288,2,48,0,11,57
8629,Preston,2020-09-25 20:26:18.338288,6,133,4,19,142
14783,Putnam,2020-09-25 20:26:18.338288,186,532,5,6,347
4643,Wyoming,2020-09-25 20:26:27.501982,50,109,3,1,57
14881,Wood,2020-09-25 20:26:27.501982,41,337,6,19,309
643,Wirt,2020-09-25 20:26:27.501982,3,11,0,1,9
3496,Wetzel,2020-09-25 20:26:27.501982,8,52,0,1,45
1554,Webster,2020-09-25 20:26:27.501982,0,7,0,0,7
6769,Wayne,2020-09-25 20:26:27.501982,66,386,10,3,313
4253,Upshur,2020-09-25 20:26:27.501982,4,62,0,2,60
1181,Tyler,2020-09-25 20:26:27.501982,1,16,0,0,15
3524,Tucker,2020-09-25 20:26:27.501982,5,20,0,0,15
7250,Taylor,2020-09-25 20:26:27.501982,7,119,6,1,107
3449,Summers,2020-09-25 20:26:27.501982,22,49,0,0,27
3825,Roane,2020-09-25 20:26:27.501982,10,49,2,0,37
2247,Ritchie,2020-09-25 20:26:27.501982,3,10,0,2,9
9643,Randolph,2020-09-25 20:26:27.501982,9,233,1,7,230
26018,Raleigh,2020-09-25 20:26:27.501982,63,483,8,18,430
4079,Barbour,2020-09-26 20:47:43.613545,25,56,1,0,30
22499,Berkeley,2020-09-26 20:47:43.613545,156,943,13,44,818
6790,Boone,2020-09-26 20:47:43.613545,45,214,1,2,170
1868,Braxton,2020-09-26 20:47:43.613545,3,13,0,0,10
6034,Brooke,2020-09-26 20:47:43.613545,10,109,1,4,102
49357,Cabell,2020-09-26 20:47:43.613545,295,780,10,11,486
1874,Calhoun,2020-09-26 20:47:43.613545,4,23,0,2,21
2351,Clay,2020-09-26 20:47:43.613545,2,34,2,0,30
733,Doddridge,2020-09-26 20:47:43.613545,14,22,1,1,8
18116,Fayette,2020-09-26 20:47:43.613545,119,602,13,6,476
2740,Gilmer,2020-09-26 20:47:43.613545,16,43,0,3,30
3834,Grant,2020-09-26 20:47:43.613545,10,159,7,1,143
10481,Greenbrier,2020-09-26 20:47:43.613545,11,125,3,1,112
4321,Hampshire,2020-09-26 20:47:43.613545,10,104,1,2,95
10390,Hancock,2020-09-26 20:47:43.613545,11,144,0,4,137
3191,Hardy,2020-09-26 20:47:43.613545,17,81,1,8,71
17640,Harrison,2020-09-26 20:47:43.613545,96,353,9,1,249
5128,Jackson,2020-09-26 20:47:43.613545,22,259,23,0,214
15883,Jefferson,2020-09-26 20:47:43.613545,56,421,4,8,369
58964,Kanawha,2020-09-26 20:47:43.613545,1039,2569,76,34,1488
4568,Lewis,2020-09-26 20:47:43.613545,0,37,2,1,36
5620,Lincoln,2020-09-26 20:47:43.613545,6,164,2,0,156
12370,Logan,2020-09-26 20:47:43.613545,92,603,41,7,477
17163,Marion,2020-09-26 20:47:43.613545,26,257,3,10,238
7085,Marshall,2020-09-26 20:47:43.613545,24,166,1,6,147
6519,Mason,2020-09-26 20:47:43.613545,12,141,6,0,123
3964,McDowell,2020-09-26 20:47:43.613545,6,80,0,1,75
17718,Mercer,2020-09-26 20:47:43.613545,242,409,28,3,142
7146,Mineral,2020-09-26 20:47:43.613545,17,169,4,3,151
5355,Mingo,2020-09-26 20:47:43.613545,87,354,9,22,280
47114,Monongalia,2020-09-26 20:47:43.613545,630,1899,5,93,1357
4631,Monroe,2020-09-26 20:47:43.613545,17,148,7,1,125
2827,Morgan,2020-09-26 20:47:43.613545,12,51,0,4,43
5042,Nicholas,2020-09-26 20:47:43.613545,40,89,3,11,57
24614,Ohio,2020-09-26 20:47:43.613545,21,361,6,7,341
3001,Pendleton,2020-09-26 20:47:43.613545,4,49,1,4,48
1094,Pleasants,2020-09-26 20:47:43.613545,3,16,3,1,11
1701,Pocahontas,2020-09-26 20:47:43.613545,2,48,0,11,57
8689,Preston,2020-09-26 20:47:43.613545,6,134,4,19,143
15263,Putnam,2020-09-26 20:47:43.613545,177,545,5,5,368
4685,Wyoming,2020-09-26 20:47:52.719258,53,113,3,1,58
14988,Wood,2020-09-26 20:47:52.719258,47,341,6,21,309
649,Wirt,2020-09-26 20:47:52.719258,3,11,0,1,9
3502,Wetzel,2020-09-26 20:47:52.719258,7,53,0,1,47
1578,Webster,2020-09-26 20:47:52.719258,1,8,0,0,7
6842,Wayne,2020-09-26 20:47:52.719258,64,387,10,5,318
4288,Upshur,2020-09-26 20:47:52.719258,11,65,0,6,60
1189,Tyler,2020-09-26 20:47:52.719258,1,16,0,0,15
3626,Tucker,2020-09-26 20:47:52.719258,8,22,0,1,15
7270,Taylor,2020-09-26 20:47:52.719258,11,123,6,1,107
3481,Summers,2020-09-26 20:47:52.719258,25,54,0,0,29
3867,Roane,2020-09-26 20:47:52.719258,10,49,2,0,37
2274,Ritchie,2020-09-26 20:47:52.719258,3,10,0,2,9
9701,Randolph,2020-09-26 20:47:52.719258,11,235,1,7,230
26186,Raleigh,2020-09-26 20:47:52.719258,65,489,8,21,437
4105,Barbour,2020-09-27 20:09:50.556639,25,56,1,0,30
22873,Berkeley,2020-09-27 20:09:50.556639,160,950,13,45,822
6967,Boone,2020-09-27 20:09:50.556639,47,216,1,2,170
1879,Braxton,2020-09-27 20:09:50.556639,3,13,0,0,10
6052,Brooke,2020-09-27 20:09:50.556639,10,109,1,4,102
49957,Cabell,2020-09-27 20:09:50.556639,307,792,10,12,487
1888,Calhoun,2020-09-27 20:09:50.556639,4,23,0,2,21
2553,Clay,2020-09-27 20:09:50.556639,3,35,2,0,30
743,Doddridge,2020-09-27 20:09:50.556639,15,24,1,1,9
18257,Fayette,2020-09-27 20:09:50.556639,125,609,13,6,477
2778,Gilmer,2020-09-27 20:09:50.556639,10,43,0,3,36
3858,Grant,2020-09-27 20:09:50.556639,11,160,7,1,143
10519,Greenbrier,2020-09-27 20:09:50.556639,12,126,3,1,112
4411,Hampshire,2020-09-27 20:09:50.556639,10,105,1,2,96
10491,Hancock,2020-09-27 20:09:50.556639,13,146,0,4,137
3335,Hardy,2020-09-27 20:09:50.556639,18,82,1,8,71
17750,Harrison,2020-09-27 20:09:50.556639,107,364,9,1,249
5240,Jackson,2020-09-27 20:09:50.556639,25,264,23,0,216
15997,Jefferson,2020-09-27 20:09:50.556639,57,423,4,8,370
59648,Kanawha,2020-09-27 20:09:50.556639,1083,2617,78,34,1490
4594,Lewis,2020-09-27 20:09:50.556639,0,37,2,1,36
5686,Lincoln,2020-09-27 20:09:50.556639,9,167,2,0,156
12698,Logan,2020-09-27 20:09:50.556639,98,610,41,7,478
17368,Marion,2020-09-27 20:09:50.556639,28,259,3,10,238
7157,Marshall,2020-09-27 20:09:50.556639,25,167,1,6,147
6873,Mason,2020-09-27 20:09:50.556639,13,142,6,0,123
4083,McDowell,2020-09-27 20:09:50.556639,9,83,0,1,75
17859,Mercer,2020-09-27 20:09:50.556639,245,412,28,3,142
7170,Mineral,2020-09-27 20:09:50.556639,19,171,4,3,151
5474,Mingo,2020-09-27 20:09:50.556639,87,354,9,22,280
47862,Monongalia,2020-09-27 20:09:50.556639,628,1906,5,93,1366
4688,Monroe,2020-09-27 20:09:50.556639,17,148,7,1,125
2892,Morgan,2020-09-27 20:09:50.556639,12,51,0,4,43
5078,Nicholas,2020-09-27 20:09:50.556639,38,91,3,11,61
24851,Ohio,2020-09-27 20:09:50.556639,26,366,6,7,341
3097,Pendleton,2020-09-27 20:09:50.556639,4,49,1,4,48
1092,Pleasants,2020-09-27 20:09:50.556639,3,16,3,1,11
1731,Pocahontas,2020-09-27 20:09:50.556639,2,48,0,11,57
8893,Preston,2020-09-27 20:09:50.556639,7,135,4,19,143
15614,Putnam,2020-09-27 20:09:50.556639,183,553,5,6,371
4694,Wyoming,2020-09-27 20:10:02.018375,54,114,3,1,58
15347,Wood,2020-09-27 20:10:02.018375,49,343,6,21,309
659,Wirt,2020-09-27 20:10:02.018375,2,11,0,1,10
3506,Wetzel,2020-09-27 20:10:02.018375,8,54,0,1,47
1591,Webster,2020-09-27 20:10:02.018375,1,8,0,0,7
7012,Wayne,2020-09-27 20:10:02.018375,67,390,10,5,318
4327,Upshur,2020-09-27 20:10:02.018375,17,69,0,8,60
1202,Tyler,2020-09-27 20:10:02.018375,1,16,0,0,15
3677,Tucker,2020-09-27 20:10:02.018375,11,25,0,1,15
7303,Taylor,2020-09-27 20:10:02.018375,13,125,6,1,107
3665,Summers,2020-09-27 20:10:02.018375,25,54,0,0,29
3878,Roane,2020-09-27 20:10:02.018375,10,49,2,0,37
2306,Ritchie,2020-09-27 20:10:02.018375,4,11,0,2,9
9736,Randolph,2020-09-27 20:10:02.018375,19,245,1,7,232
26346,Raleigh,2020-09-27 20:10:02.018375,75,499,8,21,437
