# Confirmatory Lab Tests,County Name,Scrape Time,Total Active Cases,Total Confirmed Cases,Total Deaths: ,Total Probable Cases,Total Recovered
1666,Braxton,2020-09-06 20:17:21.531624,0,9,0,0,9
5483,Brooke,2020-09-06 20:17:21.531624,14,99,1,3,87
42719,Cabell,2020-09-06 20:17:21.531624,218,571,8,9,354
1596,Calhoun,2020-09-06 20:17:21.531624,7,15,0,2,10
1814,Clay,2020-09-06 20:17:21.531624,8,29,2,0,19
580,Doddridge,2020-09-06 20:17:21.531624,5,11,0,0,6
14917,Fayette,2020-09-06 20:17:21.531624,229,410,9,2,174
2410,Gilmer,2020-09-06 20:17:21.531624,5,20,0,0,15
3581,Grant,2020-09-06 20:17:21.531624,6,143,6,1,132
9199,Greenbrier,2020-09-06 20:17:21.531624,9,106,3,0,94
3826,Hampshire,2020-09-06 20:17:21.531624,2,92,1,1,90
9317,Hancock,2020-09-06 20:17:21.531624,12,121,0,4,113
2555,Hardy,2020-09-06 20:17:21.531624,5,74,0,1,70
15105,Harrison,2020-09-06 20:17:21.531624,50,296,2,1,245
4158,Jackson,2020-09-06 20:17:21.531624,17,211,20,0,174
14465,Jefferson,2020-09-06 20:17:21.531624,69,380,4,8,315
48334,Kanawha,2020-09-06 20:17:21.531624,530,1673,44,13,1112
4230,Lewis,2020-09-06 20:17:21.531624,5,35,2,1,29
4653,Lincoln,2020-09-06 20:17:21.531624,10,126,2,0,114
9663,Logan,2020-09-06 20:17:21.531624,150,520,34,0,336
15271,Marion,2020-09-06 20:17:21.531624,31,220,2,7,194
6396,Marshall,2020-09-06 20:17:21.531624,2,128,1,5,130
4531,Mason,2020-09-06 20:17:21.531624,28,119,1,0,90
3453,McDowell,2020-09-06 20:17:21.531624,10,73,0,1,64
14700,Mercer,2020-09-06 20:17:21.531624,203,347,24,2,122
6585,Mineral,2020-09-06 20:17:21.531624,12,144,4,2,130
4368,Mingo,2020-09-06 20:17:21.531624,79,276,7,0,190
38544,Monongalia,2020-09-06 20:17:21.531624,321,1347,5,24,1045
3567,Monroe,2020-09-06 20:17:21.531624,74,135,6,1,56
2265,Morgan,2020-09-06 20:17:21.531624,3,39,0,1,37
3981,Nicholas,2020-09-06 20:17:21.531624,13,56,3,1,41
22342,Ohio,2020-09-06 20:17:21.531624,10,292,6,4,280
2016,Pendleton,2020-09-06 20:17:21.531624,2,43,1,2,42
890,Pleasants,2020-09-06 20:17:21.531624,3,14,2,1,10
1513,Pocahontas,2020-09-06 20:17:21.531624,3,44,0,1,42
7235,Preston,2020-09-06 20:17:21.531624,8,120,4,21,129
10944,Putnam,2020-09-06 20:17:21.531624,75,338,0,2,265
3981,Wyoming,2020-09-06 20:17:30.506548,25,70,3,1,43
13141,Wood,2020-09-06 20:17:30.506548,48,304,5,18,269
564,Wirt,2020-09-06 20:17:30.506548,0,7,0,1,8
2999,Wetzel,2020-09-06 20:17:30.506548,2,44,0,1,43
1289,Webster,2020-09-06 20:17:30.506548,0,7,0,0,7
5618,Wayne,2020-09-06 20:17:30.506548,40,281,10,4,235
3723,Upshur,2020-09-06 20:17:30.506548,3,43,0,2,42
1082,Tyler,2020-09-06 20:17:30.506548,0,15,0,0,15
2852,Tucker,2020-09-06 20:17:30.506548,1,12,0,0,11
6165,Taylor,2020-09-06 20:17:30.506548,33,109,6,1,71
2996,Summers,2020-09-06 20:17:30.506548,8,21,0,0,13
3139,Roane,2020-09-06 20:17:30.506548,13,35,1,1,22
2064,Ritchie,2020-09-06 20:17:30.506548,3,6,0,0,3
8786,Randolph,2020-09-06 20:17:30.506548,7,222,1,6,220
22249,Raleigh,2020-09-06 20:17:30.506548,55,379,4,11,331
3479,Barbour,2020-09-07 20:39:20.745043,7,35,1,0,27
19501,Berkeley,2020-09-07 20:39:20.745043,110,800,11,31,710
5827,Boone,2020-09-07 20:39:20.745043,34,157,0,0,123
1672,Braxton,2020-09-07 20:39:20.745043,0,9,0,0,9
5500,Brooke,2020-09-07 20:39:20.745043,14,99,1,3,87
43207,Cabell,2020-09-07 20:39:20.745043,227,580,8,9,354
1633,Calhoun,2020-09-07 20:39:20.745043,8,16,0,2,10
1839,Clay,2020-09-07 20:39:20.745043,3,29,2,0,24
584,Doddridge,2020-09-07 20:39:20.745043,7,13,0,0,6
14939,Fayette,2020-09-07 20:39:20.745043,237,418,9,3,175
2433,Gilmer,2020-09-07 20:39:20.745043,5,20,0,0,15
3666,Grant,2020-09-07 20:39:20.745043,6,143,6,1,132
9272,Greenbrier,2020-09-07 20:39:20.745043,9,106,3,0,94
3838,Hampshire,2020-09-07 20:39:20.745043,1,92,1,1,91
9349,Hancock,2020-09-07 20:39:20.745043,15,124,0,4,113
2584,Hardy,2020-09-07 20:39:20.745043,6,75,0,1,70
15168,Harrison,2020-09-07 20:39:20.745043,54,300,2,1,245
4189,Jackson,2020-09-07 20:39:20.745043,22,217,20,0,175
14528,Jefferson,2020-09-07 20:39:20.745043,66,381,4,8,319
48910,Kanawha,2020-09-07 20:39:20.745043,572,1718,45,13,1114
4250,Lewis,2020-09-07 20:39:20.745043,5,35,2,1,29
4683,Lincoln,2020-09-07 20:39:20.745043,10,126,2,0,114
9803,Logan,2020-09-07 20:39:20.745043,148,519,34,0,337
15380,Marion,2020-09-07 20:39:20.745043,34,223,2,7,194
6412,Marshall,2020-09-07 20:39:20.745043,3,129,1,5,130
4536,Mason,2020-09-07 20:39:20.745043,29,120,1,0,90
3476,McDowell,2020-09-07 20:39:20.745043,10,73,0,1,64
14719,Mercer,2020-09-07 20:39:20.745043,204,348,24,2,122
6616,Mineral,2020-09-07 20:39:20.745043,12,145,4,2,131
4566,Mingo,2020-09-07 20:39:20.745043,83,280,7,0,190
38766,Monongalia,2020-09-07 20:39:20.745043,348,1370,5,31,1048
3641,Monroe,2020-09-07 20:39:20.745043,76,137,6,1,56
2291,Morgan,2020-09-07 20:39:20.745043,4,40,0,1,37
4004,Nicholas,2020-09-07 20:39:20.745043,13,56,3,1,41
22383,Ohio,2020-09-07 20:39:20.745043,11,293,6,4,280
2022,Pendleton,2020-09-07 20:39:20.745043,2,43,1,2,42
897,Pleasants,2020-09-07 20:39:20.745043,3,14,2,1,10
1516,Pocahontas,2020-09-07 20:39:20.745043,3,44,0,1,42
7261,Preston,2020-09-07 20:39:20.745043,8,120,4,21,129
11125,Putnam,2020-09-07 20:39:20.745043,83,347,0,3,267
3983,Wyoming,2020-09-07 20:39:37.982374,26,71,3,1,43
13184,Wood,2020-09-07 20:39:37.982374,48,306,5,18,271
565,Wirt,2020-09-07 20:39:37.982374,0,7,0,1,8
2997,Wetzel,2020-09-07 20:39:37.982374,2,44,0,1,43
1290,Webster,2020-09-07 20:39:37.982374,0,7,0,0,7
5633,Wayne,2020-09-07 20:39:37.982374,53,294,10,4,235
3746,Upshur,2020-09-07 20:39:37.982374,4,44,0,2,42
1087,Tyler,2020-09-07 20:39:37.982374,0,15,0,0,15
2856,Tucker,2020-09-07 20:39:37.982374,1,12,0,0,11
6265,Taylor,2020-09-07 20:39:37.982374,33,109,6,1,71
2998,Summers,2020-09-07 20:39:37.982374,8,21,0,0,13
3154,Roane,2020-09-07 20:39:37.982374,14,37,1,0,22
2067,Ritchie,2020-09-07 20:39:37.982374,3,6,0,0,3
8809,Randolph,2020-09-07 20:39:37.982374,7,221,1,7,220
22459,Raleigh,2020-09-07 20:39:37.982374,56,380,4,11,331
3488,Barbour,2020-09-08 20:13:11.097647,7,35,1,0,27
19568,Berkeley,2020-09-08 20:13:11.097647,112,806,11,31,714
5809,Boone,2020-09-08 20:13:11.097647,34,157,0,0,123
1676,Braxton,2020-09-08 20:13:11.097647,0,9,0,0,9
5522,Brooke,2020-09-08 20:13:11.097647,14,99,1,3,87
43121,Cabell,2020-09-08 20:13:11.097647,224,586,8,9,363
1640,Calhoun,2020-09-08 20:13:11.097647,9,17,0,2,10
1841,Clay,2020-09-08 20:13:11.097647,3,29,2,0,24
592,Doddridge,2020-09-08 20:13:11.097647,7,13,0,0,6
14943,Fayette,2020-09-08 20:13:11.097647,236,417,8,3,175
2436,Gilmer,2020-09-08 20:13:11.097647,5,20,0,0,15
3618,Grant,2020-09-08 20:13:11.097647,6,143,6,1,132
9284,Greenbrier,2020-09-08 20:13:11.097647,9,106,3,0,94
3851,Hampshire,2020-09-08 20:13:11.097647,1,92,1,1,91
9366,Hancock,2020-09-08 20:13:11.097647,19,128,0,4,113
2596,Hardy,2020-09-08 20:13:11.097647,6,75,0,1,70
15304,Harrison,2020-09-08 20:13:11.097647,56,303,2,1,246
4188,Jackson,2020-09-08 20:13:11.097647,23,219,21,0,175
14562,Jefferson,2020-09-08 20:13:11.097647,68,386,4,8,322
48843,Kanawha,2020-09-08 20:13:11.097647,571,1724,47,13,1119
4259,Lewis,2020-09-08 20:13:11.097647,5,35,2,1,29
4690,Lincoln,2020-09-08 20:13:11.097647,10,126,2,0,114
9863,Logan,2020-09-08 20:13:11.097647,151,520,34,2,337
15353,Marion,2020-09-08 20:13:11.097647,36,225,2,7,194
6414,Marshall,2020-09-08 20:13:11.097647,3,129,1,5,130
4549,Mason,2020-09-08 20:13:11.097647,32,123,1,0,90
3476,McDowell,2020-09-08 20:13:11.097647,10,73,0,1,64
14897,Mercer,2020-09-08 20:13:11.097647,204,348,24,2,122
6615,Mineral,2020-09-08 20:13:11.097647,12,145,4,2,131
4556,Mingo,2020-09-08 20:13:11.097647,85,282,7,0,190
39022,Monongalia,2020-09-08 20:13:11.097647,379,1398,5,35,1049
3679,Monroe,2020-09-08 20:13:11.097647,76,137,6,1,56
2297,Morgan,2020-09-08 20:13:11.097647,4,40,0,1,37
4017,Nicholas,2020-09-08 20:13:11.097647,14,57,3,1,41
22419,Ohio,2020-09-08 20:13:11.097647,11,293,6,4,280
2063,Pendleton,2020-09-08 20:13:11.097647,2,43,1,2,42
900,Pleasants,2020-09-08 20:13:11.097647,3,14,2,1,10
1517,Pocahontas,2020-09-08 20:13:11.097647,3,44,0,1,42
7277,Preston,2020-09-08 20:13:11.097647,9,121,4,21,129
11145,Putnam,2020-09-08 20:13:11.097647,82,349,1,3,269
4005,Wyoming,2020-09-08 20:13:27.980048,23,71,3,1,46
13213,Wood,2020-09-08 20:13:27.980048,48,306,5,18,271
566,Wirt,2020-09-08 20:13:27.980048,0,7,0,1,8
2987,Wetzel,2020-09-08 20:13:27.980048,2,44,0,1,43
1302,Webster,2020-09-08 20:13:27.980048,0,7,0,0,7
5636,Wayne,2020-09-08 20:13:27.980048,55,296,10,4,235
3759,Upshur,2020-09-08 20:13:27.980048,7,48,0,2,43
1096,Tyler,2020-09-08 20:13:27.980048,0,15,0,0,15
2857,Tucker,2020-09-08 20:13:27.980048,1,12,0,0,11
6297,Taylor,2020-09-08 20:13:27.980048,33,109,6,1,71
2992,Summers,2020-09-08 20:13:27.980048,7,21,0,0,14
3163,Roane,2020-09-08 20:13:27.980048,14,37,1,0,22
2069,Ritchie,2020-09-08 20:13:27.980048,3,6,0,0,3
8810,Randolph,2020-09-08 20:13:27.980048,7,221,1,7,220
22539,Raleigh,2020-09-08 20:13:27.980048,43,382,4,11,346
3495,Barbour,2020-09-09 20:13:43.437534,7,35,1,0,27
19649,Berkeley,2020-09-09 20:13:43.437534,112,809,11,31,717
5826,Boone,2020-09-09 20:13:43.437534,39,162,0,0,123
1684,Braxton,2020-09-09 20:13:43.437534,0,9,0,0,9
5528,Brooke,2020-09-09 20:13:43.437534,9,102,1,3,95
42996,Cabell,2020-09-09 20:13:43.437534,214,592,8,9,379
1648,Calhoun,2020-09-09 20:13:43.437534,10,18,0,2,10
1843,Clay,2020-09-09 20:13:43.437534,4,29,2,1,24
594,Doddridge,2020-09-09 20:13:43.437534,6,13,0,0,7
14984,Fayette,2020-09-09 20:13:43.437534,238,418,9,3,174
2441,Gilmer,2020-09-09 20:13:43.437534,5,20,0,0,15
3605,Grant,2020-09-09 20:13:43.437534,6,143,6,1,132
9275,Greenbrier,2020-09-09 20:13:43.437534,7,108,3,0,98
3861,Hampshire,2020-09-09 20:13:43.437534,1,92,1,1,91
9378,Hancock,2020-09-09 20:13:43.437534,11,124,0,4,117
2626,Hardy,2020-09-09 20:13:43.437534,5,74,0,1,70
15351,Harrison,2020-09-09 20:13:43.437534,57,305,3,1,246
4202,Jackson,2020-09-09 20:13:43.437534,20,219,21,0,178
14611,Jefferson,2020-09-09 20:13:43.437534,69,388,4,8,323
48883,Kanawha,2020-09-09 20:13:43.437534,579,1739,47,14,1127
4274,Lewis,2020-09-09 20:13:43.437534,4,35,2,1,30
4702,Lincoln,2020-09-09 20:13:43.437534,9,126,2,0,115
9927,Logan,2020-09-09 20:13:43.437534,148,527,34,2,347
15392,Marion,2020-09-09 20:13:43.437534,34,226,2,7,197
6426,Marshall,2020-09-09 20:13:43.437534,5,131,1,5,130
4551,Mason,2020-09-09 20:13:43.437534,31,122,1,0,90
3481,McDowell,2020-09-09 20:13:43.437534,10,73,0,1,64
14941,Mercer,2020-09-09 20:13:43.437534,204,348,24,2,122
6628,Mineral,2020-09-09 20:13:43.437534,13,146,4,2,131
4571,Mingo,2020-09-09 20:13:43.437534,92,289,7,0,190
39166,Monongalia,2020-09-09 20:13:43.437534,423,1450,5,54,1076
3727,Monroe,2020-09-09 20:13:43.437534,71,137,7,1,60
2302,Morgan,2020-09-09 20:13:43.437534,4,40,0,1,37
4043,Nicholas,2020-09-09 20:13:43.437534,14,57,3,1,41
22437,Ohio,2020-09-09 20:13:43.437534,13,297,6,4,282
2076,Pendleton,2020-09-09 20:13:43.437534,1,43,1,2,43
905,Pleasants,2020-09-09 20:13:43.437534,2,14,2,1,11
1523,Pocahontas,2020-09-09 20:13:43.437534,13,45,0,10,42
7298,Preston,2020-09-09 20:13:43.437534,7,121,4,21,131
11168,Putnam,2020-09-09 20:13:43.437534,83,350,1,3,269
4020,Wyoming,2020-09-09 20:13:54.946389,23,72,3,1,47
13224,Wood,2020-09-09 20:13:54.946389,47,306,5,18,272
568,Wirt,2020-09-09 20:13:54.946389,0,7,0,1,8
2984,Wetzel,2020-09-09 20:13:54.946389,2,44,0,1,43
1310,Webster,2020-09-09 20:13:54.946389,0,7,0,0,7
5653,Wayne,2020-09-09 20:13:54.946389,43,296,10,4,247
3798,Upshur,2020-09-09 20:13:54.946389,8,49,0,1,42
1101,Tyler,2020-09-09 20:13:54.946389,0,15,0,0,15
2861,Tucker,2020-09-09 20:13:54.946389,2,12,0,1,11
6318,Taylor,2020-09-09 20:13:54.946389,27,109,6,1,77
2990,Summers,2020-09-09 20:13:54.946389,8,22,0,0,14
3176,Roane,2020-09-09 20:13:54.946389,14,37,1,0,22
2073,Ritchie,2020-09-09 20:13:54.946389,3,6,0,0,3
8817,Randolph,2020-09-09 20:13:54.946389,6,221,2,7,220
22775,Raleigh,2020-09-09 20:13:54.946389,43,385,4,12,350
3514,Barbour,2020-09-10 20:40:09.034045,7,35,1,0,27
19844,Berkeley,2020-09-10 20:40:09.034045,120,819,11,32,720
5857,Boone,2020-09-10 20:40:09.034045,41,166,0,3,128
1781,Braxton,2020-09-10 20:40:09.034045,0,9,0,0,9
5531,Brooke,2020-09-10 20:40:09.034045,7,100,1,3,95
43120,Cabell,2020-09-10 20:40:09.034045,220,601,8,9,382
1657,Calhoun,2020-09-10 20:40:09.034045,11,19,0,2,10
1855,Clay,2020-09-10 20:40:09.034045,4,29,2,1,24
595,Doddridge,2020-09-10 20:40:09.034045,7,14,0,0,7
15123,Fayette,2020-09-10 20:40:09.034045,237,429,9,3,186
2452,Gilmer,2020-09-10 20:40:09.034045,4,19,0,0,15
3599,Grant,2020-09-10 20:40:09.034045,7,144,6,1,132
9329,Greenbrier,2020-09-10 20:40:09.034045,7,113,3,0,103
3878,Hampshire,2020-09-10 20:40:09.034045,1,92,1,1,91
9393,Hancock,2020-09-10 20:40:09.034045,10,124,0,4,118
2633,Hardy,2020-09-10 20:40:09.034045,5,74,0,1,70
15441,Harrison,2020-09-10 20:40:09.034045,59,307,3,1,246
4245,Jackson,2020-09-10 20:40:09.034045,19,219,21,0,179
14667,Jefferson,2020-09-10 20:40:09.034045,68,389,4,8,325
49300,Kanawha,2020-09-10 20:40:09.034045,614,1790,48,19,1147
4283,Lewis,2020-09-10 20:40:09.034045,4,35,2,1,30
4733,Lincoln,2020-09-10 20:40:09.034045,6,127,2,0,119
10013,Logan,2020-09-10 20:40:09.034045,110,534,35,2,391
15426,Marion,2020-09-10 20:40:09.034045,32,227,2,7,200
6456,Marshall,2020-09-10 20:40:09.034045,6,133,1,5,131
5079,Mason,2020-09-10 20:40:09.034045,38,131,1,0,92
3514,McDowell,2020-09-10 20:40:09.034045,6,74,0,1,69
15158,Mercer,2020-09-10 20:40:09.034045,209,353,24,2,122
6642,Mineral,2020-09-10 20:40:09.034045,13,146,4,2,131
4590,Mingo,2020-09-10 20:40:09.034045,90,287,7,0,190
39529,Monongalia,2020-09-10 20:40:09.034045,460,1486,5,61,1082
3822,Monroe,2020-09-10 20:40:09.034045,71,145,7,1,68
2318,Morgan,2020-09-10 20:40:09.034045,6,42,0,1,37
4130,Nicholas,2020-09-10 20:40:09.034045,16,58,3,2,41
22503,Ohio,2020-09-10 20:40:09.034045,11,298,6,4,285
2165,Pendleton,2020-09-10 20:40:09.034045,2,44,1,2,43
910,Pleasants,2020-09-10 20:40:09.034045,2,14,2,1,11
1529,Pocahontas,2020-09-10 20:40:09.034045,13,45,0,10,42
7333,Preston,2020-09-10 20:40:09.034045,6,121,4,21,132
11298,Putnam,2020-09-10 20:40:09.034045,80,359,1,3,281
4062,Wyoming,2020-09-10 20:40:31.712829,22,74,4,1,49
13307,Wood,2020-09-10 20:40:31.712829,47,309,5,18,275
569,Wirt,2020-09-10 20:40:31.712829,0,7,0,1,8
2978,Wetzel,2020-09-10 20:40:31.712829,2,44,0,1,43
1342,Webster,2020-09-10 20:40:31.712829,0,7,0,0,7
5690,Wayne,2020-09-10 20:40:31.712829,43,300,10,4,251
3842,Upshur,2020-09-10 20:40:31.712829,9,49,0,2,42
1126,Tyler,2020-09-10 20:40:31.712829,0,15,0,0,15
2871,Tucker,2020-09-10 20:40:31.712829,2,12,0,1,11
6381,Taylor,2020-09-10 20:40:31.712829,29,111,6,1,77
3012,Summers,2020-09-10 20:40:31.712829,8,22,0,0,14
3204,Roane,2020-09-10 20:40:31.712829,12,37,1,0,24
2081,Ritchie,2020-09-10 20:40:31.712829,6,7,0,2,3
8826,Randolph,2020-09-10 20:40:31.712829,6,221,2,7,220
22990,Raleigh,2020-09-10 20:40:31.712829,41,387,4,12,354
3569,Barbour,2020-09-11 20:36:38.291594,6,35,1,0,28
19968,Berkeley,2020-09-11 20:36:38.291594,123,824,11,32,722
5882,Boone,2020-09-11 20:36:38.291594,39,167,0,3,131
1782,Braxton,2020-09-11 20:36:38.291594,0,9,0,0,9
5551,Brooke,2020-09-11 20:36:38.291594,8,101,1,3,95
43406,Cabell,2020-09-11 20:36:38.291594,207,611,8,9,405
1665,Calhoun,2020-09-11 20:36:38.291594,11,19,0,2,10
1853,Clay,2020-09-11 20:36:38.291594,4,29,2,1,24
604,Doddridge,2020-09-11 20:36:38.291594,8,15,0,0,7
15452,Fayette,2020-09-11 20:36:38.291594,239,436,10,3,190
2452,Gilmer,2020-09-11 20:36:38.291594,1,19,0,0,18
3601,Grant,2020-09-11 20:36:38.291594,9,146,6,1,132
9356,Greenbrier,2020-09-11 20:36:38.291594,7,114,3,0,104
3897,Hampshire,2020-09-11 20:36:38.291594,1,92,1,1,91
9457,Hancock,2020-09-11 20:36:38.291594,16,132,0,4,120
2658,Hardy,2020-09-11 20:36:38.291594,5,74,0,1,70
15639,Harrison,2020-09-11 20:36:38.291594,62,311,3,1,247
4362,Jackson,2020-09-11 20:36:38.291594,22,224,21,0,181
14755,Jefferson,2020-09-11 20:36:38.291594,68,390,4,8,326
49823,Kanawha,2020-09-11 20:36:38.291594,613,1820,51,19,1175
4317,Lewis,2020-09-11 20:36:38.291594,3,36,2,1,32
4783,Lincoln,2020-09-11 20:36:38.291594,9,130,2,0,119
10253,Logan,2020-09-11 20:36:38.291594,79,534,36,2,421
15580,Marion,2020-09-11 20:36:38.291594,30,228,2,7,203
6481,Marshall,2020-09-11 20:36:38.291594,6,134,1,5,132
5108,Mason,2020-09-11 20:36:38.291594,31,126,1,0,94
3525,McDowell,2020-09-11 20:36:38.291594,7,75,0,1,69
15378,Mercer,2020-09-11 20:36:38.291594,209,355,24,2,124
6651,Mineral,2020-09-11 20:36:38.291594,10,146,4,2,134
4649,Mingo,2020-09-11 20:36:38.291594,90,289,7,2,194
39775,Monongalia,2020-09-11 20:36:38.291594,487,1515,5,66,1089
3884,Monroe,2020-09-11 20:36:38.291594,67,141,7,1,68
2328,Morgan,2020-09-11 20:36:38.291594,4,42,0,1,39
4137,Nicholas,2020-09-11 20:36:38.291594,18,60,3,2,41
22598,Ohio,2020-09-11 20:36:38.291594,19,308,6,5,288
2187,Pendleton,2020-09-11 20:36:38.291594,1,43,1,2,43
914,Pleasants,2020-09-11 20:36:38.291594,2,14,2,1,11
1535,Pocahontas,2020-09-11 20:36:38.291594,12,45,0,10,43
7359,Preston,2020-09-11 20:36:38.291594,7,122,4,21,132
11387,Putnam,2020-09-11 20:36:38.291594,87,368,2,3,282
4107,Wyoming,2020-09-11 20:36:47.682516,19,72,3,1,51
13365,Wood,2020-09-11 20:36:47.682516,47,311,5,18,277
570,Wirt,2020-09-11 20:36:47.682516,0,7,0,1,8
2977,Wetzel,2020-09-11 20:36:47.682516,2,45,0,1,44
1340,Webster,2020-09-11 20:36:47.682516,0,7,0,0,7
5746,Wayne,2020-09-11 20:36:47.682516,41,304,10,3,256
3886,Upshur,2020-09-11 20:36:47.682516,15,52,0,5,42
1131,Tyler,2020-09-11 20:36:47.682516,0,15,0,0,15
2893,Tucker,2020-09-11 20:36:47.682516,4,14,0,1,11
6516,Taylor,2020-09-11 20:36:47.682516,24,111,6,1,82
3044,Summers,2020-09-11 20:36:47.682516,9,25,0,0,16
3224,Roane,2020-09-11 20:36:47.682516,13,38,1,0,24
2093,Ritchie,2020-09-11 20:36:47.682516,6,7,0,2,3
8909,Randolph,2020-09-11 20:36:47.682516,7,222,2,7,220
23155,Raleigh,2020-09-11 20:36:47.682516,35,391,5,12,363
3614,Barbour,2020-09-12 20:19:17.242937,6,35,1,0,28
20117,Berkeley,2020-09-12 20:19:17.242937,132,834,11,32,723
5927,Boone,2020-09-12 20:19:17.242937,39,173,0,3,137
1787,Braxton,2020-09-12 20:19:17.242937,0,9,0,0,9
5639,Brooke,2020-09-12 20:19:17.242937,8,101,1,3,95
43539,Cabell,2020-09-12 20:19:17.242937,224,633,8,14,415
1695,Calhoun,2020-09-12 20:19:17.242937,11,20,0,2,11
2004,Clay,2020-09-12 20:19:17.242937,1,29,2,1,27
625,Doddridge,2020-09-12 20:19:17.242937,10,17,0,0,7
15688,Fayette,2020-09-12 20:19:17.242937,227,447,10,3,213
2472,Gilmer,2020-09-12 20:19:17.242937,1,19,0,0,18
3587,Grant,2020-09-12 20:19:17.242937,5,146,6,1,136
9467,Greenbrier,2020-09-12 20:19:17.242937,7,114,3,0,104
3922,Hampshire,2020-09-12 20:19:17.242937,3,94,1,1,91
9555,Hancock,2020-09-12 20:19:17.242937,16,133,0,4,121
2777,Hardy,2020-09-12 20:19:17.242937,4,74,0,1,71
15755,Harrison,2020-09-12 20:19:17.242937,66,317,3,1,249
4442,Jackson,2020-09-12 20:19:17.242937,16,226,22,0,188
14816,Jefferson,2020-09-12 20:19:17.242937,60,393,4,8,337
50921,Kanawha,2020-09-12 20:19:17.242937,692,1914,51,20,1191
4333,Lewis,2020-09-12 20:19:17.242937,1,36,2,1,34
4909,Lincoln,2020-09-12 20:19:17.242937,14,137,2,0,121
10369,Logan,2020-09-12 20:19:17.242937,75,534,36,3,426
15802,Marion,2020-09-12 20:19:17.242937,34,231,3,9,203
6570,Marshall,2020-09-12 20:19:17.242937,5,133,1,5,132
5263,Mason,2020-09-12 20:19:17.242937,30,124,1,0,93
3575,McDowell,2020-09-12 20:19:17.242937,9,77,0,2,70
15654,Mercer,2020-09-12 20:19:17.242937,224,370,24,3,125
6686,Mineral,2020-09-12 20:19:17.242937,11,147,4,2,134
4754,Mingo,2020-09-12 20:19:17.242937,90,292,7,5,200
40628,Monongalia,2020-09-12 20:19:17.242937,536,1584,5,77,1120
3953,Monroe,2020-09-12 20:19:17.242937,67,142,7,1,69
2429,Morgan,2020-09-12 20:19:17.242937,5,42,0,2,39
4193,Nicholas,2020-09-12 20:19:17.242937,19,62,3,2,42
22756,Ohio,2020-09-12 20:19:17.242937,29,321,6,4,290
2372,Pendleton,2020-09-12 20:19:17.242937,2,44,1,2,43
916,Pleasants,2020-09-12 20:19:17.242937,2,14,2,1,11
1556,Pocahontas,2020-09-12 20:19:17.242937,8,47,0,9,48
7601,Preston,2020-09-12 20:19:17.242937,7,122,4,20,131
11818,Putnam,2020-09-12 20:19:17.242937,106,390,2,3,285
4138,Wyoming,2020-09-12 20:19:32.752884,22,75,3,1,51
13449,Wood,2020-09-12 20:19:32.752884,45,312,5,18,280
576,Wirt,2020-09-12 20:19:32.752884,0,7,0,1,8
2994,Wetzel,2020-09-12 20:19:32.752884,2,45,0,1,44
1356,Webster,2020-09-12 20:19:32.752884,0,7,0,0,7
5909,Wayne,2020-09-12 20:19:32.752884,39,310,10,3,264
3913,Upshur,2020-09-12 20:19:32.752884,14,54,0,4,44
1139,Tyler,2020-09-12 20:19:32.752884,0,15,0,0,15
3043,Tucker,2020-09-12 20:19:32.752884,4,14,0,1,11
6591,Taylor,2020-09-12 20:19:32.752884,24,112,6,1,83
3072,Summers,2020-09-12 20:19:32.752884,11,28,0,0,17
3373,Roane,2020-09-12 20:19:32.752884,14,39,1,0,24
2101,Ritchie,2020-09-12 20:19:32.752884,5,7,0,2,4
9066,Randolph,2020-09-12 20:19:32.752884,7,223,2,7,221
23374,Raleigh,2020-09-12 20:19:32.752884,42,400,5,12,365
3631,Barbour,2020-09-13 20:18:36.904012,7,36,1,0,28
20308,Berkeley,2020-09-13 20:18:36.904012,137,840,11,32,724
5956,Boone,2020-09-13 20:18:36.904012,39,175,0,1,137
1794,Braxton,2020-09-13 20:18:36.904012,0,9,0,0,9
5655,Brooke,2020-09-13 20:18:36.904012,8,101,1,3,95
44043,Cabell,2020-09-13 20:18:36.904012,227,640,8,14,419
1700,Calhoun,2020-09-13 20:18:36.904012,11,20,0,2,11
2018,Clay,2020-09-13 20:18:36.904012,1,29,2,1,27
627,Doddridge,2020-09-13 20:18:36.904012,10,17,0,0,7
15822,Fayette,2020-09-13 20:18:36.904012,245,467,10,3,215
2482,Gilmer,2020-09-13 20:18:36.904012,1,19,0,0,18
3792,Grant,2020-09-13 20:18:36.904012,4,146,6,1,137
9534,Greenbrier,2020-09-13 20:18:36.904012,10,116,3,1,104
3932,Hampshire,2020-09-13 20:18:36.904012,3,94,1,1,91
9587,Hancock,2020-09-13 20:18:36.904012,16,133,0,4,121
2805,Hardy,2020-09-13 20:18:36.904012,4,74,0,1,71
16106,Harrison,2020-09-13 20:18:36.904012,68,319,3,1,249
4503,Jackson,2020-09-13 20:18:36.904012,16,228,22,0,190
14894,Jefferson,2020-09-13 20:18:36.904012,62,395,4,8,337
51507,Kanawha,2020-09-13 20:18:36.904012,732,1965,51,20,1202
4360,Lewis,2020-09-13 20:18:36.904012,1,36,2,1,34
4965,Lincoln,2020-09-13 20:18:36.904012,16,139,2,0,121
10399,Logan,2020-09-13 20:18:36.904012,82,541,37,3,425
15875,Marion,2020-09-13 20:18:36.904012,37,235,3,8,203
6547,Marshall,2020-09-13 20:18:36.904012,6,134,1,5,132
