,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,INCOMPLETE
47,04/18/2020,2172,665,390,3359.0,
48,04/19/2020,2346,586,399,3281.0,
49,04/20/2020,3794,706,364,3350.0,
50,04/21/2020,3065,651,324,3195.0,
51,04/22/2020,3462,575,313,3136.0,
52,04/23/2020,2842,505,332,3038.0,
53,04/24/2020,2535,515,316,2888.0,
54,04/25/2020,1597,362,264,2806.0,
55,04/26/2020,1003,339,247,2614.0,
56,04/27/2020,2290,392,271,2399.0,
57,04/28/2020,2729,396,229,2351.0,
58,04/29/2020,2342,328,240,2191.0,
59,04/30/2020,2022,284,225,2074.0,
60,05/01/2020,1889,294,210,1982.0,
61,05/02/2020,1059,224,191,1905.0,
62,05/03/2020,786,217,177,1874.0,
63,05/04/2020,1551,251,159,1768.0,
64,05/05/2020,1514,226,152,1595.0,
65,05/06/2020,1399,231,151,1460.0,
66,05/07/2020,1236,193,142,1348.0,
67,05/08/2020,1082,207,131,1232.0,
68,05/09/2020,657,142,100,1175.0,
69,05/10/2020,458,112,103,1128.0,
70,05/11/2020,1232,186,104,1083.0,
71,05/12/2020,1285,135,91,1050.0,
72,05/13/2020,1335,148,83,1041.0,
73,05/14/2020,1112,146,70,1023.0,
74,05/15/2020,875,136,86,993.0,
75,05/16/2020,486,92,83,969.0,
76,05/17/2020,359,81,77,955.0,
77,05/18/2020,898,112,59,907.0,
78,05/19/2020,1004,126,55,867.0,
79,05/20/2020,1080,89,81,831.0,
80,05/21/2020,1070,91,45,825.0,
81,05/22/2020,1046,113,65,849.0,
82,05/23/2020,459,72,60,845.0,
83,05/24/2020,470,82,49,861.0,
84,05/25/2020,468,84,49,800.0,
85,05/26/2020,1053,73,38,807.0,
86,05/27/2020,745,83,49,759.0,
87,05/28/2020,647,76,38,698.0,
88,05/29/2020,646,92,43,641.0,
89,05/30/2020,349,55,54,625.0,
90,05/31/2020,230,63,39,591.0,
91,06/01/2020,687,80,34,622.0,
92,06/02/2020,574,68,38,554.0,
93,06/03/2020,516,79,43,521.0,
94,06/04/2020,523,73,33,504.0,
95,06/05/2020,403,58,28,469.0,
96,06/06/2020,247,42,35,454.0,
97,06/07/2020,198,53,25,450.0,
98,06/08/2020,451,61,40,416.0,
99,06/09/2020,420,61,33,394.0,
100,06/10/2020,365,60,32,372.0,
101,06/11/2020,368,54,21,350.0,
102,06/12/2020,410,58,24,351.0,
103,06/13/2020,197,38,15,344.0,
104,06/14/2020,180,43,24,342.0,
105,06/15/2020,379,56,20,331.0,
106,06/16/2020,420,63,18,331.0,
107,06/17/2020,356,51,20,330.0,
108,06/18/2020,378,55,17,331.0,
109,06/19/2020,362,53,17,325.0,
110,06/20/2020,203,31,19,325.0,
111,06/21/2020,172,40,28,324.0,
112,06/22/2020,398,52,25,327.0,
113,06/23/2020,384,47,27,322.0,
114,06/24/2020,381,49,25,325.0,
115,06/25/2020,296,46,19,314.0,
116,06/26/2020,310,40,20,306.0,
117,06/27/2020,207,39,21,307.0,
118,06/28/2020,203,36,19,311.0,
119,06/29/2020,436,49,24,317.0,
120,06/30/2020,442,48,23,325.0,
121,07/01/2020,397,43,12,327.0,
122,07/02/2020,418,48,24,345.0,
123,07/03/2020,231,27,21,333.0,
124,07/04/2020,120,29,14,321.0,
125,07/05/2020,153,25,16,314.0,
126,07/06/2020,434,59,16,314.0,
127,07/07/2020,461,48,13,316.0,
128,07/08/2020,436,33,20,322.0,
129,07/09/2020,391,48,10,318.0,
130,07/10/2020,307,43,10,329.0,
131,07/11/2020,255,33,13,348.0,
132,07/12/2020,223,26,11,358.0,
133,07/13/2020,483,50,17,365.0,
134,07/14/2020,401,41,10,357.0,
135,07/15/2020,438,40,14,357.0,
136,07/16/2020,418,36,9,361.0,
137,07/17/2020,415,53,13,376.0,
138,07/18/2020,217,28,11,371.0,
139,07/19/2020,175,34,7,364.0,
140,07/20/2020,400,33,11,352.0,
141,07/21/2020,338,28,11,343.0,
142,07/22/2020,329,39,8,327.0,
143,07/23/2020,308,37,9,312.0,
144,07/24/2020,299,40,6,295.0,
145,07/25/2020,153,33,11,286.0,
146,07/26/2020,140,28,8,281.0,
147,07/27/2020,313,42,5,269.0,
148,07/28/2020,312,42,12,265.0,
149,07/29/2020,286,29,5,259.0,
150,07/30/2020,269,36,4,253.0,
151,07/31/2020,263,33,5,248.0,
152,08/01/2020,189,31,8,253.0,
153,08/02/2020,134,33,2,252.0,
154,08/03/2020,345,39,3,257.0,
155,08/04/2020,184,37,6,239.0,
156,08/05/2020,298,36,8,240.0,
157,08/06/2020,289,36,6,243.0,
158,08/07/2020,252,25,4,242.0,
159,08/08/2020,159,17,6,237.0,
160,08/09/2020,133,27,3,237.0,
161,08/10/2020,303,31,6,231.0,
162,08/11/2020,258,25,6,242.0,
163,08/12/2020,319,33,2,245.0,
164,08/13/2020,272,39,3,242.0,
165,08/14/2020,278,40,4,246.0,
166,08/15/2020,149,23,7,245.0,
167,08/16/2020,138,24,5,245.0,
168,08/17/2020,327,35,6,249.0,
169,08/18/2020,281,43,2,252.0,
170,08/19/2020,255,32,2,243.0,
171,08/20/2020,225,34,7,236.0,
172,08/21/2020,249,31,3,232.0,
173,08/22/2020,135,25,6,230.0,
174,08/23/2020,150,21,4,232.0,
175,08/24/2020,296,29,8,227.0,
176,08/25/2020,281,42,5,227.0,
177,08/26/2020,312,24,6,235.0,
178,08/27/2020,264,31,1,241.0,
179,08/28/2020,276,23,6,245.0,
180,08/29/2020,125,22,4,243.0,
181,08/30/2020,179,20,8,248.0,
182,08/31/2020,308,38,3,249.0,
183,09/01/2020,291,21,5,251.0,
184,09/02/2020,271,24,7,245.0,
185,09/03/2020,272,20,6,246.0,
186,09/04/2020,227,30,4,239.0,
187,09/05/2020,156,19,3,243.0,
188,09/06/2020,204,28,7,247.0,
189,09/07/2020,218,21,3,234.0,
190,09/08/2020,386,23,2,248.0,
191,09/09/2020,339,28,3,257.0,
192,09/10/2020,321,25,3,264.0,
193,09/11/2020,303,35,4,275.0,
194,09/12/2020,198,13,5,281.0,
195,09/13/2020,254,17,3,288.0,
196,09/14/2020,416,24,5,317.0,
197,09/15/2020,335,33,3,309.0,
198,09/16/2020,353,45,7,311.0,
199,09/17/2020,347,29,3,315.0,
200,09/18/2020,275,37,4,311.0,
201,09/19/2020,151,20,5,304.0,
202,09/20/2020,154,22,3,290.0,
203,09/21/2020,500,22,3,302.0,
204,09/22/2020,378,26,3,308.0,
205,09/23/2020,498,33,4,329.0,
206,09/24/2020,451,29,2,344.0,
207,09/25/2020,428,38,3,366.0,
208,09/26/2020,261,20,6,381.0,
209,09/27/2020,352,29,2,410.0,
210,09/28/2020,411,35,4,397.0,
211,09/29/2020,644,40,7,435.0,6000.0
212,09/30/2020,529,39,5,439.0,6000.0
213,10/01/2020,511,28,3,448.0,6000.0
214,10/02/2020,458,40,3,452.0,6000.0
215,10/03/2020,160,13,1,438.0,6000.0
216,10/04/2020,68,4,3,397.0,6000.0
217,10/05/2020,102,0,0,353.0,6000.0
