,DATE_OF_INTEREST,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,CASE_COUNT_7DAY_AVG,INCOMPLETE
156,08/03/2020,345,29,3,256.0,
157,08/04/2020,184,31,6,238.0,
158,08/05/2020,298,27,8,240.0,
159,08/06/2020,289,31,6,243.0,
160,08/07/2020,252,18,5,242.0,
161,08/08/2020,159,17,6,237.0,
162,08/09/2020,134,25,3,237.0,
163,08/10/2020,303,27,6,231.0,
164,08/11/2020,258,18,6,242.0,
165,08/12/2020,319,26,2,245.0,
166,08/13/2020,272,33,3,242.0,
167,08/14/2020,278,30,4,246.0,
168,08/15/2020,149,22,7,245.0,
169,08/16/2020,138,19,5,245.0,
170,08/17/2020,323,26,6,248.0,
171,08/18/2020,280,35,2,251.0,
172,08/19/2020,253,28,2,242.0,
173,08/20/2020,222,29,7,235.0,
174,08/21/2020,248,29,3,230.0,
175,08/22/2020,131,19,6,228.0,
176,08/23/2020,146,18,4,229.0,
177,08/24/2020,296,25,8,225.0,
178,08/25/2020,282,34,5,225.0,
179,08/26/2020,312,22,6,234.0,
180,08/27/2020,263,30,1,240.0,
181,08/28/2020,277,18,6,244.0,
182,08/29/2020,125,21,4,243.0,
183,08/30/2020,179,21,8,248.0,
184,08/31/2020,306,28,3,249.0,
185,09/01/2020,290,20,5,250.0,
186,09/02/2020,268,22,6,244.0,
187,09/03/2020,273,20,6,245.0,
188,09/04/2020,226,26,4,238.0,
189,09/05/2020,156,20,3,243.0,
190,09/06/2020,203,23,7,246.0,
191,09/07/2020,218,23,3,233.0,
192,09/08/2020,388,25,2,247.0,
193,09/09/2020,340,27,3,258.0,
194,09/10/2020,318,21,3,264.0,
195,09/11/2020,305,29,4,275.0,
196,09/12/2020,199,9,5,282.0,
197,09/13/2020,251,16,3,288.0,
198,09/14/2020,418,18,4,317.0,
199,09/15/2020,332,27,3,309.0,
200,09/16/2020,355,33,7,311.0,
201,09/17/2020,350,26,4,316.0,
202,09/18/2020,270,26,4,311.0,
203,09/19/2020,149,21,5,304.0,
204,09/20/2020,163,18,3,291.0,
205,09/21/2020,494,21,3,302.0,
206,09/22/2020,373,20,3,308.0,
207,09/23/2020,490,30,4,327.0,
208,09/24/2020,423,26,4,337.0,6000.0
209,09/25/2020,384,38,3,354.0,6000.0
210,09/26/2020,225,20,5,365.0,6000.0
211,09/27/2020,320,27,1,387.0,6000.0
212,09/28/2020,229,22,2,349.0,6000.0
213,09/29/2020,152,4,2,318.0,6000.0
214,09/30/2020,15,0,0,250.0,6000.0
