Active Cases,County Name,Deaths,FIPS,Negative Cases,Pending Cases,Positive Cases,Recovered,Scrape Time,Testing: Private Lab,Testing: Public Lab,Total Tested
2,Franklin,0,047,237,0,4,2,2020-05-24 20:30:19.404170,214,27,241
3,Fulton,0,049,224,0,6,3,2020-05-24 20:30:19.404170,215,15,230
5,Garland,1,051,3656,0,133,127,2020-05-24 20:30:19.404170,3677,112,3789
0,Grant,0,053,429,0,16,16,2020-05-24 20:30:19.404170,410,35,445
20,Greene,0,055,1546,0,45,25,2020-05-24 20:30:19.404170,1437,154,1591
5,Hempstead,1,057,266,0,13,7,2020-05-24 20:30:19.404170,261,18,279
1,Hot Spring,0,059,751,0,30,29,2020-05-24 20:30:19.404170,727,54,781
2,Howard,0,061,254,0,16,14,2020-05-24 20:30:19.404170,268,2,270
4,Independence,0,063,725,0,28,24,2020-05-24 20:30:19.404170,726,27,753
2,Izard,0,065,183,0,15,13,2020-05-24 20:30:19.404170,186,12,198
0,Jackson,0,067,226,0,1,1,2020-05-24 20:30:19.404170,217,10,227
255,Jefferson,23,069,2299,0,504,226,2020-05-24 20:30:19.404170,1635,1168,2803
3,Johnson,0,071,310,0,38,35,2020-05-24 20:30:19.404170,311,37,348
0,Lafayette,1,073,40,0,9,8,2020-05-24 20:30:19.404170,47,2,49
16,Lawrence,5,075,607,0,82,61,2020-05-24 20:30:19.404170,661,28,689
7,Lee,1,077,199,0,15,7,2020-05-24 20:30:19.404170,166,48,214
27,Lincoln,8,079,952,0,974,939,2020-05-24 20:30:19.404170,1371,555,1926
2,Little River,0,081,173,0,2,0,2020-05-24 20:30:19.404170,154,21,175
0,Logan,0,083,245,0,4,4,2020-05-24 20:30:19.404170,233,16,249
1,Lonoke,0,085,1574,0,46,45,2020-05-24 20:30:19.404170,1404,216,1620
2,Madison,0,087,265,0,3,1,2020-05-24 20:30:19.404170,252,16,268
0,Marion,0,089,154,0,1,1,2020-05-24 20:30:19.404170,151,4,155
1,Miller,1,091,624,0,42,40,2020-05-24 20:30:19.404170,649,17,666
36,Missing County Info,0,05,27381,0,150,114,2020-05-24 20:30:19.404170,27425,106,27531
14,Mississippi,1,093,905,0,70,55,2020-05-24 20:30:19.404170,868,107,975
0,Monroe,0,095,144,0,5,5,2020-05-24 20:30:19.404170,139,10,149
0,Montgomery,0,097,134,0,1,1,2020-05-24 20:30:19.404170,126,9,135
1,Nevada,0,099,125,0,4,3,2020-05-24 20:30:19.404170,122,7,129
0,Newton,0,101,118,0,3,3,2020-05-24 20:30:19.404170,121,0,121
1,Ouachita,0,103,723,0,10,9,2020-05-24 20:30:19.404170,605,128,733
1,Perry,0,105,249,0,13,12,2020-05-24 20:30:19.404170,230,32,262
4,Phillips,1,107,386,0,9,4,2020-05-24 20:30:19.404170,337,58,395
0,Pike,0,109,530,0,4,4,2020-05-24 20:30:19.404170,527,7,534
7,Poinsett,2,111,471,0,31,22,2020-05-24 20:30:19.404170,476,26,502
2,Polk,0,113,403,0,10,8,2020-05-24 20:30:19.404170,331,82,413
58,Pope,1,115,2236,0,113,54,2020-05-24 20:30:19.404170,2228,121,2349
0,Prairie,0,117,95,0,2,2,2020-05-24 20:30:19.404170,93,4,97
138,Pulaski,29,119,11075,0,785,618,2020-05-24 20:30:19.404170,10290,1570,11860
5,Randolph,0,121,892,0,26,21,2020-05-24 20:30:19.404170,832,86,918
19,Saline,1,125,2964,0,97,77,2020-05-24 20:30:19.404170,2769,292,3061
0,Scott,0,127,25,0,1,1,2020-05-24 20:30:19.404170,20,6,26
0,Searcy,0,129,322,0,6,6,2020-05-24 20:30:19.404170,322,6,328
4,Sebastian,0,131,959,0,19,15,2020-05-24 20:30:19.404170,943,35,978
55,Sevier,1,133,474,0,84,28,2020-05-24 20:30:19.404170,510,48,558
27,Sharp,2,135,288,0,42,13,2020-05-24 20:30:19.404170,274,56,330
326,St. Francis,1,123,2493,0,634,307,2020-05-24 20:30:19.404170,2596,531,3127
0,Stone,0,137,216,0,8,8,2020-05-24 20:30:19.404170,217,7,224
55,Union,6,139,845,0,157,96,2020-05-24 20:30:19.404170,922,80,1002
0,Van Buren,2,141,454,0,28,26,2020-05-24 20:30:19.404170,372,110,482
141,Washington,5,143,3821,0,259,113,2020-05-24 20:30:19.404170,3124,956,4080
4,White,1,145,1614,0,40,35,2020-05-24 20:30:19.404170,1543,111,1654
0,Woodruff,0,147,90,0,1,1,2020-05-24 20:30:19.404170,86,5,91
74,Yell,1,149,346,0,96,21,2020-05-24 20:30:19.404170,400,42,442
1,Arkansas,0,001,261,0,3,2,2020-05-25 20:29:51.232186,246,18,264
1,Ashley,0,003,566,0,19,18,2020-05-25 20:29:51.232186,448,137,585
2,Baxter,0,005,564,0,7,5,2020-05-25 20:29:51.232186,550,21,571
151,Benton,0,007,8681,0,297,146,2020-05-25 20:29:51.232186,8537,441,8978
2,Boone,0,009,625,0,6,4,2020-05-25 20:29:51.232186,618,13,631
5,Bradley,1,011,390,0,17,11,2020-05-25 20:29:51.232186,213,194,407
0,Calhoun,0,013,60,0,0,0,2020-05-25 20:29:51.232186,51,9,60
10,Carroll,0,015,655,0,15,5,2020-05-25 20:29:51.232186,629,41,670
4,Chicot,0,017,204,0,13,9,2020-05-25 20:29:51.232186,149,68,217
2,Clark,0,019,697,0,36,34,2020-05-25 20:29:51.232186,461,272,733
0,Clay,0,021,481,0,4,4,2020-05-25 20:29:51.232186,476,9,485
1,Cleburne,4,023,618,0,73,68,2020-05-25 20:29:51.232186,606,85,691
3,Cleveland,0,025,287,0,18,15,2020-05-25 20:29:51.232186,218,87,305
6,Columbia,2,027,322,0,20,12,2020-05-25 20:29:51.232186,300,42,342
1,Conway,1,029,530,0,14,12,2020-05-25 20:29:51.232186,492,52,544
61,Craighead,0,031,4053,0,188,127,2020-05-25 20:29:51.232186,4060,181,4241
3,Crawford,0,033,590,0,14,11,2020-05-25 20:29:51.232186,596,8,604
72,Crittenden,9,035,2666,0,293,212,2020-05-25 20:29:51.232186,2548,411,2959
10,Cross,0,037,585,0,42,32,2020-05-25 20:29:51.232186,458,169,627
0,Dallas,0,039,144,0,1,1,2020-05-25 20:29:51.232186,133,12,145
1,Desha,0,041,412,0,19,18,2020-05-25 20:29:51.232186,326,105,431
2,Drew,1,043,551,0,19,16,2020-05-25 20:29:51.232186,506,64,570
12,Faulkner,3,045,2793,0,100,85,2020-05-25 20:29:51.232186,2499,394,2893
2,Franklin,0,047,240,0,4,2,2020-05-25 20:29:51.232186,216,28,244
2,Fulton,0,049,251,0,6,4,2020-05-25 20:29:51.232186,242,15,257
6,Garland,1,051,3756,0,134,127,2020-05-25 20:29:51.232186,3751,139,3890
0,Grant,0,053,439,0,16,16,2020-05-25 20:29:51.232186,418,37,455
24,Greene,0,055,1628,0,50,26,2020-05-25 20:29:51.232186,1502,176,1678
5,Hempstead,1,057,279,0,13,7,2020-05-25 20:29:51.232186,270,22,292
1,Hot Spring,0,059,768,0,30,29,2020-05-25 20:29:51.232186,743,55,798
3,Howard,0,061,257,0,17,14,2020-05-25 20:29:51.232186,272,2,274
4,Independence,0,063,750,0,28,24,2020-05-25 20:29:51.232186,751,27,778
2,Izard,0,065,185,0,15,13,2020-05-25 20:29:51.232186,188,12,200
0,Jackson,0,067,230,0,1,1,2020-05-25 20:29:51.232186,219,12,231
219,Jefferson,23,069,2326,0,504,262,2020-05-25 20:29:51.232186,1662,1168,2830
3,Johnson,0,071,313,0,38,35,2020-05-25 20:29:51.232186,314,37,351
0,Lafayette,1,073,42,0,9,8,2020-05-25 20:29:51.232186,48,3,51
15,Lawrence,5,075,628,0,82,62,2020-05-25 20:29:51.232186,682,28,710
7,Lee,1,077,215,0,17,9,2020-05-25 20:29:51.232186,184,48,232
24,Lincoln,8,079,958,0,975,943,2020-05-25 20:29:51.232186,1378,555,1933
3,Little River,0,081,176,0,4,1,2020-05-25 20:29:51.232186,159,21,180
0,Logan,0,083,252,0,4,4,2020-05-25 20:29:51.232186,240,16,256
1,Lonoke,0,085,1605,0,46,45,2020-05-25 20:29:51.232186,1435,216,1651
4,Madison,0,087,330,0,5,1,2020-05-25 20:29:51.232186,319,16,335
0,Marion,0,089,222,0,1,1,2020-05-25 20:29:51.232186,219,4,223
0,Miller,1,091,641,0,42,41,2020-05-25 20:29:51.232186,663,20,683
42,Missing County Info,0,05,28002,0,159,117,2020-05-25 20:29:51.232186,28055,106,28161
13,Mississippi,2,093,992,0,70,55,2020-05-25 20:29:51.232186,955,107,1062
0,Monroe,0,095,148,0,5,5,2020-05-25 20:29:51.232186,143,10,153
0,Montgomery,0,097,138,0,1,1,2020-05-25 20:29:51.232186,129,10,139
1,Nevada,0,099,127,0,4,3,2020-05-25 20:29:51.232186,124,7,131
0,Newton,0,101,121,0,3,3,2020-05-25 20:29:51.232186,124,0,124
1,Ouachita,0,103,744,0,10,9,2020-05-25 20:29:51.232186,625,129,754
1,Perry,0,105,255,0,13,12,2020-05-25 20:29:51.232186,236,32,268
4,Phillips,1,107,404,0,9,4,2020-05-25 20:29:51.232186,355,58,413
0,Pike,0,109,549,0,4,4,2020-05-25 20:29:51.232186,545,8,553
6,Poinsett,2,111,480,0,30,22,2020-05-25 20:29:51.232186,484,26,510
3,Polk,0,113,407,0,11,8,2020-05-25 20:29:51.232186,334,84,418
62,Pope,1,115,2256,0,119,56,2020-05-25 20:29:51.232186,2254,121,2375
0,Prairie,0,117,96,0,2,2,2020-05-25 20:29:51.232186,94,4,98
139,Pulaski,29,119,11348,0,793,625,2020-05-25 20:29:51.232186,10569,1572,12141
5,Randolph,0,121,922,0,26,21,2020-05-25 20:29:51.232186,862,86,948
20,Saline,1,125,3041,0,98,77,2020-05-25 20:29:51.232186,2843,296,3139
0,Scott,0,127,25,0,1,1,2020-05-25 20:29:51.232186,20,6,26
0,Searcy,0,129,341,0,6,6,2020-05-25 20:29:51.232186,341,6,347
5,Sebastian,0,131,994,0,20,15,2020-05-25 20:29:51.232186,977,37,1014
59,Sevier,1,133,521,0,93,33,2020-05-25 20:29:51.232186,556,58,614
18,Sharp,2,135,301,0,42,22,2020-05-25 20:29:51.232186,287,56,343
324,St. Francis,1,123,2520,0,639,314,2020-05-25 20:29:51.232186,2628,531,3159
0,Stone,0,137,218,0,8,8,2020-05-25 20:29:51.232186,219,7,226
58,Union,6,139,874,0,160,96,2020-05-25 20:29:51.232186,933,101,1034
0,Van Buren,2,141,511,0,28,26,2020-05-25 20:29:51.232186,429,110,539
154,Washington,5,143,3935,0,276,117,2020-05-25 20:29:51.232186,3231,980,4211
4,White,1,145,1649,0,40,35,2020-05-25 20:29:51.232186,1578,111,1689
0,Woodruff,0,147,93,0,1,1,2020-05-25 20:29:51.232186,89,5,94
69,Yell,1,149,355,0,99,29,2020-05-25 20:29:51.232186,412,42,454
1,Arkansas,0,001,272,0,3,2,2020-05-26 21:03:00.644641,255,20,275
1,Ashley,0,003,569,0,19,18,2020-05-26 21:03:00.644641,451,137,588
3,Baxter,0,005,578,0,8,5,2020-05-26 21:03:00.644641,565,21,586
162,Benton,0,007,9205,0,315,153,2020-05-26 21:03:00.644641,9055,465,9520
2,Boone,0,009,684,0,6,4,2020-05-26 21:03:00.644641,676,14,690
5,Bradley,1,011,396,0,18,12,2020-05-26 21:03:00.644641,216,198,414
0,Calhoun,0,013,63,0,0,0,2020-05-26 21:03:00.644641,54,9,63
12,Carroll,0,015,749,0,17,5,2020-05-26 21:03:00.644641,716,50,766
5,Chicot,0,017,207,0,14,9,2020-05-26 21:03:00.644641,153,68,221
3,Clark,0,019,706,0,37,34,2020-05-26 21:03:00.644641,471,272,743
0,Clay,0,021,508,0,4,4,2020-05-26 21:03:00.644641,503,9,512
1,Cleburne,4,023,625,0,73,68,2020-05-26 21:03:00.644641,613,85,698
2,Cleveland,0,025,291,0,18,16,2020-05-26 21:03:00.644641,222,87,309
6,Columbia,2,027,323,0,20,12,2020-05-26 21:03:00.644641,301,42,343
0,Conway,1,029,536,0,14,13,2020-05-26 21:03:00.644641,498,52,550
50,Craighead,0,031,4158,0,190,140,2020-05-26 21:03:00.644641,4167,181,4348
5,Crawford,0,033,636,0,17,12,2020-05-26 21:03:00.644641,635,18,653
72,Crittenden,9,035,2714,0,297,216,2020-05-26 21:03:00.644641,2598,413,3011
14,Cross,0,037,604,0,46,32,2020-05-26 21:03:00.644641,469,181,650
0,Dallas,0,039,146,0,1,1,2020-05-26 21:03:00.644641,135,12,147
1,Desha,0,041,420,0,19,18,2020-05-26 21:03:00.644641,334,105,439
2,Drew,1,043,559,0,19,16,2020-05-26 21:03:00.644641,511,67,578
10,Faulkner,3,045,2820,0,100,87,2020-05-26 21:03:00.644641,2526,394,2920
2,Franklin,0,047,253,0,4,2,2020-05-26 21:03:00.644641,227,30,257
2,Fulton,0,049,271,0,6,4,2020-05-26 21:03:00.644641,262,15,277
5,Garland,1,051,3771,0,134,128,2020-05-26 21:03:00.644641,3766,139,3905
0,Grant,0,053,454,0,16,16,2020-05-26 21:03:00.644641,433,37,470
28,Greene,0,055,1699,0,54,26,2020-05-26 21:03:00.644641,1570,183,1753
6,Hempstead,1,057,282,0,14,7,2020-05-26 21:03:00.644641,274,22,296
1,Hot Spring,0,059,780,0,30,29,2020-05-26 21:03:00.644641,755,55,810
3,Howard,0,061,261,0,17,14,2020-05-26 21:03:00.644641,276,2,278
4,Independence,0,063,757,0,29,25,2020-05-26 21:03:00.644641,758,28,786
2,Izard,0,065,194,0,15,13,2020-05-26 21:03:00.644641,197,12,209
0,Jackson,0,067,239,0,1,1,2020-05-26 21:03:00.644641,228,12,240
218,Jefferson,23,069,2391,0,510,269,2020-05-26 21:03:00.644641,1698,1203,2901
3,Johnson,0,071,320,0,38,35,2020-05-26 21:03:00.644641,318,40,358
0,Lafayette,1,073,42,0,9,8,2020-05-26 21:03:00.644641,48,3,51
14,Lawrence,5,075,649,0,82,63,2020-05-26 21:03:00.644641,698,33,731
6,Lee,1,077,283,0,17,10,2020-05-26 21:03:00.644641,250,50,300
24,Lincoln,8,079,963,0,975,943,2020-05-26 21:03:00.644641,1383,555,1938
4,Little River,0,081,180,0,5,1,2020-05-26 21:03:00.644641,164,21,185
0,Logan,0,083,262,0,4,4,2020-05-26 21:03:00.644641,249,17,266
1,Lonoke,0,085,1647,0,46,45,2020-05-26 21:03:00.644641,1477,216,1693
5,Madison,0,087,360,0,6,1,2020-05-26 21:03:00.644641,348,18,366
0,Marion,0,089,232,0,1,1,2020-05-26 21:03:00.644641,229,4,233
0,Miller,1,091,649,0,42,41,2020-05-26 21:03:00.644641,671,20,691
56,Missing County Info,0,05,28878,0,174,118,2020-05-26 21:03:00.644641,28946,106,29052
16,Mississippi,2,093,1282,0,72,54,2020-05-26 21:03:00.644641,1247,107,1354
0,Monroe,0,095,151,0,5,5,2020-05-26 21:03:00.644641,146,10,156
0,Montgomery,0,097,142,0,1,1,2020-05-26 21:03:00.644641,133,10,143
1,Nevada,0,099,130,0,4,3,2020-05-26 21:03:00.644641,127,7,134
0,Newton,0,101,146,0,3,3,2020-05-26 21:03:00.644641,147,2,149
0,Ouachita,0,103,762,0,10,10,2020-05-26 21:03:00.644641,642,130,772
1,Perry,0,105,267,0,13,12,2020-05-26 21:03:00.644641,248,32,280
4,Phillips,1,107,421,0,9,4,2020-05-26 21:03:00.644641,372,58,430
1,Pike,0,109,551,0,5,4,2020-05-26 21:03:00.644641,548,8,556
5,Poinsett,2,111,490,0,30,23,2020-05-26 21:03:00.644641,494,26,520
4,Polk,0,113,410,0,12,8,2020-05-26 21:03:00.644641,338,84,422
62,Pope,1,115,2284,0,124,61,2020-05-26 21:03:00.644641,2277,131,2408
0,Prairie,0,117,99,0,2,2,2020-05-26 21:03:00.644641,97,4,101
136,Pulaski,30,119,11599,0,802,636,2020-05-26 21:03:00.644641,10829,1572,12401
5,Randolph,0,121,942,0,26,21,2020-05-26 21:03:00.644641,882,86,968
21,Saline,1,125,3124,0,100,78,2020-05-26 21:03:00.644641,2926,298,3224
0,Scott,0,127,26,0,1,1,2020-05-26 21:03:00.644641,21,6,27
1,Searcy,0,129,403,0,7,6,2020-05-26 21:03:00.644641,403,7,410
6,Sebastian,0,131,1077,0,22,16,2020-05-26 21:03:00.644641,1062,37,1099
76,Sevier,2,133,590,0,111,33,2020-05-26 21:03:00.644641,643,58,701
7,Sharp,2,135,332,0,42,33,2020-05-26 21:03:00.644641,318,56,374
330,St. Francis,1,123,2580,0,651,320,2020-05-26 21:03:00.644641,2698,533,3231
0,Stone,0,137,304,0,8,8,2020-05-26 21:03:00.644641,305,7,312
59,Union,6,139,882,0,162,97,2020-05-26 21:03:00.644641,941,103,1044
0,Van Buren,2,141,516,0,28,26,2020-05-26 21:03:00.644641,434,110,544
180,Washington,5,143,4106,0,303,118,2020-05-26 21:03:00.644641,3400,1009,4409
4,White,1,145,1659,0,40,35,2020-05-26 21:03:00.644641,1588,111,1699
0,Woodruff,0,147,98,0,1,1,2020-05-26 21:03:00.644641,94,5,99
69,Yell,1,149,360,0,102,32,2020-05-26 21:03:00.644641,417,45,462
1,Arkansas,0,001,281,0,3,2,2020-05-27 20:39:02.213019,264,20,284
1,Ashley,0,003,582,0,19,18,2020-05-27 20:39:02.213019,462,139,601
2,Baxter,0,005,583,0,8,6,2020-05-27 20:39:02.213019,570,21,591
180,Benton,0,007,9535,0,339,159,2020-05-27 20:39:02.213019,9371,503,9874
2,Boone,0,009,695,0,6,4,2020-05-27 20:39:02.213019,686,15,701
5,Bradley,1,011,405,0,18,12,2020-05-27 20:39:02.213019,222,201,423
0,Calhoun,0,013,65,0,0,0,2020-05-27 20:39:02.213019,56,9,65
16,Carroll,0,015,768,0,21,5,2020-05-27 20:39:02.213019,727,62,789
5,Chicot,0,017,209,0,14,9,2020-05-27 20:39:02.213019,155,68,223
3,Clark,0,019,722,0,37,34,2020-05-27 20:39:02.213019,487,272,759
0,Clay,0,021,524,0,4,4,2020-05-27 20:39:02.213019,519,9,528
1,Cleburne,4,023,646,0,73,68,2020-05-27 20:39:02.213019,634,85,719
1,Cleveland,0,025,298,0,18,17,2020-05-27 20:39:02.213019,226,90,316
6,Columbia,2,027,326,0,20,12,2020-05-27 20:39:02.213019,303,43,346
0,Conway,1,029,545,0,14,13,2020-05-27 20:39:02.213019,507,52,559
47,Craighead,0,031,4297,0,191,144,2020-05-27 20:39:02.213019,4303,185,4488
5,Crawford,0,033,675,0,17,12,2020-05-27 20:39:02.213019,668,24,692
70,Crittenden,9,035,2773,0,301,222,2020-05-27 20:39:02.213019,2650,424,3074
12,Cross,0,037,616,0,46,34,2020-05-27 20:39:02.213019,481,181,662
0,Dallas,0,039,149,0,1,1,2020-05-27 20:39:02.213019,138,12,150
1,Desha,0,041,422,0,19,18,2020-05-27 20:39:02.213019,336,105,441
2,Drew,1,043,568,0,19,16,2020-05-27 20:39:02.213019,520,67,587
9,Faulkner,3,045,2882,0,100,88,2020-05-27 20:39:02.213019,2588,394,2982
2,Franklin,0,047,264,0,4,2,2020-05-27 20:39:02.213019,236,32,268
2,Fulton,0,049,272,0,6,4,2020-05-27 20:39:02.213019,262,16,278
6,Garland,1,051,3808,0,135,128,2020-05-27 20:39:02.213019,3804,139,3943
1,Grant,0,053,462,0,17,16,2020-05-27 20:39:02.213019,442,37,479
26,Greene,0,055,1755,0,54,28,2020-05-27 20:39:02.213019,1619,190,1809
6,Hempstead,1,057,289,0,14,7,2020-05-27 20:39:02.213019,281,22,303
0,Hot Spring,0,059,792,0,30,30,2020-05-27 20:39:02.213019,767,55,822
3,Howard,0,061,264,0,17,14,2020-05-27 20:39:02.213019,279,2,281
4,Independence,0,063,783,0,29,25,2020-05-27 20:39:02.213019,784,28,812
2,Izard,0,065,196,0,15,13,2020-05-27 20:39:02.213019,199,12,211
0,Jackson,0,067,240,0,1,1,2020-05-27 20:39:02.213019,229,12,241
213,Jefferson,23,069,2430,0,510,274,2020-05-27 20:39:02.213019,1737,1203,2940
3,Johnson,0,071,325,0,38,35,2020-05-27 20:39:02.213019,321,42,363
0,Lafayette,1,073,52,0,9,8,2020-05-27 20:39:02.213019,58,3,61
12,Lawrence,5,075,654,0,82,65,2020-05-27 20:39:02.213019,703,33,736
5,Lee,1,077,338,0,17,11,2020-05-27 20:39:02.213019,304,51,355
24,Lincoln,8,079,969,0,975,943,2020-05-27 20:39:02.213019,1389,555,1944
4,Little River,0,081,180,0,5,1,2020-05-27 20:39:02.213019,164,21,185
0,Logan,0,083,274,0,4,4,2020-05-27 20:39:02.213019,260,18,278
0,Lonoke,0,085,1702,0,45,45,2020-05-27 20:39:02.213019,1528,219,1747
5,Madison,0,087,364,0,6,1,2020-05-27 20:39:02.213019,352,18,370
0,Marion,0,089,233,0,1,1,2020-05-27 20:39:02.213019,230,4,234
0,Miller,1,091,661,0,42,41,2020-05-27 20:39:02.213019,682,21,703
62,Missing County Info,0,05,29723,0,181,119,2020-05-27 20:39:02.213019,29782,122,29904
16,Mississippi,2,093,1328,0,72,54,2020-05-27 20:39:02.213019,1291,109,1400
0,Monroe,0,095,151,0,5,5,2020-05-27 20:39:02.213019,146,10,156
0,Montgomery,0,097,144,0,1,1,2020-05-27 20:39:02.213019,134,11,145
1,Nevada,0,099,132,0,5,4,2020-05-27 20:39:02.213019,130,7,137
0,Newton,0,101,148,0,3,3,2020-05-27 20:39:02.213019,148,3,151
0,Ouachita,0,103,772,0,10,10,2020-05-27 20:39:02.213019,652,130,782
1,Perry,0,105,269,0,14,13,2020-05-27 20:39:02.213019,251,32,283
5,Phillips,1,107,468,0,12,6,2020-05-27 20:39:02.213019,386,94,480
1,Pike,0,109,552,0,5,4,2020-05-27 20:39:02.213019,549,8,557
5,Poinsett,2,111,505,0,31,24,2020-05-27 20:39:02.213019,507,29,536
2,Polk,0,113,417,0,11,9,2020-05-27 20:39:02.213019,344,84,428
61,Pope,1,115,2316,0,125,63,2020-05-27 20:39:02.213019,2306,135,2441
0,Prairie,0,117,102,0,2,2,2020-05-27 20:39:02.213019,100,4,104
136,Pulaski,30,119,11952,0,808,642,2020-05-27 20:39:02.213019,11177,1583,12760
5,Randolph,0,121,949,0,26,21,2020-05-27 20:39:02.213019,889,86,975
18,Saline,1,125,3223,0,99,80,2020-05-27 20:39:02.213019,3020,302,3322
0,Scott,0,127,26,0,1,1,2020-05-27 20:39:02.213019,21,6,27
1,Searcy,0,129,405,0,7,6,2020-05-27 20:39:02.213019,405,7,412
7,Sebastian,0,131,1131,0,23,16,2020-05-27 20:39:02.213019,1115,39,1154
74,Sevier,2,133,636,0,120,44,2020-05-27 20:39:02.213019,698,58,756
8,Sharp,2,135,333,0,42,32,2020-05-27 20:39:02.213019,319,56,375
326,St. Francis,1,123,2650,0,655,328,2020-05-27 20:39:02.213019,2735,570,3305
0,Stone,0,137,306,0,8,8,2020-05-27 20:39:02.213019,307,7,314
53,Union,6,139,900,0,162,103,2020-05-27 20:39:02.213019,951,111,1062
0,Van Buren,2,141,519,0,28,26,2020-05-27 20:39:02.213019,437,110,547
190,Washington,6,143,4279,0,326,130,2020-05-27 20:39:02.213019,3533,1072,4605
4,White,1,145,1689,0,42,37,2020-05-27 20:39:02.213019,1618,113,1731
0,Woodruff,0,147,100,0,1,1,2020-05-27 20:39:02.213019,96,5,101
70,Yell,1,149,366,0,108,37,2020-05-27 20:39:02.213019,426,48,474
1,Arkansas,0,001,292,0,3,2,2020-05-28 20:12:00.739191,271,24,295
0,Ashley,0,003,595,0,19,19,2020-05-28 20:12:00.739191,469,145,614
3,Baxter,0,005,577,0,9,6,2020-05-28 20:12:00.739191,565,21,586
263,Benton,0,007,9978,0,428,165,2020-05-28 20:12:00.739191,9870,536,10406
2,Boone,0,009,710,0,6,4,2020-05-28 20:12:00.739191,701,15,716
5,Bradley,1,011,401,0,18,12,2020-05-28 20:12:00.739191,218,201,419
0,Calhoun,0,013,66,0,0,0,2020-05-28 20:12:00.739191,57,9,66
19,Carroll,0,015,814,0,24,5,2020-05-28 20:12:00.739191,772,66,838
6,Chicot,0,017,212,0,15,9,2020-05-28 20:12:00.739191,159,68,227
4,Clark,0,019,733,0,38,34,2020-05-28 20:12:00.739191,498,273,771
0,Clay,0,021,512,0,4,4,2020-05-28 20:12:00.739191,507,9,516
1,Cleburne,4,023,676,0,73,68,2020-05-28 20:12:00.739191,661,88,749
1,Cleveland,0,025,301,0,18,17,2020-05-28 20:12:00.739191,229,90,319
5,Columbia,2,027,331,0,20,13,2020-05-28 20:12:00.739191,308,43,351
0,Conway,1,029,562,0,14,13,2020-05-28 20:12:00.739191,523,53,576
53,Craighead,0,031,4302,0,203,150,2020-05-28 20:12:00.739191,4312,193,4505
5,Crawford,0,033,694,0,17,12,2020-05-28 20:12:00.739191,686,25,711
84,Crittenden,9,035,2805,0,318,225,2020-05-28 20:12:00.739191,2701,422,3123
14,Cross,0,037,614,0,48,34,2020-05-28 20:12:00.739191,480,182,662
0,Dallas,0,039,149,0,1,1,2020-05-28 20:12:00.739191,138,12,150
1,Desha,0,041,432,0,19,18,2020-05-28 20:12:00.739191,345,106,451
2,Drew,1,043,582,0,19,16,2020-05-28 20:12:00.739191,532,69,601
9,Faulkner,3,045,2904,0,101,89,2020-05-28 20:12:00.739191,2603,402,3005
2,Franklin,0,047,273,0,4,2,2020-05-28 20:12:00.739191,242,35,277
3,Fulton,0,049,297,0,7,4,2020-05-28 20:12:00.739191,286,18,304
5,Garland,1,051,3880,0,136,130,2020-05-28 20:12:00.739191,3877,139,4016
2,Grant,0,053,466,0,18,16,2020-05-28 20:12:00.739191,445,39,484
32,Greene,0,055,1761,0,60,28,2020-05-28 20:12:00.739191,1629,192,1821
5,Hempstead,1,057,288,0,14,8,2020-05-28 20:12:00.739191,280,22,302
1,Hot Spring,0,059,815,0,31,30,2020-05-28 20:12:00.739191,787,59,846
4,Howard,0,061,268,0,18,14,2020-05-28 20:12:00.739191,284,2,286
2,Independence,0,063,802,0,29,27,2020-05-28 20:12:00.739191,801,30,831
3,Izard,0,065,203,0,16,13,2020-05-28 20:12:00.739191,207,12,219
0,Jackson,0,067,246,0,1,1,2020-05-28 20:12:00.739191,234,13,247
207,Jefferson,24,069,2420,0,515,284,2020-05-28 20:12:00.739191,1728,1207,2935
5,Johnson,0,071,333,0,40,35,2020-05-28 20:12:00.739191,311,62,373
0,Lafayette,1,073,52,0,9,8,2020-05-28 20:12:00.739191,58,3,61
12,Lawrence,5,075,682,0,82,65,2020-05-28 20:12:00.739191,731,33,764
6,Lee,1,077,338,0,18,11,2020-05-28 20:12:00.739191,305,51,356
21,Lincoln,9,079,967,0,975,945,2020-05-28 20:12:00.739191,1387,555,1942
4,Little River,0,081,180,0,6,2,2020-05-28 20:12:00.739191,161,25,186
0,Logan,0,083,280,0,4,4,2020-05-28 20:12:00.739191,264,20,284
1,Lonoke,0,085,1727,0,46,45,2020-05-28 20:12:00.739191,1552,221,1773
5,Madison,0,087,376,0,6,1,2020-05-28 20:12:00.739191,362,20,382
0,Marion,0,089,233,0,1,1,2020-05-28 20:12:00.739191,230,4,234
0,Miller,1,091,665,0,42,41,2020-05-28 20:12:00.739191,686,21,707
80,Missing County Info,0,05,28918,0,199,119,2020-05-28 20:12:00.739191,28996,121,29117
14,Mississippi,2,093,1328,0,73,57,2020-05-28 20:12:00.739191,1292,109,1401
0,Monroe,0,095,153,0,5,5,2020-05-28 20:12:00.739191,148,10,158
1,Montgomery,0,097,146,0,2,1,2020-05-28 20:12:00.739191,137,11,148
1,Nevada,0,099,134,0,5,4,2020-05-28 20:12:00.739191,132,7,139
0,Newton,0,101,149,0,3,3,2020-05-28 20:12:00.739191,149,3,152
0,Ouachita,0,103,786,0,10,10,2020-05-28 20:12:00.739191,665,131,796
