County Name,Scrape Time,Total Deaths
Meade,2020-08-05 20:12:38.112695,1
Minnehaha,2020-08-05 20:12:38.112695,58
Pennington,2020-08-05 20:12:38.112695,16
Todd,2020-08-05 20:12:38.112695,1
Union,2020-08-05 20:12:38.112695,1
Beadle,2020-08-06 20:07:21.487952,6
Brown,2020-08-06 20:07:21.487952,2
Buffalo,2020-08-06 20:07:21.487952,2
Faulk,2020-08-06 20:07:21.487952,1
Jackson,2020-08-06 20:07:21.487952,1
Jerauld,2020-08-06 20:07:21.487952,1
Lake,2020-08-06 20:07:21.487952,1
Lincoln,2020-08-06 20:07:21.487952,1
McCook,2020-08-06 20:07:21.487952,1
Meade,2020-08-06 20:07:21.487952,1
Minnehaha,2020-08-06 20:07:21.487952,58
Pennington,2020-08-06 20:07:21.487952,16
Todd,2020-08-06 20:07:21.487952,1
Union,2020-08-06 20:07:21.487952,1
Beadle,2020-08-07 20:09:29.072754,6
Brown,2020-08-07 20:09:29.072754,2
Buffalo,2020-08-07 20:09:29.072754,2
Faulk,2020-08-07 20:09:29.072754,1
Jackson,2020-08-07 20:09:29.072754,1
Jerauld,2020-08-07 20:09:29.072754,1
Lake,2020-08-07 20:09:29.072754,1
Lincoln,2020-08-07 20:09:29.072754,1
McCook,2020-08-07 20:09:29.072754,1
Meade,2020-08-07 20:09:29.072754,1
Minnehaha,2020-08-07 20:09:29.072754,58
Pennington,2020-08-07 20:09:29.072754,16
Todd,2020-08-07 20:09:29.072754,1
Union,2020-08-07 20:09:29.072754,1
Beadle,2020-08-08 20:06:58.840457,6
Brown,2020-08-08 20:06:58.840457,2
Buffalo,2020-08-08 20:06:58.840457,2
Faulk,2020-08-08 20:06:58.840457,1
Jackson,2020-08-08 20:06:58.840457,1
Jerauld,2020-08-08 20:06:58.840457,1
Lake,2020-08-08 20:06:58.840457,1
Lincoln,2020-08-08 20:06:58.840457,1
McCook,2020-08-08 20:06:58.840457,1
Meade,2020-08-08 20:06:58.840457,1
Minnehaha,2020-08-08 20:06:58.840457,58
Pennington,2020-08-08 20:06:58.840457,16
Todd,2020-08-08 20:06:58.840457,1
Union,2020-08-08 20:06:58.840457,1
Beadle,2020-08-09 20:10:17.785085,6
Brown,2020-08-09 20:10:17.785085,2
Buffalo,2020-08-09 20:10:17.785085,2
Faulk,2020-08-09 20:10:17.785085,1
Jackson,2020-08-09 20:10:17.785085,1
Jerauld,2020-08-09 20:10:17.785085,1
Lake,2020-08-09 20:10:17.785085,1
Lincoln,2020-08-09 20:10:17.785085,1
McCook,2020-08-09 20:10:17.785085,1
Meade,2020-08-09 20:10:17.785085,1
Minnehaha,2020-08-09 20:10:17.785085,58
Pennington,2020-08-09 20:10:17.785085,16
Todd,2020-08-09 20:10:17.785085,1
Union,2020-08-09 20:10:17.785085,1
Beadle,2020-08-10 20:08:54.365401,6
Brown,2020-08-10 20:08:54.365401,2
Buffalo,2020-08-10 20:08:54.365401,2
Faulk,2020-08-10 20:08:54.365401,1
Jackson,2020-08-10 20:08:54.365401,1
Jerauld,2020-08-10 20:08:54.365401,1
Lake,2020-08-10 20:08:54.365401,1
Lincoln,2020-08-10 20:08:54.365401,1
McCook,2020-08-10 20:08:54.365401,1
Meade,2020-08-10 20:08:54.365401,1
Minnehaha,2020-08-10 20:08:54.365401,58
Pennington,2020-08-10 20:08:54.365401,16
Todd,2020-08-10 20:08:54.365401,1
Union,2020-08-10 20:08:54.365401,1
Beadle,2020-08-11 20:09:14.376457,6
Brown,2020-08-11 20:09:14.376457,2
Buffalo,2020-08-11 20:09:14.376457,2
Faulk,2020-08-11 20:09:14.376457,1
Jackson,2020-08-11 20:09:14.376457,1
Jerauld,2020-08-11 20:09:14.376457,1
Lake,2020-08-11 20:09:14.376457,1
Lincoln,2020-08-11 20:09:14.376457,1
McCook,2020-08-11 20:09:14.376457,1
Meade,2020-08-11 20:09:14.376457,1
Minnehaha,2020-08-11 20:09:14.376457,58
Pennington,2020-08-11 20:09:14.376457,16
Todd,2020-08-11 20:09:14.376457,1
Union,2020-08-11 20:09:14.376457,1
Beadle,2020-08-12 20:33:39.848617,6
Brown,2020-08-12 20:33:39.848617,2
Buffalo,2020-08-12 20:33:39.848617,2
Faulk,2020-08-12 20:33:39.848617,1
Jackson,2020-08-12 20:33:39.848617,1
Jerauld,2020-08-12 20:33:39.848617,1
Lake,2020-08-12 20:33:39.848617,1
Lincoln,2020-08-12 20:33:39.848617,1
McCook,2020-08-12 20:33:39.848617,1
Meade,2020-08-12 20:33:39.848617,1
Minnehaha,2020-08-12 20:33:39.848617,58
Pennington,2020-08-12 20:33:39.848617,16
Todd,2020-08-12 20:33:39.848617,1
Union,2020-08-12 20:33:39.848617,1
