# Cases Race/Ethnicity: American Indian or Alaska Native (Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Not Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Unknown Ethnicity),# Cases Race/Ethnicity: Asian (Hispanic),# Cases Race/Ethnicity: Asian (Not Hispanic),# Cases Race/Ethnicity: Asian (Unknown Ethnicity),# Cases Race/Ethnicity: Black or African American (Hispanic),# Cases Race/Ethnicity: Black or African American (Not Hispanic),# Cases Race/Ethnicity: Black or African American (Unknown Ethnicity),# Cases Race/Ethnicity: Other Race (Hispanic),# Cases Race/Ethnicity: Other Race (Not Hispanic),# Cases Race/Ethnicity: Other Race (Unknown Ethnicity),# Cases Race/Ethnicity: Unknown Race (Hispanic),# Cases Race/Ethnicity: Unknown Race (Not Hispanic),# Cases Race/Ethnicity: Unknown Race (Unknown Ethnicity),# Cases Race/Ethnicity: White (Hispanic),# Cases Race/Ethnicity: White (Not Hispanic),# Cases Race/Ethnicity: White (Unknown Ethnicity),County Name,Report Date,Total Cases
0,1,0,0,4,0,0,370,74,4,15,22,0,3,29,47,125,45,ADAMS,08/24/2020,739
0,1,0,0,0,1,0,34,6,4,5,18,0,5,191,2,218,41,ALCORN,08/24/2020,526
0,0,0,0,1,0,0,73,20,0,2,7,0,2,45,2,94,16,AMITE,08/24/2020,262
0,2,2,0,0,0,0,243,51,5,6,12,0,1,50,1,167,31,ATTALA,08/24/2020,571
0,0,0,0,0,0,0,51,15,7,1,28,0,0,52,1,21,19,BENTON,08/24/2020,195
0,2,5,0,2,0,1,547,271,5,19,47,0,20,240,2,133,57,BOLIVAR,08/24/2020,1351
0,1,0,1,0,0,0,122,9,26,3,16,1,3,104,18,125,22,CALHOUN,08/24/2020,451
0,0,6,0,0,0,1,84,20,0,1,9,0,0,16,2,95,50,CARROLL,08/24/2020,284
1,0,0,0,0,0,6,251,47,8,7,26,1,2,53,9,132,19,CHICKASAW,08/24/2020,562
0,0,0,0,0,0,0,43,14,0,1,4,0,0,25,0,51,13,CHOCTAW,08/24/2020,151
0,0,0,0,1,0,1,194,89,0,1,24,0,0,84,0,21,11,CLAIBORNE,08/24/2020,426
0,0,0,0,1,0,0,147,16,3,6,14,0,1,30,0,157,41,CLARKE,08/24/2020,416
0,0,0,0,0,0,0,271,47,1,4,16,0,0,21,1,75,13,CLAY,08/24/2020,449
0,0,0,0,0,0,0,299,158,3,9,107,1,8,205,7,76,37,COAHOMA,08/24/2020,910
0,3,1,0,1,0,3,492,99,45,20,115,1,4,94,5,121,34,COPIAH,08/24/2020,1038
0,0,0,0,0,0,1,215,46,10,3,29,1,6,64,4,268,55,COVINGTON,08/24/2020,702
0,6,0,3,21,5,10,971,221,125,66,149,14,20,1503,95,875,236,DESOTO,08/24/2020,4320
0,0,1,0,6,2,1,550,144,108,23,167,3,7,260,17,578,180,FORREST,08/24/2020,2047
0,0,1,0,0,0,0,69,13,0,0,6,0,1,13,1,54,12,FRANKLIN,08/24/2020,170
0,0,0,0,6,1,0,57,99,2,6,33,0,1,69,7,227,164,GEORGE,08/24/2020,672
0,0,0,0,1,0,0,45,16,0,3,35,0,1,30,0,102,49,GREENE,08/24/2020,282
0,0,18,0,0,0,2,488,37,0,10,27,0,4,44,0,217,55,GRENADA,08/24/2020,902
0,0,0,0,1,0,0,51,8,2,9,39,0,0,36,11,255,45,HANCOCK,08/24/2020,457
3,3,2,1,29,11,3,666,129,39,44,159,1,13,437,90,1068,363,HARRISON,08/24/2020,3061
1,5,0,0,18,6,17,3402,673,80,50,643,5,16,554,18,696,108,HINDS,08/24/2020,6292
0,1,1,0,0,0,0,693,144,2,15,35,0,1,57,0,57,7,HOLMES,08/24/2020,1013
0,0,0,0,1,0,1,170,75,0,1,33,0,1,25,1,14,6,HUMPHREYS,08/24/2020,328
0,0,0,0,0,0,1,31,30,0,0,3,0,0,12,0,11,6,ISSAQUENA,08/24/2020,94
0,0,0,0,0,1,1,23,2,3,1,6,0,2,45,2,347,50,ITAWAMBA,08/24/2020,483
0,5,0,0,27,11,2,373,68,40,15,224,4,7,993,40,679,287,JACKSON,08/24/2020,2775
0,1,0,0,1,0,0,246,27,0,9,29,0,2,46,0,85,16,JASPER,08/24/2020,462
0,0,0,0,1,0,2,150,25,0,4,6,0,0,18,0,4,1,JEFFERSON,08/24/2020,211
0,2,0,0,0,0,0,138,24,1,5,2,0,1,12,0,74,12,JEFFERSON DAVIS,08/24/2020,271
0,12,2,0,5,1,1,621,72,183,27,182,3,4,99,34,681,153,JONES,08/24/2020,2080
0,10,17,0,1,1,2,132,24,0,4,4,0,0,17,0,39,9,KEMPER,08/24/2020,260
0,0,0,0,2,0,1,206,81,18,22,69,2,8,277,9,347,136,LAFAYETTE,08/24/2020,1178
0,1,1,0,3,1,0,249,60,44,9,146,3,10,176,12,518,127,LAMAR,08/24/2020,1360
0,4,5,0,8,0,0,727,118,3,8,42,0,3,80,5,505,126,LAUDERDALE,08/24/2020,1634
0,0,0,0,1,0,0,143,15,0,5,11,0,7,59,1,125,10,LAWRENCE,08/24/2020,377
1,60,133,0,0,0,1,269,35,69,5,25,3,1,48,11,171,30,LEAKE,08/24/2020,862
0,1,0,2,7,3,2,580,85,24,15,31,14,12,160,17,932,151,LEE,08/24/2020,2036
0,1,8,0,2,1,1,515,351,2,5,84,1,4,56,2,94,79,LEFLORE,08/24/2020,1206
0,0,0,0,0,0,1,227,17,5,23,53,0,4,112,3,436,45,LINCOLN,08/24/2020,926
0,1,0,0,3,0,0,476,84,3,5,32,1,2,270,4,293,53,LOWNDES,08/24/2020,1227
1,6,1,0,20,1,5,1029,187,144,44,216,6,15,227,13,745,132,MADISON,08/24/2020,2792
0,1,0,0,2,0,0,207,21,8,16,16,0,7,77,4,358,43,MARION,08/24/2020,760
0,1,0,0,1,0,0,298,74,16,10,39,1,2,237,12,126,62,MARSHALL,08/24/2020,879
0,1,0,0,1,0,0,284,43,0,11,25,0,5,78,0,433,93,MONROE,08/24/2020,974
0,4,20,0,0,0,0,148,27,0,2,7,0,0,17,0,126,39,MONTGOMERY,08/24/2020,390
2,277,419,0,4,1,1,196,44,4,7,32,0,0,61,3,264,88,NESHOBA,08/24/2020,1403
1,36,94,0,0,0,0,165,28,2,2,23,0,0,57,1,164,54,NEWTON,08/24/2020,627
0,0,1,0,0,0,0,271,53,1,5,30,0,1,71,0,53,24,NOXUBEE,08/24/2020,510
0,1,0,0,0,0,0,469,107,8,18,92,1,4,127,1,369,107,OKTIBBEHA,08/24/2020,1304
0,0,1,0,1,0,2,482,295,12,7,37,0,7,182,1,140,81,PANOLA,08/24/2020,1248
0,1,1,0,0,0,0,89,14,1,3,55,0,1,154,6,298,74,PEARL RIVER,08/24/2020,697
0,0,1,0,1,0,0,34,17,0,3,31,0,3,62,0,110,22,PERRY,08/24/2020,284
0,1,0,1,2,0,2,461,21,1,14,8,0,4,210,2,329,17,PIKE,08/24/2020,1073
0,0,0,0,0,1,0,101,32,82,4,43,14,8,148,25,349,176,PONTOTOC,08/24/2020,983
0,2,2,0,0,0,0,83,8,1,3,10,0,2,94,0,311,41,PRENTISS,08/24/2020,557
0,0,0,0,0,0,1,140,68,0,5,30,0,2,40,0,11,6,QUITMAN,08/24/2020,303
0,3,1,2,11,2,5,571,78,74,37,220,2,13,342,12,1110,205,RANKIN,08/24/2020,2688
3,4,4,0,0,0,1,367,33,194,8,28,2,1,125,19,245,35,SCOTT,08/24/2020,1069
0,0,1,0,0,0,0,62,39,1,0,8,0,2,88,0,31,8,SHARKEY,08/24/2020,240
0,2,1,0,0,0,0,232,93,5,7,23,0,21,106,0,323,84,SIMPSON,08/24/2020,897
0,0,0,0,0,0,0,106,19,2,6,11,0,2,28,0,243,37,SMITH,08/24/2020,454
0,0,0,0,0,0,0,55,11,0,6,27,0,0,44,6,119,22,STONE,08/24/2020,290
0,0,6,0,3,0,2,576,180,1,27,92,0,21,115,2,118,61,SUNFLOWER,08/24/2020,1204
0,0,1,0,0,0,1,189,168,4,5,24,0,6,62,0,50,92,TALLAHATCHIE,08/24/2020,602
0,0,1,0,0,0,3,215,110,4,4,26,1,4,203,5,186,71,TATE,08/24/2020,833
0,0,0,0,1,0,0,54,10,26,5,29,3,1,117,7,193,54,TIPPAH,08/24/2020,500
0,1,0,0,0,0,0,9,0,2,10,7,5,1,40,9,388,39,TISHOMINGO,08/24/2020,511
0,1,0,0,0,0,0,153,58,0,1,8,1,1,181,0,19,6,TUNICA,08/24/2020,429
1,1,0,0,0,0,1,130,35,37,2,8,1,9,138,8,346,109,UNION,08/24/2020,826
0,0,0,0,1,0,0,207,10,1,8,9,0,5,75,2,223,7,WALTHALL,08/24/2020,548
0,3,1,0,4,1,3,509,185,3,13,79,0,7,129,0,246,65,WARREN,08/24/2020,1248
0,0,2,0,1,2,1,799,399,4,16,211,0,24,274,1,135,61,WASHINGTON,08/24/2020,1930
0,0,0,0,0,0,0,436,52,4,30,84,0,2,26,3,153,43,WAYNE,08/24/2020,833
0,0,1,0,0,0,0,63,8,1,3,8,0,0,22,1,148,27,WEBSTER,08/24/2020,282
0,2,0,0,0,0,1,129,26,0,2,10,0,2,53,0,26,7,WILKINSON,08/24/2020,258
0,0,6,0,0,0,2,217,137,1,4,7,0,1,63,0,127,117,WINSTON,08/24/2020,682
0,0,0,0,0,1,0,144,18,0,0,9,0,0,95,2,69,10,YALOBUSHA,08/24/2020,348
0,3,0,0,2,1,5,468,86,2,3,51,1,4,145,30,116,13,YAZOO,08/24/2020,930
14,474,768,10,209,55,98,25852,6453,1520,843,4442,97,375,11124,656,20163,5252,Total,08/24/2020,78405
0,1,0,0,4,0,0,379,78,4,15,22,0,3,28,48,126,43,ADAMS,08/26/2020,751
0,1,0,0,0,1,0,35,5,4,5,20,0,18,201,2,234,54,ALCORN,08/26/2020,580
0,0,0,0,1,0,0,73,20,0,2,7,0,2,48,2,94,16,AMITE,08/26/2020,265
0,2,2,0,0,0,0,245,51,5,6,13,0,1,52,1,167,31,ATTALA,08/26/2020,576
0,0,0,0,0,0,0,49,15,7,1,20,0,1,57,1,21,19,BENTON,08/26/2020,191
0,2,5,0,2,0,1,574,279,5,21,47,0,23,249,2,149,61,BOLIVAR,08/26/2020,1420
0,1,0,1,0,0,0,132,9,28,3,15,1,3,96,18,131,22,CALHOUN,08/26/2020,460
0,0,6,0,0,0,1,84,20,0,1,10,0,0,17,2,96,50,CARROLL,08/26/2020,287
1,0,0,0,0,0,6,250,47,8,7,25,1,2,55,9,135,18,CHICKASAW,08/26/2020,564
0,0,0,0,0,0,0,44,14,0,1,4,0,0,25,0,51,14,CHOCTAW,08/26/2020,153
0,0,0,0,1,0,1,196,90,0,1,24,0,0,85,0,21,11,CLAIBORNE,08/26/2020,430
0,0,0,0,1,0,0,152,14,3,6,14,0,1,25,0,161,44,CLARKE,08/26/2020,421
0,0,0,0,0,0,0,276,49,1,5,16,0,0,22,1,80,14,CLAY,08/26/2020,464
0,0,0,0,0,0,0,305,159,3,9,107,1,8,212,7,78,37,COAHOMA,08/26/2020,926
0,3,1,0,1,0,3,498,103,46,20,114,1,4,95,5,123,31,COPIAH,08/26/2020,1048
0,0,0,0,0,0,1,215,47,10,3,29,1,6,66,5,268,57,COVINGTON,08/26/2020,708
0,6,0,3,21,5,10,969,217,126,64,148,15,21,1597,98,879,242,DESOTO,08/26/2020,4421
0,0,1,0,6,2,2,559,147,107,23,166,3,7,267,17,575,181,FORREST,08/26/2020,2063
0,0,1,0,0,0,0,73,13,0,1,6,0,1,9,1,55,11,FRANKLIN,08/26/2020,171
0,0,0,0,6,1,0,57,99,2,6,33,0,1,69,7,227,165,GEORGE,08/26/2020,673
0,0,0,0,1,0,0,45,16,0,3,35,0,1,32,0,103,49,GREENE,08/26/2020,285
0,0,18,0,0,0,2,493,37,0,10,26,0,4,44,0,219,55,GRENADA,08/26/2020,908
0,0,0,0,1,0,0,51,8,2,9,39,0,0,39,11,257,49,HANCOCK,08/26/2020,466
3,3,2,1,30,14,4,678,137,39,44,159,1,15,462,88,1079,399,HARRISON,08/26/2020,3158
1,5,0,0,19,7,18,3436,682,79,51,643,5,16,558,18,704,115,HINDS,08/26/2020,6357
0,1,1,0,0,0,0,699,158,2,15,36,0,1,61,0,57,7,HOLMES,08/26/2020,1038
0,0,0,0,1,0,1,172,77,0,1,33,0,1,26,1,14,7,HUMPHREYS,08/26/2020,334
0,0,0,0,0,0,1,30,31,0,0,3,0,0,12,0,11,7,ISSAQUENA,08/26/2020,95
0,0,0,0,0,1,1,22,2,3,1,6,0,2,49,2,366,59,ITAWAMBA,08/26/2020,514
0,5,0,0,27,11,2,378,75,40,15,221,4,7,1056,40,686,312,JACKSON,08/26/2020,2879
0,1,0,0,1,0,0,250,29,0,9,30,0,2,47,0,86,15,JASPER,08/26/2020,470
0,0,0,0,1,0,1,149,28,0,4,6,0,0,19,0,4,1,JEFFERSON,08/26/2020,213
0,2,0,0,0,0,1,141,34,1,5,3,0,1,15,0,73,15,JEFFERSON DAVIS,08/26/2020,291
0,12,2,0,5,1,1,634,76,183,27,183,3,4,106,34,686,157,JONES,08/26/2020,2114
0,10,19,0,1,2,2,133,24,0,4,6,0,0,16,0,38,9,KEMPER,08/26/2020,264
0,0,0,0,2,1,1,207,82,18,22,67,2,8,290,9,371,164,LAFAYETTE,08/26/2020,1244
0,1,1,0,3,1,1,254,64,45,10,147,3,9,181,12,535,133,LAMAR,08/26/2020,1400
0,4,5,0,8,0,0,741,123,3,9,43,0,3,93,5,516,135,LAUDERDALE,08/26/2020,1688
0,0,0,0,1,0,0,146,17,0,5,11,0,11,62,1,130,13,LAWRENCE,08/26/2020,397
1,59,132,0,1,0,1,276,35,70,5,25,3,1,50,11,173,32,LEAKE,08/26/2020,875
0,1,0,2,7,3,2,582,88,24,15,35,14,13,170,17,945,148,LEE,08/26/2020,2066
0,1,8,0,2,1,1,524,351,2,5,86,1,3,54,2,94,80,LEFLORE,08/26/2020,1215
0,0,0,0,0,0,1,231,18,5,23,53,0,5,113,4,441,47,LINCOLN,08/26/2020,941
0,1,0,0,2,1,0,480,85,7,5,34,0,2,269,5,297,57,LOWNDES,08/26/2020,1245
1,6,1,0,20,1,5,1035,194,145,44,216,6,15,235,13,748,136,MADISON,08/26/2020,2821
0,1,0,0,2,0,0,208,21,8,16,16,0,7,78,3,364,42,MARION,08/26/2020,766
0,1,0,0,1,0,0,303,77,17,10,47,1,2,243,12,128,65,MARSHALL,08/26/2020,907
0,1,0,0,1,0,0,288,43,0,9,25,0,6,82,0,446,95,MONROE,08/26/2020,996
0,4,18,0,0,0,0,162,25,0,2,7,0,0,19,0,132,33,MONTGOMERY,08/26/2020,402
2,268,429,1,4,0,1,198,44,3,8,32,0,0,60,3,265,92,NESHOBA,08/26/2020,1410
1,37,94,0,0,0,0,167,28,2,2,23,0,0,61,1,168,57,NEWTON,08/26/2020,641
0,0,1,0,0,0,0,272,51,1,6,30,0,1,71,0,56,25,NOXUBEE,08/26/2020,514
0,1,0,0,0,0,0,472,112,9,18,95,1,4,132,1,385,116,OKTIBBEHA,08/26/2020,1346
0,0,1,0,1,0,2,486,294,12,7,37,0,7,187,1,146,82,PANOLA,08/26/2020,1263
0,1,1,0,0,0,0,90,16,1,3,55,0,1,167,6,301,76,PEARL RIVER,08/26/2020,718
0,0,1,0,1,0,0,34,17,0,4,32,0,3,63,0,110,24,PERRY,08/26/2020,289
0,1,0,1,2,0,2,468,21,1,13,7,0,4,229,2,333,17,PIKE,08/26/2020,1101
0,0,0,0,0,1,0,106,33,82,4,44,14,8,154,26,358,184,PONTOTOC,08/26/2020,1014
0,2,2,0,0,0,0,86,10,1,3,10,0,5,106,0,326,42,PRENTISS,08/26/2020,593
0,0,0,0,0,0,1,140,69,0,5,30,0,2,43,0,10,6,QUITMAN,08/26/2020,306
0,3,1,2,11,2,5,580,88,78,37,219,1,13,351,13,1131,221,RANKIN,08/26/2020,2756
3,4,4,0,0,0,1,365,34,195,8,28,2,1,133,19,245,37,SCOTT,08/26/2020,1079
0,0,1,0,0,0,0,63,40,1,0,8,0,2,92,0,32,8,SHARKEY,08/26/2020,247
0,2,1,0,0,0,0,236,96,5,7,24,0,21,110,0,330,86,SIMPSON,08/26/2020,918
0,0,0,0,0,0,0,108,19,2,6,11,0,2,28,0,243,37,SMITH,08/26/2020,456
0,1,0,0,0,0,0,62,11,0,5,27,0,0,47,6,120,23,STONE,08/26/2020,302
0,0,7,0,3,0,2,585,191,1,28,92,0,17,119,2,121,61,SUNFLOWER,08/26/2020,1229
0,0,1,0,0,0,1,195,169,4,5,24,0,6,61,0,51,94,TALLAHATCHIE,08/26/2020,611
0,0,1,0,0,0,3,218,110,4,5,26,1,4,208,5,193,71,TATE,08/26/2020,849
0,0,0,0,1,0,0,56,10,26,5,28,4,1,131,7,201,54,TIPPAH,08/26/2020,524
0,1,0,0,0,0,0,10,1,2,10,8,5,1,44,11,402,44,TISHOMINGO,08/26/2020,539
0,1,0,0,0,0,0,155,59,0,1,8,1,1,185,0,20,7,TUNICA,08/26/2020,438
1,1,0,0,0,0,1,134,35,37,2,9,1,9,144,8,355,112,UNION,08/26/2020,849
0,0,0,0,1,0,0,208,10,1,8,9,0,5,78,2,224,7,WALTHALL,08/26/2020,553
0,3,1,0,4,1,3,517,186,3,13,80,0,7,136,0,253,67,WARREN,08/26/2020,1274
0,0,2,0,1,2,1,810,404,4,16,213,0,22,288,1,138,62,WASHINGTON,08/26/2020,1964
0,0,0,0,0,0,0,438,54,4,30,85,0,2,27,3,155,44,WAYNE,08/26/2020,842
0,0,1,0,0,0,0,64,8,1,3,8,0,0,22,1,161,26,WEBSTER,08/26/2020,295
0,2,0,0,0,0,1,134,29,0,2,10,0,2,61,0,29,7,WILKINSON,08/26/2020,277
0,0,6,0,0,0,2,217,138,1,4,7,0,1,66,0,130,119,WINSTON,08/26/2020,691
0,0,0,0,0,0,0,148,19,0,0,10,0,0,102,2,69,12,YALOBUSHA,08/26/2020,362
0,3,0,0,2,1,5,474,87,2,3,51,1,5,145,30,116,14,YAZOO,08/26/2020,939
14,466,778,11,211,60,102,26209,6606,1535,849,4461,97,398,11607,664,20551,5491,Total,08/26/2020,80110
0,1,0,0,4,0,0,383,77,4,15,22,0,3,28,48,127,47,ADAMS,08/27/2020,759
0,1,0,0,0,1,0,36,5,4,6,21,0,18,200,2,239,60,ALCORN,08/27/2020,593
0,0,0,0,1,0,0,76,20,0,2,7,0,2,50,2,94,16,AMITE,08/27/2020,270
0,2,2,0,0,0,0,244,51,5,6,13,0,1,53,1,168,31,ATTALA,08/27/2020,577
0,0,0,0,0,0,0,49,16,7,1,19,0,1,59,1,22,19,BENTON,08/27/2020,194
0,2,5,0,2,0,1,581,280,5,22,46,0,23,248,2,149,62,BOLIVAR,08/27/2020,1428
0,1,0,1,0,0,0,134,10,28,3,15,1,4,93,18,132,21,CALHOUN,08/27/2020,461
0,0,6,0,0,0,1,84,21,0,1,10,0,0,18,2,96,51,CARROLL,08/27/2020,290
1,0,0,0,0,0,6,256,50,8,7,26,1,2,54,9,138,18,CHICKASAW,08/27/2020,576
0,0,0,0,0,0,0,44,14,0,1,8,0,0,25,0,51,14,CHOCTAW,08/27/2020,157
0,0,0,0,1,0,1,196,91,0,1,24,0,0,86,0,21,11,CLAIBORNE,08/27/2020,432
0,0,0,0,1,0,0,155,15,3,6,14,0,1,25,0,165,46,CLARKE,08/27/2020,431
0,0,0,0,0,0,0,277,47,1,5,16,0,0,23,1,81,14,CLAY,08/27/2020,465
0,0,0,0,0,0,0,310,159,3,9,107,1,9,218,7,86,37,COAHOMA,08/27/2020,946
0,3,1,0,1,0,3,500,102,46,20,112,1,4,93,5,126,31,COPIAH,08/27/2020,1048
0,0,0,0,0,0,1,215,48,10,3,30,1,6,65,5,269,56,COVINGTON,08/27/2020,709
0,6,0,3,21,5,10,977,222,126,64,148,15,21,1607,98,888,245,DESOTO,08/27/2020,4456
0,0,1,0,6,2,3,564,150,107,24,167,3,7,269,19,591,185,FORREST,08/27/2020,2098
0,0,1,0,0,0,0,71,13,0,1,6,0,1,10,1,55,11,FRANKLIN,08/27/2020,170
0,0,0,0,6,1,0,57,99,2,6,33,0,1,70,8,226,165,GEORGE,08/27/2020,674
0,0,0,0,1,0,0,45,16,0,3,36,0,1,32,0,102,49,GREENE,08/27/2020,285
0,0,18,0,0,0,2,496,39,0,11,25,0,5,45,0,225,51,GRENADA,08/27/2020,917
0,0,0,0,1,0,0,51,9,2,9,40,0,0,43,11,258,48,HANCOCK,08/27/2020,472
3,3,2,1,29,14,3,676,133,39,44,158,1,15,482,87,1083,401,HARRISON,08/27/2020,3174
1,5,0,0,19,7,18,3471,687,80,51,637,6,16,557,18,707,116,HINDS,08/27/2020,6396
0,1,1,0,0,0,0,700,146,2,15,35,0,1,60,0,59,7,HOLMES,08/27/2020,1027
0,0,0,0,1,0,1,172,77,0,1,32,0,1,26,1,15,7,HUMPHREYS,08/27/2020,334
0,0,0,0,0,0,1,14,48,0,0,3,0,0,12,0,6,12,ISSAQUENA,08/27/2020,96
0,0,0,0,0,1,1,23,2,3,1,7,0,2,48,2,372,69,ITAWAMBA,08/27/2020,531
0,5,0,0,27,11,2,376,71,40,15,219,4,7,1077,40,684,319,JACKSON,08/27/2020,2897
0,1,0,0,1,0,0,249,32,0,9,29,0,2,46,0,90,16,JASPER,08/27/2020,475
0,0,0,0,1,0,1,151,29,0,4,7,0,0,19,0,4,1,JEFFERSON,08/27/2020,217
0,2,0,0,0,0,1,142,35,1,5,3,0,2,15,0,74,16,JEFFERSON DAVIS,08/27/2020,296
0,12,2,0,5,1,1,627,74,183,27,186,3,4,105,34,686,161,JONES,08/27/2020,2111
0,10,19,0,1,2,2,133,24,0,4,6,0,0,17,0,39,9,KEMPER,08/27/2020,266
0,0,0,0,2,1,1,212,85,18,23,68,2,10,290,9,374,193,LAFAYETTE,08/27/2020,1288
0,1,1,0,3,1,1,256,63,45,9,146,3,10,182,12,533,133,LAMAR,08/27/2020,1399
0,4,5,0,8,0,0,749,123,3,10,44,0,3,91,5,529,135,LAUDERDALE,08/27/2020,1709
0,0,0,0,1,0,0,148,17,0,5,11,0,13,60,1,131,14,LAWRENCE,08/27/2020,401
1,59,133,0,1,0,1,276,35,70,5,23,3,2,48,11,178,29,LEAKE,08/27/2020,875
0,1,0,2,9,3,2,583,88,24,15,35,14,13,172,18,957,150,LEE,08/27/2020,2086
0,1,8,0,2,1,1,528,351,1,7,85,1,3,54,2,97,80,LEFLORE,08/27/2020,1222
0,0,0,0,0,0,1,231,19,5,23,54,0,6,114,4,442,45,LINCOLN,08/27/2020,944
0,1,0,0,2,1,0,482,85,7,5,34,0,2,271,5,298,59,LOWNDES,08/27/2020,1252
1,6,1,0,20,1,5,1036,197,146,44,215,5,17,238,13,757,143,MADISON,08/27/2020,2845
0,1,0,0,2,0,0,209,24,9,17,16,0,7,77,3,369,42,MARION,08/27/2020,776
0,1,0,0,1,0,0,303,77,17,10,47,1,2,246,12,128,67,MARSHALL,08/27/2020,912
0,1,0,0,1,0,0,290,43,0,9,25,0,6,84,0,455,95,MONROE,08/27/2020,1009
0,4,18,0,0,0,0,163,25,0,2,7,0,0,19,0,136,33,MONTGOMERY,08/27/2020,407
2,268,429,1,4,0,1,199,44,4,7,32,0,0,58,3,267,92,NESHOBA,08/27/2020,1411
1,37,94,0,0,0,0,166,28,2,2,23,0,0,61,1,171,56,NEWTON,08/27/2020,642
0,0,1,0,0,0,0,273,50,1,6,30,0,1,73,0,56,25,NOXUBEE,08/27/2020,516
0,1,0,0,0,0,0,474,108,9,20,95,1,4,133,1,399,115,OKTIBBEHA,08/27/2020,1360
0,0,1,0,1,0,2,487,294,12,7,37,0,7,191,1,147,82,PANOLA,08/27/2020,1269
0,1,1,0,0,0,0,91,15,1,3,55,0,1,173,6,302,77,PEARL RIVER,08/27/2020,726
0,0,1,0,1,0,0,35,17,1,3,30,0,3,62,0,110,24,PERRY,08/27/2020,287
0,1,0,1,2,0,2,470,21,1,13,8,0,4,232,2,335,17,PIKE,08/27/2020,1109
0,0,0,0,0,1,0,107,34,82,4,45,14,8,158,26,362,184,PONTOTOC,08/27/2020,1025
0,2,2,0,0,0,0,89,10,1,5,10,0,5,108,0,329,44,PRENTISS,08/27/2020,605
0,0,0,0,0,0,1,142,72,0,5,30,0,2,45,0,10,6,QUITMAN,08/27/2020,313
0,3,1,2,11,2,5,579,89,79,37,218,1,13,357,12,1142,234,RANKIN,08/27/2020,2785
3,4,4,0,0,0,1,367,35,195,8,29,2,1,130,19,251,38,SCOTT,08/27/2020,1087
0,0,1,0,0,0,0,63,40,1,0,8,0,2,92,0,32,8,SHARKEY,08/27/2020,247
0,2,1,0,0,0,0,241,94,5,7,24,0,21,111,0,330,87,SIMPSON,08/27/2020,923
0,0,0,0,0,0,0,110,20,2,6,11,0,2,30,0,244,38,SMITH,08/27/2020,463
0,1,0,0,0,0,0,60,11,0,5,27,0,0,46,5,121,23,STONE,08/27/2020,299
0,0,7,0,3,0,2,591,192,1,24,92,0,16,121,2,127,63,SUNFLOWER,08/27/2020,1241
0,0,1,0,0,0,1,195,172,4,7,23,0,5,63,0,52,92,TALLAHATCHIE,08/27/2020,615
0,0,1,0,0,0,3,219,108,4,5,26,1,4,208,5,196,71,TATE,08/27/2020,851
0,0,0,0,1,0,0,56,10,26,5,28,4,1,133,7,202,55,TIPPAH,08/27/2020,528
0,1,0,0,0,0,0,10,0,2,10,8,5,1,44,11,404,41,TISHOMINGO,08/27/2020,537
0,1,0,0,1,0,0,157,59,0,1,7,1,1,182,0,22,9,TUNICA,08/27/2020,441
1,1,0,0,0,0,1,136,35,37,2,9,1,9,145,8,360,112,UNION,08/27/2020,857
0,0,0,0,1,0,0,210,10,1,8,9,0,5,79,2,224,8,WALTHALL,08/27/2020,557
0,3,1,0,4,1,3,525,187,3,13,80,0,8,134,0,250,69,WARREN,08/27/2020,1281
0,0,2,0,1,2,1,816,405,4,15,207,0,23,286,1,141,60,WASHINGTON,08/27/2020,1964
0,0,0,0,0,0,0,436,55,4,30,84,0,3,27,3,155,45,WAYNE,08/27/2020,842
0,0,1,0,0,0,0,65,8,1,3,4,0,0,23,1,161,25,WEBSTER,08/27/2020,292
0,2,0,0,0,0,1,135,27,0,2,10,0,2,60,0,28,7,WILKINSON,08/27/2020,274
0,0,6,0,0,0,2,217,138,1,4,7,0,1,64,0,130,118,WINSTON,08/27/2020,688
0,0,0,0,0,0,0,146,18,0,0,6,0,0,99,2,73,20,YALOBUSHA,08/27/2020,364
0,3,0,0,2,1,5,476,86,2,3,52,1,5,147,30,116,14,YAZOO,08/27/2020,943
14,466,779,11,213,60,102,26344,6636,1540,856,4441,97,412,11699,665,20761,5599,Total,08/27/2020,80695
0,1,0,0,4,0,0,385,79,4,15,22,0,3,27,54,129,50,ADAMS,08/28/2020,773
0,1,0,0,0,1,0,37,5,4,6,21,0,18,206,2,249,60,ALCORN,08/28/2020,610
0,0,0,0,1,0,0,75,20,0,2,7,0,2,50,2,94,18,AMITE,08/28/2020,271
0,2,2,0,0,0,0,245,51,5,6,13,0,1,53,1,168,31,ATTALA,08/28/2020,578
0,0,0,0,0,0,0,49,16,7,1,19,0,1,59,1,21,19,BENTON,08/28/2020,193
0,2,5,0,2,0,1,582,280,5,23,45,0,22,252,2,151,64,BOLIVAR,08/28/2020,1436
0,1,0,1,0,0,0,136,9,27,3,15,0,4,89,20,141,20,CALHOUN,08/28/2020,466
0,0,6,0,0,0,1,84,21,0,1,10,0,0,18,2,96,50,CARROLL,08/28/2020,289
1,0,0,0,0,0,6,258,50,8,7,26,1,2,55,9,137,18,CHICKASAW,08/28/2020,578
