# Deaths Race/Ethnicity: American Indian or Alaska Native (Hispanic),# Deaths Race/Ethnicity: American Indian or Alaska Native (Not Hispanic),# Deaths Race/Ethnicity: American Indian or Alaska Native (Unknown Ethnicity),# Deaths Race/Ethnicity: Asian (Hispanic),# Deaths Race/Ethnicity: Asian (Not Hispanic),# Deaths Race/Ethnicity: Asian (Unknown Ethnicity),# Deaths Race/Ethnicity: Black or African American (Hispanic),# Deaths Race/Ethnicity: Black or African American (Not Hispanic),# Deaths Race/Ethnicity: Black or African American (Unknown Ethnicity),# Deaths Race/Ethnicity: Other Race (Hispanic),# Deaths Race/Ethnicity: Other Race (Not Hispanic),# Deaths Race/Ethnicity: Other Race (Unknown Ethnicity),# Deaths Race/Ethnicity: Unknown Race (Hispanic),# Deaths Race/Ethnicity: Unknown Race (Not Hispanic),# Deaths Race/Ethnicity: Unknown Race (Unknown Ethnicity),# Deaths Race/Ethnicity: White (Hispanic),# Deaths Race/Ethnicity: White (Not Hispanic),# Deaths Race/Ethnicity: White (Unknown Ethnicity),County Name,Report Date,Total Deaths
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,GRENADA,06/21/2020,5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,HANCOCK,06/21/2020,13
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,HARRISON,06/21/2020,7
0,0,0,0,0,0,0,20,1,1,2,0,0,0,1,0,8,0,HINDS,06/21/2020,33
0,1,0,0,0,0,0,32,1,0,0,0,0,0,0,0,3,0,HOLMES,06/21/2020,37
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,HUMPHREYS,06/21/2020,9
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,ITAWAMBA,06/21/2020,8
0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,7,0,JACKSON,06/21/2020,16
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,JASPER,06/21/2020,6
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,JEFFERSON,06/21/2020,2
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,JEFFERSON DAVIS,06/21/2020,3
0,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,22,1,JONES,06/21/2020,47
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,KEMPER,06/21/2020,13
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,LAFAYETTE,06/21/2020,4
0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,LAMAR,06/21/2020,7
0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,0,28,1,LAUDERDALE,06/21/2020,77
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LAWRENCE,06/21/2020,1
0,6,1,0,0,0,0,5,0,1,0,0,0,0,0,0,2,1,LEAKE,06/21/2020,16
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,LEE,06/21/2020,14
0,0,0,0,0,0,0,38,1,0,0,1,0,0,0,0,7,0,LEFLORE,06/21/2020,47
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,24,2,LINCOLN,06/21/2020,32
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,5,0,LOWNDES,06/21/2020,10
0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,13,1,MADISON,06/21/2020,31
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,MARION,06/21/2020,10
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,MARSHALL,06/21/2020,3
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19,1,MONROE,06/21/2020,27
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MONTGOMERY,06/21/2020,1
0,28,13,0,0,0,0,9,0,0,0,0,0,0,0,0,7,1,NESHOBA,06/21/2020,58
0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,NEWTON,06/21/2020,8
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,NOXUBEE,06/21/2020,6
0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,7,1,OKTIBBEHA,06/21/2020,19
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,PANOLA,06/21/2020,5
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,21,1,PEARL RIVER,06/21/2020,32
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,PERRY,06/21/2020,4
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,PIKE,06/21/2020,11
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,PONTOTOC,06/21/2020,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,PRENTISS,06/21/2020,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUITMAN,06/21/2020,0
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,4,0,RANKIN,06/21/2020,12
0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,4,0,SCOTT,06/21/2020,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SHARKEY,06/21/2020,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,SIMPSON,06/21/2020,2
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,SMITH,06/21/2020,11
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,STONE,06/21/2020,1
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,SUNFLOWER,06/21/2020,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TALLAHATCHIE,06/21/2020,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,TATE,06/21/2020,2
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,TIPPAH,06/21/2020,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TISHOMINGO,06/21/2020,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,TUNICA,06/21/2020,3
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,UNION,06/21/2020,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,WALTHALL,06/21/2020,2
0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,8,1,WARREN,06/21/2020,14
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,WASHINGTON,06/21/2020,9
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,WAYNE,06/21/2020,8
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,WEBSTER,06/21/2020,10
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,WILKINSON,06/21/2020,9
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,WINSTON,06/21/2020,2
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3,0,YALOBUSHA,06/21/2020,7
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,YAZOO,06/21/2020,6
1,38,15,0,0,0,0,484,14,8,2,4,0,0,5,7,383,17,Total,06/21/2020,978
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,ADAMS,06/22/2020,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALCORN,06/22/2020,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,AMITE,06/22/2020,2
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,ATTALA,06/22/2020,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENTON,06/22/2020,0
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,BOLIVAR,06/22/2020,13
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,CALHOUN,06/22/2020,4
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,CARROLL,06/22/2020,11
1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,CHICKASAW,06/22/2020,17
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,CHOCTAW,06/22/2020,3
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,CLAIBORNE,06/22/2020,9
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,CLARKE,06/22/2020,21
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,CLAY,06/22/2020,6
0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,COAHOMA,06/22/2020,6
0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,1,0,COPIAH,06/22/2020,11
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,COVINGTON,06/22/2020,5
0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,7,0,DESOTO,06/22/2020,15
0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,1,22,0,FORREST,06/22/2020,42
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,FRANKLIN,06/22/2020,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,GEORGE,06/22/2020,3
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,GREENE,06/22/2020,5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,GRENADA,06/22/2020,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,HANCOCK,06/22/2020,13
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,HARRISON,06/22/2020,7
0,0,0,0,0,0,0,20,1,1,2,0,0,0,1,0,8,0,HINDS,06/22/2020,33
0,1,0,0,0,0,0,32,1,0,0,0,0,0,0,0,3,0,HOLMES,06/22/2020,37
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,HUMPHREYS,06/22/2020,9
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,ITAWAMBA,06/22/2020,8
0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,7,0,JACKSON,06/22/2020,16
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,JASPER,06/22/2020,6
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,JEFFERSON,06/22/2020,2
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,JEFFERSON DAVIS,06/22/2020,3
0,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,22,1,JONES,06/22/2020,47
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,KEMPER,06/22/2020,13
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,LAFAYETTE,06/22/2020,4
0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,LAMAR,06/22/2020,7
0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,0,28,1,LAUDERDALE,06/22/2020,77
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LAWRENCE,06/22/2020,1
0,6,1,0,0,0,0,5,0,1,0,0,0,0,0,0,2,1,LEAKE,06/22/2020,16
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,LEE,06/22/2020,14
0,0,0,0,0,0,0,39,1,0,0,1,0,0,0,0,7,0,LEFLORE,06/22/2020,48
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,24,2,LINCOLN,06/22/2020,32
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,5,0,LOWNDES,06/22/2020,10
0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,13,1,MADISON,06/22/2020,31
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,MARION,06/22/2020,10
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,MARSHALL,06/22/2020,3
0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19,1,MONROE,06/22/2020,28
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MONTGOMERY,06/22/2020,1
0,29,14,0,0,0,0,9,0,0,0,0,0,0,0,0,7,1,NESHOBA,06/22/2020,60
0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,NEWTON,06/22/2020,8
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,NOXUBEE,06/22/2020,6
0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,8,1,OKTIBBEHA,06/22/2020,20
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,PANOLA,06/22/2020,5
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,21,1,PEARL RIVER,06/22/2020,32
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,PERRY,06/22/2020,4
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,PIKE,06/22/2020,11
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,PONTOTOC,06/22/2020,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,PRENTISS,06/22/2020,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUITMAN,06/22/2020,0
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,4,0,RANKIN,06/22/2020,12
0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,4,0,SCOTT,06/22/2020,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SHARKEY,06/22/2020,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,SIMPSON,06/22/2020,2
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,SMITH,06/22/2020,11
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,STONE,06/22/2020,1
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,SUNFLOWER,06/22/2020,5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TALLAHATCHIE,06/22/2020,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,TATE,06/22/2020,4
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,TIPPAH,06/22/2020,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TISHOMINGO,06/22/2020,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,TUNICA,06/22/2020,3
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,UNION,06/22/2020,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,WALTHALL,06/22/2020,1
0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,8,1,WARREN,06/22/2020,14
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,WASHINGTON,06/22/2020,9
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,WAYNE,06/22/2020,8
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,WEBSTER,06/22/2020,10
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,WILKINSON,06/22/2020,9
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,WINSTON,06/22/2020,3
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3,0,YALOBUSHA,06/22/2020,7
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,YAZOO,06/22/2020,6
1,40,16,0,0,0,0,486,15,8,2,5,0,0,5,7,387,17,Total,06/22/2020,989
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,ADAMS,06/23/2020,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALCORN,06/23/2020,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,AMITE,06/23/2020,2
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,ATTALA,06/23/2020,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENTON,06/23/2020,0
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,BOLIVAR,06/23/2020,13
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,CALHOUN,06/23/2020,4
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,CARROLL,06/23/2020,11
1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,CHICKASAW,06/23/2020,18
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,CHOCTAW,06/23/2020,3
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,CLAIBORNE,06/23/2020,9
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,CLARKE,06/23/2020,22
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,CLAY,06/23/2020,7
0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,COAHOMA,06/23/2020,6
0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,2,0,COPIAH,06/23/2020,12
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,COVINGTON,06/23/2020,5
0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,7,0,DESOTO,06/23/2020,15
0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,1,22,0,FORREST,06/23/2020,42
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,FRANKLIN,06/23/2020,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,GEORGE,06/23/2020,3
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,GREENE,06/23/2020,5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,GRENADA,06/23/2020,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,HANCOCK,06/23/2020,13
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,HARRISON,06/23/2020,7
0,0,0,0,0,0,0,21,1,1,2,0,0,0,1,0,8,0,HINDS,06/23/2020,34
0,1,0,0,0,0,0,34,1,0,0,0,0,0,0,0,3,0,HOLMES,06/23/2020,39
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,HUMPHREYS,06/23/2020,9
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,ITAWAMBA,06/23/2020,8
0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,7,0,JACKSON,06/23/2020,16
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,JASPER,06/23/2020,6
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,JEFFERSON,06/23/2020,3
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,JEFFERSON DAVIS,06/23/2020,3
0,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,22,2,JONES,06/23/2020,48
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,KEMPER,06/23/2020,13
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,LAFAYETTE,06/23/2020,4
0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,LAMAR,06/23/2020,7
0,0,0,0,0,0,0,47,2,0,0,0,0,0,0,0,28,1,LAUDERDALE,06/23/2020,78
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LAWRENCE,06/23/2020,1
0,6,2,0,0,0,0,5,0,1,0,0,0,0,0,0,2,1,LEAKE,06/23/2020,17
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,LEE,06/23/2020,15
0,0,0,0,0,0,0,39,1,0,0,1,0,0,0,0,7,0,LEFLORE,06/23/2020,48
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,24,2,LINCOLN,06/23/2020,32
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,5,0,LOWNDES,06/23/2020,10
0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,13,1,MADISON,06/23/2020,31
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,MARION,06/23/2020,10
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,MARSHALL,06/23/2020,3
0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,19,1,MONROE,06/23/2020,28
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,MONTGOMERY,06/23/2020,2
0,31,14,0,0,0,0,9,0,0,0,0,0,0,0,0,7,1,NESHOBA,06/23/2020,62
0,3,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,NEWTON,06/23/2020,8
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,NOXUBEE,06/23/2020,7
0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,8,1,OKTIBBEHA,06/23/2020,20
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,PANOLA,06/23/2020,5
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,21,1,PEARL RIVER,06/23/2020,32
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,PERRY,06/23/2020,4
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,PIKE,06/23/2020,11
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,PONTOTOC,06/23/2020,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,PRENTISS,06/23/2020,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUITMAN,06/23/2020,0
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,4,0,RANKIN,06/23/2020,12
0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,4,0,SCOTT,06/23/2020,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SHARKEY,06/23/2020,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,SIMPSON,06/23/2020,2
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,SMITH,06/23/2020,11
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,STONE,06/23/2020,1
0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,SUNFLOWER,06/23/2020,6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,TALLAHATCHIE,06/23/2020,1
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,TATE,06/23/2020,5
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,TIPPAH,06/23/2020,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TISHOMINGO,06/23/2020,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,TUNICA,06/23/2020,3
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,UNION,06/23/2020,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,WALTHALL,06/23/2020,3
0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,9,1,WARREN,06/23/2020,15
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,WASHINGTON,06/23/2020,9
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,WAYNE,06/23/2020,8
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,WEBSTER,06/23/2020,10
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,WILKINSON,06/23/2020,9
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,WINSTON,06/23/2020,4
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3,0,YALOBUSHA,06/23/2020,7
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,YAZOO,06/23/2020,6
1,42,17,0,0,0,0,497,15,8,2,4,0,0,5,7,393,20,Total,06/23/2020,1011
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,ADAMS,06/24/2020,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ALCORN,06/24/2020,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,AMITE,06/24/2020,2
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,19,0,ATTALA,06/24/2020,23
