# Deaths Race/Ethnicity: American Indian or Alaska Native (Hispanic),# Deaths Race/Ethnicity: American Indian or Alaska Native (Not Hispanic),# Deaths Race/Ethnicity: American Indian or Alaska Native (Unknown Ethnicity),# Deaths Race/Ethnicity: Asian (Hispanic),# Deaths Race/Ethnicity: Asian (Not Hispanic),# Deaths Race/Ethnicity: Asian (Unknown Ethnicity),# Deaths Race/Ethnicity: Black or African American (Hispanic),# Deaths Race/Ethnicity: Black or African American (Not Hispanic),# Deaths Race/Ethnicity: Black or African American (Unknown Ethnicity),# Deaths Race/Ethnicity: Other Race (Hispanic),# Deaths Race/Ethnicity: Other Race (Not Hispanic),# Deaths Race/Ethnicity: Other Race (Unknown Ethnicity),# Deaths Race/Ethnicity: Unknown Race (Hispanic),# Deaths Race/Ethnicity: Unknown Race (Not Hispanic),# Deaths Race/Ethnicity: Unknown Race (Unknown Ethnicity),# Deaths Race/Ethnicity: White (Hispanic),# Deaths Race/Ethnicity: White (Not Hispanic),# Deaths Race/Ethnicity: White (Unknown Ethnicity),County Name,Report Date,Total Deaths
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TISHOMINGO,07/8/2020,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,TUNICA,07/8/2020,3
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,UNION,07/8/2020,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,WALTHALL,07/8/2020,7
0,0,0,0,0,0,0,5,1,0,0,1,0,0,1,0,10,2,WARREN,07/8/2020,20
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,WASHINGTON,07/8/2020,10
0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,1,3,WAYNE,07/8/2020,16
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,WEBSTER,07/8/2020,11
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,WILKINSON,07/8/2020,9
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,WINSTON,07/8/2020,10
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,3,0,YALOBUSHA,07/8/2020,8
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,YAZOO,07/8/2020,6
1,53,18,0,0,0,0,575,20,9,2,8,1,0,4,9,458,30,Total,07/8/2020,1188
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,ADAMS,07/9/2020,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,ALCORN,07/9/2020,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,AMITE,07/9/2020,3
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,ATTALA,07/9/2020,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENTON,07/9/2020,0
0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,BOLIVAR,07/9/2020,18
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,CALHOUN,07/9/2020,5
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,CARROLL,07/9/2020,11
1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,CHICKASAW,07/9/2020,19
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,CHOCTAW,07/9/2020,4
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,CLAIBORNE,07/9/2020,10
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,0,CLARKE,07/9/2020,25
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,CLAY,07/9/2020,11
0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,COAHOMA,07/9/2020,6
0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,3,1,COPIAH,07/9/2020,15
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,COVINGTON,07/9/2020,5
0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,3,7,1,DESOTO,07/9/2020,18
0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,1,22,0,FORREST,07/9/2020,43
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,FRANKLIN,07/9/2020,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,GEORGE,07/9/2020,3
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,6,0,GREENE,07/9/2020,10
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,GRENADA,07/9/2020,7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,HANCOCK,07/9/2020,13
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,1,HARRISON,07/9/2020,14
0,0,0,0,0,0,0,32,2,1,2,0,0,0,0,0,11,0,HINDS,07/9/2020,48
0,1,0,0,0,0,0,36,1,0,0,0,0,0,0,0,3,0,HOLMES,07/9/2020,41
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,HUMPHREYS,07/9/2020,10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ISSAQUENA,07/9/2020,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,ITAWAMBA,07/9/2020,8
0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,8,0,JACKSON,07/9/2020,17
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,JASPER,07/9/2020,6
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,JEFFERSON,07/9/2020,3
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,JEFFERSON DAVIS,07/9/2020,4
0,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,23,2,JONES,07/9/2020,49
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,1,KEMPER,07/9/2020,14
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,LAFAYETTE,07/9/2020,4
0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,LAMAR,07/9/2020,7
0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,29,1,LAUDERDALE,07/9/2020,81
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,LAWRENCE,07/9/2020,2
0,7,3,0,0,0,0,5,0,1,0,0,0,0,0,0,3,1,LEAKE,07/9/2020,20
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,LEE,07/9/2020,21
0,0,0,0,0,0,0,42,1,0,0,1,0,0,0,0,12,0,LEFLORE,07/9/2020,56
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,26,2,LINCOLN,07/9/2020,35
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,5,1,LOWNDES,07/9/2020,13
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,15,1,MADISON,07/9/2020,36
0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,MARION,07/9/2020,12
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,MARSHALL,07/9/2020,3
0,1,0,0,0,0,0,7,2,0,0,0,0,0,0,0,23,2,MONROE,07/9/2020,35
0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,MONTGOMERY,07/9/2020,3
0,41,14,0,0,0,0,11,0,0,0,0,0,0,0,0,7,1,NESHOBA,07/9/2020,74
0,3,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,NEWTON,07/9/2020,10
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,NOXUBEE,07/9/2020,8
0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,9,1,OKTIBBEHA,07/9/2020,28
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,PANOLA,07/9/2020,6
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,21,1,PEARL RIVER,07/9/2020,32
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,PERRY,07/9/2020,4
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,PIKE,07/9/2020,20
0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,PONTOTOC,07/9/2020,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,PRENTISS,07/9/2020,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,QUITMAN,07/9/2020,1
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,6,0,RANKIN,07/9/2020,15
0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,4,0,SCOTT,07/9/2020,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SHARKEY,07/9/2020,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,SIMPSON,07/9/2020,3
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,SMITH,07/9/2020,12
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,STONE,07/9/2020,2
0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,SUNFLOWER,07/9/2020,8
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,TALLAHATCHIE,07/9/2020,4
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,1,TATE,07/9/2020,13
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,TIPPAH,07/9/2020,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TISHOMINGO,07/9/2020,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,TUNICA,07/9/2020,3
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,UNION,07/9/2020,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,WALTHALL,07/9/2020,7
0,0,0,0,0,0,0,5,1,0,0,1,0,0,1,0,10,2,WARREN,07/9/2020,20
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,WASHINGTON,07/9/2020,10
0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,1,3,WAYNE,07/9/2020,16
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,WEBSTER,07/9/2020,11
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,WILKINSON,07/9/2020,9
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,WINSTON,07/9/2020,11
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,3,0,YALOBUSHA,07/9/2020,8
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,YAZOO,07/9/2020,6
1,55,18,0,0,0,0,580,20,9,2,8,1,0,4,9,467,30,Total,07/9/2020,1204
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,ADAMS,07/10/2020,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,ALCORN,07/10/2020,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,AMITE,07/10/2020,3
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,ATTALA,07/10/2020,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENTON,07/10/2020,0
0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,BOLIVAR,07/10/2020,18
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,CALHOUN,07/10/2020,5
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,CARROLL,07/10/2020,11
1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,CHICKASAW,07/10/2020,19
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,CHOCTAW,07/10/2020,4
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,CLAIBORNE,07/10/2020,11
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,0,CLARKE,07/10/2020,25
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,CLAY,07/10/2020,11
0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,COAHOMA,07/10/2020,6
0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,3,1,COPIAH,07/10/2020,15
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,COVINGTON,07/10/2020,5
0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,3,7,1,DESOTO,07/10/2020,19
0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,1,22,0,FORREST,07/10/2020,43
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,FRANKLIN,07/10/2020,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,GEORGE,07/10/2020,3
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,6,0,GREENE,07/10/2020,10
0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,1,GRENADA,07/10/2020,8
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,HANCOCK,07/10/2020,13
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,1,HARRISON,07/10/2020,15
0,0,0,0,0,0,0,32,3,1,2,0,0,0,0,0,11,0,HINDS,07/10/2020,49
0,1,0,0,0,0,0,36,1,0,0,0,0,0,0,0,3,0,HOLMES,07/10/2020,41
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,HUMPHREYS,07/10/2020,10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ISSAQUENA,07/10/2020,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,ITAWAMBA,07/10/2020,8
0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,9,0,JACKSON,07/10/2020,18
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,JASPER,07/10/2020,6
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,JEFFERSON,07/10/2020,3
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,JEFFERSON DAVIS,07/10/2020,4
0,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,23,2,JONES,07/10/2020,49
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,1,KEMPER,07/10/2020,14
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,LAFAYETTE,07/10/2020,4
0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,LAMAR,07/10/2020,7
0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,29,1,LAUDERDALE,07/10/2020,81
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,LAWRENCE,07/10/2020,2
0,7,3,0,0,0,0,5,0,1,0,0,0,0,0,0,3,1,LEAKE,07/10/2020,20
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,0,LEE,07/10/2020,22
0,0,0,0,0,0,0,42,1,0,0,1,0,0,0,0,12,0,LEFLORE,07/10/2020,56
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,26,2,LINCOLN,07/10/2020,35
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,5,1,LOWNDES,07/10/2020,13
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,15,1,MADISON,07/10/2020,36
0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,MARION,07/10/2020,12
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,MARSHALL,07/10/2020,3
0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,23,2,MONROE,07/10/2020,35
0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,MONTGOMERY,07/10/2020,3
0,41,14,0,0,0,0,12,0,0,0,0,0,0,0,0,8,1,NESHOBA,07/10/2020,76
0,3,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,NEWTON,07/10/2020,10
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,NOXUBEE,07/10/2020,8
0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,9,1,OKTIBBEHA,07/10/2020,28
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,PANOLA,07/10/2020,6
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,21,1,PEARL RIVER,07/10/2020,32
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,PERRY,07/10/2020,4
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,PIKE,07/10/2020,20
0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,PONTOTOC,07/10/2020,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,PRENTISS,07/10/2020,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,QUITMAN,07/10/2020,1
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,6,0,RANKIN,07/10/2020,15
0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,4,0,SCOTT,07/10/2020,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SHARKEY,07/10/2020,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,SIMPSON,07/10/2020,3
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,SMITH,07/10/2020,12
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,STONE,07/10/2020,2
0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,SUNFLOWER,07/10/2020,8
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,TALLAHATCHIE,07/10/2020,4
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,1,TATE,07/10/2020,13
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,TIPPAH,07/10/2020,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TISHOMINGO,07/10/2020,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,TUNICA,07/10/2020,3
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,UNION,07/10/2020,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,WALTHALL,07/10/2020,7
0,0,0,0,0,0,0,5,1,0,0,1,0,0,1,0,10,2,WARREN,07/10/2020,20
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,WASHINGTON,07/10/2020,10
0,0,0,0,0,0,0,10,1,0,0,2,0,0,0,0,1,4,WAYNE,07/10/2020,18
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,WEBSTER,07/10/2020,11
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,WILKINSON,07/10/2020,9
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,WINSTON,07/10/2020,11
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,3,0,YALOBUSHA,07/10/2020,8
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,YAZOO,07/10/2020,6
1,55,18,0,0,0,1,586,20,9,2,8,1,0,4,9,470,31,Total,07/10/2020,1215
0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,0,ADAMS,07/11/2020,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,ALCORN,07/11/2020,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,AMITE,07/11/2020,3
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,0,ATTALA,07/11/2020,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENTON,07/11/2020,0
0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,BOLIVAR,07/11/2020,18
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,CALHOUN,07/11/2020,5
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,CARROLL,07/11/2020,11
1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,CHICKASAW,07/11/2020,19
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,CHOCTAW,07/11/2020,4
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,CLAIBORNE,07/11/2020,11
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,0,CLARKE,07/11/2020,25
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,CLAY,07/11/2020,11
0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,COAHOMA,07/11/2020,6
0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,3,1,COPIAH,07/11/2020,15
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,COVINGTON,07/11/2020,5
0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,3,7,1,DESOTO,07/11/2020,19
0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,1,22,0,FORREST,07/11/2020,43
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,FRANKLIN,07/11/2020,2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,GEORGE,07/11/2020,3
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,6,0,GREENE,07/11/2020,10
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,1,GRENADA,07/11/2020,9
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,HANCOCK,07/11/2020,13
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,1,HARRISON,07/11/2020,16
0,0,0,0,0,0,0,32,5,1,2,0,0,0,0,0,11,0,HINDS,07/11/2020,51
0,1,0,0,0,0,0,36,1,0,0,0,0,0,0,0,3,0,HOLMES,07/11/2020,41
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,HUMPHREYS,07/11/2020,10
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ISSAQUENA,07/11/2020,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,ITAWAMBA,07/11/2020,8
0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,9,0,JACKSON,07/11/2020,19
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,JASPER,07/11/2020,6
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,JEFFERSON,07/11/2020,3
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,JEFFERSON DAVIS,07/11/2020,4
0,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,23,2,JONES,07/11/2020,49
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,1,KEMPER,07/11/2020,14
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,LAFAYETTE,07/11/2020,4
0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,LAMAR,07/11/2020,7
0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,29,1,LAUDERDALE,07/11/2020,81
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,LAWRENCE,07/11/2020,2
0,7,3,0,0,0,0,5,0,1,0,0,0,0,0,0,3,1,LEAKE,07/11/2020,20
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,0,LEE,07/11/2020,22
0,0,0,0,0,0,0,42,1,0,0,1,0,0,0,0,12,0,LEFLORE,07/11/2020,56
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,26,2,LINCOLN,07/11/2020,35
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,5,1,LOWNDES,07/11/2020,13
0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,15,1,MADISON,07/11/2020,38
0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,MARION,07/11/2020,12
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,MARSHALL,07/11/2020,3
0,1,0,0,0,0,0,8,1,0,0,0,0,0,0,0,23,2,MONROE,07/11/2020,35
0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,MONTGOMERY,07/11/2020,3
0,41,14,0,0,0,0,12,0,0,0,0,0,0,0,0,9,1,NESHOBA,07/11/2020,77
0,3,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,NEWTON,07/11/2020,10
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,NOXUBEE,07/11/2020,8
0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,9,1,OKTIBBEHA,07/11/2020,28
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,PANOLA,07/11/2020,6
0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,21,1,PEARL RIVER,07/11/2020,32
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,PERRY,07/11/2020,4
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,PIKE,07/11/2020,20
0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,1,0,PONTOTOC,07/11/2020,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,PRENTISS,07/11/2020,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,QUITMAN,07/11/2020,1
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,6,0,RANKIN,07/11/2020,15
0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,4,0,SCOTT,07/11/2020,15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SHARKEY,07/11/2020,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,SIMPSON,07/11/2020,3
0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,SMITH,07/11/2020,12
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,STONE,07/11/2020,2
0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,SUNFLOWER,07/11/2020,8
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,TALLAHATCHIE,07/11/2020,4
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,1,TATE,07/11/2020,13
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,TIPPAH,07/11/2020,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TISHOMINGO,07/11/2020,1
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,TUNICA,07/11/2020,3
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,UNION,07/11/2020,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,WALTHALL,07/11/2020,7
0,0,0,0,0,0,0,5,2,0,1,0,0,0,1,0,10,2,WARREN,07/11/2020,21
0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,WASHINGTON,07/11/2020,13
0,0,0,0,0,0,0,10,1,0,0,2,0,0,0,0,1,4,WAYNE,07/11/2020,18
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,WEBSTER,07/11/2020,11
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,WILKINSON,07/11/2020,9
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,WINSTON,07/11/2020,11
0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,3,0,YALOBUSHA,07/11/2020,9
