# Cases Race/Ethnicity: American Indian or Alaska Native (Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Not Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Unknown Ethnicity),# Cases Race/Ethnicity: Asian (Hispanic),# Cases Race/Ethnicity: Asian (Not Hispanic),# Cases Race/Ethnicity: Asian (Unknown Ethnicity),# Cases Race/Ethnicity: Black or African American (Hispanic),# Cases Race/Ethnicity: Black or African American (Not Hispanic),# Cases Race/Ethnicity: Black or African American (Unknown Ethnicity),# Cases Race/Ethnicity: Other Race (Hispanic),# Cases Race/Ethnicity: Other Race (Not Hispanic),# Cases Race/Ethnicity: Other Race (Unknown Ethnicity),# Cases Race/Ethnicity: Unknown Race (Hispanic),# Cases Race/Ethnicity: Unknown Race (Not Hispanic),# Cases Race/Ethnicity: Unknown Race (Unknown Ethnicity),# Cases Race/Ethnicity: White (Hispanic),# Cases Race/Ethnicity: White (Not Hispanic),# Cases Race/Ethnicity: White (Unknown Ethnicity),County Name,Report Date,Total Cases
0,0,0,0,1,0,1,86,12,3,17,18,1,3,77,5,130,23,LAFAYETTE,07/2/2020,377
0,0,1,0,0,0,0,100,18,31,3,13,2,4,59,5,170,34,LAMAR,07/2/2020,440
0,4,1,0,7,0,0,509,27,3,6,17,0,4,18,4,279,21,LAUDERDALE,07/2/2020,900
0,0,0,0,1,0,0,93,3,0,1,6,0,2,17,0,43,4,LAWRENCE,07/2/2020,170
1,46,127,0,0,0,1,195,5,66,5,10,3,1,23,10,69,8,LEAKE,07/2/2020,570
0,1,0,0,2,0,2,198,37,8,9,8,0,6,76,4,161,20,LEE,07/2/2020,532
0,1,0,0,1,0,1,348,21,0,3,26,0,2,10,2,62,3,LEFLORE,07/2/2020,480
0,1,0,0,0,0,0,148,9,4,6,6,0,2,15,2,235,15,LINCOLN,07/2/2020,443
0,0,0,0,1,0,0,297,23,2,3,4,0,0,63,1,70,8,LOWNDES,07/2/2020,472
0,2,0,0,8,0,1,619,54,99,21,80,1,2,100,11,243,26,MADISON,07/2/2020,1267
0,1,0,0,1,0,0,81,5,6,1,8,0,1,19,1,129,17,MARION,07/2/2020,270
0,1,0,0,1,0,0,104,9,4,2,6,1,0,45,6,35,3,MARSHALL,07/2/2020,217
0,1,0,0,0,0,0,149,22,0,8,8,0,3,48,0,140,9,MONROE,07/2/2020,388
0,2,2,0,0,0,0,62,4,0,1,3,0,0,7,0,40,3,MONTGOMERY,07/2/2020,124
1,229,411,0,1,1,1,137,13,1,2,16,0,1,34,3,119,11,NESHOBA,07/2/2020,981
0,33,92,0,0,0,0,119,6,2,0,2,0,0,20,1,59,4,NEWTON,07/2/2020,338
0,0,0,0,0,0,0,182,8,0,2,8,0,1,24,0,23,5,NOXUBEE,07/2/2020,253
0,1,0,0,0,0,0,278,30,3,9,22,0,0,47,0,126,16,OKTIBBEHA,07/2/2020,532
0,0,0,0,0,0,0,154,40,0,3,3,0,3,73,1,38,10,PANOLA,07/2/2020,325
0,1,1,0,0,0,0,66,4,0,1,13,0,1,17,1,128,15,PEARL RIVER,07/2/2020,248
0,0,1,0,0,0,0,12,2,0,0,3,0,0,4,0,35,8,PERRY,07/2/2020,65
0,0,0,0,2,0,0,210,4,0,4,5,0,0,26,0,152,4,PIKE,07/2/2020,407
0,0,0,0,0,1,0,39,8,43,2,11,4,2,79,11,59,14,PONTOTOC,07/2/2020,273
0,0,0,0,0,0,0,21,2,0,1,4,0,0,29,0,41,4,PRENTISS,07/2/2020,102
0,0,0,0,0,0,0,55,4,0,0,9,0,0,1,0,4,0,QUITMAN,07/2/2020,73
0,2,2,1,4,1,2,231,37,45,16,33,0,4,121,7,329,53,RANKIN,07/2/2020,888
3,4,4,0,0,0,1,295,7,179,5,2,2,1,103,19,129,8,SCOTT,07/2/2020,762
0,0,1,0,0,0,0,8,9,0,0,3,0,0,11,0,2,0,SHARKEY,07/2/2020,34
0,2,0,0,0,0,0,75,34,3,0,9,0,3,49,0,85,23,SIMPSON,07/2/2020,283
0,0,0,0,0,0,0,61,5,1,3,4,0,0,16,0,121,5,SMITH,07/2/2020,216
0,0,0,0,0,0,0,22,1,0,1,4,0,0,2,1,22,4,STONE,07/2/2020,57
0,0,1,0,1,0,1,183,45,0,7,26,0,1,54,0,21,6,SUNFLOWER,07/2/2020,346
0,0,0,0,0,0,0,77,22,1,3,1,0,0,10,0,6,2,TALLAHATCHIE,07/2/2020,122
0,1,0,0,0,0,3,96,7,1,3,4,0,0,55,3,91,6,TATE,07/2/2020,270
0,0,0,0,0,0,0,31,4,10,2,5,1,0,23,4,46,2,TIPPAH,07/2/2020,128
0,0,0,0,0,0,0,2,0,0,5,4,0,0,14,0,47,2,TISHOMINGO,07/2/2020,74
0,1,0,0,0,0,0,49,6,0,1,0,0,0,22,0,13,1,TUNICA,07/2/2020,93
1,1,0,0,0,0,0,43,5,16,0,1,1,5,41,5,64,8,UNION,07/2/2020,191
0,0,0,0,1,0,0,65,3,1,1,0,0,2,13,0,91,3,WALTHALL,07/2/2020,180
0,1,1,0,2,0,1,175,96,0,4,25,0,2,54,0,104,31,WARREN,07/2/2020,496
0,0,1,0,0,0,0,248,110,0,7,48,0,1,79,0,30,7,WASHINGTON,07/2/2020,531
0,0,0,0,0,0,0,309,46,2,20,55,0,0,8,3,63,29,WAYNE,07/2/2020,535
0,0,0,0,0,0,0,38,6,0,2,3,0,0,7,0,65,5,WEBSTER,07/2/2020,126
0,2,0,0,0,0,0,71,6,0,1,0,0,0,6,0,3,3,WILKINSON,07/2/2020,92
0,0,6,0,0,0,2,136,22,1,1,3,0,1,22,0,54,6,WINSTON,07/2/2020,254
0,0,0,0,0,0,0,93,5,0,0,4,0,0,12,2,51,0,YALOBUSHA,07/2/2020,167
0,3,0,0,1,1,4,254,17,2,1,17,1,1,99,30,58,4,YAZOO,07/2/2020,493
8,377,677,1,82,12,48,12968,1507,1041,398,1162,37,90,3055,372,6926,923,Total,07/2/2020,29684
0,0,0,0,1,0,0,172,27,3,13,10,0,2,1,19,54,8,ADAMS,07/3/2020,310
0,1,0,0,0,0,0,11,0,1,2,2,0,3,23,0,25,0,ALCORN,07/3/2020,68
0,0,0,0,0,0,0,41,3,0,0,3,0,2,5,1,28,6,AMITE,07/3/2020,89
0,2,2,0,0,0,0,190,12,5,4,0,0,0,18,0,121,5,ATTALA,07/3/2020,359
0,0,0,0,0,0,0,14,1,4,0,0,0,1,7,0,6,1,BENTON,07/3/2020,34
0,1,2,0,0,0,0,205,25,2,5,3,0,1,39,2,40,9,BOLIVAR,07/3/2020,334
0,0,0,0,0,0,0,46,0,7,2,6,0,1,13,2,49,3,CALHOUN,07/3/2020,129
0,0,1,0,0,0,1,65,3,0,0,6,0,1,12,0,66,9,CARROLL,07/3/2020,164
1,0,0,0,0,0,6,140,15,6,5,15,0,1,43,1,39,4,CHICKASAW,07/3/2020,276
0,0,0,0,0,0,0,36,3,0,0,1,0,0,8,0,22,4,CHOCTAW,07/3/2020,74
0,0,0,0,1,0,0,114,50,0,0,12,0,0,73,0,15,5,CLAIBORNE,07/3/2020,270
0,0,0,0,1,0,0,103,0,2,6,5,0,1,3,0,81,4,CLARKE,07/3/2020,206
0,0,0,0,0,0,0,171,32,1,4,5,0,0,20,1,13,2,CLAY,07/3/2020,249
0,0,0,0,0,0,0,125,15,3,2,10,1,0,20,5,16,2,COAHOMA,07/3/2020,199
0,2,0,0,1,0,1,346,25,38,15,57,0,1,36,2,71,7,COPIAH,07/3/2020,602
0,0,0,0,0,0,1,129,13,7,1,12,0,3,52,4,93,32,COVINGTON,07/3/2020,347
0,2,0,0,11,2,6,433,46,80,31,61,9,1,397,74,364,55,DESOTO,07/3/2020,1572
0,0,0,0,5,1,1,282,50,100,12,29,1,1,77,13,242,46,FORREST,07/3/2020,860
0,0,0,0,0,0,0,20,7,0,0,0,0,1,1,1,12,3,FRANKLIN,07/3/2020,45
0,0,0,0,1,0,0,5,2,1,2,3,0,2,8,5,40,17,GEORGE,07/3/2020,86
0,0,0,0,0,0,0,31,5,0,2,9,0,0,3,0,44,11,GREENE,07/3/2020,105
0,0,12,0,0,0,0,290,28,0,5,16,0,0,18,0,98,12,GRENADA,07/3/2020,479
0,0,0,0,1,0,0,20,2,1,3,4,0,0,1,7,81,6,HANCOCK,07/3/2020,126
1,2,1,0,7,1,4,274,25,27,20,41,1,2,72,39,316,53,HARRISON,07/3/2020,886
0,5,0,0,6,2,5,1493,149,47,21,202,2,5,304,15,193,31,HINDS,07/3/2020,2480
0,1,1,0,0,0,0,456,17,1,11,14,0,0,17,0,32,1,HOLMES,07/3/2020,551
0,0,0,0,1,0,1,93,16,0,1,11,0,0,11,0,10,3,HUMPHREYS,07/3/2020,147
0,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,0,ISSAQUENA,07/3/2020,9
0,0,0,0,0,0,0,15,1,2,2,2,0,0,16,0,87,10,ITAWAMBA,07/3/2020,135
0,2,1,0,11,0,0,187,18,22,8,24,2,2,79,13,213,34,JACKSON,07/3/2020,616
0,0,0,0,1,0,0,155,11,0,7,15,0,1,8,0,47,16,JASPER,07/3/2020,261
0,0,0,0,0,0,0,74,19,0,2,1,0,0,7,0,4,0,JEFFERSON,07/3/2020,107
0,2,0,0,0,0,0,78,4,1,1,1,0,0,3,0,19,2,JEFFERSON DAVIS,07/3/2020,111
0,9,1,0,2,1,1,371,32,150,20,66,3,0,32,30,349,53,JONES,07/3/2020,1120
0,8,9,0,0,0,2,107,8,0,5,3,0,0,4,0,28,4,KEMPER,07/3/2020,178
0,0,0,0,1,0,1,87,16,3,17,19,1,3,75,5,135,26,LAFAYETTE,07/3/2020,389
0,0,1,0,0,0,0,104,18,32,3,14,2,4,60,5,181,32,LAMAR,07/3/2020,456
0,4,1,0,7,0,0,512,26,3,6,20,0,4,20,4,280,21,LAUDERDALE,07/3/2020,908
0,0,0,0,1,0,0,96,3,0,1,5,0,2,15,0,49,2,LAWRENCE,07/3/2020,174
1,47,127,0,0,0,1,196,5,66,5,10,3,1,24,10,71,8,LEAKE,07/3/2020,575
0,1,0,0,2,0,2,201,39,8,9,8,0,6,80,4,165,22,LEE,07/3/2020,547
0,1,0,0,1,0,1,352,19,0,3,30,0,1,10,2,62,4,LEFLORE,07/3/2020,486
0,1,0,0,0,0,0,150,9,4,6,10,0,2,15,2,241,14,LINCOLN,07/3/2020,454
0,0,0,0,1,0,0,297,29,2,3,4,0,0,66,1,72,8,LOWNDES,07/3/2020,483
0,2,0,0,8,1,1,627,55,99,21,89,1,2,107,11,246,26,MADISON,07/3/2020,1296
0,1,0,0,1,0,0,85,4,6,1,6,0,1,18,1,139,12,MARION,07/3/2020,275
0,1,0,0,1,0,0,106,9,5,2,7,1,0,49,6,36,3,MARSHALL,07/3/2020,226
0,1,0,0,0,0,0,150,22,0,8,8,0,4,52,0,144,10,MONROE,07/3/2020,399
0,2,4,0,0,0,0,62,4,0,1,4,0,0,7,0,40,7,MONTGOMERY,07/3/2020,131
1,231,412,0,1,1,1,138,13,1,3,17,0,1,32,3,119,11,NESHOBA,07/3/2020,985
0,33,92,0,0,0,0,119,6,2,1,2,0,0,19,1,60,4,NEWTON,07/3/2020,339
0,0,0,0,0,0,0,182,8,0,2,13,0,1,27,0,23,5,NOXUBEE,07/3/2020,261
0,1,0,0,0,0,0,285,29,3,9,21,0,0,43,0,135,15,OKTIBBEHA,07/3/2020,541
0,0,0,0,0,0,0,156,51,0,3,4,0,3,75,1,39,13,PANOLA,07/3/2020,345
0,1,1,0,0,0,0,69,4,0,1,13,0,1,15,2,132,15,PEARL RIVER,07/3/2020,254
0,0,1,0,0,0,0,12,2,0,0,4,0,0,4,0,35,8,PERRY,07/3/2020,66
0,0,0,0,2,0,0,218,6,0,4,3,0,0,33,0,160,5,PIKE,07/3/2020,431
0,0,0,0,0,1,0,39,8,47,2,11,4,2,82,11,61,15,PONTOTOC,07/3/2020,283
0,0,0,0,0,0,0,21,2,0,1,6,0,0,33,0,41,4,PRENTISS,07/3/2020,108
0,0,0,0,0,0,0,55,6,0,0,10,0,0,1,0,4,0,QUITMAN,07/3/2020,76
0,2,2,2,4,0,2,231,37,46,16,34,0,4,136,7,342,51,RANKIN,07/3/2020,916
3,4,4,0,0,0,1,297,7,179,5,2,2,1,104,19,134,8,SCOTT,07/3/2020,770
0,0,1,0,0,0,0,8,9,0,0,2,0,0,13,0,2,0,SHARKEY,07/3/2020,35
0,2,0,0,0,0,0,78,44,3,0,9,0,2,55,0,86,31,SIMPSON,07/3/2020,310
0,0,0,0,0,0,0,61,6,1,3,4,0,0,13,0,126,6,SMITH,07/3/2020,220
0,0,0,0,0,0,0,23,1,0,1,4,0,0,2,1,27,5,STONE,07/3/2020,64
0,0,1,0,1,0,1,196,47,0,10,29,0,1,59,0,22,6,SUNFLOWER,07/3/2020,373
0,0,0,0,0,0,0,80,32,1,3,2,0,0,10,0,7,1,TALLAHATCHIE,07/3/2020,136
0,1,0,0,0,0,3,97,9,1,3,4,0,0,59,3,92,6,TATE,07/3/2020,278
0,0,0,0,0,0,0,31,4,10,2,5,1,0,25,4,46,2,TIPPAH,07/3/2020,130
0,0,0,0,0,0,0,2,0,0,5,5,0,0,15,0,48,3,TISHOMINGO,07/3/2020,78
0,1,0,0,0,0,0,50,9,0,1,0,0,0,25,0,13,1,TUNICA,07/3/2020,100
1,1,0,0,0,0,0,43,5,16,0,1,1,5,52,5,67,10,UNION,07/3/2020,207
0,0,0,0,1,0,0,69,5,1,1,1,0,2,24,0,93,3,WALTHALL,07/3/2020,200
0,1,1,0,2,0,1,177,101,0,4,29,0,2,55,0,105,33,WARREN,07/3/2020,511
0,0,1,0,0,0,0,251,126,0,7,60,0,1,94,0,30,8,WASHINGTON,07/3/2020,578
0,0,0,0,0,0,0,310,46,2,21,59,0,0,9,3,63,29,WAYNE,07/3/2020,542
0,0,0,0,0,0,0,39,5,0,2,3,0,0,6,0,65,5,WEBSTER,07/3/2020,125
0,2,0,0,0,0,0,72,7,0,1,0,0,0,6,0,3,3,WILKINSON,07/3/2020,94
0,0,6,0,0,0,2,138,24,1,1,3,0,1,20,0,55,8,WINSTON,07/3/2020,259
0,0,0,0,0,0,0,95,5,0,0,4,0,0,11,2,51,3,YALOBUSHA,07/3/2020,171
0,3,0,0,1,1,4,256,17,2,1,19,1,2,104,30,60,4,YAZOO,07/3/2020,505
8,381,685,2,85,11,50,13215,1604,1055,411,1269,36,91,3295,377,7125,974,Total,07/3/2020,30674
0,0,0,0,1,0,0,177,24,3,13,11,0,1,3,19,53,8,ADAMS,07/5/2020,313
0,1,0,0,0,0,0,12,0,1,3,2,0,3,23,0,26,0,ALCORN,07/5/2020,71
0,0,0,0,0,0,0,41,3,0,0,4,0,2,6,1,28,6,AMITE,07/5/2020,91
0,2,2,0,0,0,0,190,12,5,4,0,0,0,19,0,121,6,ATTALA,07/5/2020,361
0,0,0,0,0,0,0,15,1,4,0,1,0,1,9,0,6,1,BENTON,07/5/2020,38
0,1,2,0,0,0,0,207,28,2,5,3,0,1,39,2,40,10,BOLIVAR,07/5/2020,340
0,0,0,1,0,0,0,47,0,7,2,6,0,1,14,2,49,3,CALHOUN,07/5/2020,132
0,0,1,0,0,0,1,65,4,0,0,6,0,1,9,0,71,8,CARROLL,07/5/2020,166
1,0,0,0,0,0,6,142,15,6,5,17,0,1,42,1,39,4,CHICKASAW,07/5/2020,279
0,0,0,0,0,0,0,36,3,0,0,1,0,0,8,0,22,4,CHOCTAW,07/5/2020,74
0,0,0,0,1,0,0,120,51,0,0,17,0,0,70,0,15,5,CLAIBORNE,07/5/2020,279
0,0,0,0,1,0,0,103,1,2,6,5,0,1,3,0,81,4,CLARKE,07/5/2020,207
0,0,0,0,0,0,0,175,30,1,4,5,0,0,20,1,13,2,CLAY,07/5/2020,251
0,0,0,0,0,0,0,125,15,3,2,10,1,0,22,5,16,2,COAHOMA,07/5/2020,201
0,2,0,0,1,0,1,348,27,38,15,58,0,1,37,2,70,7,COPIAH,07/5/2020,607
0,0,0,0,0,0,1,129,14,8,1,12,0,4,53,4,99,34,COVINGTON,07/5/2020,359
0,2,0,0,11,2,6,437,49,83,32,64,9,1,419,74,374,57,DESOTO,07/5/2020,1620
0,0,0,0,5,1,1,283,52,100,12,31,1,1,86,13,245,47,FORREST,07/5/2020,878
0,0,0,0,0,0,0,20,7,0,0,0,0,1,1,1,12,3,FRANKLIN,07/5/2020,45
0,0,0,0,1,0,0,5,2,1,2,5,0,2,8,5,41,17,GEORGE,07/5/2020,89
0,0,0,0,0,0,0,31,5,0,2,9,0,0,3,0,44,11,GREENE,07/5/2020,105
0,0,12,0,0,0,0,306,19,1,5,16,0,0,19,0,104,8,GRENADA,07/5/2020,490
0,0,0,0,1,0,0,20,2,1,3,5,0,0,1,7,84,6,HANCOCK,07/5/2020,130
1,2,1,0,8,1,4,284,26,26,20,47,1,2,79,41,337,53,HARRISON,07/5/2020,933
0,5,0,0,6,2,5,1534,158,47,22,203,2,5,296,15,204,32,HINDS,07/5/2020,2536
0,1,1,0,0,0,0,457,17,1,11,17,0,0,19,0,32,1,HOLMES,07/5/2020,557
0,0,0,0,1,0,1,93,19,0,1,11,0,0,11,0,10,3,HUMPHREYS,07/5/2020,150
0,0,0,0,0,0,0,0,1,0,0,3,0,0,5,0,0,0,ISSAQUENA,07/5/2020,9
0,0,0,0,0,0,0,15,1,2,2,2,0,0,17,0,87,10,ITAWAMBA,07/5/2020,136
0,2,1,0,11,0,0,190,18,23,8,27,2,2,91,13,214,36,JACKSON,07/5/2020,638
0,0,0,0,1,0,0,156,11,0,7,16,0,1,8,0,48,15,JASPER,07/5/2020,263
0,0,0,0,0,0,0,74,20,0,2,1,0,0,7,0,4,0,JEFFERSON,07/5/2020,108
0,2,0,0,0,0,0,78,5,1,1,1,0,0,3,0,19,2,JEFFERSON DAVIS,07/5/2020,112
0,9,1,0,2,1,1,373,32,152,20,67,3,0,32,30,352,53,JONES,07/5/2020,1128
0,8,9,0,0,0,2,110,6,0,5,3,0,0,4,0,28,4,KEMPER,07/5/2020,179
0,0,0,0,1,0,1,88,16,3,17,20,1,3,76,5,135,27,LAFAYETTE,07/5/2020,393
0,0,1,0,0,0,0,105,18,32,3,14,2,4,64,6,185,31,LAMAR,07/5/2020,465
0,4,1,0,7,0,0,513,26,3,6,20,0,4,19,4,281,22,LAUDERDALE,07/5/2020,910
0,0,0,0,1,0,0,99,3,0,1,5,0,2,15,0,50,2,LAWRENCE,07/5/2020,178
1,48,127,0,0,0,1,196,5,67,5,13,3,1,21,10,72,8,LEAKE,07/5/2020,578
0,1,0,0,3,0,2,202,39,8,9,8,0,6,81,4,168,21,LEE,07/5/2020,552
0,1,0,0,1,0,1,354,21,0,3,31,0,1,10,2,62,4,LEFLORE,07/5/2020,491
0,1,0,0,0,0,0,150,9,4,6,10,0,2,19,2,248,15,LINCOLN,07/5/2020,466
0,0,0,0,1,0,0,298,32,2,3,5,0,0,69,1,73,10,LOWNDES,07/5/2020,494
0,2,0,0,8,1,1,642,55,100,20,84,1,4,106,11,253,26,MADISON,07/5/2020,1314
0,1,0,0,1,0,0,89,4,6,1,8,0,1,18,1,142,12,MARION,07/5/2020,284
0,1,0,0,1,0,0,109,9,6,2,8,1,0,51,6,36,4,MARSHALL,07/5/2020,234
0,1,0,0,0,0,0,152,22,0,8,8,0,4,52,0,146,10,MONROE,07/5/2020,403
0,2,4,0,0,0,0,64,6,0,1,3,0,0,5,0,43,7,MONTGOMERY,07/5/2020,135
1,231,412,0,1,1,1,138,13,1,3,20,0,1,33,3,120,13,NESHOBA,07/5/2020,992
0,33,92,0,0,0,0,119,6,2,1,2,0,0,18,1,61,4,NEWTON,07/5/2020,339
0,0,0,0,0,0,0,182,9,0,2,16,0,1,29,0,23,5,NOXUBEE,07/5/2020,267
0,1,0,0,0,0,0,285,29,3,9,21,0,0,43,0,135,15,OKTIBBEHA,07/5/2020,541
0,0,0,0,0,0,0,160,51,0,3,5,0,3,76,1,39,14,PANOLA,07/5/2020,352
0,1,1,0,0,0,0,69,4,0,1,13,0,1,17,2,133,15,PEARL RIVER,07/5/2020,257
0,0,1,0,0,0,0,12,2,0,0,4,0,0,4,0,37,7,PERRY,07/5/2020,67
0,1,0,0,2,0,0,224,6,0,4,3,0,0,30,0,163,8,PIKE,07/5/2020,441
0,0,0,0,0,1,0,39,8,46,2,13,4,2,87,12,63,15,PONTOTOC,07/5/2020,292
0,0,0,0,0,0,0,21,2,0,1,6,0,0,33,0,41,4,PRENTISS,07/5/2020,108
0,0,0,0,0,0,0,55,6,0,0,11,0,0,2,0,4,0,QUITMAN,07/5/2020,78
0,2,2,2,4,0,2,243,38,46,16,38,0,5,135,7,362,49,RANKIN,07/5/2020,951
3,4,4,0,0,0,1,299,7,180,5,2,2,1,102,19,136,8,SCOTT,07/5/2020,773
0,0,1,0,0,0,0,8,9,0,0,4,0,0,13,0,2,1,SHARKEY,07/5/2020,38
0,2,0,0,0,0,0,83,45,3,0,9,0,2,56,0,92,31,SIMPSON,07/5/2020,323
0,0,0,0,0,0,0,61,6,2,3,3,0,0,10,0,127,6,SMITH,07/5/2020,218
0,0,0,0,0,0,0,23,1,0,1,5,0,0,2,1,27,5,STONE,07/5/2020,65
0,0,1,0,1,0,1,206,57,0,11,31,0,1,61,0,22,8,SUNFLOWER,07/5/2020,400
0,0,0,0,0,0,0,81,32,1,3,2,0,0,10,0,7,1,TALLAHATCHIE,07/5/2020,137
0,1,0,0,0,0,3,98,9,1,3,7,0,0,62,3,94,7,TATE,07/5/2020,288
0,0,0,0,0,0,0,31,4,10,2,5,1,0,26,4,46,2,TIPPAH,07/5/2020,131
0,0,0,0,0,0,0,2,0,0,5,6,0,0,17,0,50,3,TISHOMINGO,07/5/2020,83
0,1,0,0,0,0,0,50,9,0,1,0,0,0,30,0,13,1,TUNICA,07/5/2020,105
1,1,0,0,0,0,0,47,5,16,0,1,1,5,51,5,67,10,UNION,07/5/2020,210
0,0,0,0,1,0,0,71,5,1,1,1,0,2,23,0,96,3,WALTHALL,07/5/2020,204
0,1,1,0,2,0,1,181,102,0,4,31,0,2,52,0,106,33,WARREN,07/5/2020,516
0,0,1,0,0,0,0,253,129,0,7,66,0,1,96,0,30,8,WASHINGTON,07/5/2020,591
0,0,0,0,0,0,0,310,46,2,21,62,0,0,9,3,63,29,WAYNE,07/5/2020,545
0,0,0,0,0,0,0,39,5,0,2,4,0,0,6,0,66,5,WEBSTER,07/5/2020,127
0,2,0,0,0,0,0,72,7,0,1,0,0,0,6,0,3,3,WILKINSON,07/5/2020,94
0,0,6,0,0,0,2,139,24,1,1,3,0,1,25,0,56,8,WINSTON,07/5/2020,266
0,0,0,0,0,0,0,96,5,0,0,3,0,0,13,2,51,3,YALOBUSHA,07/5/2020,173
0,3,0,0,1,1,4,263,17,2,1,24,1,2,100,30,60,4,YAZOO,07/5/2020,513
8,383,685,3,87,11,50,13419,1641,1066,414,1344,36,94,3369,381,7277,989,Total,07/5/2020,31257
0,0,0,0,1,0,0,180,22,3,18,10,0,1,3,19,51,7,ADAMS,07/7/2020,315
0,1,0,0,0,0,0,13,0,1,6,5,0,3,22,0,23,0,ALCORN,07/7/2020,74
0,0,0,0,0,0,0,42,5,0,7,10,0,2,8,1,25,4,AMITE,07/7/2020,104
0,2,2,0,0,0,0,192,12,5,5,0,0,0,21,0,120,6,ATTALA,07/7/2020,365
0,0,0,0,0,0,0,15,1,4,0,2,0,1,12,0,6,1,BENTON,07/7/2020,42
0,1,2,0,0,0,0,215,27,2,5,7,0,1,45,2,40,9,BOLIVAR,07/7/2020,356
0,0,0,1,0,0,0,47,0,8,6,5,0,1,21,2,47,3,CALHOUN,07/7/2020,141
0,0,1,0,0,0,1,65,4,0,0,7,0,1,10,0,71,8,CARROLL,07/7/2020,168
1,0,0,0,0,0,6,143,17,7,8,20,0,1,43,1,36,4,CHICKASAW,07/7/2020,287
0,0,0,0,0,0,0,36,3,0,1,1,0,0,9,0,21,4,CHOCTAW,07/7/2020,75
0,0,0,0,1,0,0,122,52,0,0,19,0,0,70,0,15,5,CLAIBORNE,07/7/2020,284
0,0,0,0,1,0,0,105,1,2,11,6,0,1,3,0,77,3,CLARKE,07/7/2020,210
0,0,0,0,0,0,0,177,27,1,6,3,0,0,19,1,13,2,CLAY,07/7/2020,249
0,0,0,0,0,0,0,125,15,3,2,11,1,0,25,5,16,2,COAHOMA,07/7/2020,205
0,2,0,0,1,0,1,356,25,37,25,59,0,1,44,2,61,6,COPIAH,07/7/2020,620
0,0,0,0,0,0,1,129,14,8,20,18,0,4,58,4,91,28,COVINGTON,07/7/2020,375
0,2,0,0,11,2,6,450,57,94,80,79,9,1,467,68,350,48,DESOTO,07/7/2020,1724
0,0,0,0,5,1,1,285,54,100,23,40,1,2,106,13,241,44,FORREST,07/7/2020,916
0,0,0,0,0,0,0,22,5,0,0,0,0,1,1,1,12,3,FRANKLIN,07/7/2020,45
0,0,0,0,2,0,0,5,2,1,3,8,0,2,8,5,40,15,GEORGE,07/7/2020,91
0,0,0,0,0,0,0,31,6,0,7,12,0,0,2,0,40,7,GREENE,07/7/2020,105
0,0,13,0,0,0,0,309,21,1,10,18,0,2,24,0,100,8,GRENADA,07/7/2020,506
0,0,0,0,1,0,0,20,2,1,12,5,0,0,1,7,79,6,HANCOCK,07/7/2020,134
1,2,1,0,8,2,4,294,26,28,83,59,1,2,92,40,294,32,HARRISON,07/7/2020,969
0,5,0,0,6,2,5,1553,166,47,42,204,2,5,320,15,188,31,HINDS,07/7/2020,2591
0,1,1,0,0,0,0,460,17,1,15,18,0,0,14,0,32,1,HOLMES,07/7/2020,560
0,0,0,0,1,0,1,97,17,0,2,13,0,0,13,0,10,2,HUMPHREYS,07/7/2020,156
0,0,0,0,0,0,0,0,2,0,0,3,0,0,5,0,0,0,ISSAQUENA,07/7/2020,10
0,0,0,0,0,0,0,15,1,2,6,3,0,0,17,0,85,8,ITAWAMBA,07/7/2020,137
0,2,1,0,11,0,0,193,19,24,35,33,2,1,122,13,202,31,JACKSON,07/7/2020,689
0,0,0,0,1,0,0,156,12,0,13,24,0,1,10,0,46,4,JASPER,07/7/2020,267
0,0,0,0,0,0,0,79,17,0,2,1,0,0,7,0,4,0,JEFFERSON,07/7/2020,110
0,2,0,0,0,0,0,78,5,1,3,1,0,0,3,0,18,2,JEFFERSON DAVIS,07/7/2020,113
0,9,1,0,2,1,1,376,32,153,39,71,3,0,34,30,339,49,JONES,07/7/2020,1140
0,8,9,0,0,0,2,110,6,0,6,3,0,0,4,0,28,3,KEMPER,07/7/2020,179
0,0,0,0,1,0,1,89,16,3,20,31,1,3,85,5,135,19,LAFAYETTE,07/7/2020,409
0,0,1,0,0,0,0,106,18,33,18,22,2,4,83,5,171,28,LAMAR,07/7/2020,491
0,4,1,0,7,0,0,516,26,3,13,23,0,6,23,4,276,20,LAUDERDALE,07/7/2020,922
0,0,0,0,1,0,0,99,2,0,1,5,0,2,25,0,50,2,LAWRENCE,07/7/2020,187
1,49,127,0,0,0,1,201,5,67,15,15,3,1,20,10,66,8,LEAKE,07/7/2020,589
0,1,0,0,3,0,2,204,40,8,21,15,0,6,82,4,160,16,LEE,07/7/2020,562
0,1,0,0,1,0,1,355,25,0,5,33,0,1,12,2,60,4,LEFLORE,07/7/2020,500
0,1,0,0,0,0,0,152,9,4,18,20,0,2,23,2,239,14,LINCOLN,07/7/2020,484
0,0,0,0,1,0,0,300,33,2,9,11,0,0,77,1,70,5,LOWNDES,07/7/2020,509
0,2,0,0,8,1,1,649,56,102,34,86,1,4,106,11,241,24,MADISON,07/7/2020,1326
0,1,0,0,1,0,0,89,7,6,8,16,0,1,22,1,137,11,MARION,07/7/2020,300
