# Cases Race/Ethnicity: American Indian or Alaska Native (Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Not Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Unknown Ethnicity),# Cases Race/Ethnicity: Asian (Hispanic),# Cases Race/Ethnicity: Asian (Not Hispanic),# Cases Race/Ethnicity: Asian (Unknown Ethnicity),# Cases Race/Ethnicity: Black or African American (Hispanic),# Cases Race/Ethnicity: Black or African American (Not Hispanic),# Cases Race/Ethnicity: Black or African American (Unknown Ethnicity),# Cases Race/Ethnicity: Other Race (Hispanic),# Cases Race/Ethnicity: Other Race (Not Hispanic),# Cases Race/Ethnicity: Other Race (Unknown Ethnicity),# Cases Race/Ethnicity: Unknown Race (Hispanic),# Cases Race/Ethnicity: Unknown Race (Not Hispanic),# Cases Race/Ethnicity: Unknown Race (Unknown Ethnicity),# Cases Race/Ethnicity: White (Hispanic),# Cases Race/Ethnicity: White (Not Hispanic),# Cases Race/Ethnicity: White (Unknown Ethnicity),County Name,Report Date,Total Cases
0,0,0,0,0,0,0,26,2,6,0,7,0,0,22,0,11,3,BENTON,07/20/2020,77
0,1,6,0,1,0,0,296,64,2,22,18,0,3,66,2,69,20,BOLIVAR,07/20/2020,570
0,0,0,1,0,0,0,65,6,16,3,16,0,2,57,4,66,13,CALHOUN,07/20/2020,249
0,0,3,0,0,0,1,72,9,0,1,7,0,0,9,0,80,38,CARROLL,07/20/2020,220
1,0,0,0,0,0,6,163,30,6,6,17,0,1,48,5,52,7,CHICKASAW,07/20/2020,342
0,0,0,0,0,0,0,38,2,0,0,4,0,0,14,0,25,8,CHOCTAW,07/20/2020,91
0,0,0,0,1,0,0,141,73,0,0,34,0,0,73,0,16,6,CLAIBORNE,07/20/2020,344
0,0,0,0,1,0,0,114,1,2,6,11,0,1,4,0,102,11,CLARKE,07/20/2020,253
0,0,0,0,0,0,0,196,33,1,4,10,0,0,23,1,27,4,CLAY,07/20/2020,299
0,0,0,0,0,0,0,145,124,3,5,38,1,0,42,5,19,40,COAHOMA,07/20/2020,422
0,2,0,0,1,0,1,400,37,41,16,103,0,2,52,3,85,12,COPIAH,07/20/2020,755
0,0,0,0,0,0,1,152,19,9,1,22,0,5,56,3,161,40,COVINGTON,07/20/2020,469
0,4,0,0,14,2,6,596,98,102,46,115,9,8,689,79,511,115,DESOTO,07/20/2020,2394
0,0,0,0,5,1,1,337,74,99,18,112,1,4,138,13,319,75,FORREST,07/20/2020,1197
0,0,1,0,0,0,0,25,10,0,0,1,0,1,1,1,19,13,FRANKLIN,07/20/2020,72
0,0,0,0,2,0,0,5,3,1,3,14,0,1,13,5,57,75,GEORGE,07/20/2020,179
0,0,0,0,0,0,0,31,5,0,2,15,0,1,9,0,65,29,GREENE,07/20/2020,157
0,0,22,0,0,0,2,382,35,0,7,40,0,2,28,0,147,46,GRENADA,07/20/2020,711
0,0,0,0,1,0,0,27,5,1,7,17,0,1,8,7,121,9,HANCOCK,07/20/2020,204
1,2,1,0,15,1,4,397,58,29,24,91,1,3,140,52,536,101,HARRISON,07/20/2020,1456
0,4,2,0,9,3,6,2103,368,57,38,318,2,10,362,16,318,75,HINDS,07/20/2020,3691
0,1,1,0,0,0,0,519,37,2,13,12,0,0,12,0,41,2,HOLMES,07/20/2020,640
0,0,0,0,1,0,1,127,33,0,1,20,0,0,11,0,12,3,HUMPHREYS,07/20/2020,209
0,0,0,0,0,0,0,1,3,0,0,4,0,0,7,0,0,0,ISSAQUENA,07/20/2020,15
0,0,0,0,0,0,0,15,0,2,1,5,0,0,21,0,131,16,ITAWAMBA,07/20/2020,191
0,3,0,0,19,4,0,225,30,25,9,83,3,1,225,27,354,107,JACKSON,07/20/2020,1115
0,0,0,0,1,0,0,178,13,0,8,13,0,1,14,0,61,2,JASPER,07/20/2020,291
0,0,0,0,0,0,1,105,23,0,2,3,0,0,5,0,2,1,JEFFERSON,07/20/2020,142
0,2,0,0,0,0,0,91,4,1,2,8,0,2,8,0,33,2,JEFFERSON DAVIS,07/20/2020,153
0,10,2,0,3,1,0,427,37,164,21,112,3,2,45,32,462,61,JONES,07/20/2020,1382
0,11,18,0,0,0,2,110,6,0,4,6,0,0,5,0,32,4,KEMPER,07/20/2020,198
0,0,0,0,1,0,1,113,31,8,17,44,1,4,140,7,171,58,LAFAYETTE,07/20/2020,596
0,0,1,0,0,0,0,144,25,35,6,112,2,4,115,9,291,63,LAMAR,07/20/2020,807
0,5,3,0,7,0,1,570,50,3,8,30,0,3,24,5,332,49,LAUDERDALE,07/20/2020,1090
0,0,2,0,1,0,0,101,7,0,1,9,0,2,21,1,61,2,LAWRENCE,07/20/2020,208
1,55,130,0,0,0,1,232,5,68,7,22,3,1,21,11,115,11,LEAKE,07/20/2020,683
0,1,0,1,3,1,2,247,57,16,12,16,5,8,91,5,303,52,LEE,07/20/2020,820
0,1,2,0,1,0,1,401,41,0,7,60,0,2,16,2,72,42,LEFLORE,07/20/2020,648
0,0,0,0,0,0,0,175,10,4,11,30,0,3,30,2,310,27,LINCOLN,07/20/2020,602
0,0,0,0,2,0,0,348,44,2,2,3,0,1,94,2,135,17,LOWNDES,07/20/2020,650
1,2,0,0,9,1,2,759,118,114,27,134,1,4,136,12,356,64,MADISON,07/20/2020,1740
0,1,0,0,1,0,0,105,17,7,1,37,0,6,20,1,190,28,MARION,07/20/2020,414
0,1,0,0,1,0,0,174,16,10,3,15,1,1,93,9,50,10,MARSHALL,07/20/2020,384
0,1,0,0,1,0,0,182,37,0,7,10,0,3,56,0,180,41,MONROE,07/20/2020,518
0,2,13,0,0,0,0,75,33,0,1,5,0,0,6,1,54,34,MONTGOMERY,07/20/2020,224
2,252,407,0,2,0,1,150,19,1,6,36,0,0,28,3,159,20,NESHOBA,07/20/2020,1086
1,34,92,0,0,0,0,132,20,1,1,13,0,0,32,1,80,28,NEWTON,07/20/2020,435
0,0,0,0,0,0,0,208,13,0,4,15,0,1,30,0,34,7,NOXUBEE,07/20/2020,312
0,1,0,0,0,0,0,334,53,4,11,37,0,2,65,0,159,31,OKTIBBEHA,07/20/2020,697
0,0,0,0,0,0,0,219,152,1,2,17,0,3,98,1,54,29,PANOLA,07/20/2020,576
0,1,1,0,0,0,0,73,6,1,2,35,0,1,30,4,185,32,PEARL RIVER,07/20/2020,371
0,0,1,0,0,0,0,18,3,0,0,18,0,2,14,0,52,9,PERRY,07/20/2020,117
0,1,0,0,2,0,0,306,8,1,8,14,0,0,31,0,217,8,PIKE,07/20/2020,596
0,0,0,0,0,1,0,55,19,56,1,34,6,4,108,21,129,61,PONTOTOC,07/20/2020,495
0,0,2,0,0,0,0,33,2,0,3,7,0,0,34,0,89,22,PRENTISS,07/20/2020,192
0,0,0,0,0,0,0,68,29,0,2,18,0,0,8,0,4,0,QUITMAN,07/20/2020,129
0,3,2,2,6,0,2,346,48,58,23,105,0,9,173,8,579,95,RANKIN,07/20/2020,1459
3,4,4,0,0,0,1,329,14,187,5,22,2,1,100,19,181,14,SCOTT,07/20/2020,886
0,0,1,0,0,0,0,8,9,0,0,8,0,0,30,0,5,4,SHARKEY,07/20/2020,65
0,2,0,0,0,0,0,133,45,3,2,22,0,13,79,0,171,67,SIMPSON,07/20/2020,537
0,0,0,0,0,0,0,71,4,2,5,10,0,2,19,0,181,13,SMITH,07/20/2020,307
0,0,0,0,0,0,0,28,1,0,3,10,0,0,5,1,39,17,STONE,07/20/2020,104
0,0,1,0,1,0,0,359,87,0,22,66,0,1,54,0,47,18,SUNFLOWER,07/20/2020,656
0,0,0,0,0,0,0,121,101,3,4,3,0,0,24,0,23,14,TALLAHATCHIE,07/20/2020,293
0,0,1,0,0,0,3,139,51,2,5,23,0,2,92,3,120,45,TATE,07/20/2020,486
0,0,0,0,0,0,0,37,8,11,2,10,1,0,38,6,64,16,TIPPAH,07/20/2020,193
0,0,0,0,0,0,0,4,1,0,7,9,0,0,24,1,96,23,TISHOMINGO,07/20/2020,165
0,1,0,0,0,0,0,58,21,0,1,3,0,0,48,0,14,1,TUNICA,07/20/2020,147
1,1,1,0,0,0,0,57,12,17,2,4,1,7,72,5,106,39,UNION,07/20/2020,325
0,0,0,0,1,0,0,117,10,1,7,13,0,2,31,0,165,6,WALTHALL,07/20/2020,353
0,3,1,0,2,1,1,266,142,0,9,43,0,3,56,0,143,57,WARREN,07/20/2020,727
0,0,3,0,0,1,0,377,289,0,11,167,0,2,100,0,68,38,WASHINGTON,07/20/2020,1056
0,0,0,0,0,0,0,348,41,2,28,86,0,1,19,3,76,32,WAYNE,07/20/2020,636
0,0,1,0,0,0,0,46,5,0,2,3,0,0,10,0,68,9,WEBSTER,07/20/2020,144
0,2,0,0,0,0,1,81,16,0,1,4,0,1,10,0,5,8,WILKINSON,07/20/2020,129
0,1,6,0,0,0,2,165,38,1,2,4,0,1,34,0,74,20,WINSTON,07/20/2020,348
0,0,0,0,0,0,0,106,15,0,0,5,0,0,44,2,55,10,YALOBUSHA,07/20/2020,237
0,3,0,0,1,1,4,313,26,2,1,44,1,2,117,30,68,6,YAZOO,07/20/2020,619
11,421,733,4,120,18,55,16723,3118,1200,583,2754,44,161,4828,451,10372,2293,Total,07/20/2020,43889
0,0,0,0,4,0,0,232,48,4,13,30,0,1,12,20,66,19,ADAMS,07/21/2020,449
0,1,0,0,0,0,0,14,0,1,3,9,0,5,68,1,70,7,ALCORN,07/21/2020,179
0,0,0,0,0,0,0,46,8,0,0,7,0,2,8,1,56,17,AMITE,07/21/2020,145
0,2,2,0,0,0,0,202,24,5,5,8,0,0,29,0,131,15,ATTALA,07/21/2020,423
0,0,0,0,0,0,0,26,3,6,0,7,0,0,23,0,11,4,BENTON,07/21/2020,80
0,1,6,0,1,0,0,300,80,2,28,19,0,3,69,2,75,19,BOLIVAR,07/21/2020,605
0,0,0,1,0,0,0,68,7,16,3,16,0,2,71,6,66,14,CALHOUN,07/21/2020,270
0,0,3,0,0,0,1,73,9,0,1,7,0,0,8,0,80,39,CARROLL,07/21/2020,221
1,0,0,0,0,0,6,163,31,7,6,18,0,1,50,5,52,8,CHICKASAW,07/21/2020,348
0,0,0,0,0,0,0,38,5,0,0,4,0,0,14,0,25,9,CHOCTAW,07/21/2020,95
0,1,0,0,1,0,0,143,79,0,0,34,0,0,74,0,16,6,CLAIBORNE,07/21/2020,354
0,0,0,0,1,0,0,115,2,2,6,12,0,1,4,0,103,11,CLARKE,07/21/2020,257
0,0,0,0,0,0,0,200,34,1,4,11,0,0,23,1,30,5,CLAY,07/21/2020,309
0,0,0,0,0,0,0,145,131,3,5,45,1,0,44,5,19,45,COAHOMA,07/21/2020,443
0,2,0,0,1,0,1,400,44,41,16,114,0,2,56,3,85,12,COPIAH,07/21/2020,777
0,0,0,0,0,0,1,153,19,9,1,24,0,5,58,3,163,40,COVINGTON,07/21/2020,476
0,4,0,0,14,2,6,598,108,103,47,134,9,9,716,79,517,128,DESOTO,07/21/2020,2474
0,0,0,0,5,1,1,346,77,99,18,123,1,4,136,13,331,77,FORREST,07/21/2020,1232
0,0,1,0,0,0,0,25,11,0,0,2,0,1,0,1,22,11,FRANKLIN,07/21/2020,74
0,0,0,0,2,0,0,5,3,1,3,16,0,1,19,5,60,77,GEORGE,07/21/2020,192
0,0,0,0,0,0,0,31,5,0,2,17,0,1,9,0,66,34,GREENE,07/21/2020,165
0,0,20,0,0,0,2,387,36,0,8,38,0,2,31,0,151,46,GRENADA,07/21/2020,721
0,0,0,0,1,0,0,28,6,1,7,19,0,1,8,7,125,9,HANCOCK,07/21/2020,212
1,3,1,0,18,1,4,413,57,28,24,94,1,3,149,55,560,109,HARRISON,07/21/2020,1521
0,4,1,0,9,3,6,2146,389,58,40,367,2,10,377,16,328,79,HINDS,07/21/2020,3835
0,1,3,0,0,0,0,527,54,2,13,18,0,0,13,0,41,3,HOLMES,07/21/2020,675
0,0,0,0,1,0,1,128,38,0,1,26,0,0,11,0,13,3,HUMPHREYS,07/21/2020,222
0,0,0,0,0,0,0,1,3,0,0,4,0,0,8,0,0,0,ISSAQUENA,07/21/2020,16
0,0,0,0,0,0,0,15,0,2,1,5,0,0,22,0,143,20,ITAWAMBA,07/21/2020,208
0,4,0,0,20,5,0,227,30,26,9,97,3,1,259,27,373,102,JACKSON,07/21/2020,1183
0,0,0,0,1,0,0,180,12,0,8,21,0,1,17,0,61,3,JASPER,07/21/2020,304
0,0,0,0,0,0,1,109,21,0,2,4,0,0,5,0,2,1,JEFFERSON,07/21/2020,145
0,2,0,0,0,0,0,91,4,1,2,6,0,2,8,0,35,2,JEFFERSON DAVIS,07/21/2020,153
0,10,2,0,4,1,0,437,41,166,21,124,3,2,42,32,473,64,JONES,07/21/2020,1422
0,11,18,0,0,1,2,110,7,0,4,6,0,0,5,0,33,4,KEMPER,07/21/2020,201
0,0,0,0,1,0,1,115,32,8,17,44,1,4,148,7,175,60,LAFAYETTE,07/21/2020,613
0,0,1,0,0,0,0,145,28,35,6,126,2,4,115,9,298,63,LAMAR,07/21/2020,832
0,5,3,0,7,0,1,574,53,3,8,32,0,3,27,5,342,52,LAUDERDALE,07/21/2020,1115
0,0,0,0,1,0,0,107,5,0,2,11,0,3,20,1,61,3,LAWRENCE,07/21/2020,214
1,55,130,0,0,0,1,235,5,68,7,24,3,1,21,11,120,11,LEAKE,07/21/2020,693
0,1,0,1,3,1,2,256,58,17,12,17,5,8,93,5,324,60,LEE,07/21/2020,863
0,1,3,0,1,0,1,401,43,0,11,61,0,2,22,2,73,42,LEFLORE,07/21/2020,663
0,0,0,0,0,0,0,175,10,4,11,41,0,3,29,2,318,25,LINCOLN,07/21/2020,618
0,0,0,0,2,0,0,350,44,2,2,5,0,1,106,2,139,18,LOWNDES,07/21/2020,671
1,2,0,0,9,2,2,778,129,115,27,147,1,4,147,12,361,67,MADISON,07/21/2020,1804
0,1,0,0,1,0,0,116,13,7,4,40,0,6,21,1,191,32,MARION,07/21/2020,433
0,1,0,0,1,0,0,176,19,10,3,15,1,1,95,9,50,11,MARSHALL,07/21/2020,392
0,1,0,0,1,0,0,189,35,0,7,13,0,3,51,0,186,39,MONROE,07/21/2020,525
0,2,13,0,0,0,0,76,34,0,1,5,0,0,6,1,54,37,MONTGOMERY,07/21/2020,229
2,252,408,0,2,0,1,151,21,1,6,37,0,0,34,3,163,32,NESHOBA,07/21/2020,1113
1,34,93,0,0,0,0,135,19,1,1,14,0,0,33,1,80,30,NEWTON,07/21/2020,442
0,0,0,0,0,0,0,211,14,0,4,23,0,2,32,0,35,7,NOXUBEE,07/21/2020,328
0,1,0,0,0,0,0,334,54,4,11,39,0,2,67,0,161,32,OKTIBBEHA,07/21/2020,705
0,0,0,0,0,0,0,225,161,1,2,17,0,3,101,1,57,28,PANOLA,07/21/2020,596
0,1,1,0,0,0,0,73,6,2,2,39,0,1,29,3,193,33,PEARL RIVER,07/21/2020,383
0,0,1,0,0,0,0,19,6,0,0,19,0,2,16,0,55,9,PERRY,07/21/2020,127
0,1,0,0,2,0,0,313,18,1,8,18,0,0,28,0,221,14,PIKE,07/21/2020,624
0,0,0,0,0,1,0,60,19,56,2,35,7,4,117,22,135,75,PONTOTOC,07/21/2020,533
0,0,2,0,0,0,0,35,4,0,3,7,0,0,33,0,92,27,PRENTISS,07/21/2020,203
0,0,0,0,0,0,0,68,33,0,2,22,0,0,10,0,4,0,QUITMAN,07/21/2020,139
0,3,2,2,6,0,2,355,49,59,23,137,0,9,188,8,595,99,RANKIN,07/21/2020,1537
3,4,5,0,0,0,1,332,18,187,6,24,2,1,101,19,183,15,SCOTT,07/21/2020,901
0,0,1,0,0,0,0,10,9,0,0,8,0,0,42,0,5,4,SHARKEY,07/21/2020,79
0,2,0,0,0,0,0,134,46,3,2,23,0,13,83,0,175,67,SIMPSON,07/21/2020,548
0,0,0,0,0,0,0,76,3,2,5,16,0,1,16,0,188,11,SMITH,07/21/2020,318
0,0,0,0,0,0,0,29,2,0,3,11,0,0,7,1,39,17,STONE,07/21/2020,109
0,0,1,0,1,0,0,379,85,0,30,67,0,1,55,0,47,22,SUNFLOWER,07/21/2020,688
0,0,0,0,0,0,0,121,108,3,5,3,0,0,24,0,23,14,TALLAHATCHIE,07/21/2020,301
0,0,1,0,0,0,3,139,51,2,5,24,0,2,96,3,120,47,TATE,07/21/2020,493
0,0,0,0,0,0,0,37,9,11,2,13,1,0,40,6,68,16,TIPPAH,07/21/2020,203
0,0,0,0,0,0,0,4,1,1,7,9,0,0,25,0,109,22,TISHOMINGO,07/21/2020,178
0,1,0,0,0,0,0,58,26,0,1,5,0,0,49,0,14,1,TUNICA,07/21/2020,155
1,1,1,0,0,0,0,58,13,17,2,5,1,7,74,6,114,38,UNION,07/21/2020,338
0,0,0,0,1,0,0,119,10,1,7,14,0,2,31,0,165,8,WALTHALL,07/21/2020,358
0,3,1,0,2,1,1,272,145,0,9,45,0,3,61,0,147,58,WARREN,07/21/2020,748
0,0,3,0,0,1,0,399,293,0,13,179,0,2,107,0,69,39,WASHINGTON,07/21/2020,1105
0,0,0,0,0,0,0,351,43,2,29,87,0,1,21,3,80,33,WAYNE,07/21/2020,650
0,0,1,0,0,0,0,46,6,0,2,3,0,0,10,0,69,9,WEBSTER,07/21/2020,146
0,2,0,0,0,0,1,82,15,0,1,4,0,1,10,0,6,7,WILKINSON,07/21/2020,129
0,1,6,0,0,0,2,166,72,1,2,7,0,1,40,0,76,37,WINSTON,07/21/2020,411
0,0,0,0,0,0,0,111,17,0,0,5,0,0,45,2,55,10,YALOBUSHA,07/21/2020,245
0,3,0,0,1,1,4,317,30,2,1,50,1,2,123,30,69,6,YAZOO,07/21/2020,640
11,424,734,4,125,21,55,17034,3340,1210,615,3076,45,163,5095,457,10686,2429,Total,07/21/2020,45524
0,0,0,0,4,0,0,239,44,4,13,30,0,1,11,20,70,19,ADAMS,07/22/2020,455
0,1,0,0,0,0,0,14,0,1,3,10,0,5,72,1,74,9,ALCORN,07/22/2020,190
0,0,0,0,0,0,0,46,9,0,0,7,0,2,11,1,57,18,AMITE,07/22/2020,151
0,2,2,0,0,0,0,202,26,5,5,10,0,0,33,0,131,16,ATTALA,07/22/2020,432
0,0,0,0,0,0,0,26,3,6,0,7,0,0,27,0,11,4,BENTON,07/22/2020,84
0,1,6,0,1,0,0,305,91,2,25,19,0,3,83,2,75,21,BOLIVAR,07/22/2020,634
0,0,0,1,0,0,0,70,6,16,4,15,0,2,98,6,72,13,CALHOUN,07/22/2020,303
0,0,3,0,0,0,1,73,9,0,1,7,0,0,10,0,82,39,CARROLL,07/22/2020,225
1,0,0,0,0,0,6,167,29,6,6,18,0,1,51,5,53,7,CHICKASAW,07/22/2020,350
0,0,0,0,0,0,0,38,6,0,0,4,0,0,13,0,26,10,CHOCTAW,07/22/2020,97
0,1,0,0,1,0,0,143,80,0,0,34,0,0,78,0,16,6,CLAIBORNE,07/22/2020,359
0,0,0,0,1,0,0,116,2,2,6,12,0,1,6,0,104,13,CLARKE,07/22/2020,263
0,0,0,0,0,0,0,201,34,1,4,10,0,0,24,1,30,5,CLAY,07/22/2020,310
0,0,0,0,0,0,0,148,137,3,6,44,1,0,52,5,20,49,COAHOMA,07/22/2020,465
0,2,1,0,1,0,1,401,43,41,16,113,0,2,61,3,85,13,COPIAH,07/22/2020,783
0,0,0,0,0,0,1,157,19,9,2,23,0,6,62,3,177,39,COVINGTON,07/22/2020,498
0,4,1,0,14,2,6,614,114,104,48,131,10,11,823,80,522,135,DESOTO,07/22/2020,2619
0,0,0,0,5,1,1,349,78,99,18,122,1,5,153,13,339,83,FORREST,07/22/2020,1267
0,0,1,0,0,0,0,26,11,0,0,2,0,1,3,1,22,11,FRANKLIN,07/22/2020,78
0,0,0,0,2,0,0,5,3,1,3,16,0,1,23,5,61,76,GEORGE,07/22/2020,196
0,0,0,0,0,0,0,31,5,0,2,17,0,1,11,0,66,37,GREENE,07/22/2020,170
0,0,19,0,0,0,2,394,34,0,9,36,0,2,33,0,157,44,GRENADA,07/22/2020,730
0,0,0,0,1,0,0,28,6,1,7,19,0,1,9,7,126,9,HANCOCK,07/22/2020,214
1,3,1,0,18,1,2,425,53,28,25,91,1,3,184,57,572,108,HARRISON,07/22/2020,1573
0,4,1,0,10,3,6,2192,399,61,41,368,2,10,426,16,352,61,HINDS,07/22/2020,3952
0,1,3,0,0,0,0,535,59,2,13,14,0,0,15,0,41,4,HOLMES,07/22/2020,687
0,0,0,0,1,0,1,130,41,0,1,24,0,0,13,0,13,3,HUMPHREYS,07/22/2020,227
0,0,0,0,0,0,0,1,3,0,0,4,0,0,8,0,0,0,ISSAQUENA,07/22/2020,16
0,0,0,0,0,0,0,15,0,3,1,5,0,0,24,0,148,24,ITAWAMBA,07/22/2020,220
0,4,0,0,20,5,1,231,30,25,9,100,4,1,428,27,382,101,JACKSON,07/22/2020,1368
0,0,0,0,1,0,0,183,11,0,8,21,0,1,19,0,61,3,JASPER,07/22/2020,308
0,0,0,0,0,0,1,112,21,0,2,4,0,0,8,0,2,1,JEFFERSON,07/22/2020,151
0,2,0,0,0,0,0,91,4,1,2,6,0,4,7,0,39,3,JEFFERSON DAVIS,07/22/2020,159
0,10,2,0,4,1,0,439,40,166,21,123,3,2,47,32,477,65,JONES,07/22/2020,1432
0,11,18,0,0,1,2,110,8,0,4,7,0,0,6,0,33,4,KEMPER,07/22/2020,204
0,0,0,0,1,0,1,117,34,9,17,42,1,4,160,7,177,63,LAFAYETTE,07/22/2020,633
0,0,1,0,0,0,0,146,28,35,9,123,2,5,120,9,304,63,LAMAR,07/22/2020,845
0,4,5,0,7,0,0,581,67,3,7,29,0,3,30,5,344,69,LAUDERDALE,07/22/2020,1154
0,0,0,0,1,0,0,109,6,0,3,10,0,4,20,1,65,3,LAWRENCE,07/22/2020,222
1,57,130,0,0,0,1,236,5,68,6,24,3,1,21,11,124,11,LEAKE,07/22/2020,699
0,1,0,1,3,1,2,259,60,17,12,18,5,8,95,5,330,62,LEE,07/22/2020,879
0,1,4,0,1,1,1,407,43,1,10,61,0,2,23,2,74,50,LEFLORE,07/22/2020,681
0,0,0,0,0,0,0,177,11,4,13,32,0,3,31,2,319,30,LINCOLN,07/22/2020,622
0,0,0,0,2,0,0,353,44,2,2,5,0,1,144,2,142,17,LOWNDES,07/22/2020,714
1,2,0,0,9,2,2,781,130,115,29,150,1,5,175,12,368,70,MADISON,07/22/2020,1852
0,1,0,0,1,0,0,118,15,7,5,40,0,6,29,1,194,32,MARION,07/22/2020,449
0,1,0,0,1,0,0,177,19,10,3,16,1,1,104,9,50,15,MARSHALL,07/22/2020,407
0,1,0,0,1,0,0,191,35,0,7,13,0,3,55,0,186,44,MONROE,07/22/2020,536
0,2,14,0,0,0,0,77,34,0,1,5,0,0,7,1,55,41,MONTGOMERY,07/22/2020,237
2,254,407,0,2,1,1,153,24,1,6,33,0,0,39,3,166,37,NESHOBA,07/22/2020,1129
1,34,93,0,0,0,0,135,20,1,1,13,0,0,36,1,82,35,NEWTON,07/22/2020,452
0,0,0,0,0,0,0,212,14,0,4,24,0,2,43,0,35,7,NOXUBEE,07/22/2020,341
0,1,0,0,0,0,0,336,54,4,11,38,0,2,68,0,163,35,OKTIBBEHA,07/22/2020,712
0,0,0,0,0,0,0,226,174,1,2,16,0,4,107,1,57,29,PANOLA,07/22/2020,617
0,1,1,0,0,0,0,73,6,1,2,39,0,1,32,4,198,33,PEARL RIVER,07/22/2020,391
0,0,1,0,0,0,0,19,6,0,1,18,0,2,27,0,56,13,PERRY,07/22/2020,143
0,1,0,0,2,0,1,316,17,1,8,16,0,0,49,0,224,14,PIKE,07/22/2020,649
0,0,0,0,0,1,0,60,19,56,2,34,7,4,118,22,138,77,PONTOTOC,07/22/2020,538
0,0,2,0,0,0,0,36,4,0,3,8,0,0,38,0,101,27,PRENTISS,07/22/2020,219
0,0,0,0,0,0,0,68,32,0,2,22,0,0,10,0,4,0,QUITMAN,07/22/2020,138
0,3,2,2,6,0,2,362,50,60,23,140,0,11,236,9,612,105,RANKIN,07/22/2020,1623
3,4,5,0,0,0,1,333,17,187,6,24,2,1,105,19,185,19,SCOTT,07/22/2020,911
0,0,1,0,0,0,0,10,11,0,0,8,0,0,47,0,5,4,SHARKEY,07/22/2020,86
0,2,0,0,0,0,0,137,49,5,2,23,0,18,89,0,184,67,SIMPSON,07/22/2020,576
0,0,0,0,0,0,0,77,3,2,5,16,0,1,18,0,194,9,SMITH,07/22/2020,325
0,0,0,0,0,0,0,29,2,0,3,11,0,0,6,1,41,18,STONE,07/22/2020,111
0,0,2,0,1,0,0,390,81,0,30,60,0,1,63,0,48,23,SUNFLOWER,07/22/2020,699
0,0,0,0,0,0,0,125,117,3,5,3,0,0,27,0,23,15,TALLAHATCHIE,07/22/2020,318
0,0,1,0,0,0,3,141,52,2,5,24,0,2,105,3,124,49,TATE,07/22/2020,511
0,0,0,0,0,0,0,37,9,11,2,13,1,0,47,6,68,18,TIPPAH,07/22/2020,212
0,0,0,0,0,0,0,4,1,0,7,9,0,0,25,1,114,23,TISHOMINGO,07/22/2020,184
0,1,0,0,0,0,0,61,27,0,1,6,0,0,57,0,14,1,TUNICA,07/22/2020,168
1,1,1,0,0,0,0,59,14,17,2,6,1,7,85,6,116,37,UNION,07/22/2020,353
0,0,0,0,1,0,0,121,8,1,7,13,0,2,44,0,167,8,WALTHALL,07/22/2020,372
0,3,1,0,2,1,1,274,151,0,9,48,0,3,63,0,148,58,WARREN,07/22/2020,762
0,0,3,0,0,1,0,404,298,0,13,183,0,2,115,0,69,40,WASHINGTON,07/22/2020,1128
0,0,0,0,0,0,0,353,42,2,29,86,0,1,25,3,80,33,WAYNE,07/22/2020,654
0,0,0,0,0,0,0,47,6,0,2,3,0,0,10,0,72,8,WEBSTER,07/22/2020,148
0,2,0,0,0,0,1,83,17,0,1,4,0,1,12,0,8,5,WILKINSON,07/22/2020,134
0,1,6,0,0,0,2,169,91,1,2,7,0,1,40,0,77,61,WINSTON,07/22/2020,458
0,0,0,0,0,0,0,112,17,0,0,5,0,0,52,2,55,13,YALOBUSHA,07/22/2020,256
0,3,0,0,1,1,4,319,32,2,1,50,1,2,131,30,70,6,YAZOO,07/22/2020,653
11,427,738,4,126,23,54,17267,3454,1216,626,3044,47,180,5915,463,10926,2550,Total,07/22/2020,47071
0,0,0,0,4,0,0,247,44,4,13,29,0,1,12,20,70,22,ADAMS,07/23/2020,466
0,1,0,0,0,0,0,14,0,1,4,9,0,6,77,1,76,9,ALCORN,07/23/2020,198
0,0,0,0,0,0,0,46,9,0,0,7,0,2,16,1,57,18,AMITE,07/23/2020,156
0,2,2,0,0,0,0,205,25,5,5,9,0,1,33,0,132,16,ATTALA,07/23/2020,435
0,0,0,0,0,0,0,27,4,7,0,6,0,0,26,0,11,4,BENTON,07/23/2020,85
0,1,6,0,1,0,0,310,117,2,11,32,0,3,90,2,76,22,BOLIVAR,07/23/2020,673
0,0,0,1,0,0,0,72,6,17,4,15,0,2,99,6,80,13,CALHOUN,07/23/2020,315
0,0,5,0,0,0,1,73,9,0,1,8,0,0,10,0,83,40,CARROLL,07/23/2020,230
1,0,0,0,0,0,6,167,32,6,6,19,0,1,52,5,55,10,CHICKASAW,07/23/2020,360
0,0,0,0,0,0,0,38,7,0,0,4,0,0,14,0,30,7,CHOCTAW,07/23/2020,100
0,1,0,0,1,0,0,144,80,0,1,35,0,0,79,0,16,6,CLAIBORNE,07/23/2020,363
0,0,0,0,1,0,0,117,1,2,6,14,0,1,4,0,104,13,CLARKE,07/23/2020,263
0,0,0,0,0,0,0,202,35,1,4,10,0,0,24,1,31,5,CLAY,07/23/2020,313
0,0,0,0,0,0,0,152,138,3,3,42,1,1,54,5,20,52,COAHOMA,07/23/2020,471
