% Cases Race/Ethnicity: Asian,% Cases Race/Ethnicity: Black or African American,% Cases Race/Ethnicity: Hispanic or Latino,% Cases Race/Ethnicity: Not Hispanic or Latino,% Cases Race/Ethnicity: Other Race,% Cases Race/Ethnicity: Unknown Ethnicity,% Cases Race/Ethnicity: Unknown Race,% Cases Race/Ethnicity: White,% Deaths Race/Ethnicity: Asian,% Deaths Race/Ethnicity: Black or African American,% Deaths Race/Ethnicity: Hispanic or Latino,% Deaths Race/Ethnicity: Not Hispanic or Latino,% Deaths Race/Ethnicity: Other Race,% Deaths Race/Ethnicity: Unknown Ethnicity,% Deaths Race/Ethnicity: Unknown Race,% Deaths Race/Ethnicity: White,PctCaseAge_0_19,PctCaseAge_20_29,PctCaseAge_30_39,PctCaseAge_40_49,PctCaseAge_50_59,PctCaseAge_60_69,PctCaseAge_70_79,PctCaseAge_80_plus,PctCaseFemale,PctCaseMale,PctDeathAge_0_19,PctDeathAge_20_29,PctDeathAge_30_39,PctDeathAge_40_49,PctDeathAge_50_59,PctDeathAge_60_69,PctDeathAge_70_79,PctDeathAge_80_plus,PctDeathFemale,PctDeathMale,Scrape_Time
1.1 ,10.4 ,9.2 ,36.8 ,14.9 ,54.0 ,21.5 ,52.0 ,0.5 ,13.8 ,2.2 ,51.3 ,13.3 ,46.6 ,7.1 ,65.2 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-04 20:49:36.425021
1.1 ,10.3 ,9.2 ,36.9 ,14.8 ,54.0 ,21.6 ,52.1 ,0.5 ,13.8 ,2.2 ,51.2 ,13.3 ,46.6 ,7.2 ,65.2 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-05 20:07:56.836063
1.1 ,10.3 ,9.1 ,36.9 ,14.8 ,54.0 ,21.7 ,52.1 ,0.5 ,13.8 ,2.2 ,51.2 ,13.3 ,46.6 ,7.2 ,65.2 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-06 20:06:50.059910
1.1 ,10.2 ,9.1 ,36.9 ,14.8 ,54.0 ,21.8 ,52.1 ,0.5 ,13.7 ,2.2 ,51.2 ,13.3 ,46.6 ,7.3 ,65.2 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-07 20:23:40.981687
1.1 ,10.2 ,9.1 ,36.9 ,14.8 ,54.0 ,21.8 ,52.1 ,0.5 ,13.7 ,2.2 ,51.3 ,13.2 ,46.5 ,7.3 ,65.2 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-08 19:59:23.056081
1.1 ,10.2 ,9.1 ,37.0 ,14.9 ,53.9 ,20.9 ,52.8 ,0.5 ,13.7 ,2.2 ,51.2 ,13.2 ,46.6 ,7.0 ,65.5 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-09 20:04:20.425202
1.1 ,10.2 ,9.0 ,37.0 ,14.9 ,54.0 ,21.0 ,52.8 ,0.5 ,13.7 ,2.2 ,51.3 ,13.2 ,46.5 ,7.0 ,65.5 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-10 20:24:54.235024
1.1 ,10.1 ,9.0 ,37.0 ,14.8 ,54.1 ,21.0 ,52.9 ,0.5 ,13.7 ,2.2 ,51.3 ,13.2 ,46.5 ,7.0 ,65.6 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-11 20:24:58.489761
1.1 ,10.1 ,9.0 ,37.0 ,14.8 ,54.1 ,21.1 ,52.9 ,0.5 ,13.7 ,2.2 ,51.3 ,13.2 ,46.6 ,7.1 ,65.5 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-12 20:06:01.543615
1.1 ,10.0 ,8.9 ,36.8 ,14.7 ,54.3 ,21.6 ,52.6 ,0.5 ,13.7 ,2.2 ,51.2 ,13.2 ,46.6 ,7.1 ,65.6 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-13 20:02:31.608803
1.1 ,9.9 ,8.9 ,36.8 ,14.6 ,54.3 ,21.6 ,52.6 ,0.5 ,13.7 ,2.2 ,51.2 ,13.2 ,46.6 ,7.1 ,65.5 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-14 20:04:51.099741
1.1 ,9.9 ,8.9 ,36.8 ,14.6 ,54.4 ,21.6 ,52.7 ,0.5 ,13.6 ,2.2 ,51.2 ,13.1 ,46.6 ,7.1 ,65.7 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-16 09:12:41.088623
1.1 ,9.9 ,8.9 ,36.8 ,14.7 ,54.4 ,20.9 ,53.3 ,0.5 ,13.6 ,2.2 ,51.1 ,13.1 ,46.7 ,7.0 ,65.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-16 20:13:03.166227
1.1 ,9.9 ,8.8 ,36.8 ,14.7 ,54.3 ,20.9 ,53.3 ,0.5 ,13.5 ,2.2 ,51.1 ,13.1 ,46.7 ,7.0 ,65.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-17 20:15:46.060558
1.1 ,9.8 ,8.8 ,36.9 ,14.7 ,54.3 ,21.0 ,53.4 ,0.5 ,13.5 ,2.2 ,50.9 ,13.1 ,46.8 ,7.0 ,65.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-18 20:06:01.431005
1.1 ,9.8 ,8.8 ,36.9 ,14.6 ,54.2 ,21.0 ,53.4 ,0.5 ,13.5 ,2.3 ,50.9 ,13.1 ,46.9 ,7.0 ,65.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-19 20:57:07.646883
1.1 ,9.8 ,8.8 ,37.0 ,14.6 ,54.2 ,21.1 ,53.4 ,0.5 ,13.5 ,2.3 ,50.9 ,13.0 ,46.8 ,7.0 ,65.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-20 19:30:41.463962
1.1 ,9.8 ,8.8 ,37.0 ,14.6 ,54.2 ,21.1 ,53.4 ,0.5 ,13.5 ,2.3 ,50.9 ,13.0 ,46.9 ,7.1 ,65.8 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-21 20:42:44.426258
1.1 ,9.8 ,8.8 ,36.9 ,14.6 ,54.3 ,21.1 ,53.4 ,0.5 ,13.5 ,2.3 ,50.8 ,13.0 ,46.9 ,7.2 ,65.8 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-22 20:17:44.865607
1.1 ,9.8 ,8.8 ,36.9 ,14.6 ,54.3 ,20.5 ,54.0 ,0.5 ,13.4 ,2.3 ,50.8 ,13.0 ,46.9 ,7.1 ,65.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-23 20:06:19.047568
1.1 ,9.8 ,8.7 ,36.9 ,14.6 ,54.3 ,20.6 ,53.9 ,0.5 ,13.4 ,2.3 ,50.7 ,13.0 ,47.0 ,7.2 ,65.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-24 20:08:58.130427
1.1 ,9.7 ,8.7 ,37.0 ,14.6 ,54.3 ,20.7 ,53.9 ,0.5 ,13.3 ,2.3 ,50.8 ,13.1 ,46.9 ,7.2 ,65.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-25 20:14:08.055139
1.1 ,9.7 ,8.7 ,37.0 ,14.5 ,54.3 ,20.8 ,54.0 ,0.5 ,13.3 ,2.3 ,50.7 ,13.2 ,47.0 ,7.1 ,65.8 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-26 20:34:47.193289
1.1 ,9.6 ,8.7 ,37.0 ,14.5 ,54.3 ,20.8 ,54.0 ,0.5 ,13.3 ,2.3 ,50.7 ,13.3 ,47.0 ,7.2 ,65.8 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-27 19:56:32.317415
1.1 ,9.6 ,8.7 ,37.1 ,14.4 ,54.2 ,20.9 ,54.0 ,0.5 ,13.2 ,2.3 ,50.6 ,13.3 ,47.1 ,7.2 ,65.8 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-28 20:09:34.542310
1.1 ,9.6 ,8.7 ,37.1 ,14.4 ,54.2 ,20.9 ,54.1 ,0.5 ,13.1 ,2.3 ,50.5 ,13.2 ,47.1 ,7.2 ,65.8 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-29 19:58:44.878122
1.1 ,9.6 ,8.6 ,37.2 ,14.5 ,54.2 ,20.1 ,54.6 ,0.5 ,13.2 ,2.3 ,50.5 ,13.2 ,47.2 ,7.1 ,66.0 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-09-30 20:10:29.012201
1.1 ,9.6 ,8.6 ,37.2 ,14.4 ,54.2 ,20.2 ,54.7 ,0.5 ,13.1 ,2.3 ,50.5 ,13.3 ,47.2 ,7.1 ,66.0 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-01 21:11:58.171879
1.1 ,9.5 ,8.6 ,37.3 ,14.4 ,54.1 ,20.2 ,54.7 ,0.5 ,13.1 ,2.3 ,50.5 ,13.2 ,47.2 ,7.1 ,66.0 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-02 20:14:57.032504
1.1 ,9.5 ,8.6 ,37.3 ,14.4 ,54.2 ,20.4 ,54.7 ,0.5 ,13.1 ,2.4 ,50.3 ,13.3 ,47.3 ,7.2 ,65.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-03 20:25:12.335086
1.1 ,9.4 ,8.5 ,37.3 ,14.3 ,54.2 ,20.5 ,54.7 ,0.5 ,13.1 ,2.3 ,50.3 ,13.3 ,47.3 ,7.2 ,65.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-04 19:58:07.129262
1.1 ,9.4 ,8.5 ,37.3 ,14.3 ,54.1 ,20.5 ,54.7 ,0.5 ,13.1 ,2.3 ,50.3 ,13.3 ,47.4 ,7.2 ,65.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-05 20:01:59.727548
1.1 ,9.4 ,8.5 ,37.4 ,14.2 ,54.1 ,20.5 ,54.8 ,0.5 ,13.0 ,2.4 ,50.3 ,13.4 ,47.3 ,7.2 ,65.8 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-06 20:07:44.438092
1.1 ,9.4 ,8.5 ,37.5 ,14.3 ,54.0 ,19.8 ,55.3 ,0.5 ,12.9 ,2.4 ,50.2 ,13.5 ,47.4 ,7.0 ,66.0 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-07 20:16:22.218554
1.1 ,9.3 ,8.5 ,37.6 ,14.2 ,53.9 ,19.9 ,55.4 ,0.5 ,12.9 ,2.4 ,50.2 ,13.4 ,47.5 ,7.0 ,66.1 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-08 20:13:56.152672
1.1 ,9.2 ,8.5 ,37.8 ,14.2 ,53.8 ,20.0 ,55.5 ,0.5 ,12.8 ,2.4 ,50.1 ,13.5 ,47.5 ,7.0 ,66.1 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-09 20:01:55.520018
1.2 ,9.2 ,8.4 ,38.0 ,14.1 ,53.6 ,20.0 ,55.5 ,0.5 ,12.8 ,2.4 ,50.2 ,13.5 ,47.4 ,7.0 ,66.2 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-11 01:40:06.563659
1.2 ,9.1 ,8.4 ,38.1 ,14.0 ,53.5 ,20.1 ,55.6 ,0.5 ,12.7 ,2.4 ,50.2 ,13.5 ,47.4 ,7.0 ,66.3 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-11 20:01:09.449575
1.2 ,9.1 ,8.4 ,38.3 ,14.0 ,53.4 ,20.1 ,55.7 ,0.6 ,12.7 ,2.4 ,50.1 ,13.5 ,47.5 ,7.1 ,66.2 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-12 20:07:01.330120
1.2 ,9.0 ,8.4 ,38.4 ,13.9 ,53.3 ,20.1 ,55.8 ,0.6 ,12.7 ,2.4 ,50.2 ,13.4 ,47.4 ,7.1 ,66.3 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-13 19:49:32.806573
1.2 ,9.1 ,8.3 ,38.5 ,14.0 ,53.2 ,19.3 ,56.5 ,0.6 ,12.7 ,2.4 ,50.2 ,13.4 ,47.4 ,6.9 ,66.4 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-14 20:02:35.812673
1.2 ,9.0 ,8.3 ,38.6 ,13.9 ,53.1 ,19.4 ,56.5 ,0.6 ,12.6 ,2.5 ,50.2 ,13.4 ,47.3 ,6.9 ,66.5 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-15 21:40:00.299964
1.2 ,8.9 ,8.2 ,38.8 ,13.8 ,52.9 ,19.5 ,56.6 ,0.6 ,12.6 ,2.5 ,50.1 ,13.4 ,47.4 ,6.9 ,66.5 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-16 20:41:14.458147
1.2 ,8.8 ,8.2 ,39.0 ,13.8 ,52.7 ,19.6 ,56.6 ,0.6 ,12.5 ,2.5 ,50.0 ,13.4 ,47.5 ,7.0 ,66.5 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-17 20:06:52.842971
1.2 ,8.8 ,8.2 ,39.1 ,13.7 ,52.7 ,19.6 ,56.6 ,0.6 ,12.5 ,2.6 ,50.0 ,13.5 ,47.4 ,7.1 ,66.4 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-18 20:03:24.539365
1.2 ,8.8 ,8.2 ,39.2 ,13.7 ,52.6 ,19.7 ,56.6 ,0.6 ,12.4 ,2.6 ,50.0 ,13.5 ,47.4 ,7.1 ,66.4 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-19 20:14:21.278814
1.2 ,8.7 ,8.2 ,39.3 ,13.6 ,52.5 ,19.8 ,56.7 ,0.6 ,12.3 ,2.6 ,49.9 ,13.6 ,47.5 ,7.2 ,66.4 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-20 20:35:20.121119
1.2 ,8.7 ,8.2 ,39.5 ,13.7 ,52.4 ,18.9 ,57.5 ,0.6 ,12.2 ,2.6 ,49.9 ,13.6 ,47.5 ,6.9 ,66.7 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-21 19:53:47.196787
1.2 ,8.6 ,8.1 ,39.6 ,13.6 ,52.3 ,19.1 ,57.5 ,0.6 ,12.1 ,2.6 ,50.0 ,13.6 ,47.5 ,7.0 ,66.7 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-22 19:10:20.744235
1.2 ,8.6 ,8.1 ,39.7 ,13.5 ,52.2 ,19.2 ,57.5 ,0.6 ,12.1 ,2.5 ,49.9 ,13.6 ,47.5 ,7.1 ,66.7 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-23 20:03:31.585341
1.2 ,8.5 ,8.0 ,39.9 ,13.5 ,52.1 ,19.3 ,57.6 ,0.6 ,12.1 ,2.6 ,50.0 ,13.7 ,47.5 ,7.0 ,66.7 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-24 19:56:32.877051
1.2 ,8.4 ,8.0 ,40.0 ,13.4 ,52.0 ,19.3 ,57.6 ,0.6 ,12.0 ,2.5 ,50.0 ,13.6 ,47.5 ,7.1 ,66.7 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-25 20:07:18.556369
1.2 ,8.4 ,8.0 ,40.1 ,13.4 ,51.9 ,19.4 ,57.6 ,0.6 ,12.0 ,2.6 ,49.9 ,13.7 ,47.5 ,7.1 ,66.6 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-26 20:03:42.616963
1.2 ,8.3 ,8.0 ,40.3 ,13.3 ,51.7 ,19.5 ,57.7 ,0.6 ,12.0 ,2.6 ,50.0 ,13.6 ,47.5 ,7.3 ,66.5 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-27 20:11:00.964347
1.2 ,8.4 ,8.0 ,40.6 ,13.4 ,51.4 ,18.4 ,58.6 ,0.6 ,11.9 ,2.5 ,50.1 ,13.5 ,47.4 ,6.8 ,67.2 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-28 20:05:05.623526
1.2 ,8.3 ,7.9 ,40.8 ,13.2 ,51.3 ,18.6 ,58.7 ,0.5 ,11.9 ,2.5 ,50.2 ,13.5 ,47.3 ,6.8 ,67.2 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-29 20:11:38.766461
1.2 ,8.2 ,7.9 ,41.0 ,13.1 ,51.1 ,18.7 ,58.7 ,0.5 ,11.8 ,2.5 ,50.2 ,13.7 ,47.3 ,6.9 ,67.2 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-30 19:42:32.316004
1.2 ,8.1 ,7.8 ,41.2 ,13.1 ,51.0 ,18.9 ,58.7 ,0.5 ,11.7 ,2.5 ,50.3 ,13.6 ,47.2 ,6.9 ,67.2 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-10-31 20:08:16.547076
1.2 ,8.0 ,7.8 ,41.3 ,13.0 ,50.9 ,19.1 ,58.7 ,0.5 ,11.7 ,2.5 ,50.4 ,13.6 ,47.1 ,6.9 ,67.3 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-01 20:22:42.392380
1.2 ,8.0 ,7.8 ,41.6 ,12.9 ,50.7 ,19.2 ,58.8 ,0.5 ,11.6 ,2.5 ,50.5 ,13.6 ,47.0 ,7.0 ,67.3 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-02 19:57:05.665812
1.2 ,7.9 ,7.8 ,41.7 ,12.8 ,50.5 ,19.3 ,58.8 ,0.5 ,11.5 ,2.5 ,50.5 ,13.6 ,47.0 ,7.1 ,67.3 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-03 20:19:56.446275
1.2 ,7.9 ,7.7 ,42.0 ,12.8 ,50.3 ,18.2 ,59.8 ,0.5 ,11.5 ,2.5 ,50.5 ,13.6 ,46.9 ,6.6 ,67.8 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-04 20:18:17.572451
1.2 ,7.8 ,7.7 ,42.4 ,12.7 ,49.9 ,18.3 ,59.9 ,0.5 ,11.4 ,2.6 ,50.5 ,13.6 ,46.9 ,6.6 ,67.9 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-05 21:27:05.178052
1.2 ,7.8 ,7.6 ,42.7 ,12.6 ,49.7 ,18.5 ,60.0 ,0.5 ,11.3 ,2.6 ,50.6 ,13.5 ,46.8 ,6.7 ,68.0 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-06 20:02:21.380785
1.2 ,7.7 ,7.6 ,42.9 ,12.5 ,49.6 ,18.7 ,59.9 ,0.5 ,11.2 ,2.6 ,50.7 ,13.4 ,46.7 ,6.7 ,68.1 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-07 20:52:50.949969
1.2 ,7.6 ,7.5 ,43.0 ,12.4 ,49.5 ,19.0 ,59.8 ,0.5 ,11.2 ,2.6 ,50.7 ,13.5 ,46.7 ,6.7 ,68.1 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-08 20:27:55.546574
1.2 ,7.5 ,7.5 ,43.2 ,12.3 ,49.2 ,19.1 ,59.8 ,0.5 ,11.2 ,2.6 ,50.8 ,13.5 ,46.7 ,6.7 ,68.1 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-09 19:21:09.169053
1.3 ,7.5 ,7.5 ,43.5 ,12.1 ,49.0 ,19.3 ,59.9 ,0.5 ,11.1 ,2.5 ,50.8 ,13.4 ,46.7 ,6.8 ,68.2 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-10 19:45:08.996376
1.3 ,7.5 ,7.4 ,43.9 ,12.2 ,48.7 ,18.1 ,60.9 ,0.5 ,11.0 ,2.5 ,50.7 ,13.4 ,46.8 ,6.5 ,68.6 ,1.7,11.7,14.4,15.7,18.1,18.2,12.4,7.6,52.1,47.9,0.0,0.0,2.7,0.0,11.4,17.1,28.7,40.1,34.3,65.7,2020-11-11 19:47:16.991896
