0_17_COVID_CASE_RATE,18_44_COVID_CASE_RATE,45_64_COVID_CASE_RATE,65_74_COVID_CASE_RATE,75+_COVID_CASE_RATE,City_Total_COVID_CASE_RATE,0_17_HOSPITALIZED_CASE_RATE,18_44_HOSPITALIZED_CASE_RATE,45_64_HOSPITALIZED_CASE_RATE,65_74_HOSPITALIZED_CASE_RATE,75+_HOSPITALIZED_CASE_RATE,City_Total_HOSPITALIZED_CASE_RATE,0_17_DEATH_RATE,18_44_DEATH_RATE,45_64_DEATH_RATE,65_74_DEATH_RATE,75+_DEATH_RATE,City_Total_DEATH_RATE,0_17_CASE_COUNT,18_44_CASE_COUNT,45_64_CASE_COUNT,65_74_CASE_COUNT,75+_CASE_COUNT,City_Total_CASE_COUNT,0_17_HOSP_COUNT,18_44_HOSP_COUNT,45_64_HOSP_COUNT,65_74_HOSP_COUNT,75+_HOSP_COUNT,City_Total_HOSP_COUNT,0_17_DEATH_COUNT,18_44_DEATH_COUNT,45_64_DEATH_COUNT,65_74_DEATH_COUNT,75+_DEATH_COUNT,City_Total_DEATH_COUNT,Female_COVID_CASE_RATE,Male_COVID_CASE_RATE,Female_HOSPITALIZED_CASE_RATE,Male_HOSPITALIZED_CASE_RATE,Female_DEATH_RATE,Male_DEATH_RATE,Female_CASE_COUNT,Male_CASE_COUNT,Female_HOSP_COUNT,Male_HOSP_COUNT,Female_DEATH_COUNT,Male_DEATH_COUNT,CASE_COUNT,HOSPITALIZED_COUNT,DEATH_COUNT,Race_Asian/Pacific-Islander_COVID_CASE_RATE,Race_Black/African-American_COVID_CASE_RATE,Race_Hispanic/Latino_COVID_CASE_RATE,Race_White_COVID_CASE_RATE,Race_Asian/Pacific-Islander_HOSPITALIZED_RATE,Race_Black/African-American_HOSPITALIZED_RATE,Race_Hispanic/Latino_HOSPITALIZED_RATE,Race_White_HOSPITALIZED_RATE,Race_Asian/Pacific-Islander_DEATH_RATE,Race_Black/African-American_DEATH_RATE,Race_Hispanic/Latino_DEATH_RATE,Race_White_DEATH_RATE,Race_Asian/Pacific-Islander_CASE_COUNT,Race_Black/African-American_CASE_COUNT,Race_Hispanic/Latino_CASE_COUNT,Race_White_CASE_COUNT,Race_Asian/Pacific-Islander_HOSPITALIZED_COUNT,Race_Black/African-American_HOSPITALIZED_COUNT,Race_Hispanic/Latino_HOSPITALIZED_COUNT,Race_White_HOSPITALIZED_COUNT,Race_Asian/Pacific-Islander_DEATH_COUNT,Race_Black/African-American_DEATH_COUNT,Race_Hispanic/Latino_DEATH_COUNT,Race_White_DEATH_COUNT,Scrape_Time
384.33,2468.39,3863.43,3824.68,4634.95,2641.13,34.22,270.17,911.99,1760.36,2817.86,668.77,0.75,21.28,206.27,669.99,1691.12,225.1,6637,83177,79434,26739,25352,221822,591,9104,18751,12307,15413,56168,13,717,4241,4684,9250,18906,2463.59,2831.23,559.12,788.65,172.83,282.35,108220,113418,24561,31593,7592,11311,14,0,0,646.2,1671.1,1626.27,1042.77,261.45,706.25,673.11,317.16,110.58,245.29,260.08,122.65,8776,34388,39418,32883,3545,15148,15795,11398,1423,5274,5810,4810,2020-07-31 20:11:32.298526
385.54,2472.9,3867.52,3828.25,4637.51,2644.81,34.57,271.89,913.74,1764.65,2823.35,670.67,0.75,21.28,206.27,669.99,1691.85,225.15,6658,83329,79518,26764,25366,222131,597,9162,18787,12337,15443,56328,13,717,4241,4684,9254,18910,2466.98,2835.14,561.06,790.55,172.85,282.43,108369,113575,24646,31669,7593,11314,35,0,0,650.27,1676.74,1636.54,1047.95,262.21,708.03,674.84,318.74,110.67,245.36,260.18,122.7,8831,34495,39674,33025,3555,15187,15837,11450,1424,5276,5812,4812,2020-08-01 20:18:55.010402
386.24,2476.46,3870.05,3830.97,4638.97,2647.18,34.57,271.95,913.69,1764.8,2824.08,670.74,0.75,21.28,206.27,670.27,1692.4,225.21,6670,83449,79570,26783,25374,222330,597,9164,18786,12338,15447,56334,13,717,4241,4686,9257,18915,2469.69,2837.54,561.13,790.65,172.9,282.53,108488,113671,24649,31673,7595,11318,5,0,0,651.19,1678.88,1639.41,1048.51,262.34,708.92,676.44,318.61,110.75,245.47,260.31,122.63,8843,34537,39741,33042,3557,15206,15874,11446,1425,5278,5815,4809,2020-08-02 20:30:10.199735
386.99,2479.79,3872.48,3833.12,4639.33,2649.47,34.63,272.16,914.18,1765.65,2825.36,671.11,0.75,21.34,206.37,670.7,1693.31,225.36,6683,83561,79620,26798,25376,222522,598,9171,18796,12344,15454,56365,13,719,4243,4689,9262,18927,2471.85,2839.96,561.42,791.07,172.94,282.75,108583,113768,24662,31690,7597,11327,5,0,0,651.4,1679.57,1639.81,1048.96,262.34,709.22,676.61,318.89,110.75,245.62,260.4,122.82,8846,34551,39751,33056,3557,15212,15878,11456,1425,5281,5817,4817,2020-08-03 20:20:45.603540
388.09,2484.83,3876.56,3836.41,4643.36,2653.25,34.63,272.31,914.28,1766.51,2826.27,671.33,0.75,21.37,206.46,670.85,1693.68,225.43,6702,83731,79704,26821,25398,222840,598,9176,18798,12350,15459,56383,13,720,4245,4690,9264,18933,2475.4,2844.06,561.63,791.32,173.01,282.85,108739,113932,24671,31700,7600,11331,5,0,0,651.41,1680.52,1641.85,1049.43,262.35,709.41,677.03,318.92,110.75,245.66,260.63,122.85,8846,34568,39801,33069,3557,15216,15887,11457,1425,5282,5822,4818,2020-08-04 20:06:25.305674
390.52,2490.59,3880.26,3839.41,4645.92,2657.37,34.74,272.46,914.72,1767.51,2827.73,671.7,0.75,21.37,206.46,670.99,1694.23,225.47,6744,83925,79780,26842,25412,223186,600,9181,18807,12357,15467,56414,13,720,4245,4691,9267,18937,2479.66,2847.98,562.04,791.64,173.06,282.9,108926,114089,24689,31713,7602,11333,15,1,0,654.39,1683.86,1648.59,1052.75,262.66,709.85,678.1,318.94,110.75,245.85,260.73,122.9,8882,34631,39966,33161,3561,15225,15912,11458,1425,5286,5824,4820,2020-08-05 20:12:33.094300
391.97,2495.16,3884.0,3842.13,4649.39,2660.79,34.8,272.64,914.91,1768.08,2828.47,671.92,0.69,21.37,206.51,671.13,1694.23,225.49,6769,84079,79857,26861,25431,223473,601,9187,18811,12361,15471,56433,12,720,4246,4692,9267,18938,2484.9,2849.35,562.26,791.87,173.08,282.9,109156,114144,24699,31722,7603,11333,14,0,0,659.43,1687.95,1657.6,1056.6,262.79,709.98,678.88,319.13,110.83,245.78,260.73,122.92,8947,34710,40186,33267,3562,15228,15930,11464,1426,5285,5824,4821,2020-08-06 20:07:17.003656
393.94,2501.66,3889.26,3845.42,4653.05,2665.59,34.86,272.61,915.25,1768.08,2829.75,672.09,0.75,21.37,206.61,671.27,1694.59,225.56,6803,84298,79965,26884,25451,223876,602,9186,18818,12361,15478,56447,13,720,4248,4693,9269,18944,2490.41,2853.17,562.45,792.02,173.1,283.03,109398,114297,24707,31728,7604,11338,34,1,0,692.98,1725.94,1739.13,1078.36,263.69,710.02,682.77,318.83,110.83,245.79,260.93,122.98,9392,35465,42204,33879,3574,15230,16022,11455,1426,5285,5829,4822,2020-08-07 20:09:25.099909
394.86,2505.43,3892.76,3846.13,4655.97,2668.46,34.98,273.11,916.22,1769.37,2833.58,672.91,0.75,21.37,206.76,671.27,1694.96,225.62,6819,84425,80037,26889,25467,224117,604,9203,18838,12370,15499,56516,13,720,4251,4693,9271,18949,2493.59,2855.69,563.29,792.84,173.17,283.08,109538,114398,24744,31761,7607,11340,36,0,0,693.8,1727.85,1744.26,1080.53,263.8,710.25,683.63,319.43,110.83,245.84,260.98,123.06,9402,35502,42329,33943,3576,15235,16043,11476,1426,5286,5830,4824,2020-08-08 20:06:55.047850
396.95,2510.09,3896.75,3850.28,4658.53,2672.28,35.15,273.29,916.95,1770.09,2835.05,673.35,0.75,21.4,206.9,671.27,1695.51,225.7,6855,84582,80119,26918,25481,224438,607,9209,18853,12375,15507,56553,13,721,4254,4693,9274,18956,2497.64,2859.21,563.63,793.39,173.22,283.18,109716,114539,24759,31783,7609,11344,5,0,0,698.48,1731.4,1753.77,1083.25,264.13,710.47,684.56,319.51,110.83,245.89,261.09,123.09,9461,35574,42566,34018,3581,15241,16067,11478,1426,5287,5833,4825,2020-08-09 20:10:03.195251
398.45,2513.56,3900.15,3853.14,4661.09,2675.21,35.15,273.53,917.54,1770.52,2835.96,673.68,0.75,21.43,206.95,671.42,1695.69,225.75,6881,84699,80189,26938,25495,224684,607,9217,18865,12378,15512,56581,13,722,4255,4694,9275,18960,2500.51,2862.25,563.88,793.82,173.26,283.25,109842,114661,24770,31800,7611,11347,8,0,0,698.79,1732.25,1756.27,1083.92,264.15,710.95,684.92,319.52,110.92,245.93,261.14,123.12,9465,35590,42626,34038,3581,15252,16075,11479,1427,5288,5834,4826,2020-08-10 20:08:50.658829
399.79,2517.03,3903.02,3855.86,4664.38,2678.02,35.21,273.59,917.83,1771.09,2836.88,673.9,0.75,21.43,206.95,671.56,1696.6,225.82,6904,84816,80248,26957,25513,224920,608,9219,18871,12382,15517,56599,13,722,4255,4695,9280,18966,2503.4,2864.92,564.06,794.07,173.35,283.3,109969,114768,24778,31810,7615,11349,5,0,0,701.49,1735.05,1762.85,1086.4,264.05,711.52,685.36,319.44,111.01,246.07,261.27,123.17,9501,35643,42788,34103,3580,15263,16085,11477,1428,5291,5837,4828,2020-08-11 20:09:10.629564
401.18,2522.88,3907.84,3859.86,4667.31,2682.35,35.21,273.76,918.02,1771.52,2837.97,674.12,0.75,21.43,206.95,671.85,1696.97,225.87,6928,85013,80347,26985,25529,225284,608,9225,18875,12385,15523,56618,13,722,4255,4697,9282,18970,2507.82,2869.04,564.31,794.26,173.42,283.33,110163,114933,24789,31818,7618,11350,8,0,0,702.82,1736.0,1767.05,1087.75,264.29,711.58,685.86,319.55,111.1,246.07,261.41,123.19,9517,35662,42892,34141,3583,15264,16097,11481,1429,5291,5840,4829,2020-08-12 20:33:36.461423
404.07,2529.17,3913.58,3865.3,4669.32,2687.46,35.38,274.39,918.51,1772.81,2839.62,674.74,0.75,21.43,207.0,672.13,1698.07,225.97,6978,85225,80465,27023,25540,225713,611,9246,18885,12394,15532,56670,13,722,4256,4699,9288,18979,2513.44,2873.64,564.9,794.91,173.56,283.4,110410,115117,24815,31844,7624,11353,14,1,0,704.5,1737.79,1770.65,1089.42,264.43,712.43,686.65,319.94,111.19,246.22,261.46,123.24,9539,35696,42981,34189,3585,15281,16116,11493,1430,5294,5841,4831,2020-08-13 20:32:29.070301
405.69,2533.89,3917.86,3869.88,4673.16,2691.39,35.32,274.57,919.0,1772.95,2840.35,674.98,0.69,21.46,207.19,672.42,1698.43,226.07,7006,85384,80553,27055,25561,226043,610,9252,18895,12395,15536,56690,12,723,4260,4701,9290,18987,2517.47,2877.41,565.15,795.14,173.6,283.53,110587,115268,24826,31853,7626,11358,16,0,0,705.73,1740.2,1774.74,1090.66,264.6,712.5,686.84,320.12,111.19,246.5,261.53,123.27,9555,35744,43082,34227,3587,15283,16120,11501,1430,5300,5842,4833,2020-08-14 20:10:25.868051
408.53,2538.43,3921.6,3874.02,4676.08,2695.25,35.55,274.74,919.63,1773.81,2841.08,675.37,0.69,21.46,207.24,672.42,1698.62,226.09,7055,85537,80630,27084,25577,226367,614,9258,18908,12401,15540,56723,12,723,4261,4701,9291,18989,2521.41,2881.05,565.47,795.56,173.6,283.58,110760,115414,24840,31870,7626,11360,15,0,0,708.36,1744.22,1782.18,1093.44,264.8,712.96,687.52,320.27,111.19,246.5,261.57,123.27,9590,35825,43266,34306,3590,15293,16136,11506,1430,5300,5843,4833,2020-08-15 20:11:11.961992
410.38,2543.59,3927.68,3880.6,4679.19,2699.88,35.55,275.01,920.26,1775.09,2842.73,675.85,0.69,21.49,207.24,672.56,1699.16,226.15,7087,85711,80755,27130,25594,226756,614,9267,18921,12410,15549,56763,12,724,4261,4702,9294,18994,2526.33,2885.57,566.0,796.01,173.65,283.68,110976,115595,24863,31888,7628,11364,14,0,0,710.42,1745.97,1788.91,1095.75,265.03,713.26,687.97,320.48,111.19,246.55,261.7,123.39,9617,35858,43430,34372,3593,15299,16147,11514,1430,5301,5846,4838,2020-08-16 20:19:49.573885
411.6,2547.0,3930.45,3882.89,4681.2,2702.51,35.55,275.01,920.31,1775.38,2842.73,675.89,0.69,21.52,207.34,672.56,1699.35,226.2,7108,85826,80812,27146,25605,226977,614,9267,18922,12412,15549,56766,12,725,4263,4702,9295,18998,2529.01,2888.14,566.04,796.04,173.72,283.7,111094,115698,24865,31889,7631,11365,10,0,0,711.09,1747.06,1790.17,1096.4,265.01,713.35,688.34,320.48,111.1,246.66,261.78,123.39,9625,35878,43460,34391,3593,15301,16155,11514,1429,5303,5848,4838,2020-08-17 19:54:47.734754
413.11,2549.67,3932.4,3885.9,4682.3,2704.67,35.61,275.13,920.99,1776.38,2844.19,676.29,0.69,21.52,207.34,672.42,1699.71,226.21,7134,85916,80852,27167,25611,227158,615,9271,18936,12419,15557,56800,12,725,4263,4701,9297,18999,2531.13,2890.41,566.52,796.39,173.74,283.7,111187,115789,24886,31903,7632,11365,14,0,0,711.24,1747.97,1791.79,1096.86,265.06,713.76,688.71,320.67,111.19,246.66,261.74,123.42,9627,35895,43500,34405,3594,15310,16163,11520,1430,5303,5847,4839,2020-08-18 20:02:25.420174
414.73,2553.38,3936.39,3888.9,4683.4,2707.77,35.79,275.46,921.23,1777.38,2845.1,676.66,0.69,21.55,207.34,672.85,1700.08,226.28,7162,86041,80934,27188,25617,227419,618,9282,18941,12426,15562,56831,12,726,4263,4704,9299,19005,2534.52,2893.01,566.93,796.69,173.83,283.73,111336,115893,24904,31915,7636,11366,14,0,0,715.87,1751.09,1801.14,1100.0,265.13,714.45,689.55,320.82,111.26,246.71,261.92,123.44,9687,35955,43733,34494,3595,15323,16183,11525,1431,5304,5851,4840,2020-08-19 20:16:56.331523
417.56,2557.86,3939.94,3890.47,4687.23,2711.4,35.96,275.63,921.53,1777.81,2844.55,676.84,0.69,21.55,207.24,673.13,1699.71,226.26,7211,86192,81007,27199,25638,227724,621,9288,18947,12429,15559,56846,12,726,4261,4706,9297,19003,2537.92,2896.93,567.16,796.81,173.81,283.7,111485,116050,24914,31920,7635,11365,13,0,0,717.95,1753.9,1806.9,1102.87,265.02,714.81,689.98,320.83,111.24,246.71,261.92,123.36,9713,36007,43874,34567,3594,15329,16193,11525,1431,5304,5851,4837,2020-08-20 20:18:13.504162
418.49,2561.37,3942.76,3892.05,4687.78,2713.82,36.02,275.72,921.82,1778.24,2845.1,677.03,0.69,21.55,207.39,673.28,1699.71,226.31,7227,86310,81065,27210,25641,227927,622,9291,18953,12432,15562,56862,12,726,4264,4707,9297,19007,2540.6,2899.1,567.36,797.01,173.85,283.78,111603,116137,24923,31928,7637,11368,10,1,0,719.94,1755.96,1811.12,1104.27,265.09,714.91,690.32,320.84,111.16,246.82,261.88,123.41,9738,36046,43980,34604,3595,15331,16201,11526,1430,5306,5850,4839,2020-08-21 22:05:42.186429
419.94,2564.42,3945.68,3893.62,4689.98,2716.4,36.08,275.9,922.06,1778.53,2846.2,677.27,0.69,21.6,207.58,673.28,1699.89,226.39,7252,86413,81125,27221,25653,228144,623,9297,18958,12434,15568,56882,12,728,4268,4707,9298,19014,2543.11,2901.65,567.61,797.21,173.88,283.9,111713,116239,24934,31936,7638,11373,8,0,0,722.2,1757.79,1815.21,1105.74,265.24,715.11,690.74,320.95,111.16,246.99,262.01,123.44,9768,36081,44081,34647,3597,15335,16211,11529,1430,5309,5853,4840,2020-08-22 19:17:35.188048
421.85,2569.05,3949.13,3895.62,4692.35,2719.79,36.19,276.17,922.79,1778.67,2848.58,677.74,0.69,21.57,207.78,673.28,1699.89,226.43,7285,86569,81196,27235,25666,228428,625,9306,18973,12435,15581,56922,12,727,4272,4707,9298,19017,2546.47,2905.11,568.21,797.58,173.9,283.98,111861,116378,24960,31951,7639,11376,10,0,0,723.87,1759.64,1818.65,1108.37,265.57,715.7,691.22,321.43,111.24,247.21,261.93,123.44,9791,36117,44164,34716,3601,15348,16222,11543,1431,5314,5851,4840,2020-08-23 20:13:06.337934
423.53,2572.05,3951.08,3897.77,4693.08,2722.04,36.19,276.58,923.32,1779.1,2849.49,678.14,0.69,21.63,207.78,673.42,1700.81,226.52,7314,86670,81236,27250,25670,228617,625,9320,18984,12438,15586,56955,12,729,4272,4708,9303,19025,2548.8,2907.26,568.52,798.03,173.92,284.08,111963,116464,24974,31969,7640,11380,10,0,0,725.55,1761.67,1821.93,1110.56,265.66,716.04,691.76,321.5,111.24,247.31,262.07,123.44,9813,36155,44244,34777,3602,15355,16235,11545,1431,5316,5854,4840,2020-08-24 19:18:00.516124
424.51,2574.36,3953.36,3899.91,4694.91,2724.07,36.19,276.73,923.37,1779.24,2850.4,678.28,0.69,21.66,207.78,673.56,1701.17,226.57,7331,86748,81283,27265,25680,228788,625,9325,18985,12439,15591,56967,12,730,4272,4709,9305,19029,2551.03,2909.01,568.64,798.21,173.94,284.18,112061,116534,24979,31976,7641,11384,10,0,0,726.05,1763.03,1825.3,1111.24,265.65,716.22,692.12,321.53,111.24,247.36,262.11,123.44,9818,36182,44325,34799,3602,15358,16243,11546,1431,5317,5855,4840,2020-08-25 20:15:25.743367
425.44,2577.27,3955.55,3901.63,4697.29,2726.25,36.25,276.79,923.52,1779.53,2851.5,678.46,0.69,21.63,207.58,673.71,1702.09,226.58,7347,86846,81328,27277,25693,228971,626,9327,18988,12441,15597,56982,12,729,4268,4710,9310,19030,2553.17,2911.23,568.91,798.28,174.04,284.13,112155,116623,24991,31979,7645,11382,8,0,0,727.74,1763.78,1828.12,1113.19,265.88,716.15,692.28,321.51,111.24,247.35,262.18,123.44,9840,36197,44393,34854,3605,15357,16247,11547,1431,5317,5856,4841,2020-08-26 20:38:05.165241
426.89,2580.54,3959.15,3904.78,4698.57,2729.06,36.25,276.97,923.81,1779.67,2852.96,678.71,0.69,21.63,207.63,674.28,1702.45,226.66,7372,86956,81402,27299,25700,229207,626,9333,18994,12442,15605,57003,12,729,4269,4714,9312,19037,2556.06,2914.0,569.21,798.51,174.06,284.3,112282,116734,25004,31988,7646,11389,11,0,0,728.86,1765.07,1830.89,1114.12,265.88,716.42,692.62,321.79,111.31,247.5,262.3,123.43,9856,36222,44462,34883,3605,15362,16255,11556,1432,5320,5859,4841,2020-08-27 20:09:34.442277
428.91,2585.37,3962.55,3908.21,4701.86,2732.76,36.25,277.15,924.25,1780.82,2853.7,679.03,0.69,21.63,207.68,674.71,1703.0,226.75,7407,87119,81472,27323,25718,229518,626,9339,19003,12450,15609,57030,12,729,4270,4717,9315,19044,2559.5,2917.65,569.59,798.76,174.13,284.4,112433,116880,25021,31998,7649,11393,7,0,0,730.0,1767.06,1834.86,1116.52,265.95,716.6,693.08,321.94,111.31,247.63,262.35,123.51,9870,36261,44560,34945,3606,15366,16266,11561,1432,5323,5860,4844,2020-08-28 20:01:23.050761
431.0,2588.91,3965.28,3909.93,4704.05,2735.54,36.31,277.33,924.44,1781.39,2855.16,679.3,0.69,21.63,207.78,674.85,1703.0,226.78,7443,87238,81528,27335,25730,229751,627,9345,19007,12454,15617,57053,12,729,4272,4718,9315,19047,2562.32,2920.34,569.68,799.21,174.17,284.43,112557,116988,25025,32016,7651,11394,9,0,0,731.78,1769.27,1838.07,1117.89,266.2,716.89,693.46,322.07,111.46,247.65,262.33,123.58,9893,36302,44638,34989,3609,15372,16274,11567,1434,5324,5859,4847,2020-08-29 20:03:46.026107
432.1,2592.65,3968.44,3912.64,4704.24,2738.27,36.48,277.98,924.88,1782.1,2855.52,679.78,0.69,21.63,207.73,674.71,1702.45,226.72,7462,87364,81593,27354,25731,229980,630,9367,19016,12459,15619,57093,12,729,4271,4717,9312,19042,2565.57,2922.51,570.28,799.53,174.17,284.3,112700,117075,25051,32029,7651,11389,2,0,0,732.55,1770.81,1840.93,1120.01,266.47,717.19,693.93,322.43,111.46,247.52,262.28,123.6,9904,36332,44709,35048,3613,15378,16286,11579,1434,5321,5858,4848,2020-08-30 19:55:36.691483
433.31,2595.97,3970.92,3915.22,4707.89,2740.94,36.48,278.19,925.17,1782.96,2856.99,680.1,0.69,21.72,207.83,675.14,1703.37,226.88,7483,87476,81644,27372,25751,230205,630,9374,19022,12465,15627,57120,12,732,4273,4720,9317,19055,2568.53,2924.84,570.44,800.01,174.24,284.53,112830,117168,25058,32048,7654,11398,9,0,0,733.09,1771.68,1842.19,1121.09,266.77,717.5,694.27,322.54,111.46,247.73,262.51,123.6,9911,36350,44738,35077,3617,15385,16294,11583,1434,5326,5863,4848,2020-08-31 21:24:55.331140
435.11,2600.15,3975.25,3917.79,4710.27,2744.41,36.48,278.22,925.51,1783.39,2857.9,680.29,0.69,21.78,207.83,675.28,1703.73,226.94,7514,87617,81733,27390,25764,230496,630,9375,19029,12468,15632,57136,12,734,4273,4721,9319,19060,2571.9,2928.06,570.62,800.18,174.29,284.63,112978,117297,25066,32055,7656,11402,9,0,0,733.37,1772.5,1842.89,1122.24,266.7,717.69,694.35,322.81,111.46,247.83,262.64,123.68,9914,36365,44755,35108,3616,15389,16296,11591,1434,5328,5866,4850,2020-09-01 20:07:19.484451
437.19,2603.86,3977.97,3919.51,4713.38,2747.36,36.48,278.36,926.0,1783.96,2859.55,680.63,0.69,21.78,207.83,675.57,1703.92,226.97,7550,87742,81789,27402,25781,230744,630,9380,19039,12472,15641,57164,12,734,4273,4723,9320,19063,2575.04,2930.95,571.01,800.56,174.31,284.68,113116,117413,25083,32070,7657,11404,8,0,0,735.7,1774.93,1850.15,1125.78,267.18,717.81,695.17,323.06,111.46,247.83,262.72,123.68,9945,36412,44935,35203,3622,15392,16315,11599,1434,5328,5868,4850,2020-09-02 20:10:25.617390
439.51,2609.26,3981.57,3922.23,4715.75,2751.22,36.48,278.51,926.29,1784.39,2861.56,680.92,0.69,21.72,207.87,675.42,1704.83,227.01,7590,87924,81863,27421,25794,231068,630,9385,19045,12475,15652,57189,12,732,4274,4722,9325,19066,2578.94,2934.8,571.3,800.85,174.35,284.7,113287,117567,25096,32082,7659,11405,17,0,0,736.13,1775.85,1851.97,1127.13,267.18,718.02,695.54,323.29,111.56,247.88,262.6,123.8,9951,36429,44980,35239,3622,15396,16324,11608,1435,5329,5865,4855,2020-09-03 21:02:21.729644
440.9,2612.29,3984.63,3925.09,4717.77,2753.86,36.54,278.75,926.53,1785.39,2863.38,681.29,0.69,21.78,207.87,675.71,1705.38,227.09,7614,88026,81926,27441,25805,231290,631,9393,19050,12482,15662,57220,12,734,4274,4724,9328,19073,2581.6,2937.02,571.69,801.2,174.42,284.8,113404,117656,25113,32096,7662,11409,10,0,0,738.42,1778.06,1857.01,1130.66,267.49,718.0,696.05,323.41,111.65,247.88,262.72,123.8,9980,36470,45105,35332,3626,15396,16336,11613,1436,5329,5868,4855,2020-09-04 20:57:42.186869
442.23,2616.89,3988.82,3928.24,4720.87,2757.48,36.54,279.02,926.78,1785.96,2863.93,681.54,0.69,21.81,208.02,675.85,1705.75,227.18,7637,88181,82012,27463,25822,231594,631,9402,19055,12486,15665,57241,12,735,4277,4725,9330,19080,2585.08,2940.44,571.85,801.55,174.45,284.95,113557,117793,25120,32110,7663,11415,14,0,0,740.23,1780.14,1860.09,1132.93,267.66,718.57,696.37,323.51,111.72,247.96,262.8,123.89,10003,36510,45180,35390,3628,15408,16344,11617,1437,5331,5870,4858,2020-09-05 20:15:50.422726
442.23,2616.89,3988.82,3928.24,4720.87,2757.48,36.54,279.02,926.78,1785.96,2863.93,681.54,0.69,21.81,208.02,675.85,1705.75,227.18,7637,88181,82012,27463,25822,231594,631,9402,19055,12486,15665,57241,12,735,4277,4725,9330,19080,2585.08,2940.44,571.85,801.55,174.45,284.95,113557,117793,25120,32110,7663,11415,14,0,0,740.23,1780.14,1860.09,1132.93,267.66,718.57,696.37,323.51,111.72,247.96,262.8,123.89,10003,36510,45180,35390,3628,15408,16344,11617,1437,5331,5870,4858,2020-09-06 20:15:13.934235
444.26,2620.51,3990.76,3930.52,4723.98,2760.22,36.54,279.46,927.31,1786.97,2865.03,682.01,0.69,21.9,208.07,676.42,1706.11,227.3,7672,88303,82052,27479,25839,231824,631,9417,19066,12493,15671,57280,12,738,4278,4729,9332,19090,2588.43,2943.03,572.21,802.13,174.49,285.15,113704,117897,25136,32133,7665,11423,5,0,0,743.52,1783.6,1865.54,1137.31,267.73,719.01,697.04,323.71,111.72,248.21,262.94,123.94,10044,36578,45315,35504,3629,15416,16360,11624,1437,5336,5873,4860,2020-09-07 20:34:54.960675
444.14,2623.92,3994.26,3932.24,4725.44,2762.75,36.54,279.55,927.6,1787.25,2865.94,682.2,0.69,21.9,208.12,676.42,1707.39,227.39,7670,88418,82124,27491,25847,232036,631,9420,19072,12495,15676,57296,12,738,4279,4729,9339,19098,2590.62,2945.16,572.42,802.3,174.63,285.2,113800,117982,25145,32140,7671,11425,5,0,0,744.53,1784.11,1867.71,1138.58,267.93,719.07,697.28,323.76,111.81,248.21,263.18,123.99,10058,36588,45367,35542,3632,15418,16366,11626,1438,5336,5878,4862,2020-09-08 20:10:34.764726
445.59,2626.8,3996.55,3934.24,4727.82,2765.08,36.6,279.73,928.09,1787.25,2867.41,682.49,0.69,21.87,208.07,676.28,1707.94,227.39,7695,88515,82171,27505,25860,232232,632,9426,19082,12495,15684,57321,12,737,4278,4728,9342,19098,2593.32,2947.75,572.6,802.73,174.65,285.15,113919,118086,25153,32157,7672,11423,4,2,0,745.36,1785.19,1869.02,1140.1,268.1,719.32,697.6,323.84,111.79,248.12,263.29,123.99,10068,36608,45399,35583,3634,15423,16373,11629,1438,5334,5880,4862,2020-09-09 20:11:24.239158
448.78,2633.87,4002.68,3940.68,4730.38,2770.77,36.71,279.88,928.58,1787.97,2868.32,682.82,0.69,21.9,208.02,676.28,1708.12,227.4,7750,88753,82297,27550,25874,232710,634,9431,19092,12500,15689,57348,12,738,4277,4728,9343,19099,2599.49,2953.64,572.83,803.15,174.65,285.2,114190,118322,25163,32174,7672,11425,31,0,0,745.64,1786.04,1870.88,1142.42,268.21,719.52,697.95,323.92,111.79,248.07,263.29,124.02,10072,36623,45445,35646,3635,15427,16382,11632,1438,5333,5880,4863,2020-09-10 20:37:15.744361
450.45,2637.31,4005.21,3942.83,4731.11,2773.34,36.77,280.06,929.26,1789.68,2870.7,683.36,0.69,21.93,208.17,677.28,1709.22,227.61,7779,88869,82349,27565,25878,232926,635,9437,19106,12512,15702,57394,12,739,4280,4735,9349,19116,2601.7,2956.59,573.3,803.78,174.76,285.5,114287,118440,25184,32199,7677,11437,3,0,0,748.48,1787.9,1875.39,1146.44,268.37,720.04,698.51,324.27,111.95,248.35,263.55,124.04,10108,36661,45556,35759,3637,15438,16396,11645,1440,5339,5886,4864,2020-09-11 20:34:13.662941
